Dates,NUE
2018-06-20,64.80000305175781
2018-06-21,64.66000366210938
2018-06-25,65.16999816894531
2018-06-22,62.540000915527344
2018-06-26,63.38999938964844
2018-06-27,62.970001220703125
2018-06-28,61.689998626708984
2018-06-29,62.47999954223633
2018-07-02,62.0
2018-07-03,61.4900016784668
2018-07-05,62.099998474121094
2018-07-16,62.2400016784668
2018-09-18,63.27000045776367
2019-01-24,64.2699966430664
2019-09-05,63.689998626708984
2018-11-21,63.83000183105469
2020-01-13,63.779998779296875
2020-04-01,63.779998779296875
2020-06-19,63.810001373291016
2019-10-29,64.75
2020-01-16,63.34000015258789
2020-06-22,64.91000366210938
2018-10-03,65.87000274658203
2018-07-31,67.43000030517578
2019-03-12,67.26000213623047
2019-02-08,66.37000274658203
2019-01-07,67.33999633789062
2018-12-06,67.08000183105469
2019-08-19,66.30000305175781
2019-07-18,65.44999694824219
2019-05-15,64.20999908447266
2019-09-20,64.1500015258789
2019-11-01,63.77000045776367
2020-04-07,64.45999908447266
2020-06-25,64.12000274658203
2020-06-16,63.36000061035156
2019-11-04,62.560001373291016
2020-01-22,63.09000015258789
2019-11-07,63.2400016784668
2020-04-13,60.959999084472656
2019-07-01,61.2599983215332
2019-05-30,60.93000030517578
2018-08-15,62.38999938964844
2018-10-18,62.689998626708984
2019-03-27,63.59000015258789
2019-01-22,61.88999938964844
2018-12-21,62.119998931884766
2019-09-03,62.81999969482422
2018-11-19,63.369998931884766
2019-08-02,63.09000015258789
2020-01-28,62.54999923706055
2020-04-16,62.25
2019-11-13,61.2599983215332
2020-01-31,61.84000015258789
2018-12-04,62.869998931884766
2018-11-02,62.540000915527344
2019-07-16,62.38999938964844
2018-08-30,61.29999923706055
2018-10-01,62.650001525878906
2019-06-14,63.29999923706055
2019-05-13,61.86000061035156
2019-04-11,62.70000076293945
2019-02-06,63.38999938964844
2019-09-18,64.55999755859375
2020-02-03,64.2699966430664
2020-04-22,63.619998931884766
2019-11-19,63.619998931884766
2020-02-06,64.0
2019-11-22,63.209999084472656
2019-03-25,62.70000076293945
2019-02-21,62.900001525878906
2018-12-19,63.41999816894531
2018-07-12,64.08000183105469
2018-09-14,65.04000091552734
2018-08-13,64.55999755859375
2018-10-16,63.540000915527344
2019-07-31,63.77000045776367
2019-05-28,63.619998931884766
2019-04-26,61.0099983215332
2020-04-28,60.20000076293945
2019-11-25,60.15999984741211
2020-02-12,58.75
2020-05-01,58.59000015258789
2020-05-04,58.0099983215332
2019-06-12,56.90999984741211
2019-04-09,58.0
2019-03-08,58.20000076293945
2019-02-04,57.13999938964844
2018-07-27,55.59000015258789
2018-08-28,56.06999969482422
2019-01-03,55.54999923706055
2019-08-15,56.18000030517578
2018-10-31,56.79999923706055
2019-09-16,58.560001373291016
2020-02-18,58.779998779296875
2020-05-07,59.470001220703125
2018-08-17,60.75
2019-12-04,61.290000915527344
2020-02-21,62.5099983215332
2018-12-17,63.61000061035156
2019-08-30,61.66999816894531
2018-11-15,61.970001220703125
2019-07-29,62.27000045776367
2019-06-27,61.56999969482422
2019-04-24,61.630001068115234
2018-07-10,62.599998474121094
2018-09-12,61.66999816894531
2019-02-19,59.61000061035156
2019-01-18,59.650001525878906
2020-02-24,58.22999954223633
2020-05-13,59.310001373291016
2019-12-10,57.130001068115234
2020-02-27,57.04999923706055
2019-12-13,59.0
2020-05-19,59.56999969482422
2019-03-06,60.5099983215332
2018-11-30,59.59000015258789
2019-08-13,57.349998474121094
2019-07-12,57.290000915527344
2019-06-10,56.06999969482422
2019-05-09,56.220001220703125
2018-07-25,56.20000076293945
2018-09-27,55.52000045776367
2018-10-29,55.29999923706055
2019-10-16,54.130001068115234
2019-12-16,54.47999954223633
2020-03-04,53.27000045776367
2020-05-22,51.61000061035156
2019-10-01,51.59000015258789
2019-12-19,50.02000045776367
2018-09-10,49.790000915527344
2019-05-24,50.52000045776367
2018-08-09,51.560001373291016
2019-04-22,51.02000045776367
2019-03-21,50.630001068115234
2019-01-16,50.90999984741211
2019-08-28,52.04999923706055
2018-11-13,53.29999923706055
2018-10-12,54.18000030517578
2019-06-25,54.849998474121094
2020-03-10,55.41999816894531
2020-05-28,55.75
2019-10-07,55.7599983215332
2020-03-13,55.52000045776367
2019-10-10,55.84000015258789
2020-03-16,56.34000015258789
2020-06-03,57.5
2018-11-28,57.15999984741211
2018-09-25,56.47999954223633
2018-07-23,56.4900016784668
2018-08-24,57.45000076293945
2019-07-10,56.900001525878906
2019-05-07,59.38999938964844
2019-04-05,59.5099983215332
2019-03-04,58.900001525878906
2019-01-31,61.18000030517578
2019-09-12,61.130001068115234
2019-12-31,61.150001525878906
2020-03-19,60.279998779296875
2020-01-03,58.849998474121094
2020-06-09,58.849998474121094
2019-02-15,59.029998779296875
2019-01-14,60.20000076293945
2018-07-06,60.81999969482422
2018-08-07,59.130001068115234
2018-10-10,59.040000915527344
2018-12-13,59.16999816894531
2019-08-26,59.9900016784668
2019-07-25,60.7400016784668
2019-05-22,60.970001220703125
2019-03-19,60.97999954223633
2020-01-06,60.93000030517578
2020-03-25,60.470001220703125
2020-06-12,60.290000915527344
2019-10-22,59.880001068115234
2020-01-09,60.0099983215332
2020-06-15,60.25
2019-10-25,59.619998931884766
2020-03-31,58.900001525878906
2020-06-18,57.599998474121094
2019-04-03,57.34000015258789
2018-08-22,58.959999084472656
2018-10-25,59.2400016784668
2019-01-29,58.68000030517578
2018-12-28,58.16999816894531
2018-11-26,58.54999923706055
2019-08-09,58.630001068115234
2019-07-08,57.31999969482422
2019-06-06,57.630001068115234
2019-09-10,56.68000030517578
2020-01-15,56.459999084472656
2020-04-03,56.54999923706055
2019-10-31,56.81999969482422
2020-04-06,56.95000076293945
2020-06-24,58.040000915527344
2018-11-09,58.75
2019-07-23,59.02000045776367
2019-06-21,60.029998779296875
2019-05-20,60.380001068115234
2019-04-18,60.40999984741211
