Dates,NUE
2018-06-20,66.06999969482422
2018-06-21,65.56999969482422
2018-06-25,65.62000274658203
2018-06-22,65.44999694824219
2018-06-26,63.709999084472656
2018-06-27,64.33000183105469
2018-06-28,62.54999923706055
2018-06-29,62.900001525878906
2018-07-02,62.029998779296875
2018-07-03,63.33000183105469
2018-07-05,62.34000015258789
2018-07-16,62.70000076293945
2018-09-18,63.72999954223633
2019-01-24,64.37999725341797
2019-09-05,63.84000015258789
2018-11-21,64.5
2020-01-13,63.869998931884766
2020-04-01,64.2699966430664
2020-06-19,63.959999084472656
2019-10-29,64.87000274658203
2020-01-16,65.0
2020-06-22,65.08999633789062
2018-10-03,66.48999786376953
2018-07-31,68.37999725341797
2019-03-12,67.95999908447266
2019-02-08,67.5
2019-01-07,67.80999755859375
2018-12-06,67.88999938964844
2019-08-19,67.20999908447266
2019-07-18,66.86000061035156
2019-05-15,64.8499984741211
2019-09-20,64.8499984741211
2019-11-01,64.26000213623047
2020-04-07,64.81999969482422
2020-06-25,64.68000030517578
2020-06-16,64.41999816894531
2019-11-04,62.88999938964844
2020-01-22,63.720001220703125
2019-11-07,63.33000183105469
2020-04-13,62.529998779296875
2019-07-01,61.47999954223633
2019-05-30,61.68000030517578
2018-08-15,62.650001525878906
2018-10-18,62.689998626708984
2019-03-27,63.95000076293945
2019-01-22,63.4900016784668
2018-12-21,62.77000045776367
2019-09-03,62.959999084472656
2018-11-19,64.1500015258789
2019-08-02,63.83000183105469
2020-01-28,63.65999984741211
2020-04-16,62.45000076293945
2019-11-13,61.7599983215332
2020-01-31,62.040000915527344
2018-12-04,62.970001220703125
2018-11-02,63.70000076293945
2019-07-16,63.40999984741211
2018-08-30,61.7400016784668
2018-10-01,63.0099983215332
2019-06-14,64.16999816894531
2019-05-13,63.400001525878906
2019-04-11,62.720001220703125
2019-02-06,63.5
2019-09-18,64.75
2020-02-03,65.80999755859375
2020-04-22,64.54000091552734
2019-11-19,64.4000015258789
2020-02-06,64.0199966430664
