Dates,NUE
2020-06-02,3037600.0
2019-12-30,3657300.0
2020-03-18,3538800.0
2020-06-05,2939000.0
2019-07-15,1809300.0
2018-12-03,1829200.0
2019-06-13,2079000.0
2019-01-04,2278500.0
2018-08-29,1600000.0
2019-02-05,1601000.0
2018-11-01,1435100.0
2019-08-16,1400000.0
2019-04-10,1756300.0
2019-09-17,1696000.0
2019-10-15,2948100.0
2020-01-02,2606900.0
2020-06-08,2066900.0
2019-10-18,2006400.0
2020-03-24,1563900.0
2020-06-11,1489700.0
2020-01-08,2525000.0
2019-04-25,3726600.0
2019-07-30,2625100.0
2019-02-20,2057100.0
2018-07-11,2171600.0
2018-09-13,2078800.0
2018-10-15,1946100.0
2019-06-28,1783100.0
2018-12-18,2952500.0
2018-11-16,2254400.0
2019-10-02,1467900.0
2020-03-27,1836800.0
2020-01-10,1577500.0
2019-10-24,1217500.0
2020-03-30,1627100.0
2020-06-17,1315600.0
2020-01-14,1839800.0
2020-04-02,1372000.0
2019-01-02,1098600.0
2019-08-14,1244500.0
2018-10-30,1357500.0
2019-06-11,1104900.0
2019-05-10,2282400.0
2019-04-08,1410600.0
2018-08-27,1265600.0
2018-07-26,1480800.0
2018-09-28,1691400.0
2019-03-07,1456900.0
2019-10-30,1608100.0
2020-01-17,1626100.0
2020-06-23,2085900.0
2020-04-08,1831800.0
2020-06-26,1322200.0
2019-03-22,1906500.0
2019-01-17,1986600.0
2019-08-29,1681000.0
2018-11-14,1511800.0
2019-06-26,3511800.0
2018-09-11,2126900.0
2018-07-09,2360900.0
2018-08-10,1363600.0
2019-04-23,1341700.0
2019-09-30,1410900.0
2020-01-23,5240400.0
2019-11-08,1205200.0
2020-04-14,725700.0
2019-11-11,1274700.0
2020-01-29,1370200.0
2020-04-17,1262500.0
2018-07-24,1445400.0
2018-09-26,2466800.0
2019-05-08,2837400.0
2019-03-05,2239000.0
2019-02-01,2559000.0
2018-12-31,2130200.0
2018-11-29,2672800.0
2019-08-12,1646000.0
2019-07-11,1951100.0
2019-09-13,1845200.0
2019-11-14,1196100.0
2020-04-20,1782500.0
2020-02-04,2341300.0
2020-04-23,2282500.0
2018-12-14,1612300.0
2019-08-27,1652400.0
2018-08-08,2009700.0
2018-10-11,3016400.0
2018-11-12,4406700.0
2019-07-26,2860800.0
2019-06-24,2845700.0
2019-05-23,3214800.0
2019-03-20,2270000.0
2019-01-15,2984400.0
2019-11-20,2513100.0
2020-02-07,2033400.0
2020-02-10,1988400.0
2020-04-29,1850700.0
2019-11-26,1994200.0
2020-02-13,1770000.0
2019-01-30,2108600.0
2018-08-23,1995600.0
2018-09-24,1822800.0
2018-11-27,1736700.0
2018-10-26,1329500.0
2019-07-09,2348800.0
2019-06-07,2793400.0
2019-05-06,3336500.0
2019-04-04,2878600.0
2019-09-11,3649800.0
2019-11-29,4665900.0
2020-05-05,4039800.0
2019-12-02,3277600.0
2020-02-19,2302600.0
2020-05-08,2899900.0
2019-05-21,2975000.0
2019-03-18,3939600.0
2018-09-07,3648300.0
2018-08-06,3356500.0
2018-10-09,4495200.0
2019-02-14,4387700.0
2018-12-12,3168400.0
2019-07-24,3875600.0
2019-09-26,4376500.0
2019-10-28,3166600.0
2019-12-05,4139900.0
2020-05-11,3721800.0
2019-07-03,3644400.0
2020-02-25,3323900.0
2020-05-14,4184100.0
2020-02-28,3114400.0
2019-08-08,5136000.0
2019-06-05,4390100.0
2018-07-20,5412700.0
2018-08-21,4188200.0
2018-10-24,3504600.0
2019-04-02,5256500.0
2019-03-01,4768400.0
2019-01-28,3152100.0
2018-12-27,3479100.0
2019-09-09,3278100.0
2020-03-02,3349400.0
2020-05-20,3675800.0
2019-12-17,2652600.0
2020-03-05,2111700.0
2019-02-12,2033800.0
2019-01-11,2043700.0
2018-12-10,1603200.0
2019-08-23,2363600.0
2018-11-08,2393500.0
2019-07-22,3438000.0
2019-06-20,4238400.0
2018-09-05,4256700.0
2019-04-17,4537600.0
2019-09-24,2802800.0
2019-12-20,2115100.0
2020-05-26,2726500.0
2019-04-30,1563700.0
2019-12-23,1803000.0
2020-03-11,1615100.0
2020-05-29,2326800.0
2019-12-26,1924900.0
2020-06-01,2895100.0
2019-05-02,2669600.0
2019-02-27,3585600.0
2018-11-23,2172800.0
2019-08-06,1119700.0
2018-07-18,1674400.0
2018-09-20,1533300.0
2018-10-22,1162200.0
2019-07-05,1910200.0
2019-06-03,2246700.0
2019-10-09,2000200.0
2019-10-11,3734000.0
2020-03-17,1580600.0
2020-06-04,1642700.0
2019-10-14,1514300.0
2020-03-20,1933500.0
2018-11-06,2276200.0
2019-06-18,2600600.0
2019-05-17,2012800.0
2019-04-15,1819900.0
2019-03-14,2771400.0
2019-01-09,1897000.0
2018-08-02,2609900.0
2018-10-05,3990000.0
2019-08-21,2169200.0
2019-10-17,2133300.0
2020-03-23,2871100.0
2020-06-10,1544000.0
2019-02-25,1539700.0
2020-01-07,2122300.0
2020-03-26,1839100.0
2019-10-23,2897100.0
