Dates,NUE
2018-06-20,61.36367416381836
2018-06-21,60.422916412353516
2018-06-25,61.661739349365234
2018-06-22,59.10957336425781
2018-06-26,59.724334716796875
2018-06-27,58.67179870605469
2018-06-28,58.756141662597656
2018-06-29,58.5687141418457
2018-07-02,58.89670181274414
2018-07-03,57.80029296875
2018-07-05,59.03726577758789
2018-07-16,59.35588073730469
2018-09-18,60.133670806884766
2019-01-24,60.65845489501953
2019-09-05,59.89939880371094
2018-11-21,59.85254669189453
2020-01-13,60.086822509765625
2020-04-01,59.983741760253906
2020-06-19,60.55536651611328
2019-10-29,61.483097076416016
2020-01-16,60.602230072021484
2020-06-22,62.08283615112305
2018-10-03,62.52326965332031
2018-07-31,63.5540885925293
2019-03-12,63.70402908325195
2019-02-08,63.310428619384766
2019-01-07,63.3572883605957
2018-12-06,62.98246383666992
2019-08-19,62.720069885253906
2019-07-18,61.55807113647461
2019-05-15,60.48040008544922
2019-09-20,60.414798736572266
2019-11-01,59.983741760253906
2020-04-07,60.48040008544922
2020-06-25,60.386695861816406
2020-06-16,59.42148208618164
2019-11-04,59.45896530151367
2020-01-22,59.18720245361328
2019-11-07,59.56204605102539
2020-04-13,57.26614761352539
2019-07-01,57.87525939941406
2019-05-30,58.45626449584961
2018-08-15,58.615570068359375
2018-10-18,59.786949157714844
2019-03-27,59.77758026123047
2019-01-22,58.11891174316406
2018-12-21,58.58746337890625
2019-09-03,59.70261001586914
2018-11-19,59.815059661865234
2019-08-02,60.0587043762207
2020-01-28,58.84047317504883
2020-04-16,58.5687141418457
2019-11-13,58.296958923339844
2020-01-31,59.62764358520508
2018-12-04,59.32776641845703
2018-11-02,59.26217269897461
2019-07-16,58.51249313354492
2018-08-30,58.756141662597656
2018-10-01,59.56204605102539
2019-06-14,59.50581741333008
2019-05-13,58.6436882019043
2019-04-11,59.08412551879883
2019-02-06,60.227378845214844
2019-09-18,60.76152420043945
2020-02-03,60.358585357666016
2020-04-22,60.33046340942383
2019-11-19,59.683868408203125
2020-02-06,60.592857360839844
2019-11-22,59.30902862548828
2019-03-25,59.459869384765625
2019-02-21,59.818115234375
2018-12-19,60.61946487426758
2018-07-12,61.562225341796875
2018-09-14,61.64706802368164
2018-08-13,61.27939224243164
2018-10-16,60.61003112792969
2019-07-31,61.01542282104492
2019-05-28,60.05380630493164
2019-04-26,57.54606246948242
2020-04-28,56.999267578125
2019-11-25,57.32923126220703
2020-02-12,55.40599822998047
2020-05-01,55.57569885253906
2020-05-04,55.707679748535156
2019-06-12,54.96289825439453
2019-04-09,55.04774856567383
2019-03-08,55.79253005981445
2019-02-04,55.264583587646484
2018-07-27,52.47401428222656
2018-08-28,54.41610336303711
2019-01-03,52.9171142578125
2019-08-15,53.59589767456055
2018-10-31,54.5952262878418
2019-09-16,55.7359619140625
2020-02-18,56.575016021728516
2020-05-07,57.05583190917969
2018-08-17,57.847747802734375
2019-12-04,58.856502532958984
2020-02-21,60.534610748291016
2018-12-17,60.44976806640625
2019-08-30,59.186466217041016
2018-11-15,58.60195541381836
2019-07-29,59.469295501708984
2019-06-27,58.54539489746094
2019-04-24,59.2524528503418
2018-07-10,59.61070251464844
2018-09-12,58.58310317993164
2019-02-19,56.73529052734375
2019-01-18,57.18781280517578
2020-02-24,56.018795013427734
2020-05-13,55.999942779541016
2019-12-10,54.94404602050781
2020-02-27,56.235626220703125
2019-12-13,56.54673767089844
2020-05-19,56.95212936401367
