Dates,RF
2018-06-20,19.059999465942383
2018-06-21,18.84000015258789
2018-06-25,19.059999465942383
2018-06-22,18.440000534057617
2018-06-26,18.360000610351562
2018-06-27,18.1200008392334
2018-06-28,17.959999084472656
2018-06-29,18.280000686645508
2018-07-02,17.68000030517578
2018-07-03,17.93000030517578
2018-07-05,17.690000534057617
2018-07-16,17.420000076293945
2018-09-18,17.690000534057617
2019-01-24,18.139999389648438
2019-09-05,17.770000457763672
2018-11-21,17.81999969482422
2020-01-13,17.479999542236328
2020-04-01,17.270000457763672
2020-06-19,17.549999237060547
2019-10-29,17.610000610351562
2020-01-16,17.90999984741211
2020-06-22,17.5
2018-10-03,17.850000381469727
2018-07-31,18.31999969482422
2019-03-12,18.209999084472656
2019-02-08,18.31999969482422
2019-01-07,18.420000076293945
2018-12-06,18.56999969482422
2019-08-19,18.889999389648438
2019-07-18,18.690000534057617
2019-05-15,18.719999313354492
2019-09-20,19.059999465942383
2019-11-01,19.1200008392334
2020-04-07,19.209999084472656
2020-06-25,19.360000610351562
2020-06-16,19.31999969482422
2019-11-04,19.059999465942383
2020-01-22,19.1299991607666
2019-11-07,18.979999542236328
2020-04-13,19.030000686645508
2019-07-01,19.190000534057617
2019-05-30,19.360000610351562
2018-08-15,19.43000030517578
2018-10-18,19.5
2019-03-27,19.459999084472656
2019-01-22,19.479999542236328
2018-12-21,19.440000534057617
2019-09-03,19.350000381469727
2018-11-19,19.510000228881836
2019-08-02,19.489999771118164
2020-01-28,19.489999771118164
2020-04-16,19.25
2019-11-13,19.510000228881836
2020-01-31,19.649999618530273
2018-12-04,19.780000686645508
2018-11-02,19.790000915527344
2019-07-16,19.700000762939453
2018-08-30,19.530000686645508
2018-10-01,19.600000381469727
2019-06-14,19.329999923706055
2019-05-13,18.90999984741211
2019-04-11,18.969999313354492
2019-02-06,18.959999084472656
2019-09-18,18.940000534057617
2020-02-03,19.290000915527344
2020-04-22,19.5
2019-11-19,19.399999618530273
2020-02-06,19.40999984741211
2019-11-22,19.34000015258789
2019-03-25,18.899999618530273
2019-02-21,18.450000762939453
2018-12-19,18.450000762939453
2018-07-12,18.15999984741211
2018-09-14,18.229999542236328
2018-08-13,18.549999237060547
2018-10-16,18.770000457763672
2019-07-31,18.510000228881836
2019-05-28,18.6200008392334
2019-04-26,18.559999465942383
2020-04-28,18.139999389648438
2019-11-25,17.969999313354492
2020-02-12,17.290000915527344
2020-05-01,17.229999542236328
2020-05-04,17.15999984741211
2019-06-12,17.280000686645508
2019-04-09,17.0
2019-03-08,16.940000534057617
2019-02-04,15.710000038146973
2018-07-27,16.219999313354492
2018-08-28,15.619999885559082
2019-01-03,15.84000015258789
2019-08-15,16.31999969482422
2018-10-31,16.5
2019-09-16,16.709999084472656
2020-02-18,17.040000915527344
2020-05-07,17.389999389648438
2018-08-17,17.299999237060547
2019-12-04,17.280000686645508
2020-02-21,17.639999389648438
2018-12-17,17.450000762939453
2019-08-30,17.6299991607666
2018-11-15,17.229999542236328
2019-07-29,16.959999084472656
2019-06-27,17.0
2019-04-24,16.200000762939453
2018-07-10,16.309999465942383
2018-09-12,16.209999084472656
2019-02-19,15.970000267028809
2019-01-18,15.9399995803833
2020-02-24,15.680000305175781
2020-05-13,16.260000228881836
2019-12-10,16.229999542236328
2020-02-27,16.309999465942383
2019-12-13,16.290000915527344
2020-05-19,16.190000534057617
2019-03-06,16.780000686645508
2018-11-30,16.530000686645508
2019-08-13,15.170000076293945
2019-07-12,15.289999961853027
2019-06-10,14.800000190734863
2019-05-09,14.5600004196167
2018-07-25,14.550000190734863
2018-09-27,14.260000228881836
2018-10-29,13.619999885559082
2019-10-16,13.300000190734863
2019-12-16,13.4399995803833
2020-03-04,13.210000038146973
2020-05-22,12.75
2019-10-01,12.880000114440918
2019-12-19,12.729999542236328
2018-09-10,12.609999656677246
2019-05-24,13.199999809265137
2018-08-09,13.40999984741211
2019-04-22,13.40999984741211
2019-03-21,13.15999984741211
2019-01-16,13.59000015258789
2019-08-28,13.920000076293945
2018-11-13,14.119999885559082
2018-10-12,14.5600004196167
2019-06-25,14.600000381469727
2020-03-10,14.680000305175781
2020-05-28,14.640000343322754
2019-10-07,14.640000343322754
2020-03-13,14.90999984741211
2019-10-10,15.260000228881836
2020-03-16,15.300000190734863
2020-06-03,15.5
2018-11-28,15.59000015258789
2018-09-25,15.649999618530273
2018-07-23,15.279999732971191
2018-08-24,15.680000305175781
2019-07-10,15.569999694824219
2019-05-07,15.680000305175781
2019-04-05,15.5600004196167
2019-03-04,15.329999923706055
2019-01-31,15.220000267028809
2019-09-12,15.319999694824219
2019-12-31,15.449999809265137
2020-03-19,15.319999694824219
2020-01-03,15.869999885559082
2020-06-09,15.479999542236328
2019-02-15,15.510000228881836
2019-01-14,15.520000457763672
2018-07-06,15.539999961853027
2018-08-07,15.430000305175781
2018-10-10,15.710000038146973
2018-12-13,15.9399995803833
2019-08-26,16.09000015258789
2019-07-25,16.420000076293945
2019-05-22,16.290000915527344
2019-03-19,16.350000381469727
2020-01-06,16.270000457763672
2020-03-25,16.219999313354492
2020-06-12,16.56999969482422
2019-10-22,16.559999465942383
2020-01-09,16.31999969482422
2020-06-15,16.15999984741211
2019-10-25,16.049999237060547
2020-03-31,15.569999694824219
2020-06-18,15.260000228881836
2019-04-03,15.5600004196167
2018-08-22,15.619999885559082
2018-10-25,15.640000343322754
2019-01-29,15.819999694824219
2018-12-28,15.779999732971191
2018-11-26,15.880000114440918
2019-08-09,16.09000015258789
2019-07-08,15.550000190734863
2019-06-06,14.899999618530273
2019-09-10,14.289999961853027
2020-01-15,13.640000343322754
2020-04-03,13.640000343322754
2019-10-31,13.890000343322754
2020-04-06,14.020000457763672
2020-06-24,14.359999656677246
2018-11-09,14.329999923706055
2019-07-23,14.65999984741211
2019-06-21,15.050000190734863
2019-05-20,14.819999694824219
2019-04-18,15.149999618530273
2018-09-06,15.050000190734863
2018-10-08,15.109999656677246
2019-02-13,15.0
2018-12-11,15.199999809265137
2019-09-25,15.460000038146973
2020-01-21,15.649999618530273
