Dates,RF
2018-06-20,19.149999618530273
2018-06-21,19.049999237060547
2018-06-25,19.110000610351562
2018-06-22,18.520000457763672
2018-06-26,18.399999618530273
2018-06-27,18.239999771118164
2018-06-28,18.1200008392334
2018-06-29,18.3799991607666
2018-07-02,17.90999984741211
2018-07-03,18.020000457763672
2018-07-05,17.709999084472656
2018-07-16,17.639999389648438
2018-09-18,18.079999923706055
2019-01-24,18.170000076293945
2019-09-05,17.899999618530273
2018-11-21,17.860000610351562
2020-01-13,17.479999542236328
2020-04-01,17.56999969482422
2020-06-19,17.760000228881836
2019-10-29,18.110000610351562
2020-01-16,17.979999542236328
2020-06-22,17.93000030517578
2018-10-03,18.329999923706055
2018-07-31,18.530000686645508
2019-03-12,18.3799991607666
2019-02-08,18.520000457763672
2019-01-07,18.610000610351562
2018-12-06,18.899999618530273
2019-08-19,18.93000030517578
2019-07-18,19.139999389648438
2019-05-15,19.190000534057617
2019-09-20,19.270000457763672
2019-11-01,19.260000228881836
2020-04-07,19.440000534057617
2020-06-25,19.440000534057617
2020-06-16,19.440000534057617
2019-11-04,19.219999313354492
2020-01-22,19.329999923706055
2019-11-07,19.280000686645508
2020-04-13,19.15999984741211
2019-07-01,19.489999771118164
2019-05-30,19.510000228881836
2018-08-15,19.540000915527344
2018-10-18,19.709999084472656
2019-03-27,19.59000015258789
2019-01-22,19.510000228881836
2018-12-21,19.450000762939453
2019-09-03,19.610000610351562
2018-11-19,19.540000915527344
2019-08-02,19.6200008392334
2020-01-28,19.530000686645508
2020-04-16,19.520000457763672
2019-11-13,19.690000534057617
2020-01-31,19.989999771118164
2018-12-04,19.829999923706055
2018-11-02,19.799999237060547
2019-07-16,19.709999084472656
2018-08-30,19.790000915527344
2018-10-01,19.670000076293945
2019-06-14,19.350000381469727
2019-05-13,19.06999969482422
2019-04-11,19.079999923706055
2019-02-06,19.0
2019-09-18,19.270000457763672
2020-02-03,19.549999237060547
2020-04-22,19.549999237060547
2019-11-19,19.5
2020-02-06,19.450000762939453
2019-11-22,19.3700008392334
2019-03-25,18.90999984741211
2019-02-21,18.610000610351562
2018-12-19,18.479999542236328
2018-07-12,18.350000381469727
2018-09-14,18.559999465942383
2018-08-13,18.93000030517578
2018-10-16,18.81999969482422
2019-07-31,18.829999923706055
2019-05-28,18.729999542236328
2019-04-26,18.770000457763672
2020-04-28,18.31999969482422
2019-11-25,18.0
2020-02-12,17.469999313354492
2020-05-01,17.290000915527344
2020-05-04,17.530000686645508
2019-06-12,17.5
2019-04-09,17.270000457763672
2019-03-08,17.06999969482422
2019-02-04,16.43000030517578
2018-07-27,16.239999771118164
2018-08-28,16.280000686645508
2019-01-03,16.229999542236328
2019-08-15,16.700000762939453
2018-10-31,16.600000381469727
2019-09-16,17.25
2020-02-18,17.270000457763672
2020-05-07,17.56999969482422
2018-08-17,17.450000762939453
2019-12-04,17.639999389648438
2020-02-21,17.700000762939453
2018-12-17,17.8799991607666
2019-08-30,17.780000686645508
2018-11-15,17.3700008392334
2019-07-29,17.229999542236328
2019-06-27,17.110000610351562
2019-04-24,16.520000457763672
2018-07-10,16.40999984741211
2018-09-12,16.389999389648438
2019-02-19,16.010000228881836
2019-01-18,16.110000610351562
2020-02-24,16.020000457763672
2020-05-13,16.440000534057617
2019-12-10,16.510000228881836
2020-02-27,16.520000457763672
2019-12-13,16.3799991607666
2020-05-19,16.540000915527344
2019-03-06,16.850000381469727
2018-11-30,16.559999465942383
2019-08-13,15.300000190734863
2019-07-12,15.5
2019-06-10,14.800000190734863
2019-05-09,14.699999809265137
2018-07-25,14.550000190734863
2018-09-27,14.279999732971191
2018-10-29,13.869999885559082
2019-10-16,13.760000228881836
2019-12-16,13.729999542236328
2020-03-04,13.449999809265137
2020-05-22,13.119999885559082
2019-10-01,13.149999618530273
2019-12-19,12.859999656677246
2018-09-10,13.390000343322754
2019-05-24,13.359999656677246
2018-08-09,13.579999923706055
2019-04-22,13.569999694824219
2019-03-21,13.680000305175781
2019-01-16,13.880000114440918
2019-08-28,14.1899995803833
2018-11-13,14.619999885559082
2018-10-12,14.600000381469727
2019-06-25,14.8100004196167
2020-03-10,14.850000381469727
2020-05-28,14.899999618530273
2019-10-07,15.050000190734863
2020-03-13,15.109999656677246
2019-10-10,15.489999771118164
2020-03-16,15.649999618530273
2020-06-03,15.760000228881836
2018-11-28,15.760000228881836
2018-09-25,15.720000267028809
2018-07-23,15.59000015258789
2018-08-24,15.779999732971191
2019-07-10,15.729999542236328
2019-05-07,15.8100004196167
2019-04-05,15.720000267028809
2019-03-04,15.4399995803833
2019-01-31,15.5
2019-09-12,15.529999732971191
2019-12-31,15.520000457763672
2020-03-19,15.5
2020-01-03,16.260000228881836
2020-06-09,15.569999694824219
2019-02-15,15.569999694824219
2019-01-14,15.710000038146973
2018-07-06,15.649999618530273
2018-08-07,15.630000114440918
2018-10-10,16.030000686645508
2018-12-13,16.200000762939453
2019-08-26,16.40999984741211
2019-07-25,16.420000076293945
2019-05-22,16.299999237060547
2019-03-19,16.549999237060547
2020-01-06,16.43000030517578
2020-03-25,16.6299991607666
2020-06-12,16.59000015258789
2019-10-22,16.719999313354492
2020-01-09,16.520000457763672
2020-06-15,16.200000762939453
2019-10-25,16.139999389648438
2020-03-31,15.59000015258789
2020-06-18,15.520000457763672
2019-04-03,15.680000305175781
2018-08-22,15.779999732971191
2018-10-25,15.899999618530273
2019-01-29,15.960000038146973
2018-12-28,15.930000305175781
2018-11-26,16.059999465942383
2019-08-09,16.1299991607666
2019-07-08,15.630000114440918
2019-06-06,14.899999618530273
2019-09-10,14.289999961853027
2020-01-15,13.850000381469727
2020-04-03,13.949999809265137
2019-10-31,14.0600004196167
2020-04-06,14.1899995803833
2020-06-24,14.399999618530273
2018-11-09,14.720000267028809
2019-07-23,14.9399995803833
2019-06-21,15.279999732971191
2019-05-20,15.170000076293945
2019-04-18,15.239999771118164
2018-09-06,15.329999923706055
2018-10-08,15.15999984741211
2019-02-13,15.130000114440918
2018-12-11,15.350000381469727
2019-09-25,15.710000038146973
2020-01-21,15.65999984741211
2020-04-09,15.600000381469727
2019-11-06,15.789999961853027
2020-01-24,15.850000381469727
2020-01-27,15.329999923706055
2020-04-15,15.40999984741211
2018-12-26,15.430000305175781
2019-08-07,15.649999618530273
2019-06-04,15.600000381469727
2018-09-21,15.90999984741211
2018-07-19,15.779999732971191
2018-08-20,15.6899995803833
2018-10-23,15.5
2019-05-03,15.649999618530273
2019-04-01,15.539999961853027
2019-02-28,15.25
2019-11-12,15.130000114440918
2020-01-30,15.010000228881836
2019-11-15,15.09000015258789
2020-04-21,14.8100004196167
2019-04-16,14.65999984741211
2019-03-15,14.420000076293945
2019-02-11,14.6899995803833
2019-01-10,14.65999984741211
2019-08-22,14.579999923706055
2018-11-07,14.649999618530273
2018-08-03,14.510000228881836
2018-09-04,14.270000457763672
2019-06-19,14.25
2019-09-23,14.180000305175781
2019-11-18,14.210000038146973
2020-02-05,14.3100004196167
2020-04-24,13.960000038146973
2019-03-29,14.09000015258789
2019-11-21,14.390000343322754
2020-04-27,14.359999656677246
2020-02-11,14.130000114440918
2020-04-30,14.0
2019-05-01,14.279999732971191
2019-02-26,14.619999885559082
2019-01-25,14.529999732971191
2018-12-24,14.59000015258789
2019-09-06,14.640000343322754
2018-07-17,14.680000305175781
2018-09-19,14.880000114440918
2019-08-05,15.119999885559082
2019-10-08,14.649999618530273
2019-12-11,14.850000381469727
2019-11-27,14.789999961853027
2020-02-14,14.539999961853027
2020-05-06,14.630000114440918
2019-01-08,14.65999984741211
2018-12-07,15.0
2019-08-20,15.260000228881836
2018-11-05,15.220000267028809
2019-07-19,15.079999923706055
2018-10-04,15.449999809265137
2019-06-17,15.229999542236328
2019-05-16,15.34000015258789
2018-08-01,15.329999923706055
2019-03-13,15.279999732971191
2019-12-03,15.289999961853027
2020-02-20,15.279999732971191
2019-12-06,15.09000015258789
2020-05-12,14.90999984741211
2019-12-09,14.970000267028809
2020-02-26,15.390000343322754
2020-05-15,15.229999542236328
2019-03-28,15.569999694824219
2018-09-17,16.020000457763672
2018-08-16,16.100000381469727
2018-10-19,16.06999969482422
2019-04-29,16.139999389648438
2019-01-23,16.06999969482422
2019-09-04,16.1299991607666
2018-11-20,15.970000267028809
2019-07-02,15.380000114440918
2019-05-31,15.010000228881836
2019-12-12,14.779999732971191
2020-05-18,14.5600004196167
2019-09-27,14.789999961853027
2020-03-03,14.760000228881836
2020-05-21,14.510000228881836
2019-05-14,14.600000381469727
2018-08-31,13.890000343322754
2018-07-30,13.800000190734863
2018-10-02,14.100000381469727
2019-04-12,14.399999618530273
2019-03-11,14.180000305175781
2019-02-07,14.210000038146973
2019-07-17,14.359999656677246
2019-09-19,14.369999885559082
2019-10-21,14.039999961853027
2019-12-18,14.140000343322754
2020-03-06,14.199999809265137
2019-10-03,14.569999694824219
2020-03-09,14.800000190734863
2020-05-27,14.489999771118164
2019-12-24,14.5
2020-03-12,14.960000038146973
2018-12-20,14.989999771118164
2019-08-01,15.609999656677246
2018-08-14,16.059999465942383
2018-07-13,16.31999969482422
2018-10-17,16.399999618530273
2019-05-29,16.68000030517578
2019-03-26,16.469999313354492
2019-02-22,16.329999923706055
2019-10-04,16.450000762939453
2019-11-05,16.389999389648438
2019-12-27,16.239999771118164
2020-06-02,16.149999618530273
2019-12-30,16.079999923706055
2020-03-18,16.1299991607666
2020-06-05,16.059999465942383
2019-07-15,16.290000915527344
2018-12-03,16.049999237060547
2019-06-13,16.079999923706055
2019-01-04,15.390000343322754
2018-08-29,15.239999771118164
2019-02-05,15.40999984741211
2018-11-01,15.59000015258789
2019-08-16,15.130000114440918
2019-04-10,15.039999961853027
2019-09-17,15.220000267028809
2019-10-15,15.649999618530273
2020-01-02,15.449999809265137
2020-06-08,15.729999542236328
2019-10-18,15.789999961853027
2020-03-24,15.6899995803833
2020-06-11,15.850000381469727
2020-01-08,16.1299991607666
2019-04-25,16.479999542236328
2019-07-30,16.350000381469727
2019-02-20,16.350000381469727
2018-07-11,16.420000076293945
2018-09-13,16.75
2018-10-15,16.600000381469727
2019-06-28,16.43000030517578
2018-12-18,16.270000457763672
2018-11-16,16.549999237060547
