Dates,RF
2018-06-20,18.90999984741211
2018-06-21,18.920000076293945
2018-06-25,18.530000686645508
2018-06-22,18.350000381469727
2018-06-26,18.18000030517578
2018-06-27,17.860000610351562
2018-06-28,17.989999771118164
2018-06-29,17.780000686645508
2018-07-02,17.889999389648438
2018-07-03,17.559999465942383
2018-07-05,17.459999084472656
2018-07-16,17.59000015258789
2018-09-18,18.06999969482422
2019-01-24,17.8799991607666
2019-09-05,17.690000534057617
2018-11-21,17.520000457763672
2020-01-13,17.209999084472656
2020-04-01,17.510000228881836
2020-06-19,17.639999389648438
2019-10-29,18.059999465942383
2020-01-16,17.6200008392334
2020-06-22,17.81999969482422
2018-10-03,18.270000457763672
2018-07-31,18.270000457763672
2019-03-12,18.290000915527344
2019-02-08,18.389999389648438
2019-01-07,18.559999465942383
2018-12-06,18.81999969482422
2019-08-19,18.610000610351562
2019-07-18,18.829999923706055
2019-05-15,19.06999969482422
2019-09-20,19.139999389648438
2019-11-01,19.1200008392334
2020-04-07,19.309999465942383
2020-06-25,19.3700008392334
2020-06-16,19.280000686645508
2019-11-04,19.1299991607666
2020-01-22,18.950000762939453
2019-11-07,19.200000762939453
2020-04-13,19.06999969482422
2019-07-01,19.399999618530273
2019-05-30,19.489999771118164
2018-08-15,19.479999542236328
2018-10-18,19.540000915527344
2019-03-27,19.530000686645508
2019-01-22,19.34000015258789
2018-12-21,19.260000228881836
2019-09-03,19.440000534057617
2018-11-19,19.469999313354492
2019-08-02,19.520000457763672
2020-01-28,19.350000381469727
2020-04-16,19.459999084472656
2019-11-13,19.639999389648438
2020-01-31,19.93000030517578
2018-12-04,19.579999923706055
2018-11-02,19.610000610351562
2019-07-16,19.540000915527344
2018-08-30,19.649999618530273
2018-10-01,19.149999618530273
2019-06-14,18.8700008392334
2019-05-13,18.969999313354492
2019-04-11,18.979999542236328
2019-02-06,18.90999984741211
2019-09-18,19.15999984741211
2020-02-03,19.489999771118164
2020-04-22,19.440000534057617
2019-11-19,19.290000915527344
2020-02-06,19.25
2019-11-22,18.940000534057617
2019-03-25,18.540000915527344
2019-02-21,18.350000381469727
2018-12-19,18.139999389648438
2018-07-12,18.110000610351562
2018-09-14,18.469999313354492
2018-08-13,18.670000076293945
2018-10-16,18.540000915527344
2019-07-31,18.690000534057617
2019-05-28,18.59000015258789
2019-04-26,18.270000457763672
2020-04-28,17.739999771118164
2019-11-25,17.290000915527344
2020-02-12,17.15999984741211
2020-05-01,17.219999313354492
2020-05-04,17.329999923706055
2019-06-12,17.040000915527344
2019-04-09,16.899999618530273
2019-03-08,16.389999389648438
2019-02-04,16.280000686645508
2018-07-27,15.460000038146973
2018-08-28,16.059999465942383
2019-01-03,16.059999465942383
2019-08-15,16.43000030517578
2018-10-31,16.520000457763672
2019-09-16,16.969999313354492
2020-02-18,17.209999084472656
2020-05-07,17.260000228881836
2018-08-17,17.31999969482422
2019-12-04,17.639999389648438
2020-02-21,17.520000457763672
2018-12-17,17.670000076293945
2019-08-30,17.239999771118164
2018-11-15,16.93000030517578
2019-07-29,16.8799991607666
2019-06-27,16.3700008392334
2019-04-24,16.450000762939453
2018-07-10,16.200000762939453
2018-09-12,16.1299991607666
2019-02-19,15.829999923706055
2019-01-18,15.819999694824219
2020-02-24,15.960000038146973
2020-05-13,16.34000015258789
2019-12-10,16.260000228881836
2020-02-27,16.43000030517578
2019-12-13,16.209999084472656
2020-05-19,16.450000762939453
2019-03-06,16.6299991607666
2018-11-30,15.59000015258789
2019-08-13,15.300000190734863
2019-07-12,14.899999618530273
2019-06-10,14.390000343322754
2019-05-09,14.15999984741211
2018-07-25,14.260000228881836
2018-09-27,13.779999732971191
2018-10-29,13.470000267028809
2019-10-16,13.390000343322754
2019-12-16,13.229999542236328
2020-03-04,12.84000015258789
2020-05-22,12.90999984741211
2019-10-01,12.859999656677246
2019-12-19,12.569999694824219
2018-09-10,13.390000343322754
2019-05-24,13.359999656677246
2018-08-09,13.350000381469727
2019-04-22,13.380000114440918
2019-03-21,13.670000076293945
2019-01-16,13.649999618530273
2019-08-28,14.149999618530273
2018-11-13,14.390000343322754
2018-10-12,14.539999961853027
2019-06-25,14.699999809265137
2020-03-10,14.710000038146973
2020-05-28,14.779999732971191
2019-10-07,14.960000038146973
2020-03-13,15.109999656677246
2019-10-10,15.399999618530273
2020-03-16,15.609999656677246
2020-06-03,15.699999809265137
2018-11-28,15.59000015258789
2018-09-25,15.369999885559082
2018-07-23,15.510000228881836
2018-08-24,15.649999618530273
2019-07-10,15.680000305175781
2019-05-07,15.529999732971191
2019-04-05,15.430000305175781
2019-03-04,15.170000076293945
2019-01-31,15.329999923706055
2019-09-12,15.470000267028809
2019-12-31,15.40999984741211
2020-03-19,15.40999984741211
2020-01-03,15.510000228881836
2020-06-09,15.4399995803833
2019-02-15,15.359999656677246
2019-01-14,15.470000267028809
2018-07-06,15.59000015258789
2018-08-07,15.510000228881836
2018-10-10,16.0
2018-12-13,16.139999389648438
2019-08-26,16.360000610351562
2019-07-25,16.25
2019-05-22,16.239999771118164
2019-03-19,16.3700008392334
2020-01-06,16.200000762939453
2020-03-25,16.56999969482422
