Dates,FLS
2018-06-20,925400.0
2018-06-21,1393200.0
2018-06-25,1115200.0
2018-06-22,963600.0
2018-06-26,897900.0
2018-06-27,1639400.0
2018-06-28,1325600.0
2018-06-29,659700.0
2018-07-02,950000.0
2018-07-03,391500.0
2018-07-05,1247600.0
2018-07-16,694300.0
2018-09-18,601300.0
2019-01-24,792500.0
2019-09-05,764500.0
2018-11-21,583400.0
2020-01-13,617200.0
2020-04-01,869700.0
2020-06-19,912200.0
2019-10-29,1664700.0
2020-01-16,836800.0
2020-06-22,1131300.0
2018-10-03,704400.0
2018-07-31,661500.0
2019-03-12,888200.0
2019-02-08,754500.0
2019-01-07,772800.0
2018-12-06,634300.0
2019-08-19,821000.0
2019-07-18,644700.0
2019-05-15,524200.0
2019-09-20,1252400.0
2019-11-01,1068400.0
2020-04-07,1560200.0
2020-06-25,1328400.0
2020-06-16,4710000.0
2019-11-04,2294800.0
2020-01-22,1185800.0
2019-11-07,1141000.0
2020-04-13,1466300.0
2019-07-01,832000.0
2019-05-30,1335500.0
2018-08-15,879200.0
2018-10-18,1131700.0
2019-03-27,862600.0
2019-01-22,1251400.0
2018-12-21,587600.0
2019-09-03,900000.0
2018-11-19,786100.0
2019-08-02,1049900.0
2020-01-28,1005900.0
2020-04-16,1350400.0
2019-11-13,1237700.0
2020-01-31,1147700.0
2018-12-04,952600.0
2018-11-02,1004100.0
2019-07-16,924000.0
2018-08-30,1390100.0
2018-10-01,994800.0
2019-06-14,1328900.0
2019-05-13,1392200.0
2019-04-11,816700.0
2019-02-06,754400.0
2019-09-18,1009000.0
2020-02-03,1462300.0
2020-04-22,1769700.0
2019-11-19,1205600.0
2020-02-06,1009300.0
2019-11-22,1341700.0
2019-03-25,939200.0
2019-02-21,717100.0
2018-12-19,731200.0
2018-07-12,727800.0
2018-09-14,703500.0
2018-08-13,572400.0
2018-10-16,492300.0
2019-07-31,1027800.0
2019-05-28,599400.0
2019-04-26,1518100.0
2020-04-28,1665600.0
2019-11-25,1670600.0
2020-02-12,1039900.0
2020-05-01,1126100.0
2020-05-04,662500.0
2019-06-12,1068400.0
2019-04-09,916300.0
2019-03-08,826000.0
2019-02-04,1923000.0
2018-07-27,1429400.0
2018-08-28,1186800.0
2019-01-03,1474000.0
2019-08-15,1375500.0
2018-10-31,1833800.0
2019-09-16,1588500.0
2020-02-18,1206300.0
2020-05-07,1732100.0
2018-08-17,1244100.0
2019-12-04,1213700.0
2020-02-21,878700.0
2018-12-17,3270300.0
2019-08-30,2526500.0
2018-11-15,1361800.0
2019-07-29,1818000.0
2019-06-27,1469900.0
2019-04-24,1109600.0
2018-07-10,1221600.0
2018-09-12,977300.0
2019-02-19,1230400.0
2019-01-18,1476300.0
2020-02-24,839900.0
2020-05-13,1489200.0
2019-12-10,534000.0
2020-02-27,1092200.0
2019-12-13,851400.0
2020-05-19,1369900.0
2019-03-06,1784200.0
2018-11-30,2616000.0
2019-08-13,1947400.0
2019-07-12,1455000.0
2019-06-10,969400.0
2019-05-09,1510100.0
2018-07-25,1579200.0
2018-09-27,2243900.0
2018-10-29,2537200.0
2019-10-16,1953500.0
2019-12-16,1993200.0
2020-03-04,1949000.0
2020-05-22,1959900.0
2019-10-01,2401700.0
2019-12-19,430700.0
2018-09-10,1202500.0
2019-05-24,1345900.0
2018-08-09,1214700.0
2019-04-22,813300.0
2019-03-21,1195500.0
2019-01-16,1553800.0
2019-08-28,1166700.0
2018-11-13,1275100.0
2018-10-12,1107400.0
2019-06-25,1204200.0
2020-03-10,781500.0
2020-05-28,609100.0
2019-10-07,658800.0
2020-03-13,703800.0
2019-10-10,712600.0
2020-03-16,627800.0
2020-06-03,836000.0
2018-11-28,1015300.0
2018-09-25,754300.0
2018-07-23,823500.0
2018-08-24,820000.0
2019-07-10,634500.0
2019-05-07,557800.0
2019-04-05,469500.0
2019-03-04,1324700.0
2019-01-31,919700.0
2019-09-12,758000.0
2019-12-31,743700.0
2020-03-19,809900.0
2020-01-03,685200.0
2020-06-09,850000.0
2019-02-15,926100.0
2019-01-14,1019400.0
2018-07-06,925500.0
2018-08-07,965500.0
2018-10-10,885700.0
2018-12-13,1667800.0
2019-08-26,2311800.0
2019-07-25,3003300.0
2019-05-22,1380300.0
2019-03-19,898800.0
2020-01-06,1165500.0
2020-03-25,1451700.0
2020-06-12,1536200.0
2019-10-22,1017300.0
2020-01-09,1640200.0
2020-06-15,1272200.0
2019-10-25,1079400.0
2020-03-31,1321000.0
2020-06-18,1988700.0
2019-04-03,1579900.0
2018-08-22,1298800.0
2018-10-25,836300.0
2019-01-29,652800.0
2018-12-28,1081600.0
2018-11-26,942400.0
2019-08-09,660800.0
2019-07-08,624900.0
2019-06-06,632200.0
2019-09-10,881800.0
2020-01-15,611800.0
2020-04-03,641200.0
2019-10-31,1194300.0
2020-04-06,660000.0
2020-06-24,766800.0
2018-11-09,1005500.0
2019-07-23,1646900.0
2019-06-21,1062500.0
2019-05-20,593900.0
2019-04-18,719800.0
2018-09-06,538200.0
2018-10-08,1013100.0
2019-02-13,602000.0
2018-12-11,535200.0
2019-09-25,448400.0
2020-01-21,749900.0
2020-04-09,907700.0
2019-11-06,726700.0
2020-01-24,608800.0
2020-01-27,723600.0
2020-04-15,679600.0
2018-12-26,1010500.0
2019-08-07,1169000.0
2019-06-04,758200.0
2018-09-21,415300.0
2018-07-19,753000.0
2018-08-20,776200.0
2018-10-23,2394000.0
2019-05-03,3969800.0
2019-04-01,1244600.0
2019-02-28,1089300.0
2019-11-12,982800.0
2020-01-30,1062500.0
2019-11-15,944600.0
2020-04-21,1680200.0
2019-04-16,923000.0
2019-03-15,733700.0
2019-02-11,2744200.0
2019-01-10,969700.0
2019-08-22,717100.0
2018-11-07,1062000.0
2018-08-03,791500.0
2018-09-04,1264600.0
2019-06-19,526600.0
2019-09-23,879900.0
2019-11-18,1345100.0
2020-02-05,964300.0
2020-04-24,972900.0
2019-03-29,1366200.0
2019-11-21,1099700.0
2020-04-27,1120400.0
2020-02-11,950800.0
2020-04-30,1045000.0
2019-05-01,739500.0
2019-02-26,571100.0
2019-01-25,502000.0
2018-12-24,682500.0
2019-09-06,388400.0
2018-07-17,497400.0
2018-09-19,822900.0
2019-08-05,567300.0
2019-10-08,538700.0
2019-12-11,1135200.0
2019-11-27,463000.0
2020-02-14,660500.0
2020-05-06,856800.0
2019-01-08,619900.0
2018-12-07,1461500.0
2019-08-20,1058300.0
2018-11-05,744000.0
2019-07-19,559300.0
2018-10-04,616000.0
2019-06-17,706700.0
2019-05-16,912900.0
2018-08-01,1466600.0
2019-03-13,1037000.0
2019-12-03,532600.0
2020-02-20,510900.0
2019-12-06,785800.0
2020-05-12,590300.0
2019-12-09,872100.0
2020-02-26,1231000.0
2020-05-15,920500.0
2019-03-28,696100.0
2018-09-17,707400.0
2018-08-16,578700.0
2018-10-19,739000.0
2019-04-29,720000.0
2019-01-23,1240100.0
2019-09-04,1615500.0
2018-11-20,2853800.0
2019-07-02,1553600.0
2019-05-31,2110300.0
2019-12-12,1592600.0
2020-05-18,1656100.0
2019-09-27,1044900.0
2020-03-03,1240900.0
2020-05-21,1411900.0
2019-05-14,1365700.0
2018-08-31,1651400.0
2018-07-30,1469400.0
2018-10-02,977100.0
2019-04-12,995600.0
2019-03-11,977800.0
2019-02-07,471600.0
2019-07-17,651500.0
2019-09-19,1817900.0
2019-10-21,1994200.0
2019-12-18,972900.0
2020-03-06,511400.0
2019-10-03,756200.0
2020-03-09,656500.0
2020-05-27,1247800.0
2019-12-24,871200.0
2020-03-12,1233900.0
2018-12-20,855500.0
2019-08-01,789100.0
2018-08-14,757800.0
2018-07-13,601300.0
2018-10-17,780500.0
2019-05-29,1058500.0
2019-03-26,1202000.0
2019-02-22,893100.0
2019-10-04,1720100.0
2019-11-05,1081700.0
2019-12-27,1309700.0
2020-06-02,1152400.0
2019-12-30,1250000.0
2020-03-18,760600.0
2020-06-05,836800.0
2019-07-15,509000.0
2018-12-03,901800.0
2019-06-13,1236700.0
2019-01-04,947100.0
2018-08-29,3038800.0
2019-02-05,565200.0
2018-11-01,634700.0
2019-08-16,749800.0
2019-04-10,386600.0
2019-09-17,422600.0
2019-10-15,603900.0
2020-01-02,340200.0
2020-06-08,398400.0
2019-10-18,703600.0
2020-03-24,496500.0
2020-06-11,732100.0
2020-01-08,593900.0
2019-04-25,486500.0
2019-07-30,572600.0
2019-02-20,665500.0
2018-07-11,600300.0
2018-09-13,843600.0
2018-10-15,1036000.0
2019-06-28,1239200.0
2018-12-18,1559000.0
2018-11-16,1490500.0
2019-10-02,1128700.0
2020-03-27,1677500.0
2020-01-10,929200.0
2019-10-24,796300.0
2020-03-30,543900.0
2020-06-17,529700.0
2020-01-14,799500.0
2020-04-02,394300.0
2019-01-02,608400.0
2019-08-14,379700.0
2018-10-30,480300.0
2019-06-11,278000.0
2019-05-10,739500.0
2019-04-08,475900.0
2018-08-27,303200.0
2018-07-26,654400.0
2018-09-28,519600.0
2019-03-07,413000.0
2019-10-30,283600.0
2020-01-17,722800.0
2020-06-23,665600.0
2020-04-08,1157700.0
2020-06-26,1438600.0
2019-03-22,1039300.0
2019-01-17,416000.0
2019-08-29,496500.0
2018-11-14,759600.0
2019-06-26,997900.0
2018-09-11,646600.0
2018-07-09,397800.0
2018-08-10,533200.0
2019-04-23,576300.0
2019-09-30,685300.0
2020-01-23,1252400.0
2019-11-08,484400.0
2020-04-14,172400.0
2019-11-11,414200.0
2020-01-29,310600.0
2020-04-17,468400.0
2018-07-24,499300.0
2018-09-26,628900.0
2019-05-08,625900.0
2019-03-05,452800.0
2019-02-01,463900.0
2018-12-31,922100.0
2018-11-29,1101800.0
2019-08-12,817400.0
2019-07-11,437400.0
2019-09-13,530600.0
2019-11-14,341400.0
2020-04-20,440900.0
2020-02-04,457600.0
2020-04-23,437300.0
2018-12-14,460400.0
2019-08-27,480400.0
2018-08-08,461800.0
2018-10-11,1148900.0
2018-11-12,731800.0
2019-07-26,478900.0
2019-06-24,1283500.0
2019-05-23,1112900.0
2019-03-20,835600.0
2019-01-15,697100.0
2019-11-20,530500.0
2020-02-07,509900.0
2020-02-10,918700.0
2020-04-29,1128000.0
2019-11-26,652000.0
2020-02-13,489800.0
2019-01-30,1534400.0
2018-08-23,1256800.0
2018-09-24,1660300.0
2018-11-27,715300.0
2018-10-26,715900.0
2019-07-09,850600.0
2019-06-07,1874600.0
2019-05-06,1188700.0
2019-04-04,1312600.0
2019-09-11,1800100.0
2019-11-29,1939000.0
2020-05-05,1297400.0
2019-12-02,1083300.0
2020-02-19,857700.0
2020-05-08,1468400.0
2019-05-21,1428900.0
2019-03-18,2357300.0
2018-09-07,2406600.0
2018-08-06,2923200.0
2018-10-09,2873600.0
2019-02-14,2364700.0
2018-12-12,1967300.0
2019-07-24,2254200.0
2019-09-26,1490700.0
2019-10-28,2180000.0
2019-12-05,2716900.0
2020-05-11,2421200.0
2019-07-03,3622900.0
2020-02-25,2499500.0
2020-05-14,1918900.0
2020-02-28,1666600.0
2019-08-08,1188800.0
2019-06-05,2809800.0
2018-07-20,2229300.0
2018-08-21,2860500.0
2018-10-24,2147100.0
2019-04-02,1580900.0
2019-03-01,2110000.0
2019-01-28,1565100.0
2018-12-27,3009300.0
2019-09-09,1181500.0
2020-03-02,1219100.0
2020-05-20,1285100.0
2019-12-17,1801200.0
2020-03-05,1180500.0
2019-02-12,1232300.0
2019-01-11,1076900.0
2018-12-10,796700.0
2019-08-23,1013900.0
2018-11-08,2116000.0
2019-07-22,1343800.0
2019-06-20,1430700.0
2018-09-05,1462200.0
2019-04-17,1098700.0
2019-09-24,978400.0
2019-12-20,1284000.0
2020-05-26,834400.0
2019-04-30,770900.0
2019-12-23,1185300.0
2020-03-11,2030100.0
2020-05-29,2937400.0
2019-12-26,1592500.0
2020-06-01,2000200.0
2019-05-02,1908900.0
2019-02-27,1644000.0
2018-11-23,1758500.0
2019-08-06,1367500.0
2018-07-18,1600000.0
2018-09-20,1356400.0
2018-10-22,1242600.0
2019-07-05,1698300.0
2019-06-03,2343700.0
2019-10-09,1580900.0
2019-10-11,8587700.0
2020-03-17,3456900.0
2020-06-04,2562900.0
2019-10-14,1267500.0
2020-03-20,1796500.0
2018-11-06,2022300.0
2019-06-18,2258600.0
2019-05-17,1261400.0
2019-04-15,1192700.0
2019-03-14,1336700.0
2019-01-09,1209600.0
2018-08-02,1507200.0
2018-10-05,1415900.0
2019-08-21,846800.0
2019-10-17,790100.0
2020-03-23,1824000.0
2020-06-10,979700.0
2019-02-25,1220600.0
2020-01-07,1381500.0
2020-03-26,1394100.0
2019-10-23,1700600.0
