Dates,FLS
2018-06-20,40.81999969482422
2018-06-21,40.20000076293945
2018-06-25,40.790000915527344
2018-06-22,39.650001525878906
2018-06-26,40.0
2018-06-27,40.5
2018-06-28,40.08000183105469
2018-06-29,40.400001525878906
2018-07-02,40.099998474121094
2018-07-03,40.099998474121094
2018-07-05,40.459999084472656
2018-07-16,40.59000015258789
2018-09-18,41.90999984741211
2019-01-24,42.06999969482422
2019-09-05,41.22999954223633
2018-11-21,41.400001525878906
2020-01-13,42.06999969482422
2020-04-01,41.13999938964844
2020-06-19,42.02000045776367
2019-10-29,41.65999984741211
2020-01-16,42.459999084472656
2020-06-22,42.15999984741211
2018-10-03,41.619998931884766
2018-07-31,42.04999923706055
2019-03-12,42.689998626708984
2019-02-08,43.290000915527344
2019-01-07,43.2599983215332
2018-12-06,43.29999923706055
2019-08-19,44.33000183105469
2019-07-18,43.529998779296875
2019-05-15,43.61000061035156
2019-09-20,44.900001525878906
2019-11-01,45.13999938964844
2020-04-07,46.029998779296875
2020-06-25,45.93000030517578
2020-06-16,48.869998931884766
2019-11-04,50.099998474121094
2020-01-22,50.02000045776367
2019-11-07,49.900001525878906
2020-04-13,49.279998779296875
2019-07-01,50.209999084472656
2019-05-30,51.349998474121094
2018-08-15,51.5099983215332
2018-10-18,51.95000076293945
2019-03-27,51.900001525878906
2019-01-22,51.5099983215332
2018-12-21,51.689998626708984
2019-09-03,52.310001373291016
2018-11-19,52.45000076293945
2019-08-02,53.0099983215332
2020-01-28,52.36000061035156
2020-04-16,52.119998931884766
2019-11-13,52.130001068115234
2020-01-31,52.709999084472656
2018-12-04,52.459999084472656
2018-11-02,52.630001068115234
2019-07-16,53.22999954223633
2018-08-30,52.779998779296875
2018-10-01,53.2599983215332
2019-06-14,54.61000061035156
2019-05-13,55.56999969482422
2019-04-11,55.15999984741211
2019-02-06,56.040000915527344
2019-09-18,56.02000045776367
2020-02-03,55.77000045776367
2020-04-22,55.439998626708984
2019-11-19,54.65999984741211
2020-02-06,54.720001220703125
2019-11-22,54.36000061035156
2019-03-25,54.84000015258789
2019-02-21,54.689998626708984
2018-12-19,54.5
2018-07-12,54.400001525878906
2018-09-14,54.880001068115234
2018-08-13,54.4900016784668
2018-10-16,53.72999954223633
2019-07-31,53.66999816894531
2019-05-28,53.41999816894531
2019-04-26,51.08000183105469
2020-04-28,49.41999816894531
2019-11-25,50.040000915527344
2020-02-12,49.9900016784668
2020-05-01,51.810001373291016
2020-05-04,51.52000045776367
2019-06-12,50.04999923706055
2019-04-09,49.79999923706055
2019-03-08,49.150001525878906
2019-02-04,47.040000915527344
2018-07-27,45.060001373291016
2018-08-28,45.54999923706055
2019-01-03,45.060001373291016
2019-08-15,44.45000076293945
2018-10-31,45.900001525878906
2019-09-16,45.900001525878906
2020-02-18,46.61000061035156
2020-05-07,47.22999954223633
2018-08-17,47.36000061035156
2019-12-04,48.20000076293945
2020-02-21,49.150001525878906
2018-12-17,53.0
2019-08-30,50.220001220703125
2018-11-15,49.27000045776367
2019-07-29,47.77000045776367
2019-06-27,47.27000045776367
2019-04-24,49.209999084472656
2018-07-10,49.779998779296875
2018-09-12,48.83000183105469
2019-02-19,46.5099983215332
2019-01-18,46.279998779296875
2020-02-24,44.97999954223633
2020-05-13,46.61000061035156
2019-12-10,46.130001068115234
2020-02-27,47.88999938964844
2019-12-13,47.7400016784668
2020-05-19,48.5099983215332
2019-03-06,48.86000061035156
2018-11-30,46.439998626708984
2019-08-13,46.0
2019-07-12,45.400001525878906
2019-06-10,44.56999969482422
2019-05-09,44.70000076293945
2018-07-25,44.97999954223633
2018-09-27,43.470001220703125
2018-10-29,41.77000045776367
2019-10-16,40.7400016784668
2019-12-16,39.61000061035156
2020-03-04,39.060001373291016
2020-05-22,38.18000030517578
2019-10-01,37.439998626708984
2019-12-19,35.88999938964844
2018-09-10,38.220001220703125
2019-05-24,37.93000030517578
2018-08-09,37.650001525878906
2019-04-22,38.02000045776367
2019-03-21,38.189998626708984
2019-01-16,36.43000030517578
2019-08-28,38.2400016784668
2018-11-13,39.04999923706055
2018-10-12,40.0
2019-06-25,40.83000183105469
2020-03-10,41.630001068115234
2020-05-28,41.54999923706055
2019-10-07,41.459999084472656
2020-03-13,41.439998626708984
2019-10-10,41.54999923706055
2020-03-16,42.130001068115234
2020-06-03,43.099998474121094
2018-11-28,41.86000061035156
2018-09-25,41.40999984741211
2018-07-23,41.709999084472656
2018-08-24,42.7599983215332
2019-07-10,41.97999954223633
2019-05-07,42.880001068115234
2019-04-05,43.630001068115234
2019-03-04,44.040000915527344
2019-01-31,43.959999084472656
2019-09-12,44.439998626708984
2019-12-31,44.709999084472656
2020-03-19,44.9900016784668
2020-01-03,43.7599983215332
2020-06-09,43.779998779296875
2019-02-15,44.47999954223633
2019-01-14,45.77000045776367
2018-07-06,46.4900016784668
2018-08-07,46.34000015258789
2018-10-10,47.779998779296875
2018-12-13,47.22999954223633
2019-08-26,47.75
2019-07-25,46.36000061035156
2019-05-22,46.560001373291016
2019-03-19,46.349998474121094
2020-01-06,45.65999984741211
2020-03-25,45.470001220703125
2020-06-12,44.40999984741211
2019-10-22,45.0
2020-01-09,44.25
2020-06-15,43.779998779296875
2019-10-25,43.08000183105469
2020-03-31,43.08000183105469
2020-06-18,42.95000076293945
2019-04-03,44.02000045776367
2018-08-22,44.540000915527344
2018-10-25,44.7599983215332
2019-01-29,44.47999954223633
2018-12-28,44.279998779296875
2018-11-26,45.189998626708984
2019-08-09,45.15999984741211
2019-07-08,45.13999938964844
2019-06-06,45.79999923706055
2019-09-10,43.5099983215332
2020-01-15,43.59000015258789
2020-04-03,44.18000030517578
2019-10-31,44.27000045776367
2020-04-06,44.7400016784668
2020-06-24,45.13999938964844
2018-11-09,46.459999084472656
2019-07-23,46.689998626708984
2019-06-21,46.91999816894531
2019-05-20,47.630001068115234
2019-04-18,47.959999084472656
2018-09-06,48.20000076293945
2018-10-08,47.65999984741211
2019-02-13,47.810001373291016
2018-12-11,48.4900016784668
2019-09-25,48.970001220703125
2020-01-21,48.54999923706055
2020-04-09,49.11000061035156
2019-11-06,48.84000015258789
2020-01-24,49.45000076293945
2020-01-27,49.869998931884766
2020-04-15,50.150001525878906
2018-12-26,49.72999954223633
2019-08-07,48.5
2019-06-04,49.06999969482422
2018-09-21,49.59000015258789
2018-07-19,49.029998779296875
2018-08-20,48.939998626708984
2018-10-23,47.560001373291016
2019-05-03,52.0
2019-04-01,50.939998626708984
2019-02-28,49.630001068115234
2019-11-12,49.16999816894531
2020-01-30,49.06999969482422
2019-11-15,49.75
2020-04-21,48.09000015258789
2019-04-16,49.150001525878906
2019-03-15,49.77000045776367
2019-02-11,51.150001525878906
2019-01-10,49.47999954223633
2019-08-22,49.599998474121094
2018-11-07,50.630001068115234
2018-08-03,49.86000061035156
2018-09-04,48.689998626708984
2019-06-19,48.63999938964844
2019-09-23,47.810001373291016
2019-11-18,47.5099983215332
2020-02-05,47.52000045776367
2020-04-24,46.45000076293945
2019-03-29,47.2400016784668
2019-11-21,48.36000061035156
2020-04-27,48.400001525878906
2020-02-11,48.720001220703125
2020-04-30,49.290000915527344
2019-05-01,49.41999816894531
2019-02-26,49.36000061035156
2019-01-25,48.70000076293945
2018-12-24,49.439998626708984
2019-09-06,48.7599983215332
2018-07-17,48.279998779296875
2018-09-19,49.84000015258789
2019-08-05,49.970001220703125
2019-10-08,51.099998474121094
2019-12-11,50.459999084472656
2019-11-27,50.470001220703125
2020-02-14,50.709999084472656
2020-05-06,50.86000061035156
2019-01-08,51.540000915527344
2018-12-07,52.689998626708984
2019-08-20,53.45000076293945
2018-11-05,52.84000015258789
2019-07-19,53.459999084472656
2018-10-04,53.0
2019-06-17,52.66999816894531
2019-05-16,52.130001068115234
2018-08-01,51.380001068115234
2019-03-13,51.650001525878906
2019-12-03,52.790000915527344
2020-02-20,53.060001373291016
2019-12-06,52.95000076293945
2020-05-12,51.72999954223633
2019-12-09,51.38999938964844
2020-02-26,51.279998779296875
2020-05-15,51.36000061035156
2019-03-28,52.560001373291016
2018-09-17,52.63999938964844
2018-08-16,51.9900016784668
2018-10-19,51.900001525878906
2019-04-29,50.560001373291016
2019-01-23,51.38999938964844
2019-09-04,50.029998779296875
2018-11-20,45.40999984741211
2019-07-02,45.209999084472656
2019-05-31,44.619998931884766
2019-12-12,45.5
2020-05-18,44.52000045776367
2019-09-27,45.130001068115234
2020-03-03,43.79999923706055
2020-05-21,42.5
2019-05-14,43.369998931884766
2018-08-31,41.959999084472656
2018-07-30,41.65999984741211
2018-10-02,42.369998931884766
2019-04-12,42.68000030517578
2019-03-11,41.88999938964844
2019-02-07,42.040000915527344
2019-07-17,41.79999923706055
2019-09-19,40.38999938964844
2019-10-21,41.290000915527344
2019-12-18,40.220001220703125
2020-03-06,40.84000015258789
2019-10-03,42.119998931884766
2020-03-09,42.68000030517578
2020-05-27,41.529998779296875
2019-12-24,41.9900016784668
2020-03-12,43.88999938964844
2018-12-20,44.02000045776367
2019-08-01,45.790000915527344
2018-08-14,47.18000030517578
2018-07-13,48.0099983215332
2018-10-17,47.529998779296875
2019-05-29,48.540000915527344
2019-03-26,49.5
2019-02-22,49.209999084472656
2019-10-04,48.2400016784668
2019-11-05,47.65999984741211
2019-12-27,47.41999816894531
2020-06-02,47.400001525878906
2019-12-30,46.34000015258789
2020-03-18,47.099998474121094
2020-06-05,46.25
2019-07-15,46.84000015258789
2018-12-03,46.709999084472656
2019-06-13,45.70000076293945
2019-01-04,43.7599983215332
2018-08-29,43.880001068115234
2019-02-05,44.5099983215332
2018-11-01,44.16999816894531
2019-08-16,42.5
2019-04-10,43.09000015258789
2019-09-17,43.630001068115234
2019-10-15,45.470001220703125
2020-01-02,44.880001068115234
2020-06-08,45.83000183105469
