Dates,FLS
2018-06-20,40.56999969482422
2018-06-21,40.41999816894531
2018-06-25,40.790000915527344
2018-06-22,40.40999984741211
2018-06-26,39.970001220703125
2018-06-27,40.220001220703125
2018-06-28,40.36000061035156
2018-06-29,40.310001373291016
2018-07-02,40.0099983215332
2018-07-03,40.439998626708984
2018-07-05,40.20000076293945
2018-07-16,40.38999938964844
2018-09-18,40.75
2019-01-24,41.93000030517578
2019-09-05,41.45000076293945
2018-11-21,41.400001525878906
2020-01-13,41.369998931884766
2020-04-01,41.869998931884766
2020-06-19,41.08000183105469
2019-10-29,42.040000915527344
2020-01-16,41.36000061035156
2020-06-22,42.2400016784668
2018-10-03,41.93000030517578
2018-07-31,41.93000030517578
2019-03-12,41.91999816894531
2019-02-08,42.81999969482422
2019-01-07,43.45000076293945
2018-12-06,43.45000076293945
2019-08-19,43.63999938964844
2019-07-18,43.61000061035156
2019-05-15,43.13999938964844
2019-09-20,43.72999954223633
2019-11-01,45.0
2020-04-07,45.0
2020-06-25,46.02000045776367
2020-06-16,48.849998474121094
2019-11-04,49.029998779296875
2020-01-22,50.119998931884766
2019-11-07,50.36000061035156
2020-04-13,49.4900016784668
2019-07-01,49.54999923706055
2019-05-30,50.2400016784668
2018-08-15,51.5099983215332
2018-10-18,51.560001373291016
2019-03-27,52.0
2019-01-22,51.86000061035156
2018-12-21,51.68000030517578
2019-09-03,52.0099983215332
2018-11-19,52.5
2019-08-02,52.58000183105469
2020-01-28,52.869998931884766
2020-04-16,52.150001525878906
2019-11-13,52.08000183105469
2020-01-31,52.02000045776367
2018-12-04,52.72999954223633
2018-11-02,52.20000076293945
2019-07-16,52.959999084472656
2018-08-30,53.060001373291016
2018-10-01,52.880001068115234
2019-06-14,54.5099983215332
2019-05-13,54.45000076293945
2019-04-11,55.75
2019-02-06,55.2599983215332
2019-09-18,56.25
2020-02-03,56.209999084472656
2020-04-22,55.90999984741211
2019-11-19,55.470001220703125
2020-02-06,54.90999984741211
2019-11-22,54.68000030517578
2019-03-25,54.59000015258789
2019-02-21,54.7599983215332
2018-12-19,54.9900016784668
2018-07-12,54.56999969482422
2018-09-14,54.650001525878906
2018-08-13,54.77000045776367
2018-10-16,54.349998474121094
2019-07-31,53.709999084472656
2019-05-28,53.4900016784668
2019-04-26,53.13999938964844
2020-04-28,50.869998931884766
2019-11-25,49.95000076293945
2020-02-12,49.93000030517578
2020-05-01,50.439998626708984
2020-05-04,51.54999923706055
2019-06-12,50.31999969482422
2019-04-09,50.25
2019-03-08,49.77000045776367
2019-02-04,47.83000183105469
2018-07-27,47.04999923706055
2018-08-28,45.58000183105469
2019-01-03,44.84000015258789
2019-08-15,45.77000045776367
2018-10-31,44.459999084472656
2019-09-16,46.54999923706055
2020-02-18,46.130001068115234
2020-05-07,47.0099983215332
2018-08-17,47.41999816894531
2019-12-04,47.220001220703125
2020-02-21,48.560001373291016
2018-12-17,51.0
2019-08-30,52.689998626708984
2018-11-15,50.31999969482422
2019-07-29,49.439998626708984
2019-06-27,48.439998626708984
2019-04-24,46.93000030517578
2018-07-10,49.130001068115234
2018-09-12,49.560001373291016
2019-02-19,47.91999816894531
2019-01-18,46.939998626708984
2020-02-24,45.5
2020-05-13,45.45000076293945
2019-12-10,46.290000915527344
2020-02-27,46.2599983215332
2019-12-13,47.84000015258789
2020-05-19,47.599998474121094
2019-03-06,49.849998474121094
2018-11-30,48.790000915527344
2019-08-13,45.2599983215332
2019-07-12,46.29999923706055
2019-06-10,45.18000030517578
2019-05-09,45.45000076293945
2018-07-25,45.630001068115234
2018-09-27,45.0
2018-10-29,42.810001373291016
2019-10-16,41.869998931884766
2019-12-16,40.5099983215332
2020-03-04,39.689998626708984
2020-05-22,38.65999984741211
2019-10-01,38.18000030517578
2019-12-19,37.0
2018-09-10,36.279998779296875
2019-05-24,36.90999984741211
2018-08-09,38.09000015258789
2019-04-22,37.90999984741211
2019-03-21,37.25
2019-01-16,37.75
2019-08-28,36.9900016784668
2018-11-13,38.2400016784668
2018-10-12,39.70000076293945
2019-06-25,40.400001525878906
2020-03-10,40.40999984741211
2020-05-28,41.09000015258789
2019-10-07,41.029998779296875
2020-03-13,41.439998626708984
2019-10-10,41.38999938964844
2020-03-16,41.27000045776367
2020-06-03,42.41999816894531
2018-11-28,42.91999816894531
2018-09-25,42.02000045776367
2018-07-23,41.45000076293945
2018-08-24,42.25
2019-07-10,42.029998779296875
2019-05-07,42.189998626708984
2019-04-05,43.349998474121094
2019-03-04,43.650001525878906
2019-01-31,44.029998779296875
2019-09-12,43.81999969482422
2019-12-31,44.34000015258789
2020-03-19,44.459999084472656
2020-01-03,44.400001525878906
2020-06-09,43.58000183105469
2019-02-15,43.939998626708984
2019-01-14,44.880001068115234
2018-07-06,46.099998474121094
2018-08-07,46.18000030517578
2018-10-10,46.869998931884766
2018-12-13,47.459999084472656
2019-08-26,47.33000183105469
2019-07-25,44.119998931884766
2019-05-22,46.560001373291016
2019-03-19,46.93000030517578
2020-01-06,46.060001373291016
2020-03-25,45.52000045776367
2020-06-12,45.369998931884766
2019-10-22,44.790000915527344
2020-01-09,45.0
2020-06-15,44.22999954223633
2019-10-25,43.709999084472656
2020-03-31,43.06999969482422
2020-06-18,42.33000183105469
2019-04-03,42.97999954223633
2018-08-22,44.13999938964844
2018-10-25,44.869998931884766
2019-01-29,44.63999938964844
2018-12-28,44.439998626708984
2018-11-26,44.31999969482422
2019-08-09,45.61000061035156
2019-07-08,45.130001068115234
2019-06-06,44.95000076293945
2019-09-10,45.54999923706055
2020-01-15,43.34000015258789
2020-04-03,44.209999084472656
2019-10-31,44.27000045776367
2020-04-06,44.130001068115234
2020-06-24,45.18000030517578
2018-11-09,45.70000076293945
2019-07-23,46.52000045776367
2019-06-21,46.86000061035156
2019-05-20,47.0
2019-04-18,47.900001525878906
2018-09-06,47.869998931884766
2018-10-08,47.709999084472656
2019-02-13,47.70000076293945
2018-12-11,47.84000015258789
2019-09-25,48.810001373291016
2020-01-21,48.939998626708984
2020-04-09,48.650001525878906
2019-11-06,49.439998626708984
2020-01-24,48.95000076293945
2020-01-27,49.279998779296875
2020-04-15,49.83000183105469
2018-12-26,50.2400016784668
2019-08-07,49.29999923706055
2019-06-04,48.47999954223633
2018-09-21,49.290000915527344
2018-07-19,49.79999923706055
2018-08-20,49.2599983215332
2018-10-23,48.02000045776367
2019-05-03,51.04999923706055
2019-04-01,50.970001220703125
2019-02-28,50.04999923706055
2019-11-12,49.47999954223633
2020-01-30,48.630001068115234
2019-11-15,48.81999969482422
2020-04-21,48.40999984741211
2019-04-16,48.27000045776367
2019-03-15,48.7400016784668
2019-02-11,50.220001220703125
2019-01-10,50.290000915527344
2019-08-22,49.06999969482422
2018-11-07,50.0
2018-08-03,50.290000915527344
2018-09-04,48.97999954223633
2019-06-19,49.08000183105469
2019-09-23,48.75
2019-11-18,47.5099983215332
2020-02-05,47.7599983215332
2020-04-24,46.81999969482422
2019-03-29,46.5
2019-11-21,47.900001525878906
2020-04-27,48.599998474121094
2020-02-11,48.459999084472656
2020-04-30,49.0099983215332
2019-05-01,49.720001220703125
2019-02-26,50.08000183105469
2019-01-25,49.189998626708984
2018-12-24,49.0
2019-09-06,49.2599983215332
2018-07-17,48.630001068115234
2018-09-19,48.79999923706055
2019-08-05,49.95000076293945
2019-10-08,50.779998779296875
2019-12-11,51.08000183105469
2019-11-27,50.68000030517578
2020-02-14,50.470001220703125
2020-05-06,51.040000915527344
2019-01-08,51.099998474121094
2018-12-07,51.77000045776367
2019-08-20,53.5099983215332
2018-11-05,53.31999969482422
2019-07-19,53.130001068115234
2018-10-04,53.029998779296875
2019-06-17,53.81999969482422
2019-05-16,52.2400016784668
2018-08-01,52.27000045776367
2019-03-13,51.41999816894531
2019-12-03,51.84000015258789
2020-02-20,52.97999954223633
2019-12-06,52.9900016784668
2020-05-12,52.869998931884766
2019-12-09,51.61000061035156
2020-02-26,51.720001220703125
2020-05-15,51.2599983215332
2019-03-28,51.77000045776367
2018-09-17,52.08000183105469
2018-08-16,52.63999938964844
2018-10-19,51.95000076293945
2019-04-29,51.83000183105469
2019-01-23,50.11000061035156
2019-09-04,51.369998931884766
2018-11-20,48.529998779296875
2019-07-02,45.279998779296875
2019-05-31,44.08000183105469
2019-12-12,44.97999954223633
2020-05-18,44.61000061035156
2019-09-27,44.72999954223633
2020-03-03,44.849998474121094
2020-05-21,43.459999084472656
2019-05-14,42.36000061035156
2018-08-31,42.40999984741211
2018-07-30,42.119998931884766
2018-10-02,42.04999923706055
2019-04-12,43.15999984741211
2019-03-11,42.52000045776367
2019-02-07,42.439998626708984
2019-07-17,42.189998626708984
2019-09-19,41.290000915527344
2019-10-21,40.790000915527344
2019-12-18,41.599998474121094
2020-03-06,40.08000183105469
2019-10-03,41.4900016784668
2020-03-09,42.5099983215332
2020-05-27,42.0
2019-12-24,42.150001525878906
2020-03-12,42.47999954223633
2018-12-20,43.900001525878906
2019-08-01,44.34000015258789
2018-08-14,45.91999816894531
2018-07-13,47.31999969482422
2018-10-17,47.83000183105469
2019-05-29,48.0099983215332
2019-03-26,49.529998779296875
2019-02-22,49.0099983215332
2019-10-04,48.77000045776367
2019-11-05,48.04999923706055
2019-12-27,47.810001373291016
2020-06-02,46.970001220703125
2019-12-30,47.40999984741211
2020-03-18,46.29999923706055
2020-06-05,46.95000076293945
2019-07-15,46.459999084472656
2018-12-03,46.869998931884766
2019-06-13,47.09000015258789
2019-01-04,44.7400016784668
2018-08-29,43.5099983215332
2019-02-05,43.810001373291016
2018-11-01,44.29999923706055
2019-08-16,43.40999984741211
2019-04-10,42.84000015258789
2019-09-17,43.099998474121094
2019-10-15,44.560001373291016
2020-01-02,45.06999969482422
2020-06-08,44.72999954223633
2019-10-18,45.75
2020-03-24,45.849998474121094
2020-06-11,46.189998626708984
2020-01-08,46.959999084472656
2019-04-25,47.5
2019-07-30,47.95000076293945
2019-02-20,48.63999938964844
2018-07-11,47.97999954223633
2018-09-13,49.0099983215332
2018-10-15,48.720001220703125
2019-06-28,49.65999984741211
2018-12-18,49.66999816894531
2018-11-16,49.439998626708984
2019-10-02,49.869998931884766
2020-03-27,50.31999969482422
2020-01-10,49.400001525878906
2019-10-24,50.099998474121094
2020-03-30,48.83000183105469
2020-06-17,48.529998779296875
2020-01-14,49.08000183105469
2020-04-02,48.439998626708984
2019-01-02,48.43000030517578
2019-08-14,49.0
2018-10-30,48.349998474121094
2019-06-11,48.77000045776367
2019-05-10,47.720001220703125
2019-04-08,48.41999816894531
2018-08-27,48.720001220703125
2018-07-26,48.70000076293945
2018-09-28,49.08000183105469
2019-03-07,48.880001068115234
2019-10-30,48.72999954223633
2020-01-17,48.9900016784668
2020-06-23,47.58000183105469
2020-04-08,47.220001220703125
2020-06-26,46.54999923706055
2019-03-22,47.59000015258789
2019-01-17,48.119998931884766
2019-08-29,47.91999816894531
2018-11-14,48.08000183105469
2019-06-26,48.25
2018-09-11,49.58000183105469
2018-07-09,49.0
2018-08-10,47.689998626708984
2019-04-23,48.0099983215332
2019-09-30,48.970001220703125
2020-01-23,49.630001068115234
2019-11-08,49.9900016784668
2020-04-14,50.209999084472656
2019-11-11,49.97999954223633
2020-01-29,50.029998779296875
2020-04-17,49.84000015258789
2018-07-24,49.54999923706055
2018-09-26,50.209999084472656
2019-05-08,49.72999954223633
2019-03-05,49.4900016784668
2019-02-01,49.83000183105469
2018-12-31,50.11000061035156
2018-11-29,50.400001525878906
2019-08-12,50.650001525878906
2019-07-11,49.81999969482422
2019-09-13,49.84000015258789
2019-11-14,49.36000061035156
2020-04-20,49.95000076293945
2020-02-04,50.56999969482422
2020-04-23,50.060001373291016
2018-12-14,49.7599983215332
2019-08-27,48.2599983215332
2018-08-08,49.130001068115234
2018-10-11,47.15999984741211
2018-11-12,47.560001373291016
2019-07-26,48.2400016784668
2019-06-24,47.79999923706055
2019-05-23,48.29999923706055
2019-03-20,46.93000030517578
2019-01-15,47.4900016784668
2019-11-20,48.18000030517578
2020-02-07,49.2400016784668
2020-02-10,48.45000076293945
2020-04-29,46.619998931884766
2019-11-26,47.2599983215332
2020-02-13,48.06999969482422
2019-01-30,47.79999923706055
2018-08-23,47.0099983215332
2018-09-24,48.31999969482422
2018-11-27,46.04999923706055
2018-10-26,45.36000061035156
2019-07-09,45.81999969482422
2019-06-07,44.220001220703125
2019-05-06,43.97999954223633
2019-04-04,42.27000045776367
2019-09-11,40.439998626708984
2019-11-29,38.869998931884766
2020-05-05,40.599998474121094
2019-12-02,41.4900016784668
2020-02-19,40.939998626708984
2020-05-08,39.689998626708984
2019-05-21,36.84000015258789
2019-03-18,33.18000030517578
2018-09-07,31.450000762939453
2018-08-06,30.170000076293945
2018-10-09,23.8799991607666
2019-02-14,27.40999984741211
2018-12-12,20.579999923706055
2019-07-24,22.81999969482422
2019-09-26,20.950000762939453
2019-10-28,20.020000457763672
2019-12-05,20.940000534057617
2020-05-11,20.200000762939453
2019-07-03,20.549999237060547
2020-02-25,21.309999465942383
2020-05-14,22.770000457763672
2020-02-28,22.81999969482422
2019-08-08,21.600000381469727
2019-06-05,22.520000457763672
2018-07-20,22.610000610351562
2018-08-21,23.219999313354492
2018-10-24,24.200000762939453
2019-04-02,24.709999084472656
2019-03-01,27.15999984741211
2019-01-28,26.889999389648438
2018-12-27,29.290000915527344
2019-09-09,27.049999237060547
2020-03-02,26.549999237060547
2020-05-20,24.639999389648438
2019-12-17,23.75
2020-03-05,23.979999542236328
2019-02-12,24.0
2019-01-11,24.0
2018-12-10,24.6299991607666
2019-08-23,24.969999313354492
2018-11-08,25.739999771118164
2019-07-22,25.969999313354492
2019-06-20,27.989999771118164
2018-09-05,28.81999969482422
2019-04-17,29.09000015258789
2019-09-24,27.600000381469727
2019-12-20,25.959999084472656
2020-05-26,27.399999618530273
2019-04-30,27.25
2019-12-23,27.170000076293945
2020-03-11,26.0
2020-05-29,26.190000534057617
2019-12-26,25.200000762939453
2020-06-01,23.110000610351562
2019-05-02,21.700000762939453
2019-02-27,22.649999618530273
2018-11-23,23.690000534057617
2019-08-06,25.200000762939453
2018-07-18,24.790000915527344
2018-09-20,25.020000457763672
2018-10-22,25.639999389648438
2019-07-05,26.600000381469727
2019-06-03,28.110000610351562
2019-10-09,28.610000610351562
2019-10-11,26.360000610351562
2020-03-17,26.25
2020-06-04,27.709999084472656
2019-10-14,27.899999618530273
2020-03-20,28.790000915527344
2018-11-06,31.549999237060547
2019-06-18,33.060001373291016
2019-05-17,32.45000076293945
2019-04-15,31.540000915527344
2019-03-14,27.700000762939453
2019-01-09,28.6200008392334
2018-08-02,26.6200008392334
