Dates,ABBV
2019-03-22,6044600.0
2019-01-17,5582700.0
2019-08-29,7816000.0
2018-11-14,7326400.0
2019-06-26,6260500.0
2018-09-11,5975200.0
2018-07-09,6723300.0
2018-08-10,8750000.0
2019-04-23,6490100.0
2019-09-30,5447000.0
2020-01-23,19134800.0
2019-11-08,5907200.0
2020-04-14,1798800.0
2019-11-11,4066700.0
2020-01-29,4087800.0
2020-04-17,7014800.0
2018-07-24,4702100.0
2018-09-26,5639200.0
2019-05-08,5988500.0
2019-03-05,6786600.0
2019-02-01,7242500.0
2018-12-31,7696800.0
2018-11-29,7518000.0
2019-08-12,8581400.0
2019-07-11,9292200.0
2019-09-13,8876900.0
2019-11-14,8490100.0
2020-04-20,7073200.0
2020-02-04,10122300.0
2020-04-23,13552000.0
2018-12-14,6438900.0
2019-08-27,12266800.0
2018-08-08,13215400.0
2018-10-11,13832000.0
2018-11-12,8614400.0
2019-07-26,5703200.0
2019-06-24,10870000.0
2019-05-23,13870100.0
2019-03-20,10146400.0
2019-01-15,8251500.0
2019-11-20,10020600.0
2020-02-07,7769700.0
2020-02-10,19090300.0
2020-04-29,13998300.0
2019-11-26,10682800.0
2020-02-13,10591000.0
2019-01-30,10613000.0
2018-08-23,11175800.0
2018-09-24,9406300.0
2018-11-27,6349100.0
2018-10-26,5446200.0
2019-07-09,6676000.0
2019-06-07,10705100.0
2019-05-06,11366400.0
2019-04-04,9786900.0
2019-09-11,14179400.0
2019-11-29,18460300.0
2020-05-05,12171100.0
2019-12-02,12660900.0
2020-02-19,16590400.0
2020-05-08,9688400.0
2019-05-21,12664600.0
2019-03-18,15806200.0
2018-09-07,12965800.0
2018-08-06,10382200.0
2018-10-09,19935700.0
2019-02-14,21867700.0
2018-12-12,20916000.0
2019-07-24,23205000.0
2019-09-26,23712800.0
2019-10-28,19739900.0
2019-12-05,18844500.0
2020-05-11,19219000.0
2019-07-03,18376300.0
2020-02-25,20017300.0
2020-05-14,15979400.0
2020-02-28,12293300.0
2019-08-08,10671600.0
2019-06-05,20474400.0
2018-07-20,12948000.0
2018-08-21,8077800.0
2018-10-24,8062700.0
2019-04-02,10266500.0
2019-03-01,11591700.0
2019-01-28,12218500.0
2018-12-27,9425900.0
2019-09-09,9293500.0
2020-03-02,11072700.0
2020-05-20,8977300.0
2019-12-17,10326900.0
2020-03-05,10734800.0
2019-02-12,9126300.0
2019-01-11,9627500.0
2018-12-10,7033300.0
2019-08-23,7869600.0
2018-11-08,6770700.0
2019-07-22,9209700.0
2019-06-20,8341000.0
2018-09-05,8231700.0
2019-04-17,15525300.0
2019-09-24,12705300.0
2019-12-20,6833000.0
2020-05-26,10927000.0
2019-04-30,17042600.0
2019-12-23,11941800.0
2020-03-11,20190200.0
2020-05-29,19219800.0
2019-12-26,23492300.0
2020-06-01,23562600.0
2019-05-02,13379500.0
2019-02-27,14071200.0
2018-11-23,16302900.0
2019-08-06,9892500.0
2018-07-18,10661500.0
2018-09-20,10393200.0
2018-10-22,5507000.0
2019-07-05,11869800.0
2019-06-03,12529500.0
2019-10-09,8765900.0
2019-10-11,13781600.0
2020-03-17,8486500.0
2020-06-04,9413300.0
2019-10-14,8588400.0
2020-03-20,9525700.0
2018-11-06,9630100.0
2019-06-18,6621400.0
2019-05-17,9555900.0
2019-04-15,11138300.0
2019-03-14,12584800.0
2019-01-09,8009100.0
2018-08-02,7120200.0
2018-10-05,9366100.0
2019-08-21,6210900.0
2019-10-17,4571600.0
2020-03-23,9210900.0
2020-06-10,6004300.0
2019-02-25,6715600.0
2020-01-07,9025100.0
2020-03-26,6411700.0
2019-10-23,14568400.0
