Dates,ABBV
2018-06-20,97.83999633789062
2018-06-21,95.26000213623047
2018-06-25,93.43000030517578
2018-06-22,92.0999984741211
2018-06-26,92.08000183105469
2018-06-27,91.47000122070312
2018-06-28,90.80999755859375
2018-06-29,92.55999755859375
2018-07-02,91.8499984741211
2018-07-03,93.12000274658203
2018-07-05,93.94999694824219
2018-07-16,94.95999908447266
2018-09-18,96.91999816894531
2019-01-24,96.68000030517578
2019-09-05,94.87000274658203
2018-11-21,94.0999984741211
2020-01-13,94.94000244140625
2020-04-01,95.26000213623047
2020-06-19,95.33000183105469
2019-10-29,94.33000183105469
2020-01-16,87.76000213623047
2020-06-22,86.76000213623047
2018-10-03,88.63999938964844
2018-07-31,89.75
2019-03-12,91.08000183105469
2019-02-08,92.54000091552734
2019-01-07,88.7699966430664
2018-12-06,89.37999725341797
2019-08-19,91.33000183105469
2019-07-18,92.27999877929688
2019-05-15,93.41000366210938
2019-09-20,94.81999969482422
2019-11-01,95.73999786376953
2020-04-07,93.73999786376953
2020-06-25,92.87000274658203
2020-06-16,93.47000122070312
2019-11-04,95.30999755859375
2020-01-22,95.80999755859375
2019-11-07,95.73999786376953
2020-04-13,95.61000061035156
2019-07-01,97.05999755859375
2019-05-30,96.41999816894531
2018-08-15,97.47000122070312
2018-10-18,96.80000305175781
2019-03-27,97.12999725341797
2019-01-22,96.88999938964844
2018-12-21,96.55000305175781
2019-09-03,97.30000305175781
2018-11-19,97.0999984741211
2019-08-02,96.02999877929688
2020-01-28,96.55999755859375
2020-04-16,95.72000122070312
2019-11-13,94.08000183105469
2020-01-31,94.08999633789062
2018-12-04,92.79000091552734
2018-11-02,91.5999984741211
2019-07-16,93.69999694824219
2018-08-30,92.87999725341797
2018-10-01,92.04000091552734
2019-06-14,93.41000366210938
2019-05-13,94.91999816894531
2019-04-11,94.80000305175781
2019-02-06,92.41000366210938
2019-09-18,90.4000015258789
2020-02-03,90.62000274658203
2020-04-22,92.05000305175781
2019-11-19,91.94999694824219
2020-02-06,93.4000015258789
2019-11-22,93.8499984741211
2019-03-25,93.95999908447266
2019-02-21,93.83999633789062
2018-12-19,94.33000183105469
2018-07-12,93.47000122070312
2018-09-14,94.5999984741211
2018-08-13,93.26000213623047
2018-10-16,92.91000366210938
2019-07-31,93.75
2019-05-28,93.80000305175781
2019-04-26,92.98999786376953
2020-04-28,89.61000061035156
2019-11-25,88.9000015258789
2020-02-12,89.18000030517578
2020-05-01,89.52999877929688
2020-05-04,90.83000183105469
2019-06-12,89.22000122070312
2019-04-09,87.97000122070312
2019-03-08,83.5
2019-02-04,81.5
2018-07-27,79.26000213623047
2018-08-28,79.66000366210938
2019-01-03,79.43000030517578
2019-08-15,79.94000244140625
2018-10-31,80.12999725341797
2019-09-16,77.73999786376953
2020-02-18,77.5
2020-05-07,78.76000213623047
2018-08-17,79.2699966430664
2019-12-04,82.30999755859375
2020-02-21,84.13999938964844
2018-12-17,87.0
2019-08-30,87.55999755859375
2018-11-15,88.5
2019-07-29,88.19999694824219
2019-06-27,86.44999694824219
2019-04-24,85.95999908447266
2018-07-10,89.19999694824219
2018-09-12,89.11000061035156
2019-02-19,87.86000061035156
2019-01-18,85.37000274658203
2020-02-24,84.9000015258789
2020-05-13,85.20999908447266
2019-12-10,85.5
2020-02-27,86.55999755859375
2019-12-13,88.36000061035156
2020-05-19,89.87000274658203
2019-03-06,92.81999969482422
2018-11-30,90.4000015258789
2019-08-13,87.16999816894531
2019-07-12,86.37000274658203
2019-06-10,84.5999984741211
2019-05-09,86.66000366210938
2018-07-25,88.36000061035156
2018-09-27,87.37000274658203
2018-10-29,85.08000183105469
2019-10-16,84.19999694824219
2019-12-16,82.80000305175781
2020-03-04,82.6500015258789
2020-05-22,82.41000366210938
2019-10-01,83.22000122070312
2019-12-19,83.5999984741211
2018-09-10,84.62000274658203
2019-05-24,86.86000061035156
2018-08-09,90.0
2019-04-22,91.2300033569336
2019-03-21,88.41999816894531
2019-01-16,86.08000183105469
2019-08-28,86.2699966430664
2018-11-13,89.19999694824219
2018-10-12,90.4000015258789
2019-06-25,87.45999908447266
2020-03-10,87.12000274658203
2020-05-28,87.54000091552734
2019-10-07,84.48999786376953
2020-03-13,84.44999694824219
2019-10-10,85.44999694824219
2020-03-16,85.41999816894531
2020-06-03,86.91999816894531
2018-11-28,87.9000015258789
2018-09-25,87.69999694824219
2018-07-23,85.0999984741211
2018-08-24,79.43000030517578
2019-07-10,76.68000030517578
2019-05-07,75.7699966430664
2019-04-05,76.9800033569336
2019-03-04,78.70999908447266
2019-01-31,79.11000061035156
2019-09-12,77.5199966430664
2019-12-31,78.22000122070312
2020-03-19,78.79000091552734
2020-01-03,77.80999755859375
2020-06-09,78.88999938964844
2019-02-15,79.16999816894531
2019-01-14,78.56999969482422
2018-07-06,80.29000091552734
2018-08-07,79.72000122070312
2018-10-10,80.16000366210938
2018-12-13,80.2300033569336
2019-08-26,79.13999938964844
2019-07-25,78.0999984741211
2019-05-22,78.23999786376953
2019-03-19,79.87999725341797
2020-01-06,80.0199966430664
2020-03-25,78.80000305175781
2020-06-12,78.75
2019-10-22,79.27999877929688
2020-01-09,79.11000061035156
2020-06-15,78.72000122070312
2019-10-25,77.55999755859375
2020-03-31,77.44000244140625
2020-06-18,77.08999633789062
2019-04-03,77.2699966430664
2018-08-22,78.05000305175781
2018-10-25,78.1500015258789
2019-01-29,78.41000366210938
2018-12-28,79.11000061035156
2018-11-26,80.27999877929688
2019-08-09,79.51000213623047
2019-07-08,80.05999755859375
2019-06-06,79.26000213623047
2019-09-10,79.69000244140625
2020-01-15,78.41000366210938
2020-04-03,79.80000305175781
2019-10-31,79.80000305175781
2020-04-06,79.5
2020-06-24,79.95999908447266
2018-11-09,79.97000122070312
2019-07-23,80.80000305175781
2019-06-21,82.79000091552734
2019-05-20,82.06999969482422
2019-04-18,82.66999816894531
2018-09-06,82.77999877929688
2018-10-08,82.5
2019-02-13,82.5999984741211
2018-12-11,81.2300033569336
2019-09-25,79.83999633789062
2020-01-21,80.37000274658203
2020-04-09,80.0199966430664
2019-11-06,77.55000305175781
2020-01-24,76.80999755859375
2020-01-27,77.5
2020-04-15,77.75
2018-12-26,78.44000244140625
2019-08-07,76.91000366210938
2019-06-04,79.4000015258789
2018-09-21,79.91000366210938
2018-07-19,78.68000030517578
2018-08-20,78.61000061035156
2018-10-23,77.5999984741211
2019-05-03,78.25
2019-04-01,77.33999633789062
2019-02-28,77.16999816894531
2019-11-12,77.31999969482422
2020-01-30,76.7300033569336
2019-11-15,75.62000274658203
2020-04-21,76.16999816894531
2019-04-16,77.0
2019-03-15,77.4800033569336
2019-02-11,78.70999908447266
2019-01-10,78.0199966430664
2019-08-22,78.91000366210938
2018-11-07,80.31999969482422
2018-08-03,79.87999725341797
2018-09-04,80.31999969482422
2019-06-19,79.87000274658203
2019-09-23,77.91999816894531
2019-11-18,77.0999984741211
2020-02-05,77.12999725341797
2020-04-24,76.4000015258789
2019-03-29,73.80999755859375
2019-11-21,75.9000015258789
2020-04-27,76.66000366210938
2020-02-11,76.86000061035156
2020-04-30,77.08000183105469
2019-05-01,76.5999984741211
2019-02-26,77.48999786376953
2019-01-25,78.18000030517578
2018-12-24,78.30000305175781
2019-09-06,78.20999908447266
2018-07-17,78.4000015258789
2018-09-19,77.01000213623047
2019-08-05,77.29000091552734
2019-10-08,78.08000183105469
2019-12-11,76.43000030517578
2019-11-27,77.8499984741211
2020-02-14,65.05999755859375
