Dates,DLTR
2018-06-20,86.55999755859375
2018-06-21,86.22000122070312
2018-06-25,86.98999786376953
2018-06-22,86.55000305175781
2018-06-26,85.1500015258789
2018-06-27,83.52999877929688
2018-06-28,85.01000213623047
2018-06-29,85.0
2018-07-02,84.02999877929688
2018-07-03,83.55000305175781
2018-07-05,83.98999786376953
2018-07-16,84.62999725341797
2018-09-18,84.66999816894531
2019-01-24,85.83000183105469
2019-09-05,85.19999694824219
2018-11-21,85.73999786376953
2020-01-13,86.75
2020-04-01,86.08999633789062
2020-06-19,86.7300033569336
2019-10-29,86.62999725341797
2020-01-16,87.48999786376953
2020-06-22,86.44000244140625
2018-10-03,87.98999786376953
2018-07-31,88.27999877929688
2019-03-12,89.4000015258789
2019-02-08,89.22000122070312
2019-01-07,87.98999786376953
2018-12-06,90.0199966430664
2019-08-19,91.27999877929688
2019-07-18,89.88999938964844
2019-05-15,90.66000366210938
2019-09-20,90.27999877929688
2019-11-01,90.79000091552734
2020-04-07,92.87999725341797
2020-06-25,91.62000274658203
2020-06-16,92.69999694824219
2019-11-04,92.43000030517578
2020-01-22,92.97000122070312
2019-11-07,94.52999877929688
2020-04-13,94.2300033569336
2019-07-01,95.05000305175781
2019-05-30,95.61000061035156
2018-08-15,94.9800033569336
2018-10-18,94.98999786376953
2019-03-27,93.31999969482422
2019-01-22,94.16999816894531
2018-12-21,93.45999908447266
2019-09-03,93.06999969482422
2018-11-19,93.37999725341797
2019-08-02,94.45999908447266
2020-01-28,79.77999877929688
2020-04-16,80.51000213623047
2019-11-13,79.9800033569336
2020-01-31,82.63999938964844
2018-12-04,82.12000274658203
2018-11-02,82.23999786376953
2019-07-16,83.9000015258789
2018-08-30,83.80000305175781
2018-10-01,84.97000122070312
2019-06-14,84.41000366210938
2019-05-13,84.56999969482422
2019-04-11,85.5
2019-02-06,85.20999908447266
2019-09-18,84.27999877929688
2020-02-03,86.22000122070312
2020-04-22,85.06999969482422
2019-11-19,85.62999725341797
2020-02-06,85.26000213623047
2019-11-22,84.36000061035156
2019-03-25,82.08000183105469
2019-02-21,81.55000305175781
2018-12-19,82.22000122070312
2018-07-12,81.63999938964844
2018-09-14,81.55000305175781
2018-08-13,81.11000061035156
2018-10-16,80.63999938964844
2019-07-31,82.27999877929688
2019-05-28,82.86000061035156
2019-04-26,84.2300033569336
2020-04-28,79.51000213623047
2019-11-25,81.13999938964844
2020-02-12,80.97000122070312
2020-05-01,86.5
2020-05-04,85.30000305175781
2019-06-12,84.80000305175781
