Dates,DLTR
2018-06-20,88.23999786376953
2018-06-21,87.3499984741211
2018-06-25,87.37999725341797
2018-06-22,87.36000061035156
2018-06-26,86.72000122070312
2018-06-27,85.31999969482422
2018-06-28,85.4800033569336
2018-06-29,86.4000015258789
2018-07-02,84.73999786376953
2018-07-03,84.86000061035156
2018-07-05,84.12999725341797
2018-07-16,85.52999877929688
2018-09-18,85.83000183105469
2019-01-24,85.91999816894531
2019-09-05,85.83999633789062
2018-11-21,86.0
2020-01-13,87.08999633789062
2020-04-01,86.69999694824219
2020-06-19,87.44000244140625
2019-10-29,86.9800033569336
2020-01-16,87.81999969482422
2020-06-22,87.31999969482422
2018-10-03,88.36000061035156
2018-07-31,88.9800033569336
2019-03-12,89.76000213623047
2019-02-08,90.79000091552734
2019-01-07,90.01000213623047
2018-12-06,90.06999969482422
2019-08-19,91.33000183105469
2019-07-18,91.25
2019-05-15,91.04000091552734
2019-09-20,90.87000274658203
2019-11-01,91.16999816894531
2020-04-07,93.4000015258789
2020-06-25,92.87999725341797
2020-06-16,92.98999786376953
2019-11-04,93.12999725341797
2020-01-22,94.94999694824219
2019-11-07,94.83999633789062
2020-04-13,94.41000366210938
2019-07-01,96.0
2019-05-30,96.08999633789062
2018-08-15,96.0
2018-10-18,95.6500015258789
2019-03-27,95.0
2019-01-22,94.76000213623047
2018-12-21,94.16000366210938
2019-09-03,94.4800033569336
2018-11-19,93.88999938964844
2019-08-02,94.51000213623047
2020-01-28,90.37999725341797
2020-04-16,81.05000305175781
2019-11-13,81.69999694824219
2020-01-31,83.04000091552734
2018-12-04,83.29000091552734
2018-11-02,82.2699966430664
2019-07-16,83.97000122070312
2018-08-30,84.69999694824219
2018-10-01,85.08999633789062
2019-06-14,85.2699966430664
2019-05-13,84.87000274658203
2019-04-11,86.0
2019-02-06,85.66000366210938
2019-09-18,85.7300033569336
2020-02-03,86.30000305175781
2020-04-22,86.70999908447266
2019-11-19,85.93000030517578
2020-02-06,85.5199966430664
2019-11-22,85.70999908447266
2019-03-25,84.41000366210938
2019-02-21,82.38999938964844
2018-12-19,82.69000244140625
2018-07-12,82.97000122070312
2018-09-14,82.1500015258789
2018-08-13,81.68000030517578
2018-10-16,81.62999725341797
2019-07-31,82.47000122070312
2019-05-28,85.45999908447266
2019-04-26,85.0999984741211
2020-04-28,84.41000366210938
2019-11-25,81.43000030517578
2020-02-12,81.55999755859375
2020-05-01,86.9800033569336
2020-05-04,87.37999725341797
2019-06-12,86.51000213623047
2019-04-09,85.5
2019-03-08,85.30999755859375
2019-02-04,84.37000274658203
2018-07-27,85.08000183105469
2018-08-28,83.87000274658203
2019-01-03,84.08000183105469
2019-08-15,85.56999969482422
2018-10-31,85.08000183105469
2019-09-16,85.04000091552734
2020-02-18,85.61000061035156
2020-05-07,86.1500015258789
2018-08-17,86.4800033569336
2019-12-04,86.36000061035156
2020-02-21,86.80999755859375
2018-12-17,88.33000183105469
2019-08-30,87.94000244140625
2018-11-15,87.1500015258789
2019-07-29,87.2300033569336
2019-06-27,87.54000091552734
2019-04-24,85.91999816894531
2018-07-10,85.44999694824219
2018-09-12,85.44999694824219
2019-02-19,82.63999938964844
2019-01-18,83.08000183105469
2020-02-24,83.33999633789062
2020-05-13,84.94000244140625
2019-12-10,83.13999938964844
2020-02-27,83.7699966430664
2019-12-13,88.91999816894531
2020-05-19,89.4800033569336
2019-03-06,88.30000305175781
2018-11-30,87.1500015258789
2019-08-13,86.30000305175781
2019-07-12,85.8499984741211
2019-06-10,84.06999969482422
2019-05-09,86.04000091552734
2018-07-25,86.05000305175781
2018-09-27,85.4800033569336
2018-10-29,86.97000122070312
2019-10-16,86.94999694824219
2019-12-16,86.55999755859375
2020-03-04,87.83000183105469
2020-05-22,86.43000030517578
2019-10-01,85.58000183105469
2019-12-19,83.97000122070312
2018-09-10,88.36000061035156
2019-05-24,87.7300033569336
2018-08-09,88.63999938964844
2019-04-22,90.31999969482422
2019-03-21,91.52999877929688
2019-01-16,91.81999969482422
2019-08-28,93.63999938964844
2018-11-13,98.94000244140625
2018-10-12,98.9800033569336
2019-06-25,99.72000122070312
2020-03-10,96.93000030517578
2020-05-28,97.5199966430664
2019-10-07,97.8499984741211
2020-03-13,97.58000183105469
2019-10-10,96.18000030517578
2020-03-16,94.6500015258789
2020-06-03,95.73999786376953
2018-11-28,96.7300033569336
2018-09-25,96.2699966430664
2018-07-23,95.41000366210938
2018-08-24,97.1500015258789
2019-07-10,96.9800033569336
2019-05-07,96.45999908447266
2019-04-05,96.68000030517578
2019-03-04,96.88999938964844
2019-01-31,97.41999816894531
2019-09-12,98.5999984741211
2019-12-31,99.36000061035156
2020-03-19,98.0999984741211
2020-01-03,98.98999786376953
2020-06-09,98.29000091552734
2019-02-15,98.2300033569336
2019-01-14,98.70999908447266
2018-07-06,98.97000122070312
2018-08-07,99.0999984741211
2018-10-10,100.12000274658203
2018-12-13,99.44000244140625
2019-08-26,100.01000213623047
2019-07-25,98.94999694824219
2019-05-22,98.56999969482422
2019-03-19,98.4000015258789
2020-01-06,97.5199966430664
2020-03-25,96.5999984741211
2020-06-12,96.69999694824219
2019-10-22,97.38999938964844
2020-01-09,97.05000305175781
2020-06-15,96.13999938964844
2019-10-25,101.08999633789062
2020-03-31,103.51000213623047
2020-06-18,104.19000244140625
2019-04-03,103.91000366210938
2018-08-22,104.48999786376953
2018-10-25,103.22000122070312
2019-01-29,101.75
2018-12-28,100.79000091552734
2018-11-26,101.08000183105469
2019-08-09,102.2300033569336
2019-07-08,102.31999969482422
2019-06-06,102.38999938964844
2019-09-10,102.1500015258789
2020-01-15,102.55999755859375
2020-04-03,102.83999633789062
2019-10-31,105.1500015258789
2020-04-06,104.75
2020-06-24,105.23999786376953
2018-11-09,105.6500015258789
2019-07-23,104.30999755859375
2019-06-21,105.87000274658203
