Dates,DLTR
2018-06-20,85.93000030517578
2018-06-21,86.05999755859375
2018-06-25,86.37999725341797
2018-06-22,85.94000244140625
2018-06-26,84.7699966430664
2018-06-27,83.5
2018-06-28,82.04000091552734
2018-06-29,84.7699966430664
2018-07-02,83.31999969482422
2018-07-03,83.45999908447266
2018-07-05,83.20999908447266
2018-07-16,83.87999725341797
2018-09-18,84.26000213623047
2019-01-24,84.5
2019-09-05,83.7300033569336
2018-11-21,84.87999725341797
2020-01-13,85.55000305175781
2020-04-01,85.23999786376953
2020-06-19,85.80999755859375
2019-10-29,85.44999694824219
2020-01-16,86.2300033569336
2020-06-22,85.95999908447266
2018-10-03,86.12000274658203
2018-07-31,87.68000030517578
2019-03-12,88.0999984741211
2019-02-08,89.0999984741211
2019-01-07,87.45999908447266
2018-12-06,87.5999984741211
2019-08-19,89.4000015258789
2019-07-18,89.45999908447266
2019-05-15,89.41999816894531
2019-09-20,89.86000061035156
2019-11-01,89.8499984741211
2020-04-07,90.9800033569336
2020-06-25,91.2699966430664
2020-06-16,91.52999877929688
2019-11-04,91.91000366210938
2020-01-22,92.19999694824219
2019-11-07,93.0
2020-04-13,93.61000061035156
2019-07-01,94.12999725341797
2019-05-30,94.27999877929688
2018-08-15,94.91000366210938
2018-10-18,94.86000061035156
2019-03-27,93.13999938964844
2019-01-22,92.5
2018-12-21,93.01000213623047
2019-09-03,92.8499984741211
2018-11-19,92.83999633789062
2019-08-02,92.72000122070312
2020-01-28,79.7699966430664
2020-04-16,79.5
2019-11-13,79.16999816894531
2020-01-31,79.6500015258789
2018-12-04,81.44000244140625
2018-11-02,80.77999877929688
2019-07-16,82.41000366210938
2018-08-30,83.4000015258789
2018-10-01,83.38999938964844
2019-06-14,83.83000183105469
2019-05-13,83.56999969482422
2019-04-11,84.4000015258789
2019-02-06,84.55999755859375
2019-09-18,84.0199966430664
2020-02-03,84.05000305175781
2020-04-22,84.66999816894531
2019-11-19,84.2300033569336
2020-02-06,84.01000213623047
2019-11-22,84.30000305175781
2019-03-25,81.93000030517578
2019-02-21,80.94000244140625
2018-12-19,81.55999755859375
2018-07-12,81.43000030517578
2018-09-14,80.83000183105469
2018-08-13,80.8499984741211
2018-10-16,80.22000122070312
2019-07-31,80.62999725341797
2019-05-28,82.55000305175781
2019-04-26,82.33999633789062
2020-04-28,78.77999877929688
2019-11-25,79.66000366210938
2020-02-12,79.94000244140625
2020-05-01,80.47000122070312
2020-05-04,84.91000366210938
2019-06-12,84.38999938964844
2019-04-09,83.51000213623047
2019-03-08,83.12000274658203
2019-02-04,82.23999786376953
2018-07-27,82.16000366210938
2018-08-28,82.37000274658203
2019-01-03,81.33999633789062
2019-08-15,82.69999694824219
2018-10-31,83.68000030517578
2019-09-16,83.5199966430664
2020-02-18,83.83999633789062
2020-05-07,84.95999908447266
2018-08-17,84.9000015258789
2019-12-04,85.33999633789062
2020-02-21,85.62999725341797
2018-12-17,86.12000274658203
2019-08-30,85.93000030517578
2018-11-15,85.44999694824219
2019-07-29,85.91999816894531
2019-06-27,85.30000305175781
2019-04-24,83.02999877929688
2018-07-10,83.37999725341797
2018-09-12,83.55000305175781
2019-02-19,81.20999908447266
2019-01-18,81.5199966430664
2020-02-24,81.4800033569336
2020-05-13,82.0199966430664
2019-12-10,81.0199966430664
2020-02-27,81.7300033569336
2019-12-13,84.01000213623047
2020-05-19,86.7300033569336
2019-03-06,85.5199966430664
2018-11-30,84.83000183105469
