Dates,BBD
2018-06-20,6.050000190734863
2018-06-21,5.824999809265137
2018-06-25,5.766666889190674
2018-06-22,5.7833333015441895
2018-06-26,5.7833333015441895
2018-06-27,5.6583333015441895
2018-06-28,5.558333396911621
2018-06-29,5.766666889190674
2018-07-02,5.583333492279053
2018-07-03,5.733333110809326
2018-07-05,5.9666666984558105
2018-07-16,5.858333110809326
2018-09-18,6.041666507720947
2019-01-24,6.0916666984558105
2019-09-05,6.008333206176758
2018-11-21,6.008333206176758
2020-01-13,6.074999809265137
2020-04-01,6.241666793823242
2020-06-19,6.233333110809326
2019-10-29,6.433333396911621
2020-01-16,6.125
2020-06-22,6.724999904632568
2018-10-03,6.6583333015441895
2018-07-31,6.775000095367432
2019-03-12,6.991666793823242
2019-02-08,6.958333492279053
2019-01-07,6.8416666984558105
2018-12-06,6.9666666984558105
2019-08-19,6.808333396911621
2019-07-18,6.758333206176758
2019-05-15,6.733333110809326
2019-09-20,7.041666507720947
2019-11-01,7.099999904632568
2020-04-07,7.133333206176758
2020-06-25,6.974999904632568
2020-06-16,6.733333110809326
2019-11-04,6.391666889190674
2020-01-22,6.0916666984558105
2019-11-07,6.324999809265137
2020-04-13,6.266666889190674
2019-07-01,6.3416666984558105
2019-05-30,6.1583333015441895
2018-08-15,6.025000095367432
2018-10-18,5.933333396911621
2019-03-27,5.641666889190674
2019-01-22,5.891666889190674
2018-12-21,5.791666507720947
2019-09-03,5.816666603088379
2018-11-19,5.8416666984558105
2019-08-02,5.849999904632568
2020-01-28,5.816666603088379
2020-04-16,5.650000095367432
2019-11-13,5.525000095367432
2020-01-31,5.449999809265137
2018-12-04,5.5916666984558105
2018-11-02,5.833333492279053
2019-07-16,5.824999809265137
2018-08-30,5.550000190734863
2018-10-01,5.633333206176758
2019-06-14,5.516666889190674
2019-05-13,5.5333333015441895
2019-04-11,5.558333396911621
2019-02-06,5.758333206176758
2019-09-18,5.741666793823242
2020-02-03,5.925000190734863
2020-04-22,5.875
2019-11-19,6.008333206176758
2020-02-06,5.6583333015441895
2019-11-22,5.891666889190674
2019-03-25,5.991666793823242
2019-02-21,5.9666666984558105
2018-12-19,5.883333206176758
2018-07-12,6.183333396911621
2018-09-14,6.933333396911621
2018-08-13,6.6583333015441895
2018-10-16,6.808333396911621
2019-07-31,7.333333492279053
2019-05-28,7.300000190734863
2019-04-26,7.258333206176758
2020-04-28,7.133333206176758
2019-11-25,7.191666603088379
2020-02-12,7.133333206176758
2020-05-01,7.316666603088379
2020-05-04,7.4666666984558105
2019-06-12,7.5
2019-04-09,7.400000095367432
2019-03-08,7.474999904632568
2019-02-04,7.333333492279053
2018-07-27,7.508333206176758
2018-08-28,7.383333206176758
2019-01-03,7.599999904632568
2019-08-15,7.974999904632568
2018-10-31,7.4083333015441895
2019-09-16,7.800000190734863
2020-02-18,7.925000190734863
2020-05-07,8.166666984558105
2018-08-17,8.216666221618652
2019-12-04,8.091666221618652
2020-02-21,8.008333206176758
2018-12-17,8.0
2019-08-30,7.875
2018-11-15,7.883333206176758
2019-07-29,7.666666507720947
2019-06-27,7.766666889190674
2019-04-24,7.775000095367432
2018-07-10,8.008333206176758
2018-09-12,8.074999809265137
2019-02-19,8.0
2019-01-18,8.041666984558105
2020-02-24,7.949999809265137
2020-05-13,7.916666507720947
2019-12-10,7.800000190734863
2020-02-27,8.133333206176758
2019-12-13,8.324999809265137
2020-05-19,8.333333015441895
2019-03-06,8.333333015441895
2018-11-30,8.141666412353516
2019-08-13,7.733333110809326
2019-07-12,8.183333396911621
2019-06-10,7.9083333015441895
2019-05-09,7.974999904632568
2018-07-25,8.116666793823242
2018-09-27,8.149999618530273
2018-10-29,8.199999809265137
2019-10-16,8.133333206176758
2019-12-16,8.066666603088379
2020-03-04,8.241666793823242
2020-05-22,8.208333015441895
2019-10-01,8.183333396911621
2019-12-19,7.9083333015441895
2018-09-10,7.691666603088379
2019-05-24,7.766666889190674
2018-08-09,8.166666984558105
2019-04-22,8.266666412353516
2019-03-21,8.399999618530273
2019-01-16,8.916666984558105
2019-08-28,8.883333206176758
2018-11-13,9.199999809265137
2018-10-12,9.0
2019-06-25,9.324999809265137
2020-03-10,9.408333778381348
2020-05-28,9.216666221618652
2019-10-07,9.225000381469727
2020-03-13,9.324999809265137
2019-10-10,9.350000381469727
2020-03-16,9.225000381469727
2020-06-03,9.533333778381348
2018-11-28,9.316666603088379
2018-09-25,9.308333396911621
2018-07-23,9.408333778381348
2018-08-24,9.558333396911621
2019-07-10,9.458333015441895
2019-05-07,9.725000381469727
2019-04-05,9.600000381469727
2019-03-04,10.158333778381348
2019-01-31,10.166666984558105
2019-09-12,10.024999618530273
2019-12-31,10.300000190734863
2020-03-19,10.024999618530273
2020-01-03,9.916666984558105
2020-06-09,10.058333396911621
2019-02-15,9.916666984558105
2019-01-14,10.050000190734863
2018-07-06,10.050000190734863
2018-08-07,9.699999809265137
2018-10-10,10.324999809265137
2018-12-13,10.183333396911621
2019-08-26,10.100000381469727
2019-07-25,9.899999618530273
2019-05-22,9.966666221618652
2019-03-19,9.966666221618652
2020-01-06,9.808333396911621
2020-03-25,9.883333206176758
2020-06-12,9.816666603088379
2019-10-22,9.475000381469727
2020-01-09,9.391666412353516
2020-06-15,9.391666412353516
2019-10-25,9.416666984558105
2020-03-31,9.199999809265137
2020-06-18,9.100000381469727
2019-04-03,9.416666984558105
2018-08-22,9.699999809265137
2018-10-25,9.725000381469727
2019-01-29,9.816666603088379
2018-12-28,9.891666412353516
2018-11-26,9.925000190734863
2019-08-09,10.033333778381348
2019-07-08,9.816666603088379
2019-06-06,9.616666793823242
2019-09-10,8.966666221618652
2020-01-15,8.816666603088379
2020-04-03,9.024999618530273
2019-10-31,8.675000190734863
2020-04-06,8.524999618530273
2020-06-24,9.041666984558105
2018-11-09,9.34000015258789
2019-07-23,9.270000457763672
2019-06-21,9.289999961853027
2019-05-20,9.069999694824219
2019-04-18,9.270000457763672
2018-09-06,9.350000381469727
2018-10-08,9.329999923706055
2019-02-13,9.40999984741211
2018-12-11,9.210000038146973
2019-09-25,9.039999961853027
2020-01-21,9.079999923706055
2020-04-09,8.920000076293945
2019-11-06,8.869999885559082
2020-01-24,8.680000305175781
2020-01-27,8.800000190734863
2020-04-15,8.949999809265137
2018-12-26,9.020000457763672
2019-08-07,8.8100004196167
2019-06-04,9.069999694824219
2018-09-21,9.149999618530273
2018-07-19,9.039999961853027
2018-08-20,9.0600004196167
2018-10-23,8.850000381469727
2019-05-03,9.039999961853027
2019-04-01,8.920000076293945
2019-02-28,8.619999885559082
2019-11-12,8.949999809265137
2020-01-30,8.8100004196167
2019-11-15,8.850000381469727
2020-04-21,8.489999771118164
2019-04-16,8.479999542236328
2019-03-15,8.149999618530273
2019-02-11,8.180000305175781
2019-01-10,8.0600004196167
2019-08-22,8.020000457763672
2018-11-07,8.279999732971191
2018-08-03,8.670000076293945
2018-09-04,8.449999809265137
2019-06-19,8.5600004196167
2019-09-23,8.649999618530273
2019-11-18,8.90999984741211
2020-02-05,9.109999656677246
2020-04-24,9.279999732971191
2019-03-29,9.449999809265137
2019-11-21,9.489999771118164
2020-04-27,9.579999923706055
2020-02-11,9.510000228881836
2020-04-30,9.609999656677246
2019-05-01,9.430000305175781
2019-02-26,9.510000228881836
2019-01-25,9.619999885559082
2018-12-24,9.380000114440918
2019-09-06,9.229999542236328
2018-07-17,9.210000038146973
2018-09-19,9.3100004196167
2019-08-05,9.300000190734863
2019-10-08,9.630000114440918
2019-12-11,9.630000114440918
2019-11-27,9.760000228881836
2020-02-14,9.880000114440918
2020-05-06,9.84000015258789
2019-01-08,9.720000267028809
2018-12-07,9.880000114440918
2019-08-20,9.949999809265137
2018-11-05,9.699999809265137
2019-07-19,9.739999771118164
2018-10-04,10.119999885559082
2019-06-17,10.270000457763672
2019-05-16,10.010000228881836
2018-08-01,10.5
2019-03-13,10.25
2019-12-03,10.289999961853027
2020-02-20,10.119999885559082
2019-12-06,10.020000457763672
2020-05-12,10.039999961853027
2019-12-09,10.010000228881836
2020-02-26,10.1899995803833
2020-05-15,10.170000076293945
2019-03-28,10.119999885559082
2018-09-17,10.180000305175781
2018-08-16,9.930000305175781
2018-10-19,9.770000457763672
2019-04-29,9.5600004196167
2019-01-23,9.25
2019-09-04,9.3100004196167
2018-11-20,9.130000114440918
2019-07-02,8.90999984741211
2019-05-31,8.510000228881836
2019-12-12,8.609999656677246
2020-05-18,8.520000457763672
2019-09-27,8.850000381469727
2020-03-03,8.850000381469727
2020-05-21,8.350000381469727
2019-05-14,8.390000343322754
2018-08-31,8.300000190734863
2018-07-30,8.229999542236328
2018-10-02,8.329999923706055
2019-04-12,8.319999694824219
2019-03-11,7.949999809265137
2019-02-07,8.130000114440918
2019-07-17,8.109999656677246
2019-09-19,7.869999885559082
2019-10-21,7.710000038146973
2019-12-18,7.730000019073486
2020-03-06,7.639999866485596
2019-10-03,7.679999828338623
2020-03-09,7.920000076293945
2020-05-27,7.789999961853027
2019-12-24,7.860000133514404
2020-03-12,8.029999732971191
2018-12-20,8.220000267028809
2019-08-01,8.489999771118164
2018-08-14,8.380000114440918
2018-07-13,8.380000114440918
2018-10-17,8.479999542236328
2019-05-29,8.319999694824219
2019-03-26,8.020000457763672
2019-02-22,8.010000228881836
2019-10-04,8.270000457763672
2019-11-05,8.270000457763672
2019-12-27,8.079999923706055
2020-06-02,8.069999694824219
2019-12-30,8.149999618530273
2020-03-18,7.980000019073486
2020-06-05,8.199999809265137
2019-07-15,8.279999732971191
2018-12-03,8.25
2019-06-13,8.149999618530273
2019-01-04,7.849999904632568
2018-08-29,7.789999961853027
2019-02-05,7.820000171661377
2018-11-01,8.029999732971191
2019-08-16,7.929999828338623
2019-04-10,7.980000019073486
2019-09-17,8.050000190734863
2019-10-15,8.239999771118164
2020-01-02,8.239999771118164
2020-06-08,8.279999732971191
2019-10-18,8.210000038146973
2020-03-24,8.600000381469727
2020-06-11,8.119999885559082
2020-01-08,8.109999656677246
2019-04-25,8.239999771118164
2019-07-30,8.550000190734863
2019-02-20,8.729999542236328
2018-07-11,8.739999771118164
2018-09-13,8.989999771118164
2018-10-15,9.130000114440918
2019-06-28,8.930000305175781
2018-12-18,8.84000015258789
2018-11-16,8.850000381469727
2019-10-02,8.770000457763672
2020-03-27,8.65999984741211
2020-01-10,8.619999885559082
2019-10-24,8.569999694824219
2020-03-30,8.329999923706055
2020-06-17,8.15999984741211
2020-01-14,8.050000190734863
2020-04-02,7.96999979019165
2019-01-02,7.940000057220459
2019-08-14,7.960000038146973
2018-10-30,7.949999809265137
2019-06-11,7.829999923706055
2019-05-10,7.78000020980835
2019-04-08,7.880000114440918
2018-08-27,7.920000076293945
2018-07-26,7.989999771118164
2018-09-28,7.789999961853027
2019-03-07,7.769999980926514
2019-10-30,7.820000171661377
2020-01-17,7.929999828338623
2020-06-23,8.010000228881836
2020-04-08,8.050000190734863
2020-06-26,8.25
2019-03-22,8.329999923706055
2019-01-17,8.170000076293945
2019-08-29,8.329999923706055
2018-11-14,8.319999694824219
2019-06-26,8.319999694824219
2018-09-11,8.399999618530273
2018-07-09,8.510000228881836
2018-08-10,8.40999984741211
2019-04-23,8.579999923706055
2019-09-30,8.729999542236328
2020-01-23,8.710000038146973
2019-11-08,8.720000267028809
2020-04-14,8.770000457763672
2019-11-11,8.84000015258789
2020-01-29,8.930000305175781
2020-04-17,8.979999542236328
2018-07-24,8.899999618530273
2018-09-26,9.020000457763672
2019-05-08,9.170000076293945
2019-03-05,8.989999771118164
2019-02-01,8.850000381469727
2018-12-31,8.770000457763672
2018-11-29,8.5600004196167
2019-08-12,8.59000015258789
2019-07-11,8.350000381469727
2019-09-13,8.3100004196167
2019-11-14,8.25
2020-04-20,8.180000305175781
2020-02-04,8.430000305175781
2020-04-23,8.170000076293945
2018-12-14,8.039999961853027
2019-08-27,8.069999694824219
2018-08-08,8.1899995803833
2018-10-11,7.960000038146973
2018-11-12,7.96999979019165
2019-07-26,7.929999828338623
2019-06-24,7.659999847412109
2019-05-23,7.679999828338623
2019-03-20,7.730000019073486
2019-01-15,7.849999904632568
2019-11-20,7.989999771118164
2020-02-07,8.010000228881836
2020-02-10,7.730000019073486
2020-04-29,7.769999980926514
2019-11-26,8.020000457763672
2020-02-13,7.840000152587891
2019-01-30,7.659999847412109
2018-08-23,7.630000114440918
2018-09-24,7.360000133514404
2018-11-27,7.389999866485596
2018-10-26,7.349999904632568
2019-07-09,7.179999828338623
2019-06-07,6.960000038146973
2019-05-06,7.019999980926514
2019-04-04,6.929999828338623
2019-09-11,6.739999771118164
2019-11-29,6.630000114440918
2020-05-05,6.769999980926514
2019-12-02,6.769999980926514
2020-02-19,6.650000095367432
2020-05-08,6.46999979019165
2019-05-21,6.170000076293945
2019-03-18,5.610000133514404
2018-09-07,5.840000152587891
2018-08-06,5.679999828338623
2018-10-09,4.449999809265137
2019-02-14,5.46999979019165
2018-12-12,4.489999771118164
2019-07-24,4.440000057220459
2019-09-26,4.21999979019165
2019-10-28,3.8499999046325684
2019-12-05,4.260000228881836
2020-05-11,3.5899999141693115
2019-07-03,3.740000009536743
2020-02-25,4.03000020980835
2020-05-14,4.519999980926514
2020-02-28,4.150000095367432
2019-08-08,4.099999904632568
2019-06-05,4.119999885559082
2018-07-20,3.7799999713897705
2018-08-21,3.7899999618530273
2018-10-24,3.640000104904175
2019-04-02,3.950000047683716
2019-03-01,4.349999904632568
2019-01-28,4.190000057220459
2018-12-27,4.480000019073486
2019-09-09,4.300000190734863
2020-03-02,4.150000095367432
2020-05-20,3.859999895095825
2019-12-17,3.9000000953674316
2020-03-05,3.940000057220459
2019-02-12,3.740000009536743
2019-01-11,3.5899999141693115
2018-12-10,3.5999999046325684
2019-08-23,3.6500000953674316
2018-11-08,3.3299999237060547
2019-07-22,3.2799999713897705
2019-06-20,3.490000009536743
2018-09-05,3.700000047683716
2019-04-17,3.5399999618530273
2019-09-24,3.380000114440918
2019-12-20,3.2799999713897705
2020-05-26,3.319999933242798
2019-04-30,3.200000047683716
2019-12-23,3.049999952316284
2020-03-11,3.0399999618530273
2020-05-29,3.140000104904175
2019-12-26,3.059999942779541
2020-06-01,2.9600000381469727
2019-05-02,2.7899999618530273
2019-02-27,3.049999952316284
2018-11-23,3.0999999046325684
2019-08-06,3.109999895095825
2018-07-18,3.059999942779541
2018-09-20,3.2200000286102295
2018-10-22,3.309999942779541
2019-07-05,3.7300000190734863
2019-06-03,3.700000047683716
2019-10-09,3.6700000762939453
2019-10-11,3.450000047683716
2020-03-17,3.5799999237060547
2020-06-04,3.799999952316284
2019-10-14,4.269999980926514
2020-03-20,4.139999866485596
2018-11-06,4.650000095367432
2019-06-18,4.599999904632568
2019-05-17,4.590000152587891
2019-04-15,4.730000019073486
2019-03-14,4.099999904632568
2019-01-09,4.239999771118164
2018-08-02,4.019999980926514
2018-10-05,4.320000171661377
2019-08-21,4.300000190734863
2019-10-17,4.130000114440918
2020-03-23,4.230000019073486
2020-06-10,4.260000228881836
2019-02-25,4.179999828338623
2020-01-07,4.099999904632568
2020-03-26,3.990000009536743
2019-10-23,3.8499999046325684
