Dates,BBD
2018-06-20,5.891666889190674
2018-06-21,5.675000190734863
2018-06-25,5.75
2018-06-22,5.733333110809326
2018-06-26,5.6583333015441895
2018-06-27,5.458333492279053
2018-06-28,5.650000095367432
2018-06-29,5.7166666984558105
2018-07-02,5.650000095367432
2018-07-03,5.891666889190674
2018-07-05,5.916666507720947
2018-07-16,6.008333206176758
2018-09-18,6.016666889190674
2019-01-24,6.066666603088379
2019-09-05,5.9083333015441895
2018-11-21,6.0333333015441895
2020-01-13,6.241666793823242
2020-04-01,6.233333110809326
2020-06-19,6.433333396911621
2019-10-29,6.316666603088379
2020-01-16,6.333333492279053
2020-06-22,6.699999809265137
2018-10-03,6.650000095367432
2018-07-31,6.800000190734863
2019-03-12,7.008333206176758
2019-02-08,6.724999904632568
2019-01-07,6.875
2018-12-06,6.900000095367432
2019-08-19,6.733333110809326
2019-07-18,6.816666603088379
2019-05-15,6.808333396911621
2019-09-20,7.191666603088379
2019-11-01,7.066666603088379
2020-04-07,6.891666889190674
2020-06-25,6.766666889190674
2020-06-16,6.625
2019-11-04,6.208333492279053
2020-01-22,6.233333110809326
2019-11-07,6.400000095367432
2020-04-13,6.275000095367432
2019-07-01,6.25
2019-05-30,6.074999809265137
2018-08-15,6.041666507720947
2018-10-18,5.7833333015441895
2019-03-27,5.891666889190674
2019-01-22,5.666666507720947
2018-12-21,5.758333206176758
2019-09-03,5.9083333015441895
2018-11-19,5.7833333015441895
2019-08-02,5.883333206176758
2020-01-28,5.625
2020-04-16,5.7833333015441895
2019-11-13,5.508333206176758
2020-01-31,5.541666507720947
2018-12-04,5.708333492279053
2018-11-02,5.849999904632568
2019-07-16,5.791666507720947
2018-08-30,5.516666889190674
2018-10-01,5.558333396911621
2019-06-14,5.458333492279053
2019-05-13,5.558333396911621
2019-04-11,5.775000095367432
2019-02-06,5.775000095367432
2019-09-18,5.816666603088379
2020-02-03,5.900000095367432
2020-04-22,6.025000095367432
2019-11-19,5.816666603088379
2020-02-06,5.808333396911621
2019-11-22,5.891666889190674
2019-03-25,6.066666603088379
2019-02-21,5.900000095367432
2018-12-19,5.866666793823242
2018-07-12,6.308333396911621
2018-09-14,6.666666507720947
2018-08-13,6.666666507720947
2018-10-16,6.666666507720947
2019-07-31,7.25
2019-05-28,7.425000190734863
2019-04-26,7.041666507720947
2020-04-28,6.983333110809326
2019-11-25,7.166666507720947
2020-02-12,7.116666793823242
2020-05-01,7.4666666984558105
2020-05-04,7.558333396911621
2019-06-12,7.316666603088379
2019-04-09,7.324999809265137
2019-03-08,7.4666666984558105
2019-02-04,7.491666793823242
2018-07-27,7.2166666984558105
2018-08-28,7.516666889190674
2019-01-03,7.708333492279053
2019-08-15,7.449999809265137
2018-10-31,7.833333492279053
2019-09-16,7.641666889190674
2020-02-18,8.133333206176758
2020-05-07,8.216666221618652
2018-08-17,8.241666793823242
2019-12-04,8.125
2020-02-21,8.008333206176758
2018-12-17,7.833333492279053
2019-08-30,7.9083333015441895
2018-11-15,7.849999904632568
2019-07-29,7.633333206176758
2019-06-27,7.766666889190674
2019-04-24,8.0
2018-07-10,8.158333778381348
2018-09-12,8.175000190734863
2019-02-19,7.800000190734863
2019-01-18,8.008333206176758
2020-02-24,8.016666412353516
2020-05-13,7.625
2019-12-10,8.033333778381348
2020-02-27,8.258333206176758
2019-12-13,8.333333015441895
