Dates,WFC
2007-02-12,35.630001068115234
2007-02-13,36.029998779296875
2007-02-15,36.20000076293945
2007-02-14,36.36000061035156
2007-02-16,36.279998779296875
2007-02-20,35.970001220703125
2007-02-21,36.279998779296875
2007-02-22,36.22999954223633
2007-02-23,36.209999084472656
2007-02-26,35.81999969482422
2007-02-27,35.5
2007-03-28,35.02000045776367
2007-11-07,34.90999984741211
2007-09-04,35.0
2007-08-03,34.650001525878906
2008-04-15,34.75
2008-05-21,34.72999954223633
2008-08-08,34.779998779296875
2008-08-11,34.84000015258789
2008-01-25,34.540000915527344
2007-05-14,34.439998626708984
2007-04-12,33.880001068115234
2007-12-24,34.54999923706055
2007-09-19,34.54999923706055
2008-04-30,34.439998626708984
2007-07-17,34.66999816894531
2007-06-15,35.560001373291016
2008-02-26,35.56999969482422
2008-05-27,35.16999816894531
2008-08-14,35.0
2008-05-30,34.95000076293945
2008-08-20,34.439998626708984
2007-08-01,34.68000030517578
2008-03-12,34.779998779296875
2007-03-26,34.45000076293945
2007-05-29,34.54999923706055
2007-04-27,34.54999923706055
2008-01-08,34.47999954223633
2007-12-07,34.43000030517578
2007-11-05,34.47999954223633
2007-10-04,34.540000915527344
2008-05-15,34.43000030517578
2008-06-05,34.7400016784668
2008-08-26,35.5099983215332
2007-10-19,35.849998474121094
2007-09-17,36.08000183105469
2007-08-16,36.220001220703125
2008-04-28,36.4900016784668
2007-04-10,36.41999816894531
2007-03-09,36.0
2007-06-13,36.33000183105469
2008-03-27,36.36000061035156
2008-01-23,36.08000183105469
2007-11-20,36.22999954223633
2008-06-11,36.150001525878906
2008-08-29,35.93000030517578
2007-12-05,35.97999954223633
2007-10-02,36.099998474121094
2007-04-25,36.16999816894531
2007-08-31,36.06999969482422
2007-07-30,36.220001220703125
2008-04-11,36.029998779296875
2007-06-28,35.79999923706055
2008-03-10,35.79999923706055
2008-02-07,35.84000015258789
2008-05-13,36.22999954223633
2008-06-23,36.29999923706055
2007-07-13,36.439998626708984
2008-03-25,36.4900016784668
2008-02-22,36.31999969482422
2007-12-20,36.189998626708984
2007-05-10,36.40999984741211
2007-03-07,36.13999938964844
2007-06-11,36.29999923706055
2007-10-17,36.25
2007-08-14,36.29999923706055
2008-05-28,36.470001220703125
2008-06-26,36.400001525878906
2007-05-31,36.15999984741211
2008-07-02,35.84000015258789
2007-08-29,35.72999954223633
2008-04-09,35.380001068115234
2007-06-26,35.689998626708984
2008-02-05,35.650001525878906
2008-01-04,35.97999954223633
2007-03-22,36.099998474121094
2007-05-25,36.470001220703125
2007-04-23,36.2599983215332
2007-12-03,36.439998626708984
2007-11-01,36.459999084472656
2008-07-08,35.779998779296875
2007-12-18,35.56999969482422
2007-11-16,35.40999984741211
2007-10-15,35.41999816894531
2007-09-13,35.369998931884766
2008-04-24,35.63999938964844
2007-07-11,36.150001525878906
2008-02-20,35.650001525878906
2007-03-05,35.900001525878906
2007-05-08,35.7400016784668
2008-06-27,35.400001525878906
2008-07-11,35.59000015258789
2008-07-14,35.0
2008-03-06,35.0
2007-05-23,35.47999954223633
2008-01-02,35.61000061035156
2007-03-20,36.0099983215332
2007-10-30,35.97999954223633
2007-09-28,35.4900016784668
2007-08-27,35.75
2007-07-26,35.65999984741211
2008-04-07,35.150001525878906
2008-05-09,34.689998626708984
2008-07-23,34.869998931884766
2007-09-11,34.369998931884766
2007-04-04,34.36000061035156
2007-06-07,34.720001220703125
2007-08-10,35.040000915527344
2008-04-22,34.560001373291016
2007-07-09,34.81999969482422
2008-01-17,34.4900016784668
2007-11-14,34.810001373291016
2008-06-25,35.29999923706055
2008-08-28,35.25
2008-07-29,35.209999084472656
2007-11-29,34.88999938964844
2007-05-21,34.810001373291016
2007-04-19,34.22999954223633
2007-09-26,34.689998626708984
2007-07-24,35.959999084472656
2007-06-22,37.9900016784668
2008-03-04,37.29999923706055
2008-02-01,37.77000045776367
2007-12-31,37.7400016784668
2008-05-07,37.0
2008-08-01,36.63999938964844
2008-08-04,36.58000183105469
2008-08-07,35.880001068115234
2008-01-15,36.11000061035156
2007-12-14,36.09000015258789
2007-04-02,36.779998779296875
2007-03-01,36.88999938964844
2007-05-04,36.36000061035156
2007-06-05,36.0
2007-11-12,35.599998474121094
2007-10-11,35.5099983215332
2007-08-08,36.209999084472656
2008-03-19,36.04999923706055
2008-05-23,36.0099983215332
2008-08-13,35.810001373291016
2007-08-23,35.790000915527344
2008-04-03,37.25
2007-06-20,37.9900016784668
2008-01-30,37.41999816894531
2007-04-17,36.90999984741211
2007-03-16,36.290000915527344
2007-11-27,36.25
2007-10-26,36.25
2007-09-24,36.189998626708984
2008-05-05,35.97999954223633
2008-05-29,36.72999954223633
2008-03-14,36.83000183105469
2008-08-19,37.119998931884766
2008-06-04,37.5
2008-08-22,37.779998779296875
2007-10-09,37.5099983215332
2007-09-07,37.2400016784668
2007-08-06,37.11000061035156
2008-04-18,37.0
2007-07-05,36.61000061035156
2008-03-17,36.22999954223633
2007-05-02,35.06999969482422
2008-02-14,34.939998626708984
2007-12-12,33.90999984741211
2008-05-20,33.75
2008-08-25,33.91999816894531
2008-06-10,34.16999816894531
2008-01-28,34.34000015258789
2007-12-27,34.16999816894531
2007-10-24,34.63999938964844
2007-08-21,34.779998779296875
2007-03-14,34.25
2007-05-17,34.52000045776367
2007-06-18,33.400001525878906
2007-07-20,32.720001220703125
2008-04-01,32.459999084472656
2008-02-29,33.0
2008-06-13,33.02000045776367
2008-01-10,31.670000076293945
2008-06-16,32.43000030517578
2008-06-19,33.279998779296875
2008-04-16,33.93000030517578
2007-07-03,34.290000915527344
2008-02-12,33.13999938964844
2008-01-11,31.850000381469727
2007-12-10,31.1200008392334
2007-11-08,30.979999542236328
2007-03-29,30.56999969482422
2007-06-01,31.139999389648438
2007-04-30,31.020000457763672
2007-09-05,30.18000030517578
2007-03-12,31.639999389648438
2007-04-13,30.790000915527344
2007-10-22,34.0
2007-09-20,32.75
2007-07-18,31.950000762939453
2008-02-27,32.529998779296875
2007-05-15,33.43000030517578
2007-11-23,32.970001220703125
2008-05-01,32.900001525878906
2008-06-02,32.599998474121094
2008-07-01,31.8799991607666
2008-01-09,30.639999389648438
2007-03-27,30.829999923706055
2007-05-30,30.8799991607666
2007-11-06,30.68000030517578
2007-10-05,31.290000915527344
2007-08-02,30.969999313354492
2008-04-14,30.770000457763672
2008-03-13,31.389999389648438
2008-05-16,31.43000030517578
2008-06-17,30.889999389648438
2008-07-07,30.579999923706055
2008-07-10,30.56999969482422
2007-07-16,30.479999542236328
2008-03-28,29.3700008392334
2008-02-25,28.31999969482422
2007-04-11,28.040000915527344
2007-06-14,28.110000610351562
2008-01-24,27.1200008392334
2008-04-29,28.459999084472656
2007-11-21,28.639999389648438
2007-09-18,28.420000076293945
2007-08-17,27.389999389648438
2008-07-16,28.110000610351562
2007-10-03,27.690000534057617
2007-07-31,26.989999771118164
2007-04-26,28.270000457763672
2008-03-11,30.100000381469727
2007-06-29,31.440000534057617
2008-02-08,32.040000915527344
2008-01-07,31.93000030517578
2007-12-06,32.83000183105469
2008-05-14,34.0
2008-07-17,34.25
2008-07-22,34.560001373291016
2008-07-25,32.54999923706055
2007-08-15,30.969999313354492
2007-11-19,30.989999771118164
2007-10-18,30.8700008392334
2008-01-22,30.469999313354492
2007-03-08,29.899999618530273
2007-05-11,30.350000381469727
2007-04-09,30.65999984741211
2007-06-12,30.639999389648438
2007-12-21,29.790000915527344
2008-03-26,30.770000457763672
2008-07-28,30.81999969482422
2007-07-02,31.15999984741211
2008-07-31,31.579999923706055
2007-06-27,31.860000610351562
2008-04-10,31.979999542236328
2007-12-04,32.310001373291016
2007-03-23,31.43000030517578
2007-04-24,30.399999618530273
2007-11-02,29.25
2007-10-01,29.06999969482422
2008-02-06,30.0
2007-08-30,28.809999465942383
2008-05-12,29.389999389648438
2008-08-06,28.549999237060547
2008-05-22,30.81999969482422
2007-10-16,31.59000015258789
2007-09-14,29.81999969482422
2007-08-13,30.059999465942383
2007-07-12,29.309999465942383
2008-03-24,31.579999923706055
2008-02-21,32.43000030517578
2008-04-25,32.79999923706055
2007-03-06,33.529998779296875
2007-05-09,32.47999954223633
2007-12-19,31.790000915527344
2008-08-12,31.200000762939453
2008-08-15,30.520000457763672
2008-08-18,29.75
2008-01-03,31.530000686645508
2007-10-31,31.75
2007-08-28,31.0
2007-07-27,31.139999389648438
2008-04-08,31.770000457763672
2008-03-07,30.329999923706055
2007-03-21,30.149999618530273
2007-05-24,29.559999465942383
2007-06-25,28.84000015258789
2008-02-04,27.90999984741211
2008-06-03,27.979999542236328
2008-08-21,30.34000015258789
2008-06-06,29.90999984741211
2007-05-07,31.040000915527344
2007-04-05,29.940000534057617
2007-07-10,29.59000015258789
2007-06-08,29.639999389648438
2008-02-19,30.139999389648438
2008-01-18,30.799999237060547
2007-12-17,30.68000030517578
2007-11-15,30.43000030517578
2007-09-12,30.59000015258789
2008-04-23,31.770000457763672
2008-08-27,32.400001525878906
2008-06-12,31.389999389648438
2007-09-27,31.59000015258789
2007-05-22,31.260000228881836
2007-03-19,30.110000610351562
2007-04-20,29.950000762939453
2007-07-25,29.899999618530273
2008-03-05,29.959999084472656
2007-11-30,29.43000030517578
2007-10-29,29.600000381469727
2008-05-08,29.649999618530273
2008-06-09,29.440000534057617
2008-06-18,28.329999923706055
2007-11-13,28.389999389648438
2007-03-02,28.440000534057617
2007-04-03,27.93000030517578
2007-06-06,28.020000457763672
2007-10-12,27.8700008392334
2007-09-10,28.1299991607666
2007-08-09,28.290000915527344
2008-04-21,27.540000915527344
2008-03-20,27.440000534057617
2008-01-16,27.0
2008-06-24,27.469999313354492
2008-03-03,26.81999969482422
2008-01-31,25.8700008392334
2007-04-18,26.489999771118164
2007-06-21,26.15999984741211
2007-11-28,26.829999923706055
2007-09-25,26.600000381469727
2007-08-24,26.979999542236328
2007-07-23,27.200000762939453
2008-04-04,25.850000381469727
2008-05-06,25.700000762939453
2008-06-30,25.399999618530273
2008-07-03,24.790000915527344
2007-08-07,25.690000534057617
2007-07-06,26.540000915527344
2008-03-18,25.309999465942383
2008-02-15,24.59000015258789
2007-02-28,24.329999923706055
2007-05-03,24.219999313354492
2007-06-04,24.780000686645508
2008-01-14,24.420000076293945
2007-12-13,24.5
2007-10-10,24.780000686645508
2008-07-09,25.170000076293945
2007-11-26,24.149999618530273
2007-10-25,23.780000686645508
2007-08-22,23.989999771118164
2008-04-02,22.81999969482422
2007-05-18,27.31999969482422
2007-03-15,28.729999542236328
2007-04-16,28.309999465942383
2007-06-19,28.600000381469727
2008-01-29,30.610000610351562
2007-12-28,31.969999313354492
2008-07-15,30.809999465942383
2008-02-11,30.010000228881836
2008-07-18,29.670000076293945
2008-07-21,30.459999084472656
2008-02-13,31.5
2007-12-11,31.239999771118164
2007-11-09,30.639999389648438
2007-10-08,30.770000457763672
2007-09-06,31.690000534057617
2007-03-30,30.969999313354492
2007-05-01,30.639999389648438
2008-04-17,30.510000228881836
2008-05-19,32.06999969482422
2008-06-20,31.520000457763672
2008-07-24,30.329999923706055
2007-08-20,30.520000457763672
2007-07-19,30.489999771118164
2008-03-31,29.8700008392334
2008-02-28,28.5
2007-12-26,29.010000228881836
2007-10-23,28.68000030517578
2007-03-13,29.65999984741211
2007-05-16,29.229999542236328
2007-09-21,29.260000228881836
2008-05-02,29.139999389648438
2008-07-30,30.440000534057617
2008-08-05,30.56999969482422
