Dates,MCK
2019-05-31,146.52000427246094
2019-12-12,144.66000366210938
2020-05-18,137.6199951171875
2019-09-27,139.52999877929688
2020-03-03,140.5
2020-05-21,139.91000366210938
2019-05-14,143.0500030517578
2018-08-31,144.63999938964844
2018-07-30,141.86000061035156
2018-10-02,142.1199951171875
2019-04-12,146.67999267578125
2019-03-11,146.0
2019-02-07,144.99000549316406
2019-07-17,147.77000427246094
2019-09-19,146.85000610351562
2019-10-21,146.13999938964844
2019-12-18,147.25999450683594
2020-03-06,138.10000610351562
2019-10-03,139.2899932861328
2020-03-09,138.6699981689453
2020-05-27,137.58999633789062
2019-12-24,140.61000061035156
2020-03-12,142.22000122070312
2018-12-20,142.0399932861328
2019-08-01,143.7899932861328
2018-08-14,143.14999389648438
2018-07-13,143.86000061035156
2018-10-17,148.5800018310547
2019-05-29,146.2100067138672
2019-03-26,142.0
2019-02-22,144.66000366210938
2019-10-04,143.57000732421875
2019-11-05,144.6300048828125
2019-12-27,147.07000732421875
2020-06-02,146.52999877929688
2019-12-30,143.60000610351562
2020-03-18,140.02999877929688
2020-06-05,142.8800048828125
2019-07-15,139.7100067138672
2018-12-03,135.0
2019-06-13,137.44000244140625
2019-01-04,134.6300048828125
2018-08-29,131.07000732421875
2019-02-05,130.36000061035156
2018-11-01,130.5800018310547
2019-08-16,129.57000732421875
2019-04-10,130.8699951171875
2019-09-17,132.0500030517578
2019-10-15,133.77999877929688
2020-01-02,134.72999572753906
2020-06-08,135.91000366210938
2019-10-18,145.5800018310547
2020-03-24,145.17999267578125
2020-06-11,149.63999938964844
2020-01-08,149.7899932861328
2019-04-25,146.6199951171875
2019-07-30,145.74000549316406
2019-02-20,146.77999877929688
2018-07-11,145.00999450683594
2018-09-13,146.22000122070312
2018-10-15,145.63999938964844
2019-06-28,142.42999267578125
2018-12-18,135.4499969482422
2018-11-16,134.02000427246094
2019-10-02,137.27999877929688
2020-03-27,138.1699981689453
2020-01-10,138.02999877929688
2019-10-24,137.91000366210938
2020-03-30,136.77000427246094
2020-06-17,138.9499969482422
2020-01-14,141.4600067138672
2020-04-02,143.82000732421875
2019-01-02,145.6999969482422
2019-08-14,144.47999572753906
2018-10-30,148.33999633789062
2019-06-11,149.75
2019-05-10,149.72000122070312
2019-04-08,150.61000061035156
2018-08-27,152.85000610351562
2018-07-26,152.8800048828125
2018-09-28,152.8300018310547
2019-03-07,145.16000366210938
2019-10-30,145.2100067138672
2020-01-17,144.41000366210938
2020-06-23,142.13999938964844
2020-04-08,142.0
2020-06-26,142.82000732421875
2019-03-22,141.74000549316406
2019-01-17,142.35000610351562
2019-08-29,142.6699981689453
2018-11-14,143.14999389648438
2019-06-26,143.4499969482422
2018-09-11,143.07000732421875
2018-07-09,140.97000122070312
2018-08-10,142.0
2019-04-23,137.75
2019-09-30,137.1999969482422
2020-01-23,136.5399932861328
2019-11-08,137.97000122070312
2020-04-14,137.24000549316406
2019-11-11,139.50999450683594
2020-01-29,139.33999633789062
2020-04-17,139.52000427246094
2018-07-24,136.6999969482422
2018-09-26,139.11000061035156
2019-05-08,136.52999877929688
2019-03-05,136.0399932861328
2019-02-01,137.02000427246094
2018-12-31,138.0
2018-11-29,140.6300048828125
2019-08-12,144.52000427246094
2019-07-11,143.52999877929688
2019-09-13,148.49000549316406
2019-11-14,150.67999267578125
2020-04-20,154.99000549316406
2020-02-04,156.8000030517578
2020-04-23,155.8000030517578
2018-12-14,155.6699981689453
2019-08-27,155.1699981689453
2018-08-08,155.5
2018-10-11,149.94000244140625
2018-11-12,151.11000061035156
2019-07-26,152.32000732421875
2019-06-24,148.5
2019-05-23,146.8699951171875
2019-03-20,143.02999877929688
2019-01-15,148.00999450683594
2019-11-20,150.00999450683594
2020-02-07,154.77999877929688
2020-02-10,160.14999389648438
2020-04-29,161.61000061035156
2019-11-26,162.33999633789062
2020-02-13,165.2100067138672
2019-01-30,166.27000427246094
2018-08-23,167.08999633789062
2018-09-24,168.3800048828125
2018-11-27,167.9199981689453
2018-10-26,168.1999969482422
2019-07-09,169.75
2019-06-07,167.02999877929688
2019-05-06,167.1999969482422
2019-04-04,161.83999633789062
2019-09-11,156.0
2019-11-29,143.3699951171875
2020-05-05,141.57000732421875
2019-12-02,150.55999755859375
2020-02-19,153.07000732421875
2020-05-08,149.47999572753906
2019-05-21,140.0
2019-03-18,132.27000427246094
2018-09-07,134.57000732421875
2018-08-06,134.13999938964844
2018-10-09,128.7100067138672
2019-02-14,131.7100067138672
2018-12-12,119.38999938964844
2019-07-24,124.5
2019-09-26,131.55999755859375
2019-10-28,132.77999877929688
2019-12-05,127.87999725341797
2020-05-11,123.2300033569336
2019-07-03,122.36000061035156
2020-02-25,126.20999908447266
2020-05-14,123.30000305175781
2020-02-28,126.12999725341797
2019-08-08,127.23999786376953
2019-06-05,133.27000427246094
2018-07-20,130.4600067138672
2018-08-21,128.8800048828125
2018-10-24,128.00999450683594
2019-04-02,131.1199951171875
2019-03-01,140.0
2019-01-28,131.35000610351562
2018-12-27,132.16000366210938
2019-09-09,132.9499969482422
2020-03-02,136.13999938964844
2020-05-20,136.9499969482422
2019-12-17,136.67999267578125
2020-03-05,141.47000122070312
2019-02-12,140.19000244140625
2019-01-11,138.5
2018-12-10,134.2899932861328
2019-08-23,135.77999877929688
2018-11-08,136.89999389648438
2019-07-22,141.5500030517578
2019-06-20,145.0
2018-09-05,142.0
2019-04-17,139.50999450683594
2019-09-24,139.1300048828125
2019-12-20,134.0
2020-05-26,137.47999572753906
2019-04-30,134.50999450683594
2019-12-23,133.44000244140625
2020-03-11,136.47000122070312
2020-05-29,138.0
2019-12-26,141.17999267578125
2020-06-01,133.77999877929688
2019-05-02,127.98999786376953
2019-02-27,130.8699951171875
2018-11-23,140.13999938964844
2019-08-06,143.02000427246094
2018-07-18,140.10000610351562
2018-09-20,145.0
2018-10-22,145.91000366210938
2019-07-05,152.4499969482422
2019-06-03,149.60000610351562
2019-10-09,156.72999572753906
2019-10-11,157.08999633789062
2020-03-17,158.3300018310547
2020-06-04,158.89999389648438
2019-10-14,164.64999389648438
2020-03-20,160.3800048828125
2018-11-06,161.0800018310547
2019-06-18,161.2100067138672
2019-05-17,163.4199981689453
2019-04-15,161.6300048828125
2019-03-14,151.47999572753906
2019-01-09,150.42999267578125
2018-08-02,145.83999633789062
2018-10-05,155.82000732421875
2019-08-21,156.82000732421875
2019-10-17,153.24000549316406
2020-03-23,156.16000366210938
2020-06-10,156.42999267578125
2019-02-25,156.27000427246094
2020-01-07,152.5500030517578
2020-03-26,150.42999267578125
2019-10-23,150.60000610351562
