Dates,MCK
2018-06-20,145.97999572753906
2018-06-21,146.27999877929688
2018-06-25,147.02999877929688
2018-06-22,145.44000244140625
2018-06-26,143.8699951171875
2018-06-27,143.75999450683594
2018-06-28,131.42999267578125
2018-06-29,132.83999633789062
2018-07-02,132.0500030517578
2018-07-03,133.8000030517578
2018-07-05,134.1300048828125
2018-07-16,135.8000030517578
2018-09-18,137.3699951171875
2019-01-24,138.14999389648438
2019-09-05,133.9600067138672
2018-11-21,134.33999633789062
2020-01-13,135.4499969482422
2020-04-01,134.86000061035156
2020-06-19,134.4199981689453
2019-10-29,133.1999969482422
2020-01-16,129.5800018310547
2020-06-22,131.47000122070312
2018-10-03,132.1999969482422
2018-07-31,131.91000366210938
2019-03-12,130.88999938964844
2019-02-08,126.51000213623047
2019-01-07,122.91999816894531
2018-12-06,123.62000274658203
2019-08-19,125.08999633789062
2019-07-18,124.52999877929688
2019-05-15,123.0
2019-09-20,123.9000015258789
2019-11-01,125.36000061035156
2020-04-07,125.5
2020-06-25,123.80000305175781
2020-06-16,123.62999725341797
2019-11-04,122.62999725341797
2020-01-22,122.94999694824219
2019-11-07,126.06999969482422
2020-04-13,124.79000091552734
2019-07-01,125.72000122070312
2019-05-30,126.73999786376953
2018-08-15,129.1999969482422
2018-10-18,129.77000427246094
2019-03-27,129.0
2019-01-22,129.2100067138672
2018-12-21,129.30999755859375
2019-09-03,129.75999450683594
2018-11-19,129.1999969482422
2019-08-02,129.50999450683594
2020-01-28,128.24000549316406
2020-04-16,127.63999938964844
2019-11-13,123.81999969482422
2020-01-31,122.48999786376953
2018-12-04,123.2699966430664
2018-11-02,124.36000061035156
2019-07-16,129.66000366210938
2018-08-30,129.14999389648438
2018-10-01,129.13999938964844
2019-06-14,129.41000366210938
2019-05-13,128.4499969482422
2019-04-11,127.55999755859375
2019-02-06,130.6199951171875
2019-09-18,133.1300048828125
2020-02-03,134.47000122070312
2020-04-22,134.27999877929688
2019-11-19,131.77999877929688
2020-02-06,131.3699951171875
2019-11-22,131.4199981689453
2019-03-25,131.3699951171875
2019-02-21,130.9199981689453
2018-12-19,132.16000366210938
2018-07-12,132.32000732421875
2018-09-14,130.14999389648438
2018-08-13,130.3300018310547
2018-10-16,132.2899932861328
2019-07-31,133.47000122070312
2019-05-28,134.30999755859375
2019-04-26,135.39999389648438
2020-04-28,129.13999938964844
2019-11-25,128.86000061035156
2020-02-12,129.89999389648438
2020-05-01,131.0399932861328
2020-05-04,132.80999755859375
2019-06-12,131.9499969482422
2019-04-09,132.1999969482422
2019-03-08,125.43000030517578
2019-02-04,124.69000244140625
2018-07-27,121.38999938964844
2018-08-28,117.76000213623047
2019-01-03,117.19000244140625
2019-08-15,119.45999908447266
2018-10-31,120.20999908447266
2019-09-16,123.62999725341797
2020-02-18,125.41000366210938
2020-05-07,123.69000244140625
2018-08-17,125.44999694824219
2019-12-04,124.19999694824219
2020-02-21,129.05999755859375
2018-12-17,131.42999267578125
2019-08-30,129.6999969482422
2018-11-15,130.24000549316406
2019-07-29,129.22000122070312
2019-06-27,127.91000366210938
2019-04-24,124.12000274658203
2018-07-10,123.70999908447266
2018-09-12,123.80000305175781
2019-02-19,122.31999969482422
2019-01-18,121.47000122070312
2020-02-24,119.0
2020-05-13,119.69000244140625
2019-12-10,120.31999969482422
2020-02-27,124.47000122070312
2019-12-13,125.45999908447266
2020-05-19,123.16999816894531
2019-03-06,123.02999877929688
2018-11-30,124.55999755859375
2019-08-13,120.0199966430664
2019-07-12,124.69999694824219
2019-06-10,120.72000122070312
2019-05-09,120.66999816894531
2018-07-25,121.95999908447266
2018-09-27,121.30000305175781
2018-10-29,116.22000122070312
2019-10-16,111.2699966430664
2019-12-16,108.55000305175781
2020-03-04,107.97000122070312
2020-05-22,108.69999694824219
2019-10-01,107.79000091552734
2019-12-19,106.11000061035156
2018-09-10,106.61000061035156
2019-05-24,107.76000213623047
2018-08-09,109.12999725341797
2019-04-22,109.54000091552734
2019-03-21,109.16000366210938
2019-01-16,111.88999938964844
2019-08-28,112.02999877929688
2018-11-13,114.30000305175781
2018-10-12,116.05999755859375
2019-06-25,117.29000091552734
2020-03-10,117.44999694824219
2020-05-28,120.19999694824219
2019-10-07,120.36000061035156
2020-03-13,121.01000213623047
2019-10-10,122.5199966430664
2020-03-16,123.33999633789062
2020-06-03,125.01000213623047
2018-11-28,124.1500015258789
2018-09-25,124.48999786376953
2018-07-23,124.45999908447266
2018-08-24,126.56999969482422
2019-07-10,124.69000244140625
2019-05-07,124.41999816894531
2019-04-05,124.30999755859375
2019-03-04,125.2300033569336
2019-01-31,122.45999908447266
2019-09-12,127.6500015258789
2019-12-31,131.5399932861328
2020-03-19,131.0
2020-01-03,130.2899932861328
2020-06-09,127.54000091552734
2019-02-15,128.2100067138672
2019-01-14,128.8699951171875
2018-07-06,133.6300048828125
2018-08-07,132.2100067138672
2018-10-10,134.4600067138672
2018-12-13,134.5399932861328
2019-08-26,133.8699951171875
2019-07-25,131.49000549316406
2019-05-22,130.80999755859375
2019-03-19,129.91000366210938
2020-01-06,126.9800033569336
2020-03-25,125.80000305175781
2020-06-12,126.58999633789062
2019-10-22,124.04000091552734
2020-01-09,119.75
2020-06-15,116.83999633789062
2019-10-25,113.08000183105469
2020-03-31,111.69999694824219
2020-06-18,110.5199966430664
2019-04-03,112.08999633789062
2018-08-22,113.98999786376953
2018-10-25,115.79000091552734
2019-01-29,116.5199966430664
2018-12-28,117.73999786376953
2018-11-26,119.72000122070312
2019-08-09,121.4000015258789
2019-07-08,120.41999816894531
2019-06-06,119.51000213623047
2019-09-10,118.51000213623047
2020-01-15,115.13999938964844
2020-04-03,114.97000122070312
2019-10-31,114.45999908447266
2020-04-06,115.02999877929688
2020-06-24,115.19000244140625
2018-11-09,117.37999725341797
2019-07-23,114.70999908447266
2019-06-21,113.87999725341797
2019-05-20,113.19999694824219
2019-04-18,115.08999633789062
2018-09-06,115.83000183105469
2018-10-08,114.61000061035156
2019-02-13,113.41999816894531
2018-12-11,113.4800033569336
2019-09-25,114.37999725341797
2020-01-21,116.08999633789062
2020-04-09,115.20999908447266
2019-11-06,111.70999908447266
2020-01-24,111.91000366210938
2020-01-27,111.9000015258789
2020-04-15,112.2300033569336
2018-12-26,114.06999969482422
2019-08-07,113.69000244140625
2019-06-04,115.77999877929688
2018-09-21,117.4800033569336
2018-07-19,117.8499984741211
2018-08-20,118.6500015258789
2018-10-23,119.06999969482422
2019-05-03,122.48999786376953
2019-04-01,121.33000183105469
2019-02-28,123.45999908447266
2019-11-12,123.87000274658203
2020-01-30,130.16000366210938
2019-11-15,128.9199981689453
2020-04-21,125.30000305175781
2019-04-16,125.55999755859375
2019-03-15,123.12000274658203
2019-02-11,125.16999816894531
2019-01-10,124.37000274658203
2019-08-22,123.5999984741211
2018-11-07,126.4000015258789
2018-08-03,127.87999725341797
2018-09-04,128.17999267578125
2019-06-19,128.74000549316406
2019-09-23,129.33999633789062
2019-11-18,125.19000244140625
2020-02-05,122.76000213623047
2020-04-24,121.16999816894531
2019-03-29,122.2699966430664
2019-11-21,125.8499984741211
2020-04-27,126.1500015258789
2020-02-11,127.04000091552734
2020-04-30,128.60000610351562
2019-05-01,130.27999877929688
2019-02-26,131.6699981689453
2019-01-25,131.9199981689453
2018-12-24,133.00999450683594
2019-09-06,133.02000427246094
2018-07-17,132.1999969482422
2018-09-19,132.9499969482422
2019-08-05,133.1199951171875
2019-10-08,132.9600067138672
2019-12-11,132.35000610351562
2019-11-27,130.25999450683594
2020-02-14,130.36000061035156
2020-05-06,129.47000122070312
2019-01-08,130.83999633789062
2018-12-07,132.72999572753906
2019-08-20,133.24000549316406
2018-11-05,132.13999938964844
2019-07-19,136.1300048828125
2018-10-04,139.0399932861328
2019-06-17,137.67999267578125
2019-05-16,139.0
2018-08-01,138.2899932861328
2019-03-13,141.74000549316406
2019-12-03,142.8300018310547
2020-02-20,141.42999267578125
2019-12-06,139.35000610351562
2020-05-12,138.1699981689453
2019-12-09,136.50999450683594
2020-02-26,137.91000366210938
2020-05-15,137.9600067138672
2019-03-28,137.27999877929688
2018-09-17,137.9199981689453
2018-08-16,137.75
2018-10-19,137.60000610351562
2019-04-29,138.8000030517578
2019-01-23,139.10000610351562
2019-09-04,137.75
2018-11-20,143.27000427246094
2019-07-02,145.17999267578125
2019-05-31,144.1699981689453
2019-12-12,134.1199951171875
2020-05-18,133.05999755859375
2019-09-27,138.52000427246094
2020-03-03,139.17999267578125
2020-05-21,139.3000030517578
2019-05-14,142.24000549316406
2018-08-31,141.1300048828125
2018-07-30,140.77999877929688
2018-10-02,140.77999877929688
2019-04-12,145.86000061035156
2019-03-11,144.47999572753906
2019-02-07,144.86000061035156
2019-07-17,147.3800048828125
2019-09-19,143.97000122070312
2019-10-21,145.6199951171875
2019-12-18,138.30999755859375
2020-03-06,136.94000244140625
2019-10-03,137.24000549316406
2020-03-09,136.6300048828125
2020-05-27,135.77999877929688
2019-12-24,139.02999877929688
2020-03-12,141.22000122070312
2018-12-20,141.50999450683594
2019-08-01,142.25999450683594
2018-08-14,139.58999633789062
2018-07-13,141.75999450683594
2018-10-17,145.9199981689453
2019-05-29,142.75
2019-03-26,140.89999389648438
2019-02-22,143.67999267578125
2019-10-04,142.39999389648438
2019-11-05,144.2899932861328
2019-12-27,146.22999572753906
2020-06-02,139.92999267578125
2019-12-30,140.19000244140625
2020-03-18,139.67999267578125
2020-06-05,137.72000122070312
2019-07-15,131.38999938964844
2018-12-03,134.97000122070312
2019-06-13,135.3699951171875
2019-01-04,130.5399932861328
2018-08-29,128.5500030517578
2019-02-05,128.25999450683594
2018-11-01,129.27999877929688
2019-08-16,128.97000122070312
2019-04-10,130.02000427246094
2019-09-17,131.22000122070312
2019-10-15,133.41000366210938
2020-01-02,133.6999969482422
2020-06-08,135.14999389648438
2019-10-18,142.0
2020-03-24,145.07000732421875
2020-06-11,149.3300018310547
2020-01-08,144.39999389648438
2019-04-25,144.85000610351562
2019-07-30,144.72000122070312
2019-02-20,143.89999389648438
2018-07-11,144.02000427246094
2018-09-13,145.25999450683594
2018-10-15,144.8300018310547
2019-06-28,135.9499969482422
2018-12-18,131.4600067138672
2018-11-16,133.80999755859375
2019-10-02,134.10000610351562
2020-03-27,137.64999389648438
2020-01-10,135.2899932861328
2019-10-24,136.8300018310547
2020-03-30,136.41000366210938
2020-06-17,137.80999755859375
2020-01-14,141.10000610351562
2020-04-02,142.67999267578125
2019-01-02,144.05999755859375
2019-08-14,144.27000427246094
2018-10-30,148.0
2019-06-11,149.3699951171875
2019-05-10,149.1300048828125
2019-04-08,149.7899932861328
2018-08-27,151.47999572753906
2018-07-26,151.74000549316406
2018-09-28,145.1699981689453
2019-03-07,144.0500030517578
2019-10-30,144.47000122070312
2020-01-17,142.4600067138672
2020-06-23,140.61000061035156
2020-04-08,140.6999969482422
2020-06-26,140.3699951171875
2019-03-22,141.52999877929688
2019-01-17,142.11000061035156
2019-08-29,140.67999267578125
2018-11-14,142.02000427246094
2019-06-26,142.55999755859375
2018-09-11,140.02999877929688
2018-07-09,140.02000427246094
2018-08-10,137.05999755859375
2019-04-23,136.9199981689453
2019-09-30,134.66000366210938
2020-01-23,135.41000366210938
2019-11-08,136.9600067138672
2020-04-14,137.05999755859375
2019-11-11,138.3300018310547
2020-01-29,137.86000061035156
2020-04-17,137.0800018310547
2018-07-24,136.3000030517578
2018-09-26,137.52000427246094
2019-05-08,135.57000732421875
2019-03-05,135.22000122070312
2019-02-01,135.8000030517578
2018-12-31,137.35000610351562
2018-11-29,140.0
2019-08-12,143.25
2019-07-11,142.3800048828125
2019-09-13,147.9600067138672
2019-11-14,150.33999633789062
2020-04-20,153.94000244140625
2020-02-04,155.0399932861328
2020-04-23,154.24000549316406
2018-12-14,154.5399932861328
2019-08-27,152.5399932861328
2018-08-08,149.55999755859375
2018-10-11,148.83999633789062
2018-11-12,150.80999755859375
2019-07-26,149.27000427246094
2019-06-24,144.74000549316406
2019-05-23,141.91000366210938
2019-03-20,142.83999633789062
2019-01-15,147.75
2019-11-20,149.72999572753906
2020-02-07,154.49000549316406
2020-02-10,155.77000427246094
2020-04-29,159.77999877929688
2019-11-26,160.75
2020-02-13,164.0399932861328
2019-01-30,166.02000427246094
2018-08-23,164.25
2018-09-24,166.75999450683594
2018-11-27,166.1699981689453
2018-10-26,167.0
2019-07-09,168.47999572753906
2019-06-07,165.2899932861328
