Dates,MCK
2018-06-20,1347700.0
2018-06-21,1163900.0
2018-06-25,1788300.0
2018-06-22,1237900.0
2018-06-26,1026500.0
2018-06-27,1150700.0
2018-06-28,4687800.0
2018-06-29,2260200.0
2018-07-02,1548100.0
2018-07-03,693700.0
2018-07-05,1884000.0
2018-07-16,1024400.0
2018-09-18,1389600.0
2019-01-24,1162300.0
2019-09-05,1603500.0
2018-11-21,1320400.0
2020-01-13,814100.0
2020-04-01,898800.0
2020-06-19,1134000.0
2019-10-29,1281800.0
2020-01-16,2574400.0
2020-06-22,1946600.0
2018-10-03,1328000.0
2018-07-31,1679600.0
2019-03-12,2167100.0
2019-02-08,3292600.0
2019-01-07,2031300.0
2018-12-06,2011800.0
2019-08-19,2850800.0
2019-07-18,3179900.0
2019-05-15,2259800.0
2019-09-20,1346900.0
2019-11-01,1549300.0
2020-04-07,860400.0
2020-06-25,1650700.0
2020-06-16,1066200.0
2019-11-04,990700.0
2020-01-22,1689900.0
2019-11-07,1418400.0
2020-04-13,1345100.0
2019-07-01,1560700.0
2019-05-30,1814200.0
2018-08-15,1665100.0
2018-10-18,1067800.0
2019-03-27,1003100.0
2019-01-22,694300.0
2018-12-21,1173500.0
2019-09-03,1672400.0
2018-11-19,1773800.0
2019-08-02,1676800.0
2020-01-28,1477800.0
2020-04-16,1271700.0
2019-11-13,1833300.0
2020-01-31,1750300.0
2018-12-04,2509700.0
2018-11-02,3931700.0
2019-07-16,1598400.0
2018-08-30,1375900.0
2018-10-01,1144400.0
2019-06-14,1784900.0
2019-05-13,1779900.0
2019-04-11,1526400.0
2019-02-06,1757900.0
2019-09-18,1260200.0
2020-02-03,1097800.0
2020-04-22,2770500.0
2019-11-19,1039800.0
2020-02-06,985500.0
2019-11-22,864300.0
2019-03-25,1161700.0
2019-02-21,1168500.0
2018-12-19,951300.0
2018-07-12,1088100.0
2018-09-14,883800.0
2018-08-13,1257500.0
2018-10-16,1191500.0
2019-07-31,1353400.0
2019-05-28,2200400.0
2019-04-26,1238100.0
2020-04-28,1921900.0
2019-11-25,1428700.0
2020-02-12,1515700.0
2020-05-01,1071800.0
2020-05-04,1377600.0
2019-06-12,1905300.0
2019-04-09,1919400.0
2019-03-08,1842200.0
2019-02-04,1185300.0
2018-07-27,2444700.0
2018-08-28,3269400.0
2019-01-03,2650500.0
2019-08-15,1665500.0
2018-10-31,1608400.0
2019-09-16,1360100.0
2020-02-18,1399400.0
2020-05-07,1601400.0
2018-08-17,1275500.0
2019-12-04,1120500.0
2020-02-21,1754900.0
2018-12-17,1431500.0
2019-08-30,886000.0
2018-11-15,834500.0
2019-07-29,1194100.0
2019-06-27,1656500.0
2019-04-24,1349500.0
2018-07-10,1961300.0
2018-09-12,2477900.0
2019-02-19,1385000.0
2019-01-18,1258700.0
2020-02-24,631000.0
2020-05-13,1392400.0
2019-12-10,1994500.0
2020-02-27,2941100.0
2019-12-13,1331600.0
2020-05-19,2585900.0
2019-03-06,1785600.0
2018-11-30,2472800.0
2019-08-13,3005900.0
2019-07-12,2137900.0
2019-06-10,1579300.0
2019-05-09,1458700.0
2018-07-25,1402500.0
2018-09-27,1288500.0
2018-10-29,1698900.0
2019-10-16,2722500.0
2019-12-16,2286900.0
2020-03-04,2401400.0
2020-05-22,3307400.0
2019-10-01,2888900.0
2019-12-19,1353600.0
2018-09-10,1837400.0
2019-05-24,2251700.0
2018-08-09,1584000.0
2019-04-22,962300.0
2019-03-21,2151100.0
2019-01-16,3595500.0
2019-08-28,1532600.0
2018-11-13,1378500.0
2018-10-12,1956600.0
2019-06-25,1610600.0
2020-03-10,2183500.0
2020-05-28,1259600.0
2019-10-07,1529800.0
2020-03-13,1196200.0
2019-10-10,1164100.0
2020-03-16,1199300.0
2020-06-03,1839000.0
2018-11-28,1135600.0
2018-09-25,1319900.0
2018-07-23,1960900.0
2018-08-24,1093300.0
2019-07-10,1178800.0
2019-05-07,1335100.0
2019-04-05,1274600.0
2019-03-04,2962500.0
2019-01-31,3215700.0
2019-09-12,2496400.0
2019-12-31,2354400.0
2020-03-19,1387400.0
2020-01-03,1257000.0
2020-06-09,1447200.0
2019-02-15,1437700.0
2019-01-14,2794700.0
