Dates,MCK
2018-07-06,1170000.0
2018-08-07,1071100.0
2018-10-10,1072400.0
2018-12-13,1260400.0
2019-08-26,1149500.0
2019-07-25,1372000.0
2019-05-22,1303700.0
2019-03-19,1437100.0
2020-01-06,2037900.0
2020-03-25,1432200.0
2020-06-12,1268200.0
2019-10-22,1549100.0
2020-01-09,2225400.0
2020-06-15,2954300.0
2019-10-25,1582600.0
2020-03-31,2450000.0
2020-06-18,1389200.0
2019-04-03,1231400.0
2018-08-22,1285600.0
2018-10-25,1186800.0
2019-01-29,1064300.0
2018-12-28,2296700.0
2018-11-26,1516800.0
2019-08-09,1302600.0
2019-07-08,1512600.0
2019-06-06,818500.0
2019-09-10,1115800.0
2020-01-15,1335900.0
2020-04-03,961000.0
2019-10-31,831000.0
2020-04-06,668800.0
2020-06-24,1115900.0
2018-11-09,1155400.0
2019-07-23,2709300.0
2019-06-21,1753000.0
2019-05-20,1746900.0
2019-04-18,2471000.0
2018-09-06,1161100.0
2018-10-08,917100.0
2019-02-13,1127000.0
2018-12-11,989700.0
2019-09-25,1343100.0
2020-01-21,1059600.0
2020-04-09,992700.0
2019-11-06,1441600.0
2020-01-24,1193600.0
2020-01-27,707200.0
2020-04-15,1089800.0
2018-12-26,958000.0
2019-08-07,652400.0
2019-06-04,1458400.0
2018-09-21,1059100.0
2018-07-19,1105700.0
2018-08-20,1007200.0
2018-10-23,1244500.0
2019-05-03,1759200.0
2019-04-01,1370800.0
2019-02-28,2539700.0
2019-11-12,3147800.0
2020-01-30,2057900.0
2019-11-15,1281100.0
2020-04-21,1447600.0
2019-04-16,1469700.0
2019-03-15,1016100.0
2019-02-11,2189600.0
2019-01-10,1720500.0
2019-08-22,2175700.0
2018-11-07,1819900.0
2018-08-03,1312600.0
2018-09-04,1420400.0
2019-06-19,1283800.0
2019-09-23,1502000.0
2019-11-18,2021500.0
2020-02-05,1674500.0
2020-04-24,1584900.0
2019-03-29,1050900.0
2019-11-21,1675500.0
2020-04-27,1013300.0
2020-02-11,1274500.0
2020-04-30,1042700.0
2019-05-01,1212100.0
2019-02-26,1456900.0
2019-01-25,1133400.0
2018-12-24,735700.0
2019-09-06,1056500.0
2018-07-17,950000.0
2018-09-19,1126800.0
2019-08-05,1125200.0
2019-10-08,1072600.0
2019-12-11,1957000.0
2019-11-27,924600.0
2020-02-14,1050900.0
2020-05-06,1330000.0
2019-01-08,1080400.0
2018-12-07,3192300.0
2019-08-20,818200.0
2018-11-05,1154300.0
2019-07-19,1574200.0
2018-10-04,991900.0
2019-06-17,1040000.0
2019-05-16,1152800.0
2018-08-01,671700.0
2019-03-13,2206700.0
2019-12-03,1521200.0
2020-02-20,1329700.0
2019-12-06,1535000.0
2020-05-12,1517900.0
2019-12-09,999000.0
2020-02-26,818500.0
2020-05-15,627900.0
2019-03-28,876700.0
2018-09-17,945200.0
2018-08-16,1098200.0
2018-10-19,842400.0
2019-04-29,983400.0
2019-01-23,904700.0
2019-09-04,1735800.0
2018-11-20,2892300.0
2019-07-02,1268600.0
2019-05-31,1605600.0
2019-12-12,4835800.0
2020-05-18,2695300.0
2019-09-27,2031000.0
2020-03-03,1500800.0
2020-05-21,1172900.0
2019-05-14,1833400.0
2018-08-31,1496400.0
2018-07-30,1318400.0
2018-10-02,1208300.0
2019-04-12,1506900.0
2019-03-11,2009500.0
2019-02-07,2168300.0
2019-07-17,1859900.0
2019-09-19,2141500.0
2019-10-21,1200600.0
2019-12-18,2663900.0
2020-03-06,1378600.0
2019-10-03,1561500.0
2020-03-09,1358500.0
2020-05-27,2228500.0
2019-12-24,799900.0
2020-03-12,1056900.0
2018-12-20,1213100.0
2019-08-01,1463700.0
2018-08-14,2081600.0
2018-07-13,2000600.0
2018-10-17,1100100.0
2019-05-29,1913500.0
2019-03-26,1101000.0
2019-02-22,825600.0
2019-10-04,992200.0
2019-11-05,896900.0
2019-12-27,2924700.0
2020-06-02,1502600.0
2019-12-30,1498700.0
2020-03-18,1696700.0
2020-06-05,1361900.0
2019-07-15,3544600.0
2018-12-03,1905900.0
2019-06-13,1342300.0
2019-01-04,2246200.0
2018-08-29,1522400.0
2019-02-05,1740800.0
2018-11-01,1957000.0
2019-08-16,1347700.0
2019-04-10,999200.0
2019-09-17,883600.0
2019-10-15,904600.0
2020-01-02,1164900.0
2020-06-08,1288400.0
2019-10-18,3978200.0
2020-03-24,2492100.0
2020-06-11,3241900.0
2020-01-08,3618700.0
2019-04-25,1043800.0
2019-07-30,1409600.0
2019-02-20,1583100.0
2018-07-11,1163700.0
2018-09-13,1124600.0
2018-10-15,1335700.0
2019-06-28,3098500.0
2018-12-18,2387100.0
2018-11-16,2377400.0
2019-10-02,1325200.0
2020-03-27,3066500.0
2020-01-10,1199200.0
2019-10-24,1130300.0
2020-03-30,939800.0
2020-06-17,1325300.0
2020-01-14,2309600.0
2020-04-02,1569300.0
2019-01-02,1664300.0
2019-08-14,1065000.0
2018-10-30,1309400.0
2019-06-11,1025300.0
2019-05-10,1808400.0
2019-04-08,1447800.0
2018-08-27,1536700.0
2018-07-26,1252000.0
2018-09-28,2215200.0
2019-03-07,1185900.0
2019-10-30,513100.0
2020-01-17,1128300.0
2020-06-23,1624200.0
2020-04-08,1364600.0
2020-06-26,1730300.0
2019-03-22,1438400.0
2019-01-17,1151900.0
2019-08-29,797800.0
2018-11-14,921300.0
2019-06-26,773300.0
2018-09-11,749200.0
2018-07-09,1096500.0
2018-08-10,1662700.0
2019-04-23,1652900.0
2019-09-30,1541900.0
2020-01-23,2440400.0
2019-11-08,1022200.0
2020-04-14,320200.0
2019-11-11,626700.0
2020-01-29,570300.0
2020-04-17,606900.0
2018-07-24,626700.0
2018-09-26,976500.0
2019-05-08,746600.0
2019-03-05,1225200.0
2019-02-01,681100.0
2018-12-31,845600.0
2018-11-29,802900.0
2019-08-12,1157500.0
2019-07-11,936900.0
2019-09-13,2318600.0
2019-11-14,1385800.0
2020-04-20,921500.0
2020-02-04,1687000.0
2020-04-23,1267000.0
2018-12-14,1681700.0
2019-08-27,1137500.0
2018-08-08,1135900.0
2018-10-11,1200700.0
2018-11-12,699700.0
2019-07-26,1129000.0
2019-06-24,1330600.0
2019-05-23,1473800.0
2019-03-20,1361600.0
2019-01-15,2440400.0
2019-11-20,1615300.0
2020-02-07,2128200.0
2020-02-10,1792300.0
2020-04-29,6018500.0
2019-11-26,3337100.0
2020-02-13,3604400.0
2019-01-30,5000500.0
2018-08-23,6157600.0
2018-09-24,5202300.0
2018-11-27,4262400.0
2018-10-26,3313600.0
2019-07-09,3727200.0
2019-06-07,6332900.0
2019-05-06,5059200.0
2019-04-04,5578100.0
2019-09-11,5900100.0
2019-11-29,9285800.0
2020-05-05,11921100.0
2019-12-02,18003100.0
2020-02-19,18687000.0
2020-05-08,16884200.0
2019-05-21,22272500.0
2019-03-18,25015700.0
2018-09-07,17595400.0
2018-08-06,9719600.0
2018-10-09,10738600.0
2019-02-14,9345300.0
2018-12-12,9402600.0
2019-07-24,6674700.0
2019-09-26,5796000.0
2019-10-28,3531600.0
2019-12-05,2993800.0
2020-05-11,2754100.0
2019-07-03,3116500.0
2020-02-25,2491400.0
2020-05-14,2282200.0
2020-02-28,9223000.0
2019-08-08,2538400.0
2019-06-05,3114200.0
2018-07-20,1902600.0
2018-08-21,2926000.0
2018-10-24,2268000.0
2019-04-02,2327100.0
2019-03-01,1988200.0
2019-01-28,2106500.0
2018-12-27,1857000.0
2019-09-09,1604200.0
2020-03-02,2701700.0
2020-05-20,2131800.0
2019-12-17,2213100.0
2020-03-05,1558300.0
2019-02-12,899100.0
2019-01-11,2193100.0
2018-12-10,1395700.0
2019-08-23,1023900.0
2018-11-08,2660500.0
2019-07-22,1264800.0
2019-06-20,1966800.0
2018-09-05,1252800.0
2019-04-17,2536400.0
2019-09-24,1071500.0
2019-12-20,908900.0
2020-05-26,1705000.0
2019-04-30,1096000.0
2019-12-23,1421400.0
2020-03-11,943100.0
2020-05-29,1571800.0
2019-12-26,1627000.0
2020-06-01,2064200.0
2019-05-02,1909000.0
2019-02-27,2173300.0
2018-11-23,1731300.0
2019-08-06,1877800.0
2018-07-18,3224100.0
2018-09-20,1598100.0
2018-10-22,902900.0
2019-07-05,1259700.0
2019-06-03,1561600.0
2019-10-09,1573700.0
2019-10-11,1642300.0
2020-03-17,991800.0
2020-06-04,3981800.0
2019-10-14,1147200.0
2020-03-20,1558100.0
2018-11-06,1518200.0
2019-06-18,1272200.0
2019-05-17,787100.0
2019-04-15,1435600.0
2019-03-14,1570400.0
2019-01-09,894600.0
2018-08-02,1856800.0
2018-10-05,1067500.0
2019-08-21,780500.0
2019-10-17,771300.0
2020-03-23,1502300.0
2020-06-10,1001200.0
2019-02-25,1132500.0
2020-01-07,1008500.0
2020-03-26,877900.0
2019-10-23,3726300.0
