Dates,MCK
2018-06-20,148.52999877929688
2018-06-21,148.32000732421875
2018-06-25,149.42999267578125
2018-06-22,149.0399932861328
2018-06-26,146.63999938964844
2018-06-27,146.05999755859375
2018-06-28,139.25
2018-06-29,136.25999450683594
2018-07-02,135.5500030517578
2018-07-03,135.58999633789062
2018-07-05,136.7899932861328
2018-07-16,138.30999755859375
2018-09-18,139.77000427246094
2019-01-24,139.86000061035156
2019-09-05,137.1699981689453
2018-11-21,136.02999877929688
2020-01-13,137.49000549316406
2020-04-01,136.77000427246094
2020-06-19,135.97999572753906
2019-10-29,135.47000122070312
2020-01-16,134.89999389648438
2020-06-22,133.80999755859375
2018-10-03,133.8300018310547
2018-07-31,134.13999938964844
2019-03-12,133.52000427246094
2019-02-08,132.1699981689453
2019-01-07,126.76000213623047
2018-12-06,126.9000015258789
2019-08-19,127.86000061035156
2019-07-18,127.0
2019-05-15,124.91000366210938
2019-09-20,126.91999816894531
2019-11-01,128.25999450683594
2020-04-07,128.0800018310547
2020-06-25,126.75
2020-06-16,124.7300033569336
2019-11-04,123.8499984741211
2020-01-22,126.94999694824219
2019-11-07,127.11000061035156
2020-04-13,126.69000244140625
2019-07-01,128.07000732421875
2019-05-30,130.5800018310547
2018-08-15,131.0500030517578
2018-10-18,131.0
2019-03-27,130.38999938964844
2019-01-22,130.3800048828125
2018-12-21,130.5800018310547
2019-09-03,131.7899932861328
2018-11-19,130.61000061035156
2019-08-02,131.11000061035156
2020-01-28,130.60000610351562
2020-04-16,129.88999938964844
2019-11-13,129.0
2020-01-31,124.26000213623047
2018-12-04,126.13999938964844
2018-11-02,130.00999450683594
2019-07-16,131.63999938964844
2018-08-30,130.19000244140625
2018-10-01,131.5800018310547
2019-06-14,131.86000061035156
2019-05-13,130.69000244140625
2019-04-11,132.5
2019-02-06,133.75999450683594
2019-09-18,135.4199981689453
2020-02-03,136.66000366210938
2020-04-22,136.0800018310547
2019-11-19,134.92999267578125
2020-02-06,133.0399932861328
2019-11-22,133.0399932861328
2019-03-25,133.75
2019-02-21,133.41000366210938
2018-12-19,134.3300018310547
2018-07-12,133.27000427246094
2018-09-14,133.3300018310547
2018-08-13,133.5500030517578
2018-10-16,135.42999267578125
2019-07-31,136.94000244140625
2019-05-28,137.0800018310547
2019-04-26,138.94000244140625
2020-04-28,135.35000610351562
2019-11-25,131.77000427246094
2020-02-12,132.44000244140625
2020-05-01,133.8699951171875
2020-05-04,137.1199951171875
2019-06-12,135.3800048828125
2019-04-09,135.0500030517578
