Dates,ORLY
2018-06-20,280.7900085449219
2018-06-21,282.79998779296875
2018-06-25,285.57000732421875
2018-06-22,278.44000244140625
2018-06-26,280.4800109863281
2018-06-27,272.3699951171875
2018-06-28,271.5799865722656
2018-06-29,273.29998779296875
2018-07-02,270.9700012207031
2018-07-03,275.760009765625
2018-07-05,273.739990234375
2018-07-16,279.32000732421875
2018-09-18,283.6400146484375
2019-01-24,285.8500061035156
2019-09-05,281.17999267578125
2018-11-21,283.5799865722656
2020-01-13,285.4700012207031
2020-04-01,283.3900146484375
2020-06-19,284.1099853515625
2019-10-29,288.2099914550781
2020-01-16,288.42999267578125
2020-06-22,296.5799865722656
2018-10-03,291.5400085449219
2018-07-31,293.010009765625
2019-03-12,291.1600036621094
2019-02-08,297.8299865722656
2019-01-07,298.1199951171875
2018-12-06,299.0
2019-08-19,301.6199951171875
2019-07-18,301.0199890136719
2019-05-15,301.4100036621094
2019-09-20,308.4599914550781
2019-11-01,311.1700134277344
2020-04-07,312.04998779296875
2020-06-25,316.30999755859375
2020-06-16,316.3900146484375
2019-11-04,315.7900085449219
2020-01-22,314.0799865722656
2019-11-07,317.010009765625
2020-04-13,318.29998779296875
2019-07-01,325.4800109863281
2019-05-30,326.17999267578125
2018-08-15,326.3699951171875
2018-10-18,328.2900085449219
2019-03-27,328.239990234375
2019-01-22,327.75
2018-12-21,328.8999938964844
2019-09-03,329.2799987792969
2018-11-19,328.989990234375
2019-08-02,330.07000732421875
2020-01-28,329.0400085449219
2020-04-16,329.6300048828125
2019-11-13,335.5199890136719
2020-01-31,340.42999267578125
2018-12-04,340.8699951171875
2018-11-02,344.0899963378906
2019-07-16,345.010009765625
2018-08-30,346.0400085449219
2018-10-01,342.7799987792969
2019-06-14,339.7699890136719
2019-05-13,337.95001220703125
2019-04-11,334.8500061035156
2019-02-06,329.989990234375
2019-09-18,340.1099853515625
2020-02-03,340.94000244140625
2020-04-22,342.19000244140625
2019-11-19,338.54998779296875
2020-02-06,342.7900085449219
2019-11-22,345.32000732421875
2019-03-25,344.32000732421875
2019-02-21,345.20001220703125
2018-12-19,344.45001220703125
2018-07-12,342.0299987792969
2018-09-14,342.6199951171875
2018-08-13,338.07000732421875
2018-10-16,338.3800048828125
2019-07-31,340.3900146484375
2019-05-28,344.5199890136719
2019-04-26,336.04998779296875
2020-04-28,328.1700134277344
2019-11-25,332.5799865722656
2020-02-12,338.2099914550781
2020-05-01,337.760009765625
2020-05-04,326.45001220703125
2019-06-12,333.95001220703125
2019-04-09,339.57000732421875
2019-03-08,341.04998779296875
2019-02-04,337.54998779296875
2018-07-27,320.6499938964844
2018-08-28,314.1400146484375
