Dates,ORLY
2018-07-13,440700.0
2018-10-17,599700.0
2019-05-29,636500.0
2019-03-26,626200.0
2019-02-22,604000.0
2019-10-04,429700.0
2019-11-05,467400.0
2019-12-27,1243300.0
2020-06-02,573200.0
2019-12-30,561700.0
2020-03-18,410900.0
2020-06-05,276200.0
2019-07-15,266200.0
2018-12-03,359700.0
2019-06-13,399600.0
2019-01-04,553500.0
2018-08-29,318500.0
2019-02-05,325000.0
2018-11-01,273100.0
2019-08-16,403300.0
2019-04-10,341700.0
2019-09-17,256300.0
2019-10-15,291500.0
2020-01-02,266500.0
2020-06-08,450700.0
2019-10-18,461600.0
2020-03-24,432000.0
2020-06-11,457900.0
2020-01-08,464200.0
2019-04-25,417500.0
2019-07-30,638100.0
2019-02-20,1610000.0
2018-07-11,900700.0
2018-09-13,594300.0
2018-10-15,456800.0
2019-06-28,457200.0
2018-12-18,381400.0
2018-11-16,439300.0
2019-10-02,435800.0
2020-03-27,445200.0
2020-01-10,520800.0
2019-10-24,375100.0
2020-03-30,254800.0
2020-06-17,269900.0
2020-01-14,416600.0
2020-04-02,256400.0
2019-01-02,241900.0
2019-08-14,410100.0
2018-10-30,487200.0
2019-06-11,404500.0
2019-05-10,620900.0
2019-04-08,418600.0
2018-08-27,529200.0
2018-07-26,310100.0
2018-09-28,513800.0
2019-03-07,263300.0
2019-10-30,241400.0
2020-01-17,314500.0
2020-06-23,551600.0
2020-04-08,393300.0
2020-06-26,351200.0
2019-03-22,335900.0
2019-01-17,381500.0
2019-08-29,518900.0
2018-11-14,422500.0
2019-06-26,380500.0
2018-09-11,474500.0
2018-07-09,563700.0
2018-08-10,458900.0
2019-04-23,491500.0
2019-09-30,479900.0
2020-01-23,890900.0
2019-11-08,362200.0
2020-04-14,127900.0
2019-11-11,242200.0
2020-01-29,256700.0
2020-04-17,297800.0
2018-07-24,390500.0
2018-09-26,796100.0
2019-05-08,482900.0
2019-03-05,837100.0
2019-02-01,661500.0
2018-12-31,479500.0
2018-11-29,561200.0
2019-08-12,569400.0
2019-07-11,574500.0
2019-09-13,432800.0
2019-11-14,349100.0
2020-04-20,875600.0
2020-02-04,606900.0
2020-04-23,622300.0
2018-12-14,754200.0
2019-08-27,685400.0
2018-08-08,374900.0
2018-10-11,448300.0
2018-11-12,457000.0
2019-07-26,368300.0
2019-06-24,623700.0
2019-05-23,1274900.0
2019-03-20,775100.0
2019-01-15,666500.0
2019-11-20,938000.0
2020-02-07,2185100.0
2020-02-10,1187900.0
2020-04-29,845700.0
2019-11-26,1255400.0
2020-02-13,840800.0
2019-01-30,723700.0
2018-08-23,898900.0
2018-09-24,1095300.0
2018-11-27,781900.0
2018-10-26,1096000.0
2019-07-09,642000.0
2019-06-07,758200.0
2019-05-06,1005800.0
2019-04-04,809600.0
2019-09-11,1110200.0
2019-11-29,1691800.0
2020-05-05,1222300.0
2019-12-02,1406900.0
2020-02-19,734300.0
2020-05-08,810200.0
2019-05-21,1175800.0
2019-03-18,1476900.0
2018-09-07,1284100.0
2018-08-06,1231700.0
2018-10-09,1616600.0
2019-02-14,952400.0
2018-12-12,1148800.0
2019-07-24,1111300.0
2019-09-26,1187500.0
2019-10-28,936800.0
2019-12-05,1104200.0
2020-05-11,1900500.0
2019-07-03,2921500.0
2020-02-25,2171600.0
2020-05-14,1602200.0
2020-02-28,902900.0
2019-08-08,760100.0
2019-06-05,1101200.0
2018-07-20,1184700.0
2018-08-21,1139400.0
2018-10-24,1019700.0
2019-04-02,1115300.0
2019-03-01,940700.0
2019-01-28,1002000.0
2018-12-27,867100.0
2019-09-09,485000.0
2020-03-02,643800.0
2020-05-20,467700.0
2019-12-17,976600.0
2020-03-05,669300.0
2019-02-12,737700.0
2019-01-11,1031800.0
2018-12-10,997700.0
2019-08-23,1589800.0
2018-11-08,699700.0
2019-07-22,589500.0
2019-06-20,919900.0
2018-09-05,556200.0
2019-04-17,568000.0
2019-09-24,559200.0
2019-12-20,577700.0
2020-05-26,540900.0
2019-04-30,885500.0
2019-12-23,810200.0
2020-03-11,641400.0
2020-05-29,515300.0
2019-12-26,498800.0
2020-06-01,741400.0
2019-05-02,587900.0
2019-02-27,969300.0
2018-11-23,953200.0
2019-08-06,671200.0
2018-07-18,592300.0
2018-09-20,458400.0
2018-10-22,449600.0
2019-07-05,851000.0
2019-06-03,699700.0
2019-10-09,452800.0
2019-10-11,562700.0
2020-03-17,505800.0
2020-06-04,524200.0
2019-10-14,478100.0
2020-03-20,369500.0
2018-11-06,554200.0
2019-06-18,500800.0
2019-05-17,741700.0
2019-04-15,498900.0
2019-03-14,579900.0
2019-01-09,617300.0
2018-08-02,445400.0
2018-10-05,676100.0
2019-08-21,774800.0
2019-10-17,387700.0
2020-03-23,860500.0
2020-06-10,560000.0
2019-02-25,629100.0
2020-01-07,572500.0
2020-03-26,503500.0
2019-10-23,1299200.0
