Dates,ORLY
2018-06-20,283.1400146484375
2018-06-21,284.010009765625
2018-06-25,288.3399963378906
2018-06-22,281.42999267578125
2018-06-26,280.55999755859375
2018-06-27,281.7900085449219
2018-06-28,272.8699951171875
2018-06-29,277.510009765625
2018-07-02,272.45001220703125
2018-07-03,276.239990234375
2018-07-05,277.6400146484375
2018-07-16,280.8800048828125
2018-09-18,284.239990234375
2019-01-24,289.3999938964844
2019-09-05,286.82000732421875
2018-11-21,285.3500061035156
2020-01-13,285.4700012207031
2020-04-01,286.6199951171875
2020-06-19,284.5899963378906
2019-10-29,289.760009765625
2020-01-16,290.0199890136719
2020-06-22,299.0899963378906
2018-10-03,297.04998779296875
2018-07-31,300.9100036621094
2019-03-12,294.30999755859375
2019-02-08,305.0
2019-01-07,303.5799865722656
2018-12-06,299.67999267578125
2019-08-19,303.0899963378906
2019-07-18,302.6600036621094
2019-05-15,301.7300109863281
2019-09-20,309.3900146484375
2019-11-01,312.3299865722656
2020-04-07,315.5
2020-06-25,316.3900146484375
2020-06-16,317.6600036621094
2019-11-04,316.1000061035156
2020-01-22,319.9599914550781
2019-11-07,317.010009765625
2020-04-13,320.7099914550781
2019-07-01,326.510009765625
2019-05-30,328.1700134277344
2018-08-15,330.8699951171875
2018-10-18,331.4800109863281
2019-03-27,328.8500061035156
2019-01-22,329.1300048828125
2018-12-21,332.1499938964844
2019-09-03,332.2200012207031
2018-11-19,331.1600036621094
2019-08-02,332.1400146484375
2020-01-28,331.82000732421875
2020-04-16,329.6300048828125
2019-11-13,335.5199890136719
2020-01-31,342.8399963378906
2018-12-04,340.8699951171875
2018-11-02,344.0899963378906
2019-07-16,348.07000732421875
2018-08-30,346.0400085449219
2018-10-01,347.9700012207031
2019-06-14,343.0799865722656
2019-05-13,342.739990234375
2019-04-11,340.239990234375
2019-02-06,331.1499938964844
2019-09-18,340.7300109863281
2020-02-03,343.6499938964844
2020-04-22,345.5
2019-11-19,341.5899963378906
2020-02-06,344.4100036621094
2019-11-22,345.6499938964844
2019-03-25,345.1199951171875
2019-02-21,345.989990234375
2018-12-19,349.3800048828125
2018-07-12,346.8500061035156
2018-09-14,343.57000732421875
2018-08-13,343.739990234375
2018-10-16,339.6000061035156
2019-07-31,340.6099853515625
2019-05-28,344.5199890136719
2019-04-26,344.4700012207031
2020-04-28,334.6600036621094
2019-11-25,334.1199951171875
2020-02-12,339.7200012207031
2020-05-01,342.3299865722656
2020-05-04,346.7699890136719
2019-06-12,335.0
2019-04-09,344.5
2019-03-08,341.1499938964844
2019-02-04,341.67999267578125
2018-07-27,340.79998779296875
2018-08-28,318.0
2019-01-03,319.3999938964844
2019-08-15,330.1499938964844
2018-10-31,330.69000244140625
2019-09-16,332.0400085449219
2020-02-18,319.1099853515625
2020-05-07,321.3399963378906
2018-08-17,325.45001220703125
2019-12-04,328.5899963378906
2020-02-21,335.95001220703125
2018-12-17,341.760009765625
2019-08-30,354.45001220703125
2018-11-15,353.6000061035156
2019-07-29,355.32000732421875
2019-06-27,359.94000244140625
2019-04-24,352.7900085449219
2018-07-10,343.29998779296875
2018-09-12,352.6199951171875
2019-02-19,350.3599853515625
2019-01-18,337.6400146484375
2020-02-24,343.2200012207031
2020-05-13,354.5199890136719
2019-12-10,350.0799865722656
2020-02-27,352.7699890136719
2019-12-13,357.30999755859375
2020-05-19,355.2699890136719
2019-03-06,350.3699951171875
2018-11-30,346.5299987792969
2019-08-13,342.3800048828125
2019-07-12,336.6199951171875
2019-06-10,332.8599853515625
2019-05-09,340.5799865722656
2018-07-25,346.6099853515625
2018-09-27,352.6499938964844
2018-10-29,352.9800109863281
2019-10-16,346.94000244140625
2019-12-16,342.0
2020-03-04,343.1600036621094
2020-05-22,340.04998779296875
2019-10-01,330.7699890136719
2019-12-19,330.2300109863281
2018-09-10,329.260009765625
2019-05-24,340.57000732421875
2018-08-09,345.30999755859375
2019-04-22,345.0
2019-03-21,335.82000732421875
2019-01-16,338.95001220703125
2019-08-28,348.4599914550781
2018-11-13,341.57000732421875
2018-10-12,342.0799865722656
2019-06-25,336.8699951171875
2020-03-10,340.1600036621094
2020-05-28,341.67999267578125
2019-10-07,336.6199951171875
2020-03-13,341.25
2019-10-10,344.7300109863281
2020-03-16,344.30999755859375
2020-06-03,350.7300109863281
2018-11-28,349.1600036621094
2018-09-25,345.0
2018-07-23,348.80999755859375
2018-08-24,341.6700134277344
2019-07-10,336.1600036621094
2019-05-07,334.7300109863281
2019-04-05,339.4200134277344
2019-03-04,346.9100036621094
2019-01-31,346.0799865722656
2019-09-12,348.2200012207031
2019-12-31,356.19000244140625
2020-03-19,356.5799865722656
2020-01-03,361.6000061035156
2020-06-09,362.5299987792969
2019-02-15,359.989990234375
2019-01-14,369.2699890136719
2018-07-06,379.3900146484375
2018-08-07,376.30999755859375
2018-10-10,386.1099853515625
2018-12-13,388.2699890136719
2019-08-26,383.5799865722656
2019-07-25,382.3900146484375
2019-05-22,382.4100036621094
2019-03-19,384.3800048828125
2020-01-06,381.0
2020-03-25,378.2799987792969
2020-06-12,364.2799987792969
2019-10-22,373.1000061035156
2020-01-09,371.4599914550781
2020-06-15,371.9800109863281
2019-10-25,376.0199890136719
2020-03-31,371.5899963378906
2020-06-18,368.0
2019-04-03,365.0
2018-08-22,367.3500061035156
2018-10-25,366.95001220703125
2019-01-29,366.0299987792969
2018-12-28,368.8599853515625
2018-11-26,369.260009765625
2019-08-09,375.82000732421875
2019-07-08,372.9700012207031
2019-06-06,375.19000244140625
2019-09-10,383.44000244140625
2020-01-15,381.5
2020-04-03,387.1099853515625
2019-10-31,385.3800048828125
2020-04-06,388.7699890136719
2020-06-24,389.6400146484375
2018-11-09,391.3999938964844
2019-07-23,393.0
2019-06-21,396.3699951171875
2019-05-20,397.0
2019-04-18,399.6300048828125
2018-09-06,400.760009765625
2018-10-08,400.6700134277344
2019-02-13,401.4599914550781
2018-12-11,406.260009765625
2019-09-25,407.8500061035156
2020-01-21,405.3399963378906
2020-04-09,410.0799865722656
2019-11-06,407.4200134277344
2020-01-24,401.0
2020-01-27,397.42999267578125
2020-04-15,393.1199951171875
2018-12-26,396.75
2019-08-07,380.42999267578125
2019-06-04,380.6300048828125
2018-09-21,380.95001220703125
2018-07-19,373.7200012207031
2018-08-20,377.69000244140625
2018-10-23,373.0
2019-05-03,382.3699951171875
2019-04-01,372.489990234375
2019-02-28,373.1199951171875
2019-11-12,368.2799987792969
2020-01-30,364.3800048828125
2019-11-15,365.54998779296875
2020-04-21,360.6600036621094
2019-04-16,355.0299987792969
2019-03-15,352.7799987792969
2019-02-11,353.79998779296875
2019-01-10,351.44000244140625
2019-08-22,350.5799865722656
2018-11-07,356.30999755859375
2018-08-03,360.9700012207031
2018-09-04,365.17999267578125
2019-06-19,368.489990234375
2019-09-23,368.6700134277344
2019-11-18,368.20001220703125
2020-02-05,368.57000732421875
2020-04-24,368.8500061035156
2019-03-29,371.489990234375
2019-11-21,377.9700012207031
2020-04-27,375.3399963378906
2020-02-11,379.4599914550781
2020-04-30,383.1700134277344
2019-05-01,382.8699951171875
2019-02-26,387.54998779296875
2019-01-25,381.25
2018-12-24,386.54998779296875
2019-09-06,389.6000061035156
2018-07-17,389.17999267578125
2018-09-19,384.7699890136719
2019-08-05,384.6499938964844
2019-10-08,382.0199890136719
2019-12-11,375.5799865722656
2019-11-27,376.1600036621094
2020-02-14,375.489990234375
2020-05-06,369.1000061035156
2019-01-08,365.5299987792969
2018-12-07,367.57000732421875
2019-08-20,373.0
2018-11-05,374.3900146484375
2019-07-19,383.0
2018-10-04,385.7900085449219
2019-06-17,385.510009765625
2019-05-16,386.1300048828125
2018-08-01,388.0
2019-03-13,390.80999755859375
2019-12-03,395.4599914550781
2020-02-20,403.4599914550781
2019-12-06,403.2200012207031
2020-05-12,405.5799865722656
2019-12-09,392.4700012207031
2020-02-26,403.6099853515625
2020-05-15,398.1199951171875
2019-03-28,396.760009765625
2018-09-17,390.7099914550781
2018-08-16,385.510009765625
2018-10-19,375.70001220703125
2019-04-29,383.54998779296875
2019-01-23,388.6199951171875
2019-09-04,382.1099853515625
2018-11-20,380.8599853515625
2019-07-02,375.0400085449219
2019-05-31,366.4100036621094
2019-12-12,366.6700134277344
2020-05-18,369.3699951171875
2019-09-27,377.0400085449219
2020-03-03,382.1000061035156
2020-05-21,376.75
2019-05-14,367.80999755859375
2018-08-31,368.5
2018-07-30,371.7699890136719
2018-10-02,378.92999267578125
2019-04-12,384.6300048828125
2019-03-11,386.6600036621094
2019-02-07,388.0199890136719
2019-07-17,385.3599853515625
2019-09-19,379.3599853515625
2019-10-21,378.42999267578125
2019-12-18,380.9800109863281
2020-03-06,375.6600036621094
2019-10-03,388.0
2020-03-09,387.70001220703125
2020-05-27,380.0
2019-12-24,387.3599853515625
2020-03-12,391.9599914550781
2018-12-20,398.4700012207031
2019-08-01,401.239990234375
2018-08-14,402.04998779296875
2018-07-13,407.7200012207031
2018-10-17,406.0
2019-05-29,391.0
2019-03-26,389.8599853515625
2019-02-22,379.489990234375
2019-10-04,392.2300109863281
2019-11-05,390.489990234375
2019-12-27,392.79998779296875
2020-06-02,397.1400146484375
2019-12-30,399.7900085449219
2020-03-18,395.17999267578125
2020-06-05,394.2699890136719
2019-07-15,397.69000244140625
2018-12-03,394.7699890136719
2019-06-13,400.0400085449219
2019-01-04,398.6600036621094
2018-08-29,391.0
2019-02-05,387.4100036621094
2018-11-01,390.0400085449219
2019-08-16,385.3999938964844
2019-04-10,391.3500061035156
2019-09-17,393.7300109863281
2019-10-15,401.6499938964844
2020-01-02,401.2099914550781
2020-06-08,401.6600036621094
2019-10-18,402.489990234375
2020-03-24,407.32000732421875
2020-06-11,404.9700012207031
2020-01-08,406.3500061035156
2019-04-25,402.8999938964844
2019-07-30,400.0
2019-02-20,420.0
2018-07-11,436.82000732421875
2018-09-13,438.5299987792969
2018-10-15,438.3599853515625
2019-06-28,434.75
2018-12-18,437.25
2018-11-16,437.92999267578125
2019-10-02,438.9100036621094
2020-03-27,435.8599853515625
2020-01-10,435.0199890136719
2019-10-24,443.1000061035156
2020-03-30,439.239990234375
2020-06-17,437.010009765625
2020-01-14,438.1499938964844
2020-04-02,439.8900146484375
2019-01-02,442.3599853515625
2019-08-14,445.3699951171875
2018-10-30,446.0299987792969
2019-06-11,451.3699951171875
2019-05-10,444.4700012207031
2019-04-08,436.9100036621094
2018-08-27,437.5799865722656
2018-07-26,439.19000244140625
2018-09-28,439.2699890136719
2019-03-07,442.57000732421875
2019-10-30,438.0
2020-01-17,443.3800048828125
2020-06-23,444.20001220703125
2020-04-08,438.0799865722656
2020-06-26,442.25
2019-03-22,444.1300048828125
2019-01-17,441.29998779296875
2019-08-29,448.1000061035156
2018-11-14,439.4700012207031
2019-06-26,444.4599914550781
2018-09-11,438.55999755859375
2018-07-09,443.6499938964844
2018-08-10,441.2099914550781
2019-04-23,443.69000244140625
2019-09-30,435.4700012207031
2020-01-23,445.6600036621094
2019-11-08,441.8599853515625
2020-04-14,435.8999938964844
2019-11-11,440.7200012207031
2020-01-29,439.6499938964844
2020-04-17,437.3599853515625
2018-07-24,437.760009765625
2018-09-26,438.5
2019-05-08,435.80999755859375
2019-03-05,437.0299987792969
2019-02-01,433.94000244140625
2018-12-31,428.8699951171875
2018-11-29,434.989990234375
2019-08-12,437.8800048828125
2019-07-11,436.6300048828125
2019-09-13,434.1600036621094
2019-11-14,436.8699951171875
2020-04-20,439.8999938964844
2020-02-04,442.67999267578125
2020-04-23,439.9200134277344
2018-12-14,441.17999267578125
2019-08-27,432.739990234375
2018-08-08,437.4599914550781
2018-10-11,425.8800048828125
2018-11-12,427.3500061035156
2019-07-26,427.70001220703125
2019-06-24,420.70001220703125
2019-05-23,415.2799987792969
2019-03-20,407.8399963378906
