Dates,ORLY
2018-06-20,287.0
2018-06-21,288.3399963378906
2018-06-25,290.3500061035156
2018-06-22,283.5400085449219
2018-06-26,282.2300109863281
2018-06-27,281.9800109863281
2018-06-28,278.6300048828125
2018-06-29,278.0
2018-07-02,274.7099914550781
2018-07-03,280.3999938964844
2018-07-05,280.3500061035156
2018-07-16,283.5
2018-09-18,290.3399963378906
2019-01-24,290.010009765625
2019-09-05,286.989990234375
2018-11-21,287.32000732421875
2020-01-13,289.3900146484375
2020-04-01,287.6300048828125
2020-06-19,289.760009765625
2019-10-29,290.80999755859375
2020-01-16,300.07000732421875
2020-06-22,299.80999755859375
2018-10-03,301.69000244140625
2018-07-31,300.9100036621094
2019-03-12,297.3699951171875
2019-02-08,310.0
2019-01-07,305.04998779296875
2018-12-06,305.760009765625
2019-08-19,306.29998779296875
2019-07-18,305.0
2019-05-15,310.1099853515625
2019-09-20,312.989990234375
2019-11-01,315.8599853515625
2020-04-07,316.57000732421875
2020-06-25,321.010009765625
2020-06-16,320.2200012207031
2019-11-04,319.8599853515625
2020-01-22,320.0
2019-11-07,325.3599853515625
2020-04-13,327.2099914550781
2019-07-01,329.2099914550781
2019-05-30,330.2099914550781
2018-08-15,332.2699890136719
2018-10-18,334.0199890136719
2019-03-27,332.3999938964844
2019-01-22,332.2300109863281
2018-12-21,333.3299865722656
2019-09-03,332.95001220703125
2018-11-19,332.6000061035156
2019-08-02,335.3599853515625
2020-01-28,333.75
2020-04-16,335.9800109863281
2019-11-13,345.3599853515625
2020-01-31,346.3500061035156
2018-12-04,346.29998779296875
2018-11-02,347.9800109863281
2019-07-16,349.4200134277344
2018-08-30,351.6499938964844
2018-10-01,349.3599853515625
2019-06-14,345.2300109863281
2019-05-13,343.989990234375
2019-04-11,341.4700012207031
2019-02-06,342.2900085449219
2019-09-18,343.989990234375
2020-02-03,344.92999267578125
2020-04-22,345.6199951171875
2019-11-19,346.1499938964844
2020-02-06,345.739990234375
2019-11-22,349.2699890136719
2019-03-25,348.29998779296875
2019-02-21,349.2099914550781
2018-12-19,349.4800109863281
2018-07-12,346.8500061035156
2018-09-14,345.79998779296875
2018-08-13,344.42999267578125
2018-10-16,344.739990234375
2019-07-31,346.7099914550781
2019-05-28,349.6700134277344
2019-04-26,345.8399963378906
2020-04-28,340.25
2019-11-25,340.6199951171875
2020-02-12,346.010009765625
2020-05-01,347.989990234375
2020-05-04,347.5899963378906
2019-06-12,341.7300109863281
2019-04-09,346.0
2019-03-08,347.6400146484375
2019-02-04,343.6400146484375
2018-07-27,344.5
2018-08-28,334.0
2019-01-03,331.760009765625
2019-08-15,333.239990234375
2018-10-31,335.2799987792969
2019-09-16,333.0
2020-02-18,324.5400085449219
2020-05-07,326.67999267578125
2018-08-17,329.010009765625
2019-12-04,335.0
2020-02-21,342.92999267578125
2018-12-17,354.4800109863281
2019-08-30,356.260009765625
2018-11-15,355.2699890136719
2019-07-29,359.05999755859375
2019-06-27,363.20001220703125
2019-04-24,352.8299865722656
2018-07-10,353.0899963378906
2018-09-12,358.4200134277344
2019-02-19,350.9599914550781
2019-01-18,346.2900085449219
2020-02-24,353.3800048828125
2020-05-13,358.5
2019-12-10,356.0
2020-02-27,359.0899963378906
2019-12-13,361.57000732421875
2020-05-19,356.7300109863281
2019-03-06,351.42999267578125
2018-11-30,355.9700012207031
2019-08-13,342.3999938964844
2019-07-12,343.9599914550781
2019-06-10,340.1199951171875
2019-05-09,346.6700134277344
2018-07-25,355.44000244140625
2018-09-27,355.5
2018-10-29,356.3999938964844
2019-10-16,347.510009765625
2019-12-16,347.3399963378906
2020-03-04,348.9200134277344
2020-05-22,340.8699951171875
2019-10-01,339.9700012207031
2019-12-19,333.0
2018-09-10,344.5400085449219
2019-05-24,343.1499938964844
2018-08-09,346.4800109863281
2019-04-22,346.1000061035156
2019-03-21,346.7099914550781
2019-01-16,348.9599914550781
2019-08-28,351.8800048828125
2018-11-13,344.7200012207031
2018-10-12,342.4100036621094
2019-06-25,346.5
2020-03-10,343.7200012207031
2020-05-28,343.95001220703125
2019-10-07,343.45001220703125
