Dates,OIL
2020-01-02,12.5
2020-01-03,12.824999809265137
2020-01-08,12.880800247192383
2020-01-06,12.770000457763672
2020-01-07,12.180000305175781
2020-01-09,12.079999923706055
2020-01-10,12.119999885559082
2020-01-13,11.932700157165527
2020-01-14,11.970000267028809
2020-01-15,11.829999923706055
2020-01-16,11.960000038146973
2020-01-27,12.024999618530273
2020-02-20,11.984399795532227
2020-02-12,11.649999618530273
2020-04-16,11.270000457763672
2020-02-04,11.090100288391113
2020-03-06,10.819999694824219
2020-02-27,10.90999984741211
2020-04-15,10.890000343322754
2020-02-03,10.649999618530273
2020-02-11,10.480999946594238
2020-02-19,10.270000457763672
2020-04-07,10.210000038146973
2020-03-30,10.399999618530273
2020-04-23,10.345000267028809
2020-01-17,10.34000015258789
2020-03-13,10.187199592590332
2020-03-05,10.25
2020-02-26,10.510000228881836
2020-02-18,10.540399551391602
2020-04-22,10.640000343322754
2020-02-10,10.529999732971191
2020-04-14,10.828800201416016
2020-04-06,11.029999732971191
2020-03-31,10.795000076293945
2020-04-13,10.359999656677246
2020-03-20,10.199999809265137
2020-03-12,9.930000305175781
2020-01-24,9.430000305175781
2020-03-04,9.001799583435059
2020-02-25,9.359999656677246
2020-04-21,9.569999694824219
2020-04-29,9.600000381469727
2020-02-28,9.370100021362305
2020-01-23,8.420000076293945
2020-04-20,6.610000133514404
2020-02-24,6.800099849700928
2020-01-31,6.71999979019165
2020-03-19,6.320000171661377
2020-03-27,6.430099964141846
2020-03-11,5.980000019073486
2020-03-03,5.539999961853027
2020-04-28,4.420000076293945
2020-03-10,4.570000171661377
2020-03-02,4.760000228881836
2020-01-22,4.510000228881836
2020-01-30,4.724999904632568
2020-02-07,4.650000095367432
2020-04-03,4.579999923706055
2020-03-26,4.260000228881836
2020-03-18,3.990000009536743
2020-01-21,4.081900119781494
2020-01-29,4.050000190734863
2020-03-25,4.409999847412109
2020-03-17,5.330100059509277
2020-03-09,5.269999980926514
2020-02-14,4.800000190734863
2020-02-06,4.840000152587891
2020-04-02,4.730000019073486
2020-04-24,4.724999904632568
2020-04-08,4.391499996185303
2020-04-09,4.159999847412109
2020-04-01,4.019999980926514
2020-03-24,3.9600000381469727
2020-03-16,3.5999999046325684
2020-01-28,1.850000023841858
2020-02-05,2.180000066757202
2020-02-13,2.5399999618530273
2020-02-21,2.6500000953674316
2020-04-17,1313.550048828125
2020-03-23,1343.7900390625
