Dates,OIL
2020-01-02,12.579999923706055
2020-01-03,12.949999809265137
2020-01-08,12.930000305175781
2020-01-06,12.890000343322754
2020-01-07,12.430000305175781
2020-01-09,12.270000457763672
2020-01-10,12.170000076293945
2020-01-13,11.970000267028809
2020-01-14,12.039999961853027
2020-01-15,11.9399995803833
2020-01-16,12.039999961853027
2020-01-27,12.088600158691406
2020-02-20,11.991499900817871
2020-02-12,11.66450023651123
2020-04-16,11.449999809265137
2020-02-04,11.199999809265137
2020-03-06,10.899999618530273
2020-02-27,11.03499984741211
2020-04-15,10.930000305175781
2020-02-03,10.869999885559082
2020-02-11,10.609999656677246
2020-02-19,10.289999961853027
2020-04-07,10.239999771118164
2020-03-30,10.510000228881836
2020-04-23,10.510000228881836
2020-01-17,10.380000114440918
2020-03-13,10.1899995803833
2020-03-05,10.3100004196167
2020-02-26,10.600000381469727
2020-02-18,10.619999885559082
2020-04-22,10.739999771118164
2020-02-10,10.720000267028809
2020-04-14,10.970000267028809
2020-04-06,11.059200286865234
2020-03-31,10.9399995803833
2020-04-13,10.529999732971191
2020-03-20,10.220000267028809
2020-03-12,9.989999771118164
2020-01-24,9.600000381469727
2020-03-04,9.289999961853027
2020-02-25,9.729000091552734
2020-04-21,9.694000244140625
2020-04-29,9.649999618530273
2020-02-28,9.420000076293945
2020-01-23,8.5600004196167
2020-04-20,6.760000228881836
2020-02-24,7.130000114440918
2020-01-31,6.829999923706055
2020-03-19,6.480000019073486
2020-03-27,6.820000171661377
2020-03-11,6.019999980926514
2020-03-03,5.605000019073486
2020-04-28,4.670000076293945
2020-03-10,5.309999942779541
2020-03-02,4.860000133514404
2020-01-22,4.809999942779541
2020-01-30,4.889999866485596
2020-02-07,5.0
2020-04-03,4.739999771118164
2020-03-26,4.420000076293945
2020-03-18,4.150000095367432
2020-01-21,4.130000114440918
2020-01-29,4.28000020980835
2020-03-25,5.059999942779541
2020-03-17,5.800000190734863
2020-03-09,5.369999885559082
2020-02-14,4.980000019073486
2020-02-06,5.28000020980835
2020-04-02,4.880000114440918
2020-04-24,4.800000190734863
2020-04-08,4.510000228881836
2020-04-09,4.300000190734863
2020-04-01,4.210000038146973
2020-03-24,4.050000190734863
2020-03-16,3.7300000190734863
2020-01-28,2.2300000190734863
2020-02-05,2.240000009536743
2020-02-13,2.6600000858306885
2020-02-21,2.6600000858306885
2020-04-17,1313.550048828125
2020-03-23,1343.7900390625
