Dates,OIL
2020-01-02,55047.0
2020-01-03,347780.0
2020-01-08,408160.0
2020-01-06,128668.0
2020-01-07,506360.0
2020-01-09,1863192.0
2020-01-10,269705.0
2020-01-13,140928.0
2020-01-14,102613.0
2020-01-15,205980.0
2020-01-16,80165.0
2020-01-27,56991.0
2020-02-20,135684.0
2020-02-12,101760.0
2020-04-16,205267.0
2020-02-04,220408.0
2020-03-06,235642.0
2020-02-27,88539.0
2020-04-15,158265.0
2020-02-03,1799605.0
2020-02-11,796597.0
2020-02-19,379207.0
2020-04-07,229607.0
2020-03-30,157804.0
2020-04-23,96005.0
2020-01-17,81404.0
2020-03-13,96175.0
2020-03-05,124321.0
2020-02-26,106444.0
2020-02-18,99771.0
2020-04-22,138788.0
2020-02-10,126593.0
2020-04-14,95373.0
2020-04-06,111670.0
2020-03-31,41330.0
2020-04-13,212643.0
2020-03-20,155337.0
2020-03-12,175233.0
2020-01-24,286117.0
2020-03-04,447879.0
2020-02-25,374057.0
2020-04-21,250539.0
2020-04-29,132045.0
2020-02-28,165430.0
2020-01-23,613462.0
2020-04-20,3593052.0
2020-02-24,2533809.0
2020-01-31,1094063.0
2020-03-19,1842993.0
2020-03-27,879941.0
2020-03-11,2236761.0
2020-03-03,1753778.0
2020-04-28,5147793.0
2020-03-10,4136156.0
2020-03-02,3823836.0
2020-01-22,3706068.0
2020-01-30,1979961.0
2020-02-07,1825994.0
2020-04-03,3611737.0
2020-03-26,5199589.0
2020-03-18,10243682.0
2020-01-21,9514549.0
2020-01-29,3384611.0
2020-03-25,10682045.0
2020-03-17,9854973.0
2020-03-09,6416337.0
2020-02-14,7338942.0
2020-02-06,8559239.0
2020-04-02,13295959.0
2020-04-24,5701142.0
2020-04-08,12734881.0
2020-04-09,12724612.0
2020-04-01,9989104.0
2020-03-24,15219123.0
2020-03-16,78753995.0
2020-01-28,114284262.0
2020-02-05,71008565.0
2020-02-13,46293238.0
2020-02-21,21828425.0
2020-04-17,0.0
2020-03-23,0.0
