Dates,OIL
2020-01-02,12.604999542236328
2020-01-03,13.070099830627441
2020-01-08,13.09000015258789
2020-01-06,12.931900024414062
2020-01-07,12.84000015258789
2020-01-09,12.3100004196167
2020-01-10,12.25
2020-01-13,12.09000015258789
2020-01-14,12.050000190734863
2020-01-15,11.970000267028809
2020-01-16,12.119999885559082
2020-01-27,12.09000015258789
2020-02-20,12.087200164794922
2020-02-12,11.800000190734863
2020-04-16,11.466300010681152
2020-02-04,11.272899627685547
2020-03-06,11.027199745178223
2020-02-27,11.09000015258789
2020-04-15,11.059000015258789
2020-02-03,10.869999885559082
2020-02-11,10.75
2020-02-19,10.600000381469727
2020-04-07,10.479999542236328
2020-03-30,10.669500350952148
2020-04-23,10.550000190734863
2020-01-17,10.495100021362305
2020-03-13,10.3326997756958
2020-03-05,10.429900169372559
2020-02-26,10.64169979095459
2020-02-18,10.680000305175781
2020-04-22,10.770000457763672
2020-02-10,10.729999542236328
2020-04-14,11.00979995727539
2020-04-06,11.17549991607666
2020-03-31,10.960000038146973
2020-04-13,10.583900451660156
2020-03-20,10.550000190734863
2020-03-12,10.300000190734863
2020-01-24,9.770000457763672
2020-03-04,9.3100004196167
2020-02-25,9.729999542236328
2020-04-21,9.979999542236328
2020-04-29,9.920999526977539
2020-02-28,9.649999618530273
2020-01-23,9.079999923706055
2020-04-20,7.429999828338623
2020-02-24,7.199999809265137
2020-01-31,6.989999771118164
2020-03-19,6.659999847412109
2020-03-27,7.0
2020-03-11,6.570000171661377
2020-03-03,6.070000171661377
2020-04-28,5.119999885559082
2020-03-10,5.789999961853027
2020-03-02,5.25
2020-01-22,4.849999904632568
2020-01-30,5.099999904632568
2020-02-07,5.070000171661377
2020-04-03,4.860000133514404
2020-03-26,4.570000171661377
2020-03-18,4.429999828338623
2020-01-21,4.289999961853027
2020-01-29,4.28000020980835
2020-03-25,5.489999771118164
2020-03-17,5.900000095367432
2020-03-09,5.579999923706055
2020-02-14,5.429900169372559
2020-02-06,5.309999942779541
2020-04-02,5.670000076293945
2020-04-24,4.949999809265137
2020-04-08,4.690000057220459
2020-04-09,4.329999923706055
2020-04-01,4.28000020980835
2020-03-24,4.139999866485596
2020-03-16,4.119999885559082
2020-01-28,2.809999942779541
2020-02-05,2.6500000953674316
2020-02-13,2.9200000762939453
2020-02-21,2.6600000858306885
2020-04-17,1313.550048828125
2020-03-23,1343.7900390625
