Dates,CVX
2018-06-20,115.04737091064453
2018-06-21,112.5680923461914
2018-06-25,114.87289428710938
2018-06-22,112.58647155761719
2018-06-26,114.00975799560547
2018-06-27,115.6993179321289
2018-06-28,115.38712310791016
2018-06-29,116.09417724609375
2018-07-02,114.09237670898438
2018-07-03,114.53316497802734
2018-07-05,113.8444595336914
2018-07-16,113.99138641357422
2018-09-18,115.69014739990234
2019-01-24,117.15933227539062
2019-09-05,113.42206573486328
2018-11-21,114.10157012939453
2020-01-13,113.8995590209961
2020-04-01,112.92621612548828
2020-06-19,111.94369506835938
2019-10-29,111.5947494506836
2020-01-16,111.72330474853516
2020-06-22,112.27425384521484
2018-10-03,111.41109466552734
2018-07-31,113.72509002685547
2019-03-12,114.68924713134766
2019-02-08,113.8169174194336
2019-01-07,115.67178344726562
2018-12-06,117.37972259521484
2019-08-19,115.94725036621094
2019-07-18,115.13919830322266
2019-05-15,113.6424560546875
2019-09-20,113.90874481201172
2019-11-01,114.13831329345703
2020-04-07,114.94636535644531
2020-06-25,113.75264739990234
2020-06-16,112.51300811767578
2019-11-04,113.25679016113281
2020-01-22,112.43036651611328
2019-11-07,112.55891418457031
2020-04-13,108.2982406616211
2019-07-01,109.07695770263672
2019-05-30,109.20674896240234
2018-08-15,109.160400390625
2018-10-18,109.33654022216797
2019-03-27,110.24504852294922
2019-01-22,109.48486328125
2018-12-21,110.32848358154297
2019-09-03,111.57073211669922
2018-11-19,111.1164779663086
2019-08-02,111.45022583007812
2020-01-28,111.07012176513672
2020-04-16,109.818603515625
2019-11-13,110.19869232177734
2020-01-31,110.24504852294922
2018-12-04,106.82423400878906
2018-11-02,106.24018096923828
2019-07-16,106.12894439697266
2018-08-30,106.6295394897461
2018-10-01,107.3433837890625
2019-06-14,107.81617736816406
2019-05-13,108.81737518310547
2019-04-11,108.93791198730469
2019-02-06,109.5126724243164
2019-09-18,110.7920150756836
2020-02-03,110.70857238769531
2020-04-22,112.29383087158203
2019-11-19,113.6751480102539
2020-02-06,114.37042999267578
2019-11-22,113.05400848388672
2019-03-25,113.53608703613281
2019-02-21,113.35994720458984
2018-12-19,115.3160171508789
2018-07-12,115.6405029296875
2018-09-14,116.16890716552734
2018-08-13,115.83517456054688
2018-10-16,116.18745422363281
2019-07-31,115.73320007324219
2019-05-28,117.56877136230469
2019-04-26,113.65660858154297
2020-04-28,109.7907943725586
2019-11-25,109.17893981933594
2020-02-12,108.40948486328125
2020-05-01,108.93791198730469
2020-05-04,108.73395538330078
2019-06-12,108.90083312988281
2019-04-09,109.5219497680664
2019-03-08,108.6597900390625
2019-02-04,105.12772369384766
2018-07-27,102.1704330444336
2018-08-28,103.44049072265625
2019-01-03,103.39413452148438
2019-08-15,100.98379516601562
2018-10-31,102.76374816894531
2019-09-16,103.50538635253906
2020-02-18,103.06039428710938
2020-05-07,106.36070251464844
2018-08-17,110.26358795166016
2019-12-04,110.22651672363281
2020-02-21,112.05281066894531
2018-12-17,110.6529541015625
2019-08-30,110.7920150756836
2018-11-15,108.82666015625
2019-07-29,106.93547058105469
2019-06-27,107.27848052978516
2019-04-24,109.47834777832031
2018-07-10,111.45355224609375
2018-09-12,111.79053497314453
2019-02-19,108.68265533447266
2019-01-18,110.0587387084961
2020-02-24,106.34236907958984
2020-05-13,107.63420867919922
2019-12-10,107.8495101928711
2020-02-27,110.59232330322266
2019-12-13,111.25696563720703
2020-05-19,111.34121704101562
2019-03-06,112.960693359375
2018-11-30,109.74981689453125
2019-08-13,108.50479888916016
2019-07-12,108.11161804199219
2019-06-10,107.59675598144531
