Dates,CVX
2018-06-20,124.30000305175781
2018-06-21,122.16000366210938
2018-06-25,124.81999969482422
2018-06-22,121.93000030517578
2018-06-26,122.56999969482422
2018-06-27,125.05999755859375
2018-06-28,125.0
2018-06-29,125.73999786376953
2018-07-02,123.55999755859375
2018-07-03,124.55000305175781
2018-07-05,123.81999969482422
2018-07-16,123.19000244140625
2018-09-18,124.69000244140625
2019-01-24,126.75
2019-09-05,122.97000122070312
2018-11-21,123.58999633789062
2020-01-13,123.62999725341797
2020-04-01,121.87999725341797
2020-06-19,121.80000305175781
2019-10-29,119.66999816894531
2020-01-16,121.01000213623047
2020-06-22,121.01000213623047
2018-10-03,121.16000366210938
2018-07-31,121.86000061035156
2019-03-12,123.2699966430664
2019-02-08,123.80000305175781
2019-01-07,122.08000183105469
2018-12-06,126.22000122070312
2019-08-19,126.12999725341797
2019-07-18,124.75
2019-05-15,123.30000305175781
2019-09-20,123.33000183105469
2019-11-01,123.54000091552734
2020-04-07,124.75
2020-06-25,123.31999969482422
2020-06-16,122.26000213623047
2019-11-04,121.5
2020-01-22,122.26000213623047
2019-11-07,122.0
2020-04-13,117.43000030517578
2019-07-01,117.18000030517578
2019-05-30,117.08999633789062
2018-08-15,117.33000183105469
2018-10-18,117.79000091552734
2019-03-27,118.41999816894531
2019-01-22,117.69999694824219
2018-12-21,118.72000122070312
2019-09-03,119.16999816894531
2018-11-19,119.75
2019-08-02,119.87999725341797
2020-01-28,119.55000305175781
2020-04-16,118.08999633789062
2019-11-13,118.3499984741211
2020-01-31,117.26000213623047
2018-12-04,115.13999938964844
2018-11-02,113.38999938964844
2019-07-16,114.37999725341797
2018-08-30,113.76000213623047
2018-10-01,115.76000213623047
2019-06-14,115.08000183105469
2019-05-13,116.3499984741211
2019-04-11,117.27999877929688
2019-02-06,117.9800033569336
2019-09-18,118.12000274658203
2020-02-03,119.11000061035156
2020-04-22,119.41000366210938
2019-11-19,121.56999969482422
2020-02-06,122.94000244140625
2019-11-22,121.73999786376953
2019-03-25,121.70999908447266
2019-02-21,121.76000213623047
2018-12-19,123.11000061035156
2018-07-12,124.31999969482422
2018-09-14,124.77999877929688
2018-08-13,124.19000244140625
2018-10-16,124.73999786376953
2019-07-31,123.83000183105469
2019-05-28,125.06999969482422
2019-04-26,122.45999908447266
2020-04-28,117.54000091552734
2019-11-25,116.18000030517578
2020-02-12,116.91000366210938
2020-05-01,116.33999633789062
2020-05-04,116.0199966430664
2019-06-12,116.05000305175781
2019-04-09,117.37000274658203
2019-03-08,116.4800033569336
2019-02-04,112.05000305175781
2018-07-27,110.06999969482422
2018-08-28,110.43000030517578
2019-01-03,109.66000366210938
2019-08-15,107.54000091552734
2018-10-31,108.1500015258789
2019-09-16,111.05000305175781
2020-02-18,110.0999984741211
2020-05-07,113.12000274658203
2018-08-17,116.5999984741211
2019-12-04,117.8499984741211
2020-02-21,119.0199966430664
2018-12-17,118.95999908447266
2019-08-30,117.37000274658203
2018-11-15,117.16999816894531
2019-07-29,115.04000091552734
2019-06-27,114.94000244140625
2019-04-24,112.72000122070312
2018-07-10,117.2699966430664
2018-09-12,117.9000015258789
2019-02-19,115.04000091552734
2019-01-18,116.68000030517578
2020-02-24,112.11000061035156
2020-05-13,114.0199966430664
2019-12-10,114.22000122070312
2020-02-27,114.4000015258789
2019-12-13,117.73999786376953
2020-05-19,117.69999694824219
2019-03-06,120.05999755859375
2018-11-30,117.06999969482422
2019-08-13,113.02999877929688
2019-07-12,115.19000244140625
2019-06-10,111.66999816894531
2019-05-09,113.94999694824219
2018-07-25,115.56999969482422
2018-09-27,114.30999755859375
2018-10-29,113.30999755859375
2019-10-16,111.86000061035156
2019-12-16,108.94999694824219
2020-03-04,107.0999984741211
2020-05-22,104.19000244140625
2019-10-01,102.91000366210938
2019-12-19,100.91000366210938
2018-09-10,100.22000122070312
2019-05-24,104.87999725341797
2018-08-09,108.12000274658203
2019-04-22,107.86000061035156
2019-03-21,107.0999984741211
2019-01-16,108.06999969482422
2019-08-28,109.47000122070312
2018-11-13,109.91999816894531
2018-10-12,111.66999816894531
2019-06-25,112.44999694824219
2020-03-10,111.70999908447266
2020-05-28,111.66999816894531
2019-10-07,111.08000183105469
2020-03-13,111.51000213623047
2019-10-10,111.22000122070312
2020-03-16,110.16999816894531
2020-06-03,113.05999755859375
2018-11-28,111.94999694824219
2018-09-25,110.41999816894531
2018-07-23,110.91000366210938
2018-08-24,112.98999786376953
2019-07-10,111.06999969482422
2019-05-07,111.7699966430664
2019-04-05,111.9800033569336
2019-03-04,113.37999725341797
2019-01-31,116.5999984741211
2019-09-12,116.30999755859375
2019-12-31,118.69000244140625
2020-03-19,118.69000244140625
2020-01-03,116.51000213623047
2020-06-09,115.91999816894531
2019-02-15,116.38999938964844
2019-01-14,117.61000061035156
2018-07-06,118.69999694824219
2018-08-07,117.66000366210938
2018-10-10,118.58999633789062
2018-12-13,118.45999908447266
2019-08-26,119.0
2019-07-25,118.38999938964844
2019-05-22,118.8499984741211
2019-03-19,119.37000274658203
2020-01-06,119.68000030517578
2020-03-25,119.88999938964844
2020-06-12,118.48999786376953
2019-10-22,120.16999816894531
2020-01-09,120.55000305175781
2020-06-15,121.58999633789062
2019-10-25,122.30000305175781
2020-03-31,121.69999694824219
2020-06-18,119.19999694824219
2019-04-03,122.75
2018-08-22,123.37999725341797
2018-10-25,123.9000015258789
2019-01-29,124.4800033569336
2018-12-28,124.3499984741211
2018-11-26,125.16999816894531
2019-08-09,124.73999786376953
2019-07-08,124.68000030517578
2019-06-06,124.51000213623047
2019-09-10,122.69999694824219
2020-01-15,122.30999755859375
2020-04-03,123.37999725341797
2019-10-31,122.0199966430664
2020-04-06,122.36000061035156
2020-06-24,122.48999786376953
2018-11-09,123.44999694824219
2019-07-23,124.11000061035156
2019-06-21,123.54000091552734
2019-05-20,123.55000305175781
2019-04-18,125.19999694824219
2018-09-06,126.2300033569336
2018-10-08,125.12000274658203
2019-02-13,125.12999725341797
2018-12-11,124.75
2019-09-25,119.0
2020-01-21,119.33000183105469
2020-04-09,120.05999755859375
2019-11-06,120.05000305175781
2020-01-24,119.0999984741211
2020-01-27,120.44999694824219
2020-04-15,121.3499984741211
2018-12-26,118.08999633789062
2019-08-07,117.4000015258789
2019-06-04,115.6500015258789
2018-09-21,116.69999694824219
2018-07-19,119.6500015258789
2018-08-20,117.76000213623047
2018-10-23,116.27999877929688
2019-05-03,117.11000061035156
2019-04-01,117.47000122070312
2019-02-28,116.5
2019-11-12,117.4000015258789
2020-01-30,119.86000061035156
2019-11-15,119.83000183105469
2020-04-21,120.01000213623047
2019-04-16,120.51000213623047
2019-03-15,120.87000274658203
2019-02-11,120.52999877929688
2019-01-10,119.87999725341797
2019-08-22,120.54000091552734
2018-11-07,120.9000015258789
2018-08-03,120.33999633789062
2018-09-04,116.86000061035156
2019-06-19,117.37999725341797
2019-09-23,118.16999816894531
2019-11-18,115.81999969482422
2020-02-05,114.8499984741211
2020-04-24,113.72000122070312
2019-03-29,114.47000122070312
2019-11-21,116.29000091552734
2020-04-27,116.2699966430664
2020-02-11,118.11000061035156
2020-04-30,120.52999877929688
2019-05-01,121.70999908447266
2019-02-26,121.1500015258789
2019-01-25,119.55999755859375
2018-12-24,120.45999908447266
2019-09-06,120.37000274658203
2018-07-17,120.37999725341797
2018-09-19,121.86000061035156
2019-08-05,122.22000122070312
2019-10-08,123.5999984741211
2019-12-11,124.2300033569336
2019-11-27,124.41999816894531
2020-02-14,123.48999786376953
2020-05-06,123.87999725341797
2019-01-08,122.88999938964844
2018-12-07,123.12000274658203
2019-08-20,124.36000061035156
2018-11-05,122.38999938964844
2019-07-19,122.33000183105469
2018-10-04,122.63999938964844
2019-06-17,123.41999816894531
2019-05-16,123.06999969482422
2018-08-01,124.11000061035156
2019-03-13,124.5999984741211
2019-12-03,125.12999725341797
2020-02-20,125.2699966430664
2019-12-06,124.26000213623047
2020-05-12,124.05999755859375
2019-12-09,123.36000061035156
2020-02-26,124.5999984741211
2020-05-15,124.47000122070312
2019-03-28,124.77999877929688
2018-09-17,125.66000366210938
2018-08-16,125.33000183105469
2018-10-19,123.30000305175781
2019-04-29,123.37999725341797
2019-01-23,123.37999725341797
2019-09-04,122.4800033569336
2018-11-20,120.30999755859375
2019-07-02,117.83000183105469
2019-05-31,117.44999694824219
2019-12-12,117.6500015258789
2020-05-18,116.94999694824219
2019-09-27,119.41999816894531
2020-03-03,121.88999938964844
2020-05-21,120.91000366210938
2019-05-14,120.30000305175781
2018-08-31,117.68000030517578
2018-07-30,115.45999908447266
2018-10-02,115.36000061035156
2019-04-12,116.95999908447266
2019-03-11,115.66000366210938
2019-02-07,117.33000183105469
2019-07-17,117.44999694824219
2019-09-19,114.3499984741211
2019-10-21,115.19000244140625
2019-12-18,115.04000091552734
2020-03-06,115.87999725341797
2019-10-03,116.58000183105469
2020-03-09,117.2300033569336
2020-05-27,114.55000305175781
2019-12-24,117.16999816894531
2020-03-12,117.26000213623047
2018-12-20,117.38999938964844
2019-08-01,118.58000183105469
2018-08-14,119.91000366210938
2018-07-13,120.37000274658203
2018-10-17,119.55999755859375
2019-05-29,121.23999786376953
2019-03-26,122.97000122070312
2019-02-22,122.55999755859375
2019-10-04,123.0199966430664
2019-11-05,123.41999816894531
2019-12-27,123.66999816894531
2020-06-02,123.55000305175781
2019-12-30,123.22000122070312
2020-03-18,122.91000366210938
2020-06-05,120.05000305175781
2019-07-15,118.44999694824219
2018-12-03,118.41000366210938
2019-06-13,115.87999725341797
2019-01-04,111.62000274658203
2018-08-29,110.41999816894531
2019-02-05,112.55000305175781
2018-11-01,113.2300033569336
2019-08-16,111.61000061035156
2019-04-10,112.30000305175781
2019-09-17,113.30000305175781
2019-10-15,115.36000061035156
2020-01-02,115.44999694824219
2020-06-08,115.80000305175781
2019-10-18,115.08000183105469
2020-03-24,114.91999816894531
2020-06-11,114.73999786376953
2020-01-08,115.55000305175781
2019-04-25,116.48999786376953
2019-07-30,116.77999877929688
2019-02-20,117.30999755859375
2018-07-11,117.69000244140625
2018-09-13,117.63999938964844
2018-10-15,117.69000244140625
2019-06-28,115.5199966430664
2018-12-18,115.31999969482422
2018-11-16,114.0199966430664
2019-10-02,117.0199966430664
2020-03-27,120.72000122070312
2020-01-10,119.80000305175781
2019-10-24,120.31999969482422
2020-03-30,120.16000366210938
2020-06-17,120.01000213623047
2020-01-14,120.4800033569336
2020-04-02,120.37000274658203
2019-01-02,121.4000015258789
2019-08-14,120.11000061035156
2018-10-30,118.13999938964844
2019-06-11,116.08000183105469
2019-05-10,116.12000274658203
2019-04-08,117.19999694824219
2018-08-27,118.5999984741211
2018-07-26,117.9800033569336
2018-09-28,117.19999694824219
2019-03-07,117.62000274658203
2019-10-30,116.87999725341797
2020-01-17,116.72000122070312
2020-06-23,115.69999694824219
2020-04-08,116.43000030517578
2020-06-26,116.19000244140625
2019-03-22,116.9800033569336
2019-01-17,116.44000244140625
2019-08-29,117.05000305175781
2018-11-14,116.12999725341797
2019-06-26,116.58999633789062
2018-09-11,117.9000015258789
2018-07-09,118.61000061035156
2018-08-10,118.33000183105469
2019-04-23,118.5199966430664
2019-09-30,117.86000061035156
2020-01-23,118.08999633789062
2019-11-08,119.1500015258789
2020-04-14,120.08999633789062
2019-11-11,120.33999633789062
2020-01-29,120.23999786376953
2020-04-17,119.80999755859375
2018-07-24,119.25
2018-09-26,120.7699966430664
2019-05-08,120.73999786376953
2019-03-05,120.33000183105469
2019-02-01,117.7699966430664
2018-12-31,117.6500015258789
2018-11-29,116.18000030517578
2019-08-12,116.4000015258789
2019-07-11,116.08000183105469
2019-09-13,115.70999908447266
2019-11-14,115.6500015258789
2020-04-20,116.44999694824219
2020-02-04,115.5199966430664
2020-04-23,113.16999816894531
2018-12-14,112.45999908447266
2019-08-27,111.86000061035156
2018-08-08,111.33999633789062
2018-10-11,109.9800033569336
2018-11-12,110.7699966430664
2019-07-26,110.18000030517578
2019-06-24,109.05999755859375
2019-05-23,106.4000015258789
2019-03-20,105.4000015258789
2019-01-15,106.5999984741211
2019-11-20,108.11000061035156
2020-02-07,109.11000061035156
2020-02-10,108.47000122070312
2020-04-29,108.31999969482422
2019-11-26,110.05999755859375
2020-02-13,111.61000061035156
2019-01-30,111.2300033569336
2018-08-23,109.58000183105469
2018-09-24,108.83000183105469
2018-11-27,109.88999938964844
2018-10-26,109.69999694824219
2019-07-09,107.6500015258789
2019-06-07,104.41999816894531
2019-05-06,100.0
2019-04-04,98.0
2019-09-11,94.08000183105469
2019-11-29,90.11000061035156
2020-05-05,92.20999908447266
2019-12-02,93.37000274658203
2020-02-19,95.66999816894531
2020-05-08,94.94000244140625
2019-05-21,93.41999816894531
2019-03-18,80.0
2018-09-07,81.04000091552734
2018-08-06,81.75
2018-10-09,72.86000061035156
2019-02-14,74.11000061035156
2018-12-12,69.69000244140625
2019-07-24,65.48999786376953
2019-09-26,54.56999969482422
2019-10-28,51.599998474121094
2019-12-05,56.36000061035156
2020-05-11,52.970001220703125
2019-07-03,60.31999969482422
2020-02-25,66.63999938964844
2020-05-14,67.88999938964844
2020-02-28,68.5
2019-08-08,67.0199966430664
2019-06-05,70.80999755859375
2018-07-20,67.61000061035156
2018-08-21,69.58000183105469
2018-10-24,73.02999877929688
2019-04-02,75.51000213623047
2019-03-01,80.8499984741211
2019-01-28,81.5199966430664
2018-12-27,81.5199966430664
2019-09-09,83.4000015258789
2020-03-02,84.33000183105469
2020-05-20,79.31999969482422
2019-12-17,78.80999755859375
2020-03-05,81.31999969482422
2019-02-12,82.08999633789062
2019-01-11,79.25
2018-12-10,82.97000122070312
2019-08-23,85.38999938964844
2018-11-08,85.7699966430664
2019-07-22,85.87000274658203
2019-06-20,88.83000183105469
2018-09-05,92.29000091552734
2019-04-17,90.58000183105469
2019-09-24,87.04000091552734
2019-12-20,87.69000244140625
2020-05-26,92.68000030517578
2019-04-30,89.7699966430664
2019-12-23,91.91000366210938
2020-03-11,94.06999969482422
2020-05-29,93.18000030517578
2019-12-26,91.0
2020-06-01,87.31999969482422
2019-05-02,86.0199966430664
2019-02-27,88.83000183105469
2018-11-23,91.45999908447266
2019-08-06,89.52999877929688
2018-07-18,90.18000030517578
2018-09-20,91.27999877929688
2018-10-22,89.47000122070312
2019-07-05,92.02999877929688
2019-06-03,92.11000061035156
2019-10-09,90.79000091552734
2019-10-11,89.26000213623047
2020-03-17,90.11000061035156
2020-06-04,93.29000091552734
2019-10-14,95.75
2020-03-20,95.16000366210938
2018-11-06,99.05000305175781
2019-06-18,100.87000274658203
2019-05-17,99.83000183105469
2019-04-15,97.55999755859375
2019-03-14,89.12000274658203
2019-01-09,90.01000213623047
2018-08-02,88.20999908447266
2018-10-05,91.48999786376953
2019-08-21,91.5
2019-10-17,90.0999984741211
2020-03-23,90.55000305175781
2020-06-10,89.58999633789062
2019-02-25,91.18000030517578
2020-01-07,86.86000061035156
2020-03-26,87.16000366210938
2019-10-23,86.18000030517578
