Dates,CVX
2019-12-10,6339200.0
2020-02-27,6841700.0
2019-12-13,6656900.0
2020-05-19,6712500.0
2019-03-06,8237600.0
2018-11-30,8288100.0
2019-08-13,10715700.0
2019-07-12,9114400.0
2019-06-10,7674300.0
2019-05-09,5929400.0
2018-07-25,7891400.0
2018-09-27,7030500.0
2018-10-29,6195400.0
2019-10-16,7132400.0
2019-12-16,9658600.0
2020-03-04,10472400.0
2020-05-22,11612800.0
2019-10-01,19912800.0
2019-12-19,5619500.0
2018-09-10,10779400.0
2019-05-24,10655100.0
2018-08-09,6445400.0
2019-04-22,6309600.0
2019-03-21,6384800.0
2019-01-16,6496200.0
2019-08-28,7952500.0
2018-11-13,5712700.0
2018-10-12,5674900.0
2019-06-25,7097000.0
2020-03-10,6078300.0
2020-05-28,4491700.0
2019-10-07,6121700.0
2020-03-13,4226100.0
2019-10-10,5624100.0
2020-03-16,4442700.0
2020-06-03,9382000.0
2018-11-28,7242000.0
2018-09-25,6082300.0
2018-07-23,8470700.0
2018-08-24,6261800.0
2019-07-10,6886600.0
2019-05-07,5359900.0
2019-04-05,7941700.0
2019-03-04,11225600.0
2019-01-31,10934300.0
2019-09-12,7987900.0
2019-12-31,6887400.0
2020-03-19,4990400.0
2020-01-03,7281900.0
2020-06-09,5671000.0
2019-02-15,4859600.0
2019-01-14,5400700.0
2018-07-06,5935900.0
2018-08-07,5406500.0
2018-10-10,6209800.0
2018-12-13,4277800.0
2019-08-26,5940600.0
2019-07-25,5139400.0
2019-05-22,4517600.0
2019-03-19,5196600.0
2020-01-06,5445600.0
2020-03-25,5289800.0
2020-06-12,6406500.0
2019-10-22,7743600.0
2020-01-09,7499500.0
2020-06-15,7345200.0
2019-10-25,7599900.0
2020-03-31,7201100.0
2020-06-18,7014100.0
2019-04-03,6088600.0
2018-08-22,6184300.0
2018-10-25,4707000.0
2019-01-29,5146400.0
2018-12-28,10449700.0
2018-11-26,5586900.0
2019-08-09,5096800.0
2019-07-08,6708500.0
2019-06-06,5050400.0
2019-09-10,5786800.0
2020-01-15,3837500.0
2020-04-03,4079800.0
2019-10-31,3727800.0
2020-04-06,4057700.0
2020-06-24,5318600.0
2018-11-09,5506300.0
2019-07-23,4362700.0
2019-06-21,3595400.0
2019-05-20,3715400.0
2019-04-18,5551400.0
2018-09-06,5483100.0
2018-10-08,4143400.0
2019-02-13,3970000.0
2018-12-11,3248300.0
2019-09-25,42693700.0
2020-01-21,13369100.0
2020-04-09,11942900.0
2019-11-06,11898100.0
2020-01-24,9546500.0
2020-01-27,7946200.0
2020-04-15,9079200.0
2018-12-26,22115000.0
2019-08-07,10636400.0
2019-06-04,11626700.0
2018-09-21,9404000.0
2018-07-19,21431500.0
2018-08-20,10097000.0
2018-10-23,9495600.0
2019-05-03,7364900.0
2019-04-01,11035000.0
2019-02-28,9165200.0
2019-11-12,6229000.0
2020-01-30,16496300.0
2019-11-15,8787900.0
2020-04-21,7701200.0
2019-04-16,6858500.0
2019-03-15,6945000.0
2019-02-11,8543300.0
2019-01-10,6870900.0
2019-08-22,4569700.0
2018-11-07,4859400.0
2018-08-03,5763300.0
2018-09-04,11000200.0
2019-06-19,4890800.0
2019-09-23,8145100.0
2019-11-18,7451300.0
2020-02-05,5807900.0
2020-04-24,6899800.0
2019-03-29,6100800.0
2019-11-21,5235600.0
2020-04-27,5105700.0
2020-02-11,7370100.0
2020-04-30,5343100.0
2019-05-01,5708800.0
2019-02-26,5625100.0
2019-01-25,4000100.0
2018-12-24,3993300.0
2019-09-06,3366800.0
2018-07-17,4219100.0
2018-09-19,4884300.0
2019-08-05,3847100.0
2019-10-08,7771700.0
2019-12-11,14287900.0
2019-11-27,5542600.0
2020-02-14,4713300.0
2020-05-06,5054800.0
2019-01-08,3551700.0
2018-12-07,7048300.0
2019-08-20,5526900.0
2018-11-05,5747700.0
2019-07-19,2725800.0
2018-10-04,3458900.0
2019-06-17,3505200.0
2019-05-16,3955600.0
2018-08-01,4743500.0
2019-03-13,3548000.0
2019-12-03,3974400.0
2020-02-20,3739200.0
2019-12-06,4697600.0
2020-05-12,3874200.0
2019-12-09,5770700.0
2020-02-26,4880900.0
2020-05-15,3275800.0
2019-03-28,4295300.0
2018-09-17,4796900.0
2018-08-16,4586800.0
2018-10-19,6971700.0
2019-04-29,4377500.0
2019-01-23,3871700.0
2019-09-04,7199500.0
2018-11-20,7928400.0
2019-07-02,9026200.0
2019-05-31,8620300.0
2019-12-12,6788000.0
2020-05-18,6853700.0
2019-09-27,8868100.0
2020-03-03,5051700.0
2020-05-21,3251600.0
2019-05-14,5806400.0
2018-08-31,7175600.0
2018-07-30,6272600.0
2018-10-02,6239100.0
2019-04-12,6443700.0
2019-03-11,5150900.0
2019-02-07,4578400.0
2019-07-17,4362100.0
2019-09-19,7653400.0
2019-10-21,3966400.0
2019-12-18,4237100.0
2020-03-06,4153500.0
2019-10-03,4467300.0
2020-03-09,4881100.0
2020-05-27,5672500.0
2019-12-24,4595600.0
2020-03-12,5394300.0
2018-12-20,4578200.0
2019-08-01,5048000.0
2018-08-14,8728800.0
2018-07-13,5509500.0
2018-10-17,5818300.0
2019-05-29,4885400.0
2019-03-26,10683900.0
2019-02-22,7246500.0
2019-10-04,4801500.0
2019-11-05,4034500.0
2019-12-27,10420700.0
2020-06-02,4705500.0
2019-12-30,6232100.0
2020-03-18,3762500.0
2020-06-05,7834400.0
2019-07-15,6850700.0
2018-12-03,6108300.0
2019-06-13,7116600.0
2019-01-04,9702400.0
2018-08-29,5315300.0
2019-02-05,4757300.0
2018-11-01,4694000.0
2019-08-16,5323900.0
2019-04-10,4601700.0
2019-09-17,3555500.0
2019-10-15,5134200.0
2020-01-02,2571300.0
2020-06-08,3742700.0
2019-10-18,3608900.0
2020-03-24,3722400.0
2020-06-11,5679900.0
2020-01-08,3926300.0
2019-04-25,4095000.0
2019-07-30,4148500.0
2019-02-20,3873900.0
2018-07-11,3369100.0
2018-09-13,5076200.0
2018-10-15,4548100.0
2019-06-28,4690900.0
2018-12-18,7177700.0
2018-11-16,7684700.0
2019-10-02,10348800.0
2020-03-27,6971100.0
2020-01-10,6104700.0
2019-10-24,5440700.0
2020-03-30,4249800.0
2020-06-17,3870800.0
2020-01-14,4503600.0
2020-04-02,5076400.0
2019-01-02,4882800.0
2019-08-14,5589600.0
2018-10-30,4885300.0
2019-06-11,8723000.0
2019-05-10,5903100.0
2019-04-08,5810900.0
2018-08-27,4786800.0
2018-07-26,7390000.0
2018-09-28,10053100.0
2019-03-07,4106100.0
2019-10-30,3271000.0
2020-01-17,5195200.0
2020-06-23,6135800.0
2020-04-08,5706700.0
2020-06-26,5517500.0
2019-03-22,6735300.0
2019-01-17,4736100.0
2019-08-29,4886800.0
2018-11-14,7039600.0
2019-06-26,6462000.0
2018-09-11,4863400.0
2018-07-09,5619300.0
2018-08-10,6755500.0
2019-04-23,7496700.0
2019-09-30,6220300.0
2020-01-23,12171100.0
2019-11-08,5875000.0
2020-04-14,1640100.0
2019-11-11,3648600.0
2020-01-29,4138300.0
2020-04-17,4580200.0
2018-07-24,4215700.0
2018-09-26,5205000.0
2019-05-08,6360900.0
2019-03-05,9953000.0
2019-02-01,7856900.0
2018-12-31,7295900.0
2018-11-29,7345300.0
2019-08-12,6393800.0
2019-07-11,6846700.0
2019-09-13,7189100.0
2019-11-14,5808800.0
2020-04-20,7022000.0
2020-02-04,7885900.0
2020-04-23,8470300.0
2018-12-14,5589900.0
2019-08-27,8007800.0
2018-08-08,6920000.0
2018-10-11,7609800.0
2018-11-12,5771900.0
2019-07-26,4772800.0
2019-06-24,8382700.0
2019-05-23,13699600.0
2019-03-20,8787500.0
2019-01-15,9909000.0
2019-11-20,6914100.0
2020-02-07,6274000.0
2020-02-10,4830100.0
2020-04-29,6011800.0
2019-11-26,6072700.0
2020-02-13,5725700.0
2019-01-30,5991900.0
2018-08-23,5148700.0
2018-09-24,4975800.0
2018-11-27,5887500.0
2018-10-26,4466600.0
2019-07-09,6443900.0
2019-06-07,9539800.0
2019-05-06,12871900.0
2019-04-04,11990400.0
2019-09-11,15782900.0
2019-11-29,20840600.0
2020-05-05,15050800.0
2019-12-02,16525500.0
2020-02-19,14753000.0
2020-05-08,12814400.0
2019-05-21,16861900.0
2019-03-18,30595500.0
2018-09-07,22642900.0
2018-08-06,18412800.0
2018-10-09,25768200.0
2019-02-14,23497500.0
2018-12-12,17535300.0
2019-07-24,22684200.0
2019-09-26,24947300.0
2019-10-28,29871000.0
2019-12-05,26960400.0
2020-05-11,23764000.0
2019-07-03,29198800.0
2020-02-25,22560100.0
2020-05-14,24129100.0
2020-02-28,20411500.0
2019-08-08,18486800.0
2019-06-05,18514200.0
2018-07-20,14362000.0
2018-08-21,23220600.0
2018-10-24,14905400.0
2019-04-02,17334900.0
2019-03-01,16394800.0
2019-01-28,12284800.0
2018-12-27,17048500.0
2019-09-09,13854700.0
2020-03-02,14797600.0
2020-05-20,13982300.0
2019-12-17,12291900.0
2020-03-05,16130100.0
2019-02-12,15749000.0
2019-01-11,19620600.0
2018-12-10,10325100.0
2019-08-23,14226500.0
2018-11-08,9176600.0
2019-07-22,12037100.0
2019-06-20,10645200.0
2018-09-05,12342800.0
2019-04-17,12218600.0
2019-09-24,13250100.0
2019-12-20,11192400.0
2020-05-26,13608700.0
2019-04-30,11145900.0
2019-12-23,9749600.0
2020-03-11,8602900.0
2020-05-29,7101000.0
2019-12-26,8749100.0
2020-06-01,12215100.0
2019-05-02,10678200.0
2019-02-27,10113000.0
2018-11-23,12306500.0
2019-08-06,7749300.0
2018-07-18,9160000.0
2018-09-20,8830900.0
2018-10-22,8563100.0
2019-07-05,9430000.0
2019-06-03,7822600.0
2019-10-09,9633300.0
2019-10-11,17016900.0
2020-03-17,7344000.0
2020-06-04,7880300.0
2019-10-14,8440200.0
2020-03-20,6371700.0
2018-11-06,12760100.0
2019-06-18,11090700.0
2019-05-17,10745400.0
2019-04-15,10486300.0
2019-03-14,14944800.0
2019-01-09,9531200.0
2018-08-02,12289500.0
2018-10-05,8726700.0
2019-08-21,6015100.0
2019-10-17,7064100.0
2020-03-23,14838800.0
2020-06-10,5939200.0
2019-02-25,6317700.0
2020-01-07,8974500.0
2020-03-26,7398000.0
2019-10-23,13766000.0
