Dates,CVX
2018-06-20,125.29000091552734
2018-06-21,122.58999633789062
2018-06-25,125.0999984741211
2018-06-22,122.61000061035156
2018-06-26,124.16000366210938
2018-06-27,126.0
2018-06-28,125.66000366210938
2018-06-29,126.43000030517578
2018-07-02,124.25
2018-07-03,124.7300033569336
2018-07-05,123.9800033569336
2018-07-16,124.13999938964844
2018-09-18,125.98999786376953
2019-01-24,127.58999633789062
2019-09-05,123.5199966430664
2018-11-21,124.26000213623047
2020-01-13,124.04000091552734
2020-04-01,122.9800033569336
2020-06-19,121.91000366210938
2019-10-29,121.52999877929688
2020-01-16,121.66999816894531
2020-06-22,122.2699966430664
2018-10-03,121.33000183105469
2018-07-31,123.8499984741211
2019-03-12,124.9000015258789
2019-02-08,123.94999694824219
2019-01-07,125.97000122070312
2018-12-06,127.83000183105469
2019-08-19,126.2699966430664
2019-07-18,125.38999938964844
2019-05-15,123.76000213623047
2019-09-20,124.05000305175781
2019-11-01,124.30000305175781
2020-04-07,125.18000030517578
2020-06-25,123.87999725341797
2020-06-16,122.52999877929688
2019-11-04,123.33999633789062
2020-01-22,122.44000244140625
2019-11-07,122.58000183105469
2020-04-13,117.94000244140625
2019-07-01,117.66000366210938
2019-05-30,117.80000305175781
2018-08-15,117.75
2018-10-18,117.94000244140625
2019-03-27,118.91999816894531
2019-01-22,118.0999984741211
2018-12-21,119.01000213623047
2019-09-03,120.3499984741211
2018-11-19,119.86000061035156
2019-08-02,120.22000122070312
2020-01-28,119.80999755859375
2020-04-16,118.45999908447266
2019-11-13,118.87000274658203
2020-01-31,118.91999816894531
2018-12-04,115.2300033569336
2018-11-02,114.5999984741211
2019-07-16,114.4800033569336
2018-08-30,115.0199966430664
2018-10-01,115.79000091552734
2019-06-14,116.30000305175781
2019-05-13,117.37999725341797
2019-04-11,117.51000213623047
2019-02-06,118.12999725341797
2019-09-18,119.51000213623047
2020-02-03,119.41999816894531
2020-04-22,121.12999725341797
2019-11-19,122.62000274658203
2020-02-06,123.37000274658203
2019-11-22,121.94999694824219
2019-03-25,122.47000122070312
2019-02-21,122.27999877929688
2018-12-19,124.38999938964844
2018-07-12,124.73999786376953
2018-09-14,125.30999755859375
2018-08-13,124.94999694824219
2018-10-16,125.33000183105469
2019-07-31,124.83999633789062
2019-05-28,126.81999969482422
