Dates,GPC
2018-06-20,422100.0
2018-06-21,484600.0
2018-06-25,1293200.0
2018-06-22,785300.0
2018-06-26,607600.0
2018-06-27,645600.0
2018-06-28,1113700.0
2018-06-29,769000.0
2018-07-02,527100.0
2018-07-03,497000.0
2018-07-05,730600.0
2018-07-16,1353400.0
2018-09-18,803200.0
2019-01-24,761100.0
2019-09-05,572400.0
2018-11-21,452900.0
2020-01-13,651400.0
2020-04-01,829600.0
2020-06-19,798300.0
2019-10-29,1442500.0
2020-01-16,1606900.0
2020-06-22,1192700.0
2018-10-03,944900.0
2018-07-31,1187500.0
2019-03-12,901700.0
2019-02-08,534000.0
2019-01-07,468000.0
2018-12-06,695700.0
2019-08-19,1378700.0
2019-07-18,842600.0
2019-05-15,708700.0
2019-09-20,357600.0
2019-11-01,367800.0
2020-04-07,432600.0
2020-06-25,507600.0
2020-06-16,331800.0
2019-11-04,489400.0
2020-01-22,549500.0
2019-11-07,534000.0
2020-04-13,448500.0
2019-07-01,559400.0
2019-05-30,400700.0
2018-08-15,553500.0
2018-10-18,418600.0
2019-03-27,520700.0
2019-01-22,377500.0
2018-12-21,412800.0
2019-09-03,403200.0
2018-11-19,645000.0
2019-08-02,563400.0
2020-01-28,387700.0
2020-04-16,577800.0
2019-11-13,645500.0
2020-01-31,602000.0
2018-12-04,494900.0
2018-11-02,659800.0
2019-07-16,515200.0
2018-08-30,503400.0
2018-10-01,468400.0
2019-06-14,425400.0
2019-05-13,497300.0
2019-04-11,537500.0
2019-02-06,557800.0
2019-09-18,451800.0
2020-02-03,569400.0
2020-04-22,1401300.0
2019-11-19,702300.0
2020-02-06,675000.0
2019-11-22,480400.0
2019-03-25,450600.0
2019-02-21,509800.0
2018-12-19,786300.0
2018-07-12,843000.0
2018-09-14,1048000.0
2018-08-13,616900.0
2018-10-16,890100.0
2019-07-31,786500.0
2019-05-28,645700.0
2019-04-26,716800.0
2020-04-28,1048800.0
2019-11-25,1373900.0
2020-02-12,1029800.0
2020-05-01,948800.0
2020-05-04,1309400.0
2019-06-12,2870500.0
2019-04-09,1683600.0
2019-03-08,1128500.0
2019-02-04,984600.0
2018-07-27,807100.0
2018-08-28,1123500.0
2019-01-03,1392100.0
2019-08-15,888500.0
2018-10-31,2080800.0
2019-09-16,2719700.0
2020-02-18,1697200.0
2020-05-07,2888800.0
2018-08-17,2631400.0
2019-12-04,1013100.0
2020-02-21,1115800.0
2018-12-17,973700.0
2019-08-30,1083700.0
2018-11-15,686300.0
2019-07-29,705800.0
2019-06-27,1014500.0
2019-04-24,1067900.0
2018-07-10,2430600.0
2018-09-12,1061200.0
2019-02-19,1010400.0
2019-01-18,773400.0
2020-02-24,235800.0
2020-05-13,812100.0
2019-12-10,507000.0
2020-02-27,589400.0
2019-12-13,564700.0
2020-05-19,1002000.0
2019-03-06,1415000.0
2018-11-30,1369400.0
2019-08-13,1163500.0
2019-07-12,972600.0
2019-06-10,688000.0
2019-05-09,1056800.0
2018-07-25,1023100.0
2018-09-27,598800.0
2018-10-29,571000.0
2019-10-16,975500.0
2019-12-16,891700.0
2020-03-04,840600.0
2020-05-22,1467400.0
2019-10-01,1497600.0
2019-12-19,583300.0
2018-09-10,661600.0
2019-05-24,770700.0
2018-08-09,673000.0
2019-04-22,600900.0
2019-03-21,779300.0
2019-01-16,926300.0
2019-08-28,898200.0
2018-11-13,838500.0
2018-10-12,704000.0
2019-06-25,1188400.0
2020-03-10,671200.0
2020-05-28,711200.0
2019-10-07,1065700.0
2020-03-13,899600.0
2019-10-10,726100.0
2020-03-16,813200.0
2020-06-03,969300.0
2018-11-28,1347900.0
2018-09-25,425400.0
2018-07-23,730500.0
2018-08-24,773600.0
2019-07-10,712900.0
2019-05-07,828600.0
2019-04-05,856900.0
2019-03-04,1313900.0
2019-01-31,1019800.0
2019-09-12,2440600.0
2019-12-31,1382800.0
2020-03-19,1064100.0
2020-01-03,1025400.0
2020-06-09,1004700.0
2019-02-15,681300.0
2019-01-14,994700.0
2018-07-06,1310700.0
2018-08-07,910500.0
2018-10-10,1227200.0
2018-12-13,1482400.0
2019-08-26,1750300.0
2019-07-25,1154500.0
2019-05-22,1073500.0
2019-03-19,1223700.0
2020-01-06,841200.0
2020-03-25,898000.0
2020-06-12,1430600.0
2019-10-22,917400.0
2020-01-09,903500.0
2020-06-15,754900.0
2019-10-25,782500.0
2020-03-31,1348000.0
2020-06-18,695500.0
2019-04-03,850800.0
2018-08-22,1133500.0
2018-10-25,552100.0
2019-01-29,703200.0
2018-12-28,3135300.0
2018-11-26,839000.0
2019-08-09,734400.0
2019-07-08,600100.0
2019-06-06,608100.0
2019-09-10,562900.0
2020-01-15,814000.0
2020-04-03,506200.0
2019-10-31,574200.0
2020-04-06,512700.0
2020-06-24,924900.0
2018-11-09,624800.0
2019-07-23,800800.0
2019-06-21,1108500.0
2019-05-20,823500.0
2019-04-18,585400.0
2018-09-06,596800.0
2018-10-08,676800.0
2019-02-13,632000.0
2018-12-11,666200.0
2019-09-25,692000.0
2020-01-21,551600.0
2020-04-09,511600.0
2019-11-06,679800.0
2020-01-24,2153300.0
2020-01-27,1295800.0
2020-04-15,1281700.0
2018-12-26,750200.0
2019-08-07,856600.0
2019-06-04,599300.0
2018-09-21,874200.0
2018-07-19,885300.0
2018-08-20,688900.0
2018-10-23,2754000.0
2019-05-03,1268700.0
2019-04-01,836200.0
2019-02-28,913300.0
2019-11-12,1142900.0
2020-01-30,858400.0
2019-11-15,690300.0
2020-04-21,877300.0
2019-04-16,899300.0
2019-03-15,682100.0
2019-02-11,775200.0
2019-01-10,1030700.0
2019-08-22,935900.0
2018-11-07,817600.0
2018-08-03,739900.0
2018-09-04,566400.0
2019-06-19,399500.0
2019-09-23,681600.0
2019-11-18,641400.0
2020-02-05,539600.0
2020-04-24,812000.0
2019-03-29,782500.0
2019-11-21,542600.0
2020-04-27,715200.0
2020-02-11,562300.0
2020-04-30,890500.0
2019-05-01,430000.0
2019-02-26,445800.0
2019-01-25,502800.0
2018-12-24,456700.0
2019-09-06,366300.0
2018-07-17,418700.0
2018-09-19,298000.0
2019-08-05,448600.0
2019-10-08,550100.0
2019-12-11,1283900.0
2019-11-27,553000.0
2020-02-14,1006600.0
2020-05-06,513100.0
2019-01-08,471700.0
2018-12-07,970500.0
2019-08-20,536500.0
2018-11-05,689000.0
2019-07-19,456800.0
2018-10-04,406800.0
2019-06-17,496900.0
2019-05-16,920200.0
2018-08-01,625500.0
2019-03-13,716500.0
2019-12-03,682900.0
2020-02-20,650000.0
2019-12-06,682800.0
2020-05-12,1016300.0
2019-12-09,2252800.0
2020-02-26,1403900.0
2020-05-15,1181200.0
2019-03-28,981200.0
2018-09-17,837100.0
2018-08-16,982000.0
2018-10-19,549600.0
2019-04-29,475700.0
2019-01-23,625700.0
2019-09-04,1148800.0
2018-11-20,1006500.0
2019-07-02,920200.0
2019-05-31,1445900.0
2019-12-12,951300.0
2020-05-18,1034000.0
2019-09-27,829700.0
2020-03-03,682400.0
2020-05-21,408800.0
2019-05-14,593500.0
2018-08-31,750700.0
2018-07-30,662700.0
2018-10-02,859000.0
2019-04-12,536800.0
2019-03-11,522200.0
2019-02-07,512900.0
2019-07-17,536700.0
2019-09-19,834500.0
2019-10-21,516300.0
2019-12-18,664700.0
2020-03-06,642400.0
2019-10-03,994500.0
2020-03-09,998200.0
2020-05-27,780600.0
2019-12-24,607800.0
2020-03-12,924500.0
2018-12-20,726500.0
2019-08-01,621300.0
2018-08-14,582100.0
2018-07-13,622300.0
2018-10-17,686500.0
2019-05-29,490800.0
2019-03-26,478600.0
2019-02-22,408400.0
2019-10-04,450800.0
2019-11-05,605400.0
2019-12-27,1150400.0
2020-06-02,822000.0
2019-12-30,1069900.0
2020-03-18,788000.0
2020-06-05,558500.0
2019-07-15,598100.0
2018-12-03,707800.0
2019-06-13,1069800.0
2019-01-04,896100.0
2018-08-29,457400.0
2019-02-05,463100.0
2018-11-01,535500.0
2019-08-16,663900.0
2019-04-10,691600.0
2019-09-17,633400.0
2019-10-15,638100.0
2020-01-02,400100.0
2020-06-08,762800.0
2019-10-18,867700.0
2020-03-24,1069100.0
2020-06-11,917800.0
2020-01-08,582700.0
2019-04-25,634800.0
2019-07-30,682500.0
2019-02-20,753500.0
2018-07-11,711600.0
2018-09-13,381200.0
2018-10-15,561500.0
2019-06-28,494800.0
2018-12-18,930700.0
2018-11-16,766400.0
2019-10-02,791100.0
2020-03-27,545200.0
2020-01-10,483600.0
2019-10-24,721100.0
2020-03-30,543600.0
2020-06-17,439600.0
2020-01-14,699900.0
2020-04-02,512700.0
2019-01-02,562700.0
2019-08-14,1044200.0
2018-10-30,762900.0
2019-06-11,559000.0
2019-05-10,923400.0
2019-04-08,595600.0
2018-08-27,472100.0
2018-07-26,544400.0
2018-09-28,662500.0
2019-03-07,509100.0
2019-10-30,304500.0
2020-01-17,641400.0
2020-06-23,479300.0
2020-04-08,573600.0
2020-06-26,443100.0
2019-03-22,503600.0
2019-01-17,640000.0
2019-08-29,514400.0
2018-11-14,494100.0
2019-06-26,818800.0
2018-09-11,486400.0
2018-07-09,743000.0
2018-08-10,642400.0
2019-04-23,865200.0
2019-09-30,612000.0
2020-01-23,1248900.0
2019-11-08,454100.0
2020-04-14,242200.0
2019-11-11,366200.0
2020-01-29,407300.0
2020-04-17,297700.0
2018-07-24,412700.0
2018-09-26,815100.0
2019-05-08,799100.0
2019-03-05,643500.0
2019-02-01,583100.0
2018-12-31,597300.0
2018-11-29,707100.0
2019-08-12,818500.0
2019-07-11,711900.0
2019-09-13,871200.0
2019-11-14,650900.0
2020-04-20,714000.0
2020-02-04,953200.0
2020-04-23,952400.0
2018-12-14,447000.0
2019-08-27,737400.0
2018-08-08,657100.0
2018-10-11,754700.0
2018-11-12,566900.0
2019-07-26,564400.0
2019-06-24,533700.0
2019-05-23,851800.0
2019-03-20,718200.0
2019-01-15,674500.0
2019-11-20,623400.0
2020-02-07,693300.0
2020-02-10,516500.0
2020-04-29,425800.0
2019-11-26,492300.0
2020-02-13,457000.0
2019-01-30,464700.0
2018-08-23,641800.0
2018-09-24,1213800.0
2018-11-27,1383600.0
2018-10-26,750500.0
2019-07-09,2780100.0
2019-06-07,1381200.0
2019-05-06,1219100.0
2019-04-04,1313600.0
2019-09-11,1505900.0
2019-11-29,1727800.0
2020-05-05,1371800.0
2019-12-02,1415900.0
2020-02-19,963500.0
2020-05-08,1053500.0
2019-05-21,1837000.0
2019-03-18,1892700.0
2018-09-07,1270900.0
2018-08-06,1495100.0
2018-10-09,2101300.0
2019-02-14,1604700.0
2018-12-12,1459900.0
2019-07-24,1462700.0
2019-09-26,1362900.0
2019-10-28,1558700.0
2019-12-05,2418300.0
2020-05-11,2208100.0
2019-07-03,1684100.0
2020-02-25,1845500.0
2020-05-14,1615300.0
2020-02-28,1231300.0
2019-08-08,1100000.0
2019-06-05,1885900.0
2018-07-20,1622400.0
2018-08-21,1392500.0
2018-10-24,1098000.0
2019-04-02,1535000.0
2019-03-01,1431800.0
2019-01-28,1202600.0
2018-12-27,1845700.0
2019-09-09,1366400.0
2020-03-02,998100.0
2020-05-20,918800.0
2019-12-17,1100700.0
2020-03-05,1058600.0
2019-02-12,861300.0
2019-01-11,685000.0
2018-12-10,712000.0
2019-08-23,725900.0
2018-11-08,878300.0
2019-07-22,672100.0
2019-06-20,828900.0
2018-09-05,940000.0
2019-04-17,1507700.0
2019-09-24,815400.0
2019-12-20,669000.0
2020-05-26,864200.0
2019-04-30,1249000.0
2019-12-23,1081800.0
2020-03-11,690600.0
2020-05-29,924600.0
2019-12-26,970900.0
2020-06-01,1010700.0
2019-05-02,1157400.0
2019-02-27,2073100.0
2018-11-23,937700.0
2019-08-06,794100.0
2018-07-18,632900.0
2018-09-20,640800.0
2018-10-22,529200.0
2019-07-05,936400.0
2019-06-03,1002600.0
2019-10-09,711500.0
2019-10-11,910900.0
2020-03-17,718000.0
2020-06-04,695900.0
2019-10-14,913700.0
2020-03-20,1029100.0
2018-11-06,902300.0
2019-06-18,913600.0
2019-05-17,579300.0
2019-04-15,690800.0
2019-03-14,806800.0
2019-01-09,818000.0
2018-08-02,963200.0
2018-10-05,751200.0
2019-08-21,695200.0
2019-10-17,668000.0
2020-03-23,2854000.0
2020-06-10,739100.0
2019-02-25,638800.0
2020-01-07,818600.0
2020-03-26,581200.0
2019-10-23,1290300.0
