Dates,GPC
2018-06-20,94.08999633789062
2018-06-21,93.77999877929688
2018-06-25,93.4800033569336
2018-06-22,92.72000122070312
2018-06-26,92.43000030517578
2018-06-27,92.88999938964844
2018-06-28,91.81999969482422
2018-06-29,91.91999816894531
2018-07-02,91.36000061035156
2018-07-03,91.33000183105469
2018-07-05,91.29000091552734
2018-07-16,91.16000366210938
2018-09-18,91.05000305175781
2019-01-24,92.79000091552734
2019-09-05,92.93000030517578
2018-11-21,92.73999786376953
2020-01-13,92.62999725341797
2020-04-01,93.55999755859375
2020-06-19,93.19999694824219
2019-10-29,94.30999755859375
2020-01-16,95.02999877929688
2020-06-22,97.5
2018-10-03,98.0199966430664
2018-07-31,99.01000213623047
2019-03-12,97.76000213623047
2019-02-08,97.3499984741211
2019-01-07,97.45999908447266
2018-12-06,96.55000305175781
2019-08-19,96.75
2019-07-18,97.08000183105469
2019-05-15,96.91000366210938
2019-09-20,98.01000213623047
2019-11-01,97.7699966430664
2020-04-07,97.7699966430664
2020-06-25,99.11000061035156
2020-06-16,99.56999969482422
2019-11-04,98.80999755859375
2020-01-22,98.02999877929688
2019-11-07,97.16000366210938
2020-04-13,97.70999908447266
2019-07-01,98.68000030517578
2019-05-30,98.5999984741211
2018-08-15,98.94000244140625
2018-10-18,99.55999755859375
2019-03-27,99.81999969482422
2019-01-22,99.43000030517578
2018-12-21,99.63999938964844
2019-09-03,99.62000274658203
2018-11-19,99.76000213623047
2019-08-02,99.66999816894531
2020-01-28,99.87999725341797
2020-04-16,99.05000305175781
2019-11-13,99.66000366210938
2020-01-31,100.12000274658203
2018-12-04,100.6500015258789
2018-11-02,101.02999877929688
2019-07-16,101.93000030517578
2018-08-30,101.58999633789062
2018-10-01,102.01000213623047
2019-06-14,101.94999694824219
2019-05-13,101.69999694824219
2019-04-11,101.77999877929688
2019-02-06,100.26000213623047
2019-09-18,101.58000183105469
2020-02-03,101.2300033569336
2020-04-22,101.79000091552734
2019-11-19,101.0
2020-02-06,99.68000030517578
2019-11-22,99.19999694824219
2019-03-25,99.37999725341797
2019-02-21,99.25
2018-12-19,99.5999984741211
2018-07-12,99.0999984741211
