Dates,GPC
2018-06-20,93.12000274658203
2018-06-21,92.4000015258789
2018-06-25,92.80000305175781
2018-06-22,91.58000183105469
2018-06-26,92.01000213623047
2018-06-27,91.81999969482422
2018-06-28,91.13999938964844
2018-06-29,91.79000091552734
2018-07-02,90.37000274658203
2018-07-03,90.56999969482422
2018-07-05,90.37999725341797
2018-07-16,90.56999969482422
2018-09-18,91.05000305175781
2019-01-24,92.47000122070312
2019-09-05,91.80000305175781
2018-11-21,91.8499984741211
2020-01-13,92.5999984741211
2020-04-01,92.77999877929688
2020-06-19,92.45999908447266
2019-10-29,93.20999908447266
2020-01-16,93.52999877929688
2020-06-22,97.08999633789062
2018-10-03,97.9000015258789
2018-07-31,97.30000305175781
2019-03-12,95.69000244140625
2019-02-08,97.29000091552734
2019-01-07,96.5
2018-12-06,96.31999969482422
2019-08-19,95.81999969482422
2019-07-18,96.7300033569336
2019-05-15,96.7699966430664
2019-09-20,97.30000305175781
2019-11-01,97.55000305175781
2020-04-07,97.7699966430664
2020-06-25,98.86000061035156
2020-06-16,99.2699966430664
2019-11-04,97.93000030517578
2020-01-22,96.52999877929688
2019-11-07,97.13999938964844
2020-04-13,96.93000030517578
2019-07-01,98.13999938964844
2019-05-30,98.29000091552734
2018-08-15,98.94000244140625
2018-10-18,99.29000091552734
2019-03-27,99.1500015258789
2019-01-22,98.98999786376953
2018-12-21,98.68000030517578
2019-09-03,99.22000122070312
2018-11-19,99.48999786376953
2019-08-02,98.7300033569336
2020-01-28,98.72000122070312
2020-04-16,98.86000061035156
2019-11-13,99.2300033569336
2020-01-31,100.12000274658203
2018-12-04,100.6500015258789
2018-11-02,100.70999908447266
2019-07-16,101.58999633789062
2018-08-30,101.26000213623047
2018-10-01,101.43000030517578
2019-06-14,101.25
2019-05-13,101.3499984741211
2019-04-11,100.52999877929688
2019-02-06,99.95999908447266
2019-09-18,100.81999969482422
2020-02-03,100.41999816894531
2020-04-22,100.91000366210938
2019-11-19,99.38999938964844
2020-02-06,98.7300033569336
2019-11-22,98.87999725341797
2019-03-25,98.88999938964844
2019-02-21,99.04000091552734
2018-12-19,99.04000091552734
2018-07-12,98.9000015258789
2018-09-14,97.95999908447266
2018-08-13,97.22000122070312
2018-10-16,97.62000274658203
2019-07-31,98.55999755859375
2019-05-28,98.0
2019-04-26,96.55000305175781
2020-04-28,94.7300033569336
2019-11-25,94.23999786376953
2020-02-12,94.62000274658203
2020-05-01,95.61000061035156
2020-05-04,93.83999633789062
2019-06-12,93.62000274658203
2019-04-09,100.58999633789062
2019-03-08,99.27999877929688
2019-02-04,98.9000015258789
2018-07-27,99.37000274658203
2018-08-28,99.75
2019-01-03,97.72000122070312
2019-08-15,98.79000091552734
2018-10-31,97.18000030517578
2019-09-16,97.79000091552734
2020-02-18,97.38999938964844
2020-05-07,96.41000366210938
2018-08-17,96.4800033569336
2019-12-04,97.95999908447266
2020-02-21,98.26000213623047
2018-12-17,100.02999877929688
2019-08-30,100.26000213623047
2018-11-15,100.12999725341797
2019-07-29,100.37000274658203
2019-06-27,101.22000122070312
2019-04-24,99.25
2018-07-10,101.0
2018-09-12,100.79000091552734
2019-02-19,99.22000122070312
2019-01-18,99.37999725341797
2020-02-24,98.98999786376953
2020-05-13,99.79000091552734
2019-12-10,100.8499984741211
2020-02-27,102.0199966430664
2019-12-13,102.5999984741211
2020-05-19,102.77999877929688
2019-03-06,102.23999786376953
2018-11-30,102.95999908447266
2019-08-13,97.87999725341797
2019-07-12,99.25
2019-06-10,97.4000015258789
2019-05-09,98.54000091552734
2018-07-25,99.94000244140625
2018-09-27,99.16000366210938
2018-10-29,98.33999633789062
2019-10-16,95.91999816894531
2019-12-16,95.41999816894531
2020-03-04,94.25
2020-05-22,92.80000305175781
2019-10-01,93.06999969482422
2019-12-19,91.04000091552734
2018-09-10,91.16000366210938
2019-05-24,92.36000061035156
2018-08-09,94.63999938964844
2019-04-22,95.08999633789062
2019-03-21,94.4000015258789
2019-01-16,92.97000122070312
2019-08-28,93.38999938964844
2018-11-13,93.55999755859375
2018-10-12,94.12000274658203
2019-06-25,95.5
2020-03-10,95.51000213623047
2020-05-28,95.69000244140625
2019-10-07,94.8499984741211
2020-03-13,95.16000366210938
2019-10-10,95.70999908447266
2020-03-16,95.41999816894531
