Dates,GPC
2018-06-20,94.55000305175781
2018-06-21,93.81999969482422
2018-06-25,93.80000305175781
2018-06-22,93.0
2018-06-26,92.80000305175781
2018-06-27,93.56999969482422
2018-06-28,92.08999633789062
2018-06-29,92.79000091552734
2018-07-02,91.44000244140625
2018-07-03,91.76000213623047
2018-07-05,91.38999938964844
2018-07-16,91.41999816894531
2018-09-18,93.63999938964844
2019-01-24,93.48999786376953
2019-09-05,93.1500015258789
2018-11-21,92.9800033569336
2020-01-13,93.66999816894531
2020-04-01,93.8499984741211
2020-06-19,94.30000305175781
2019-10-29,94.86000061035156
2020-01-16,97.70999908447266
2020-06-22,98.7300033569336
2018-10-03,98.87000274658203
2018-07-31,99.55999755859375
2019-03-12,97.83999633789062
2019-02-08,98.29000091552734
2019-01-07,98.02999877929688
2018-12-06,97.33999633789062
2019-08-19,97.52999877929688
2019-07-18,97.44000244140625
2019-05-15,98.05999755859375
2019-09-20,98.79000091552734
2019-11-01,98.48999786376953
2020-04-07,99.62000274658203
2020-06-25,99.4800033569336
2020-06-16,99.83999633789062
2019-11-04,99.13999938964844
2020-01-22,98.16999816894531
2019-11-07,98.61000061035156
2020-04-13,98.41999816894531
2019-07-01,99.0999984741211
2019-05-30,99.08999633789062
2018-08-15,99.62000274658203
2018-10-18,99.9800033569336
2019-03-27,100.19999694824219
2019-01-22,99.70999908447266
2018-12-21,99.83000183105469
2019-09-03,100.02999877929688
2018-11-19,100.23999786376953
2019-08-02,100.30999755859375
2020-01-28,100.26000213623047
2020-04-16,99.91999816894531
2019-11-13,100.25
2020-01-31,101.25
2018-12-04,101.5
2018-11-02,101.7699966430664
2019-07-16,102.44000244140625
2018-08-30,102.44000244140625
2018-10-01,102.48999786376953
2019-06-14,101.98999786376953
2019-05-13,102.0999984741211
2019-04-11,101.83000183105469
2019-02-06,101.36000061035156
2019-09-18,101.69000244140625
2020-02-03,101.75
2020-04-22,102.19000244140625
2019-11-19,101.0
2020-02-06,99.68000030517578
2019-11-22,100.1500015258789
2019-03-25,100.16999816894531
2019-02-21,99.7699966430664
2018-12-19,99.77999877929688
2018-07-12,100.44999694824219
2018-09-14,100.62000274658203
2018-08-13,97.9800033569336
2018-10-16,99.30000305175781
2019-07-31,99.93000030517578
2019-05-28,100.0
2019-04-26,98.80000305175781
2020-04-28,97.30999755859375
2019-11-25,96.30999755859375
2020-02-12,97.13999938964844
2020-05-01,97.27999877929688
2020-05-04,96.87000274658203
2019-06-12,101.11000061035156
2019-04-09,102.76000213623047
2019-03-08,101.5999984741211
2019-02-04,101.19000244140625
2018-07-27,101.77999877929688
2018-08-28,101.91999816894531
2019-01-03,100.0999984741211
2019-08-15,100.9800033569336
2018-10-31,98.91999816894531
2019-09-16,99.0
2020-02-18,98.52999877929688
2020-05-07,99.87999725341797
2018-08-17,98.69999694824219
2019-12-04,99.04000091552734
2020-02-21,100.5
2018-12-17,101.80000305175781
2019-08-30,101.51000213623047
2018-11-15,101.47000122070312
2019-07-29,102.51000213623047
2019-06-27,102.98999786376953
2019-04-24,101.72000122070312
2018-07-10,102.61000061035156
2018-09-12,102.37999725341797
2019-02-19,101.3499984741211
2019-01-18,100.58999633789062
2020-02-24,100.2699966430664
2020-05-13,101.38999938964844
2019-12-10,102.02999877929688
2020-02-27,103.87999725341797
2019-12-13,103.69000244140625
2020-05-19,103.80000305175781
2019-03-06,104.45999908447266
2018-11-30,105.88999938964844
2019-08-13,102.20999908447266
2019-07-12,101.83000183105469
2019-06-10,99.7300033569336
2019-05-09,100.51000213623047
2018-07-25,100.80000305175781
2018-09-27,100.69999694824219
2018-10-29,100.41999816894531
2019-10-16,98.83999633789062
2019-12-16,97.91000366210938
2020-03-04,98.0
2020-05-22,94.93000030517578
2019-10-01,95.27999877929688
2019-12-19,93.45999908447266
2018-09-10,94.83000183105469
2019-05-24,95.19999694824219
2018-08-09,96.6500015258789
2019-04-22,96.37000274658203
2019-03-21,95.79000091552734
2019-01-16,94.88999938964844
2019-08-28,94.69000244140625
2018-11-13,95.33999633789062
2018-10-12,95.97000122070312
2019-06-25,96.8499984741211
2020-03-10,97.16999816894531
2020-05-28,97.05999755859375
2019-10-07,96.08999633789062
