Dates,NRG
2018-06-20,31.760000228881836
2018-06-21,31.690000534057617
2018-06-25,30.959999084472656
2018-06-22,30.350000381469727
2018-06-26,31.139999389648438
2018-06-27,30.920000076293945
2018-06-28,30.68000030517578
2018-06-29,30.540000915527344
2018-07-02,29.899999618530273
2018-07-03,30.5
2018-07-05,30.31999969482422
2018-07-16,30.65999984741211
2018-09-18,30.399999618530273
2019-01-24,30.43000030517578
2019-09-05,30.540000915527344
2018-11-21,30.530000686645508
2020-01-13,31.25
2020-04-01,31.34000015258789
2020-06-19,32.04999923706055
2019-10-29,32.15999984741211
2020-01-16,31.860000610351562
2020-06-22,31.920000076293945
2018-10-03,31.559999465942383
2018-07-31,30.860000610351562
2019-03-12,31.15999984741211
2019-02-08,31.34000015258789
2019-01-07,31.3700008392334
2018-12-06,30.719999313354492
2019-08-19,30.93000030517578
2019-07-18,31.139999389648438
2019-05-15,30.959999084472656
2019-09-20,31.639999389648438
2019-11-01,32.880001068115234
2020-04-07,33.54999923706055
2020-06-25,33.959999084472656
2020-06-16,34.0
2019-11-04,33.70000076293945
2020-01-22,32.459999084472656
2019-11-07,32.47999954223633
2020-04-13,32.41999816894531
2019-07-01,32.619998931884766
2019-05-30,33.400001525878906
2018-08-15,33.66999816894531
2018-10-18,33.66999816894531
2019-03-27,33.279998779296875
2019-01-22,33.279998779296875
2018-12-21,33.560001373291016
2019-09-03,33.90999984741211
2018-11-19,33.880001068115234
2019-08-02,34.0
2020-01-28,34.13999938964844
2020-04-16,34.70000076293945
2019-11-13,35.290000915527344
2020-01-31,34.849998474121094
2018-12-04,34.88999938964844
2018-11-02,34.5099983215332
2019-07-16,34.810001373291016
2018-08-30,34.97999954223633
2018-10-01,35.369998931884766
2019-06-14,35.470001220703125
2019-05-13,36.060001373291016
2019-04-11,35.4900016784668
2019-02-06,35.52000045776367
2019-09-18,35.34000015258789
2020-02-03,35.5099983215332
2020-04-22,35.7599983215332
2019-11-19,35.9900016784668
2020-02-06,35.349998474121094
2019-11-22,35.5099983215332
2019-03-25,35.58000183105469
2019-02-21,36.349998474121094
2018-12-19,37.09000015258789
2018-07-12,37.16999816894531
2018-09-14,36.97999954223633
2018-08-13,36.349998474121094
2018-10-16,36.66999816894531
2019-07-31,37.2400016784668
2019-05-28,37.08000183105469
2019-04-26,36.400001525878906
2020-04-28,35.66999816894531
2019-11-25,35.86000061035156
2020-02-12,36.38999938964844
2020-05-01,36.88999938964844
2020-05-04,36.88999938964844
2019-06-12,36.58000183105469
2019-04-09,36.79999923706055
2019-03-08,36.2599983215332
2019-02-04,35.790000915527344
2018-07-27,35.83000183105469
2018-08-28,35.77000045776367
2019-01-03,35.08000183105469
2019-08-15,35.13999938964844
2018-10-31,35.36000061035156
2019-09-16,35.790000915527344
2020-02-18,36.2400016784668
2020-05-07,36.95000076293945
2018-08-17,37.630001068115234
2019-12-04,37.880001068115234
2020-02-21,38.11000061035156
2018-12-17,36.06999969482422
2019-08-30,36.81999969482422
2018-11-15,38.36000061035156
2019-07-29,39.130001068115234
2019-06-27,38.75
2019-04-24,38.689998626708984
2018-07-10,38.869998931884766
2018-09-12,38.88999938964844
2019-02-19,37.33000183105469
2019-01-18,37.970001220703125
2020-02-24,37.79999923706055
2020-05-13,38.560001373291016
2019-12-10,38.38999938964844
2020-02-27,38.5
2019-12-13,38.52000045776367
2020-05-19,38.33000183105469
2019-03-06,38.689998626708984
2018-11-30,39.279998779296875
2019-08-13,39.130001068115234
2019-07-12,40.34000015258789
2019-06-10,40.0
2019-05-09,40.59000015258789
2018-07-25,41.959999084472656
2018-09-27,42.25
2018-10-29,42.20000076293945
2019-10-16,40.88999938964844
2019-12-16,40.650001525878906
2020-03-04,39.75
2020-05-22,37.41999816894531
2019-10-01,36.81999969482422
2019-12-19,36.18000030517578
2018-09-10,35.97999954223633
2019-05-24,37.189998626708984
2018-08-09,38.279998779296875
2019-04-22,38.849998474121094
2019-03-21,37.88999938964844
2019-01-16,37.54999923706055
2019-08-28,37.90999984741211
2018-11-13,38.959999084472656
2018-10-12,39.63999938964844
2019-06-25,39.380001068115234
2020-03-10,39.310001373291016
2020-05-28,39.959999084472656
2019-10-07,39.5099983215332
2020-03-13,39.58000183105469
2019-10-10,40.33000183105469
2020-03-16,40.52000045776367
2020-06-03,40.04999923706055
2018-11-28,40.119998931884766
2018-09-25,40.75
2018-07-23,41.040000915527344
2018-08-24,40.86000061035156
2019-07-10,40.08000183105469
2019-05-07,39.790000915527344
2019-04-05,39.970001220703125
2019-03-04,40.09000015258789
2019-01-31,40.52000045776367
2019-09-12,40.47999954223633
2019-12-31,40.40999984741211
2020-03-19,40.34000015258789
2020-01-03,40.68000030517578
2020-06-09,41.13999938964844
2019-02-15,41.849998474121094
2019-01-14,42.150001525878906
2018-07-06,42.209999084472656
2018-08-07,42.38999938964844
2018-10-10,42.43000030517578
2018-12-13,42.22999954223633
2019-08-26,41.9900016784668
2019-07-25,41.630001068115234
2019-05-22,42.11000061035156
2019-03-19,41.630001068115234
2020-01-06,41.02000045776367
2020-03-25,40.65999984741211
2020-06-12,40.20000076293945
2019-10-22,41.52000045776367
2020-01-09,40.54999923706055
2020-06-15,41.27000045776367
2019-10-25,41.34000015258789
2020-03-31,41.11000061035156
2020-06-18,40.7599983215332
2019-04-03,40.939998626708984
2018-08-22,41.63999938964844
2018-10-25,42.65999984741211
2019-01-29,41.83000183105469
2018-12-28,41.369998931884766
2018-11-26,41.720001220703125
2019-08-09,41.79999923706055
2019-07-08,41.790000915527344
2019-06-06,42.380001068115234
2019-09-10,42.4900016784668
2020-01-15,42.25
2020-04-03,43.060001373291016
2019-10-31,42.630001068115234
2020-04-06,42.40999984741211
2020-06-24,42.47999954223633
2018-11-09,41.61000061035156
2019-07-23,41.83000183105469
2019-06-21,42.18000030517578
2019-05-20,42.060001373291016
2019-04-18,41.68000030517578
2018-09-06,41.540000915527344
2018-10-08,41.79999923706055
2019-02-13,42.16999816894531
2018-12-11,42.04999923706055
2019-09-25,42.209999084472656
2020-01-21,42.13999938964844
2020-04-09,41.9900016784668
2019-11-06,40.790000915527344
2020-01-24,40.84000015258789
2020-01-27,40.58000183105469
2020-04-15,40.88999938964844
2018-12-26,41.119998931884766
2019-08-07,40.79999923706055
2019-06-04,40.849998474121094
2018-09-21,40.59000015258789
2018-07-19,40.54999923706055
2018-08-20,40.4900016784668
2018-10-23,39.5099983215332
2019-05-03,38.86000061035156
2019-04-01,37.84000015258789
2019-02-28,38.09000015258789
2019-11-12,36.189998626708984
2020-01-30,36.2400016784668
2019-11-15,36.20000076293945
2020-04-21,36.619998931884766
2019-04-16,36.06999969482422
2019-03-15,35.59000015258789
2019-02-11,35.599998474121094
2019-01-10,35.43000030517578
2019-08-22,35.130001068115234
2018-11-07,35.81999969482422
2018-08-03,36.33000183105469
2018-09-04,35.439998626708984
2019-06-19,35.459999084472656
2019-09-23,34.81999969482422
2019-11-18,34.2400016784668
2020-02-05,33.689998626708984
2020-04-24,33.43000030517578
2019-03-29,33.939998626708984
2019-11-21,34.029998779296875
2020-04-27,34.59000015258789
2020-02-11,34.7599983215332
2020-04-30,34.63999938964844
2019-05-01,34.02000045776367
2019-02-26,34.150001525878906
2019-01-25,34.36000061035156
2018-12-24,34.15999984741211
2019-09-06,34.220001220703125
2018-07-17,34.34000015258789
2018-09-19,34.27000045776367
2019-08-05,34.380001068115234
2019-10-08,34.75
2019-12-11,34.880001068115234
2019-11-27,35.0099983215332
2020-02-14,35.029998779296875
2020-05-06,33.689998626708984
2019-01-08,33.0099983215332
2018-12-07,33.88999938964844
2019-08-20,34.91999816894531
2018-11-05,34.810001373291016
2019-07-19,35.34000015258789
2018-10-04,35.5
2019-06-17,35.43000030517578
2019-05-16,35.2400016784668
2018-08-01,35.650001525878906
2019-03-13,35.65999984741211
2019-12-03,35.790000915527344
2020-02-20,35.52000045776367
2019-12-06,33.91999816894531
2020-05-12,34.04999923706055
2019-12-09,34.36000061035156
2020-02-26,34.81999969482422
2020-05-15,34.4900016784668
2019-03-28,34.2599983215332
2018-09-17,34.529998779296875
2018-08-16,34.470001220703125
2018-10-19,34.33000183105469
2019-04-29,34.11000061035156
2019-01-23,34.29999923706055
2019-09-04,34.02000045776367
2018-11-20,34.099998474121094
2019-07-02,34.31999969482422
2019-05-31,33.52000045776367
2019-12-12,33.15999984741211
2020-05-18,32.630001068115234
2019-09-27,33.33000183105469
2020-03-03,33.939998626708984
2020-05-21,33.56999969482422
2019-05-14,33.77000045776367
2018-08-31,33.88999938964844
2018-07-30,33.869998931884766
2018-10-02,34.45000076293945
2019-04-12,35.06999969482422
2019-03-11,34.93000030517578
2019-02-07,35.279998779296875
2019-07-17,35.689998626708984
2019-09-19,34.83000183105469
2019-10-21,35.119998931884766
2019-12-18,35.33000183105469
2020-03-06,35.22999954223633
2019-10-03,35.470001220703125
2020-03-09,35.72999954223633
2020-05-27,36.13999938964844
2019-12-24,36.81999969482422
2020-03-12,37.0
2018-12-20,37.65999984741211
2019-08-01,37.56999969482422
2018-08-14,37.689998626708984
2018-07-13,37.81999969482422
2018-10-17,38.2599983215332
2019-05-29,37.72999954223633
2019-03-26,38.349998474121094
2019-02-22,38.79999923706055
2019-10-04,38.56999969482422
2019-11-05,38.70000076293945
2019-12-27,38.720001220703125
2020-06-02,38.849998474121094
2019-12-30,39.290000915527344
2020-03-18,39.2400016784668
2020-06-05,39.439998626708984
2019-07-15,39.16999816894531
2018-12-03,39.310001373291016
2019-06-13,39.029998779296875
2019-01-04,38.20000076293945
2018-08-29,37.79999923706055
2019-02-05,38.54999923706055
2018-11-01,38.83000183105469
2019-08-16,38.65999984741211
2019-04-10,38.41999816894531
2019-09-17,38.5
2019-10-15,38.97999954223633
2020-01-02,39.029998779296875
2020-06-08,39.11000061035156
2019-10-18,39.2400016784668
2020-03-24,39.52000045776367
2020-06-11,39.5
2020-01-08,40.060001373291016
2019-04-25,40.279998779296875
2019-07-30,40.40999984741211
2019-02-20,40.4900016784668
2018-07-11,40.40999984741211
2018-09-13,40.36000061035156
2018-10-15,40.16999816894531
2019-06-28,40.349998474121094
2018-12-18,40.029998779296875
2018-11-16,40.25
2019-10-02,40.470001220703125
2020-03-27,39.599998474121094
2020-01-10,39.540000915527344
2019-10-24,39.88999938964844
2020-03-30,38.38999938964844
2020-06-17,38.400001525878906
2020-01-14,38.43000030517578
2020-04-02,38.72999954223633
2019-01-02,38.849998474121094
2019-08-14,39.040000915527344
2018-10-30,39.599998474121094
2019-06-11,39.369998931884766
2019-05-10,39.290000915527344
2019-04-08,39.029998779296875
2018-08-27,39.040000915527344
2018-07-26,38.9900016784668
2018-09-28,38.790000915527344
2019-03-07,38.90999984741211
2019-10-30,38.880001068115234
2020-01-17,39.65999984741211
2020-06-23,39.630001068115234
2020-04-08,39.4900016784668
2020-06-26,38.369998931884766
2019-03-22,38.45000076293945
2019-01-17,38.439998626708984
2019-08-29,38.33000183105469
2018-11-14,38.290000915527344
2019-06-26,38.84000015258789
2018-09-11,39.22999954223633
2018-07-09,39.29999923706055
2018-08-10,39.59000015258789
2019-04-23,39.4900016784668
2019-09-30,39.7400016784668
2020-01-23,40.150001525878906
2019-11-08,39.970001220703125
2020-04-14,39.790000915527344
2019-11-11,39.08000183105469
2020-01-29,39.150001525878906
2020-04-17,39.0099983215332
2018-07-24,39.11000061035156
2018-09-26,38.59000015258789
2019-05-08,38.0099983215332
2019-03-05,37.2599983215332
2019-02-01,36.81999969482422
2018-12-31,36.2400016784668
2018-11-29,36.7599983215332
2019-08-12,37.06999969482422
2019-07-11,36.900001525878906
2019-09-13,36.900001525878906
2019-11-14,37.380001068115234
2020-04-20,38.22999954223633
2020-02-04,38.2599983215332
2020-04-23,38.09000015258789
2018-12-14,38.619998931884766
2019-08-27,38.33000183105469
2018-08-08,37.79999923706055
2018-10-11,36.79999923706055
2018-11-12,36.83000183105469
2019-07-26,36.36000061035156
2019-06-24,36.58000183105469
2019-05-23,36.650001525878906
2019-03-20,36.970001220703125
2019-01-15,37.2599983215332
2019-11-20,37.2599983215332
2020-02-07,37.72999954223633
2020-02-10,37.599998474121094
2020-04-29,37.63999938964844
2019-11-26,38.40999984741211
2020-02-13,38.779998779296875
2019-01-30,39.099998474121094
2018-08-23,39.5099983215332
2018-09-24,39.7599983215332
2018-11-27,39.38999938964844
2018-10-26,38.279998779296875
2019-07-09,38.810001373291016
2019-06-07,38.06999969482422
2019-05-06,36.040000915527344
2019-04-04,35.029998779296875
2019-09-11,33.5099983215332
2019-11-29,31.899999618530273
2020-05-05,32.86000061035156
2019-12-02,33.04999923706055
2020-02-19,33.720001220703125
2020-05-08,33.849998474121094
2019-05-21,32.83000183105469
2019-03-18,29.329999923706055
2018-09-07,30.459999084472656
2018-08-06,29.209999084472656
2018-10-09,26.459999084472656
2019-02-14,25.860000610351562
2018-12-12,24.75
2019-07-24,23.239999771118164
2019-09-26,19.540000915527344
2019-10-28,20.549999237060547
2019-12-05,22.920000076293945
2020-05-11,20.969999313354492
2019-07-03,23.350000381469727
2020-02-25,24.329999923706055
2020-05-14,26.200000762939453
2020-02-28,26.739999771118164
2019-08-08,27.510000228881836
2019-06-05,26.969999313354492
2018-07-20,25.299999237060547
2018-08-21,26.06999969482422
2018-10-24,25.75
2019-04-02,26.40999984741211
2019-03-01,27.270000457763672
2019-01-28,27.200000762939453
2018-12-27,30.149999618530273
2019-09-09,29.219999313354492
2020-03-02,29.5
2020-05-20,29.059999465942383
2019-12-17,28.610000610351562
2020-03-05,30.15999984741211
2019-02-12,30.510000228881836
2019-01-11,29.75
2018-12-10,30.229999542236328
2019-08-23,30.829999923706055
2018-11-08,31.450000762939453
2019-07-22,32.720001220703125
2019-06-20,33.470001220703125
2018-09-05,34.04999923706055
2019-04-17,32.939998626708984
2019-09-24,32.25
2019-12-20,32.060001373291016
2020-05-26,32.880001068115234
2019-04-30,32.18000030517578
2019-12-23,31.399999618530273
2020-03-11,32.290000915527344
2020-05-29,31.889999389648438
2019-12-26,32.04999923706055
2020-06-01,31.1200008392334
2019-05-02,30.690000534057617
2019-02-27,32.0099983215332
2018-11-23,33.25
2019-08-06,35.029998779296875
2018-07-18,35.400001525878906
2018-09-20,35.22999954223633
2018-10-22,35.08000183105469
2019-07-05,35.59000015258789
2019-06-03,35.68000030517578
2019-10-09,35.81999969482422
2019-10-11,35.45000076293945
2020-03-17,35.650001525878906
2020-06-04,35.810001373291016
2019-10-14,36.08000183105469
2020-03-20,35.029998779296875
2018-11-06,35.65999984741211
2019-06-18,36.79999923706055
2019-05-17,36.310001373291016
2019-04-15,35.72999954223633
2019-03-14,33.689998626708984
2019-01-09,33.040000915527344
2018-08-02,32.04999923706055
2018-10-05,33.560001373291016
2019-08-21,33.189998626708984
2019-10-17,33.150001525878906
2020-03-23,33.45000076293945
2020-06-10,33.18000030517578
2019-02-25,32.95000076293945
2020-01-07,32.06999969482422
2020-03-26,31.959999084472656
2019-10-23,31.239999771118164
