Dates,NRG
2018-06-20,5970700.0
2018-06-21,4974100.0
2018-06-25,7075000.0
2018-06-22,7500000.0
2018-06-26,7610700.0
2018-06-27,5245200.0
2018-06-28,4995800.0
2018-06-29,5336700.0
2018-07-02,4387300.0
2018-07-03,2385700.0
2018-07-05,5436400.0
2018-07-16,3124000.0
2018-09-18,4595800.0
2019-01-24,4322800.0
2019-09-05,3329100.0
2018-11-21,4599900.0
2020-01-13,2924600.0
2020-04-01,4147300.0
2020-06-19,3276100.0
2019-10-29,5089600.0
2020-01-16,4024400.0
2020-06-22,1979900.0
2018-10-03,2644000.0
2018-07-31,5234900.0
2019-03-12,5052200.0
2019-02-08,3548400.0
2019-01-07,2461000.0
2018-12-06,5416800.0
2019-08-19,4067100.0
2019-07-18,4341500.0
2019-05-15,5625900.0
2019-09-20,5892000.0
2019-11-01,6176100.0
2020-04-07,5507300.0
2020-06-25,3940200.0
2020-06-16,2496300.0
2019-11-04,2627900.0
2020-01-22,4018600.0
2019-11-07,4348300.0
2020-04-13,4490500.0
2019-07-01,4806000.0
2019-05-30,4135800.0
2018-08-15,2248800.0
2018-10-18,3324100.0
2019-03-27,3157500.0
2019-01-22,2546500.0
2018-12-21,1662100.0
2019-09-03,1929500.0
2018-11-19,1721100.0
2019-08-02,2620800.0
2020-01-28,2430000.0
2020-04-16,4434800.0
2019-11-13,4289600.0
2020-01-31,6255000.0
2018-12-04,3779200.0
2018-11-02,3099600.0
2019-07-16,2605700.0
2018-08-30,2280300.0
2018-10-01,2746200.0
2019-06-14,3606700.0
2019-05-13,2671200.0
2019-04-11,3479600.0
2019-02-06,2354100.0
2019-09-18,2720100.0
2020-02-03,4341300.0
2020-04-22,5110300.0
2019-11-19,3241900.0
2020-02-06,3099400.0
2019-11-22,3530200.0
2019-03-25,3864000.0
2019-02-21,4129200.0
2018-12-19,5975500.0
2018-07-12,4080500.0
2018-09-14,4272800.0
2018-08-13,3768000.0
2018-10-16,3982900.0
2019-07-31,2904400.0
2019-05-28,2832700.0
2019-04-26,4167700.0
2020-04-28,4969200.0
2019-11-25,3925900.0
2020-02-12,2989300.0
2020-05-01,3419600.0
2020-05-04,2950600.0
2019-06-12,5583500.0
2019-04-09,2918200.0
2019-03-08,2174500.0
2019-02-04,4139700.0
2018-07-27,3417000.0
2018-08-28,3123700.0
2019-01-03,6141900.0
2019-08-15,4501900.0
2018-10-31,3507400.0
2019-09-16,4774600.0
2020-02-18,4288700.0
2020-05-07,3695900.0
2018-08-17,4023400.0
2019-12-04,3600100.0
2020-02-21,5014800.0
2018-12-17,8490800.0
2019-08-30,8064800.0
2018-11-15,10335400.0
2019-07-29,6258600.0
2019-06-27,6474300.0
2019-04-24,4699800.0
2018-07-10,3546100.0
2018-09-12,3924400.0
2019-02-19,6436200.0
2019-01-18,4179800.0
2020-02-24,2539000.0
2020-05-13,3567500.0
2019-12-10,3338300.0
2020-02-27,4750700.0
2019-12-13,5203000.0
2020-05-19,19793100.0
2019-03-06,6551700.0
2018-11-30,6754100.0
2019-08-13,5501800.0
2019-07-12,4018000.0
2019-06-10,3267400.0
2019-05-09,6910500.0
2018-07-25,5587900.0
2018-09-27,5763500.0
2018-10-29,4831300.0
2019-10-16,6241200.0
2019-12-16,6617200.0
2020-03-04,7320600.0
2020-05-22,10360900.0
2019-10-01,10863000.0
2019-12-19,2480000.0
2018-09-10,4738600.0
2019-05-24,3578600.0
2018-08-09,3267500.0
2019-04-22,2776800.0
2019-03-21,5156700.0
2019-01-16,3969900.0
2019-08-28,4092800.0
2018-11-13,3123800.0
2018-10-12,2727700.0
2019-06-25,3319400.0
2020-03-10,3462500.0
2020-05-28,2006200.0
2019-10-07,2272000.0
2020-03-13,3043600.0
2019-10-10,2647000.0
2020-03-16,3308100.0
2020-06-03,4360200.0
2018-11-28,4355900.0
2018-09-25,2754000.0
2018-07-23,2986900.0
2018-08-24,4320600.0
2019-07-10,3093700.0
2019-05-07,4479500.0
2019-04-05,3306600.0
2019-03-04,4433700.0
2019-01-31,3419500.0
2019-09-12,2319300.0
2019-12-31,2654600.0
2020-03-19,2382600.0
2020-01-03,2743600.0
2020-06-09,2702600.0
2019-02-15,2452600.0
2019-01-14,4096200.0
2018-07-06,2800600.0
2018-08-07,2409000.0
2018-10-10,2609200.0
2018-12-13,2341500.0
2019-08-26,2926900.0
2019-07-25,3722000.0
2019-05-22,2192000.0
2019-03-19,2742500.0
2020-01-06,3333700.0
2020-03-25,4805400.0
2020-06-12,5384500.0
2019-10-22,4953900.0
2020-01-09,5895700.0
2020-06-15,4989900.0
2019-10-25,3635600.0
2020-03-31,4227400.0
2020-06-18,3672900.0
2019-04-03,3246800.0
2018-08-22,6952800.0
2018-10-25,5465800.0
2019-01-29,5956800.0
2018-12-28,6119400.0
2018-11-26,4431400.0
2019-08-09,4339400.0
2019-07-08,3014800.0
2019-06-06,2961700.0
2019-09-10,3263600.0
2020-01-15,3354800.0
2020-04-03,2525700.0
2019-10-31,2110800.0
2020-04-06,3314700.0
2020-06-24,3658900.0
2018-11-09,3437100.0
2019-07-23,3050500.0
2019-06-21,2536900.0
2019-05-20,2195600.0
2019-04-18,2432200.0
2018-09-06,2143000.0
2018-10-08,2458700.0
2019-02-13,2410800.0
2018-12-11,2309700.0
2019-09-25,1960400.0
2020-01-21,1863800.0
2020-04-09,2100400.0
2019-11-06,6153200.0
2020-01-24,3146400.0
2020-01-27,2345500.0
2020-04-15,3154800.0
2018-12-26,1756600.0
2019-08-07,2306200.0
2019-06-04,1475800.0
2018-09-21,1868600.0
2018-07-19,2890900.0
2018-08-20,2646700.0
2018-10-23,3789900.0
2019-05-03,3541200.0
2019-04-01,4050900.0
2019-02-28,4499000.0
2019-11-12,8454400.0
2020-01-30,5629900.0
2019-11-15,4107800.0
2020-04-21,3380300.0
2019-04-16,4120300.0
2019-03-15,3575100.0
2019-02-11,3048500.0
2019-01-10,2688900.0
2019-08-22,5142700.0
2018-11-07,4515500.0
2018-08-03,3300400.0
2018-09-04,4361500.0
2019-06-19,2618600.0
2019-09-23,5998600.0
2019-11-18,3490600.0
2020-02-05,3092300.0
2020-04-24,4530900.0
2019-03-29,3674300.0
2019-11-21,6226100.0
2020-04-27,4168700.0
2020-02-11,3340500.0
2020-04-30,3156300.0
2019-05-01,3057900.0
2019-02-26,3441400.0
2019-01-25,2622900.0
2018-12-24,2827300.0
2019-09-06,2717300.0
2018-07-17,3077900.0
2018-09-19,3387100.0
2019-08-05,4387500.0
2019-10-08,3878700.0
2019-12-11,6029500.0
2019-11-27,4526400.0
