Dates,HD
2019-10-25,64.3368911743164
2020-03-31,64.6026611328125
2020-06-18,64.62235260009766
2019-04-03,65.40982818603516
2018-08-22,65.36061096191406
2018-10-25,65.89215850830078
2019-01-29,65.88231658935547
2018-12-28,66.34496307373047
2018-11-26,65.81340789794922
2019-08-09,65.3409194946289
2019-07-08,64.78968811035156
2019-06-06,65.72482299804688
2019-09-10,66.04965209960938
2020-01-15,66.94541931152344
2020-04-03,67.69351196289062
2019-10-31,68.26443481445312
2020-04-06,70.82373809814453
2020-06-24,70.1150131225586
2018-11-09,70.84342193603516
2019-07-23,70.88279724121094
2019-06-21,71.0107650756836
2019-05-20,71.51277923583984
2019-04-18,71.1781005859375
2018-09-06,71.2273178100586
2018-10-08,71.86714172363281
2019-02-13,72.0738525390625
2018-12-11,72.54634857177734
2019-09-25,72.73336791992188
2020-01-21,72.61524200439453
2020-04-09,72.41838073730469
2019-11-06,72.49712371826172
2020-01-24,72.67431640625
2020-01-27,72.5955581665039
2020-04-15,72.29041290283203
2018-12-26,72.1329116821289
2019-08-07,72.25104522705078
2019-06-04,72.95977020263672
2018-09-21,72.63492584228516
2018-07-19,73.77676391601562
2018-08-20,72.4872817993164
2018-10-23,73.49131774902344
2019-05-03,73.17632293701172
2019-04-01,72.6939926147461
2019-02-28,71.73917388916016
2019-11-12,72.03447723388672
2020-01-30,71.51277923583984
2019-11-15,72.35931396484375
2020-04-21,72.75305938720703
2019-04-16,71.55584716796875
2019-03-15,72.68147277832031
2019-02-11,73.16529083251953
2019-01-10,72.94805908203125
2019-08-22,73.03693389892578
2018-11-07,73.06653594970703
2018-08-03,73.20477294921875
2018-09-04,74.23167419433594
2019-06-19,73.76758575439453
2019-09-23,72.16801452636719
2019-11-18,72.44449615478516
2020-02-05,73.92557525634766
2020-04-24,73.47137451171875
2019-03-29,75.0116958618164
2019-11-21,74.16254425048828
2020-04-27,76.04844665527344
2020-02-11,76.83836364746094
2020-04-30,76.99635314941406
2019-05-01,76.31504821777344
2019-02-26,75.72261810302734
2019-01-25,75.82135772705078
2018-12-24,75.9694595336914
2019-09-06,76.18669128417969
2018-07-17,76.35454559326172
2018-09-19,75.36715698242188
2019-08-05,75.22891998291016
2019-10-08,75.39678192138672
2019-12-11,74.98208618164062
2019-11-27,75.1598129272461
2020-02-14,74.32052612304688
2020-05-06,71.80269622802734
2019-01-08,72.21739196777344
2018-12-07,72.13839721679688
2019-08-20,72.62222290039062
2018-11-05,72.92831420898438
2019-07-19,74.09342956542969
2018-10-04,73.39238739013672
2019-06-17,73.13566589355469
2019-05-16,72.76045989990234
2018-08-01,73.431884765625
2019-03-13,74.15267944335938
2019-12-03,74.34027862548828
2020-02-20,74.33039855957031
2019-12-06,74.3995132446289
2020-05-12,74.4587631225586
2019-12-09,75.66337585449219
2020-02-26,74.56736755371094
2020-05-15,74.40939331054688
2019-03-28,74.0539321899414
2018-09-17,73.07642364501953
2018-08-16,73.5405044555664
2018-10-19,74.88333129882812
2019-04-29,75.1598129272461
2019-01-23,75.66337585449219
2019-09-04,74.4883804321289
2018-11-20,73.39238739013672
2019-07-02,73.38251495361328
2019-05-31,73.20477294921875
2019-12-12,73.71822357177734
2020-05-18,74.92283630371094
2019-09-27,76.22618865966797
2020-03-03,75.72261810302734
2020-05-21,76.03857421875
2019-05-14,77.44066619873047
2018-08-31,76.91334533691406
2018-07-30,78.22048950195312
2018-10-02,78.92357635498047
2019-04-12,78.9136734008789
2019-03-11,77.47779846191406
2019-02-07,78.12146759033203
2019-07-17,78.54727172851562
2019-09-19,77.73526763916016
2019-10-21,78.37893676757812
2019-12-18,78.9433822631836
2020-03-06,79.4979248046875
2019-10-03,79.15133666992188
2020-03-09,79.00279998779297
2020-05-27,79.09192657470703
2019-12-24,79.40880584716797
2020-03-12,76.74501037597656
2018-12-20,75.16059875488281
2019-08-01,72.92261505126953
2018-08-14,70.88268280029297
2018-07-13,71.16986083984375
2018-10-17,71.9422607421875
2019-05-29,71.2787857055664
2019-03-26,71.67488861083984
2019-02-22,72.0412826538086
2019-10-04,72.10069274902344
2019-11-05,72.06108093261719
2019-12-27,72.09080505371094
2020-06-02,72.63544464111328
2019-12-30,73.12065887451172
2020-03-18,72.70475769042969
2020-06-05,73.91287231445312
2019-07-15,74.92294311523438
2018-12-03,74.50701904296875
2019-06-13,74.82390594482422
2019-01-04,74.12081909179688
2018-08-29,74.40799713134766
2019-02-05,75.30913543701172
2018-11-01,75.30913543701172
2019-08-16,74.9328384399414
2019-04-10,75.1803970336914
2019-09-17,74.89321899414062
2019-10-15,73.39794158935547
2020-01-02,72.96221923828125
2020-06-08,72.09080505371094
2019-10-18,72.27894592285156
2020-03-24,73.04144287109375
2020-06-11,73.17018127441406
2020-01-08,72.9820327758789
2019-04-25,73.45735168457031
2019-07-30,74.546630859375
2019-02-20,75.01205444335938
2018-07-11,74.16043090820312
2018-09-13,73.87326049804688
2018-10-15,72.93251037597656
2019-06-28,74.67536926269531
2018-12-18,69.25865936279297
2018-11-16,68.10995483398438
2019-10-02,66.5057373046875
2020-03-27,66.61466979980469
2020-01-10,66.85233306884766
2019-10-24,66.53545379638672
2020-03-30,66.9216537475586
2020-06-17,66.87213897705078
2020-01-14,66.39681243896484
2020-04-02,67.7039566040039
2019-01-02,67.5827407836914
2019-08-14,66.9269790649414
2018-10-30,67.5827407836914
2019-06-11,68.45708465576172
2019-05-10,69.23207092285156
2019-04-08,68.51669311523438
2018-08-27,68.39746856689453
2018-07-26,68.34778594970703
2018-09-28,69.05322265625
2019-03-07,69.74871826171875
2019-10-30,69.78846740722656
2020-01-17,69.3612289428711
2020-06-23,68.67566680908203
2020-04-08,69.6891098022461
2020-06-26,69.29167938232422
2019-03-22,69.79840850830078
2019-01-17,69.89775848388672
2019-08-29,68.90419006347656
2018-11-14,68.95387268066406
2019-06-26,69.1029052734375
2018-09-11,69.54007720947266
2018-07-09,68.47694396972656
2018-08-10,68.29810333251953
2019-04-23,68.1689453125
2019-09-30,69.04328918457031
2020-01-23,69.79840850830078
2019-11-08,69.69904327392578
2020-04-14,69.89775848388672
2019-11-11,69.91763305664062
2020-01-29,70.24551391601562
2020-04-17,69.89775848388672
2018-07-24,69.89775848388672
2018-09-26,69.57981872558594
2019-05-08,69.81826782226562
2019-03-05,70.08654022216797
2019-02-01,69.4109115600586
2018-12-31,68.78496551513672
2018-11-29,69.3016128540039
2019-08-12,69.64936828613281
2019-07-11,70.36473846435547
2019-09-13,70.71248626708984
2019-11-14,71.37818145751953
2020-04-20,71.21920776367188
2020-02-04,71.53715515136719
2020-04-23,72.033935546875
2018-12-14,71.75574493408203
2019-08-27,70.52371215820312
2018-08-08,70.8515853881836
2018-10-11,71.91470336914062
2018-11-12,71.55702209472656
2019-07-26,72.23265075683594
2019-06-24,72.31214141845703
2019-05-23,73.74288177490234
2019-03-20,74.62715911865234
2019-01-15,74.25953674316406
2019-11-20,73.78263092041016
2020-02-07,73.48455047607422
2020-02-10,74.01114654541016
2020-04-29,75.06433868408203
2019-11-26,74.29928588867188
2020-02-13,75.19349670410156
2019-01-30,75.47258758544922
2018-08-23,76.18025970458984
2018-09-24,75.90117645263672
2018-11-27,75.53238677978516
2018-10-26,76.06065368652344
2019-07-09,76.35967254638672
2019-06-07,75.26326751708984
2019-05-06,74.5157241821289
2019-04-04,74.18679809570312
2019-09-11,71.62519836425781
2019-11-29,69.29283905029297
2020-05-05,74.7150650024414
2019-12-02,72.82127380371094
2020-02-19,76.22013092041016
2020-05-08,74.78483581542969
2019-05-21,74.43598175048828
2019-03-18,70.50885009765625
2018-09-07,72.53221893310547
2018-08-06,68.18647003173828
2018-10-09,63.20280456542969
2019-02-14,63.08319854736328
2018-12-12,60.2325439453125
2019-07-24,68.4655532836914
2019-09-26,69.1532974243164
2019-10-28,66.4820556640625
2019-12-05,65.53516387939453
2020-05-11,60.671104431152344
2019-07-03,62.54496383666992
2020-02-25,60.10296630859375
2020-05-14,62.69447326660156
2020-02-28,61.767513275146484
2019-08-08,64.59822845458984
2019-06-05,63.97029113769531
2018-07-20,63.591529846191406
2018-08-21,66.05345916748047
2018-10-24,67.428955078125
2019-04-02,68.63500213623047
2019-03-01,66.79104614257812
2019-01-28,68.38581848144531
2018-12-27,68.16653442382812
2019-09-09,67.87747955322266
2020-03-02,71.90428161621094
2020-05-20,71.76473999023438
2019-12-17,72.41261291503906
2020-03-05,73.30967712402344
2019-02-12,72.43254852294922
2019-01-11,70.3194808959961
2018-12-10,71.17666625976562
2019-08-23,70.42912292480469
2018-11-08,71.11685943603516
2019-07-22,71.2464370727539
2019-06-20,69.19316864013672
2018-09-05,68.14659881591797
2019-04-17,69.76130676269531
2019-09-24,70.98728942871094
2019-12-20,71.6949691772461
2020-05-26,73.1900634765625
2019-04-30,71.61522674560547
2019-12-23,72.14349365234375
2020-03-11,73.1103286743164
2020-05-29,73.74822998046875
2019-12-26,73.14022827148438
2020-06-01,73.20999908447266
2019-05-02,72.80000305175781
2019-02-27,73.5999984741211
2018-11-23,73.08999633789062
2019-08-06,72.11000061035156
2018-07-18,72.1500015258789
2018-09-20,70.97000122070312
2018-10-22,71.93000030517578
2019-07-05,70.30000305175781
2019-06-03,72.91999816894531
2019-10-09,74.04000091552734
2019-10-11,75.06999969482422
2020-03-17,75.30000305175781
2020-06-04,75.87000274658203
2019-10-14,75.13999938964844
2020-03-20,74.2699966430664
2018-11-06,73.79000091552734
2019-06-18,74.75
2019-05-17,74.93000030517578
2019-04-15,75.5
2019-03-14,74.41999816894531
2019-01-09,73.08000183105469
2018-08-02,73.87000274658203
2018-10-05,74.73999786376953
2019-08-21,75.37000274658203
2019-10-17,77.81999969482422
2020-03-23,77.5199966430664
2020-06-10,77.55000305175781
2019-02-25,77.11000061035156
2020-01-07,76.25
2020-03-26,76.73999786376953
2019-10-23,76.1500015258789
