Dates,HD
2019-08-09,66.70999908447266
2019-07-08,66.55000305175781
2019-06-06,66.87999725341797
2019-09-10,67.43000030517578
2020-01-15,68.37000274658203
2020-04-03,69.54000091552734
2019-10-31,69.44000244140625
2020-04-06,72.08999633789062
2020-06-24,72.19000244140625
2018-11-09,72.02999877929688
2019-07-23,72.48999786376953
2019-06-21,72.20999908447266
2019-05-20,72.8499984741211
2019-04-18,72.73999786376953
2018-09-06,72.54000091552734
2018-10-08,73.0999984741211
2019-02-13,73.62999725341797
2018-12-11,73.72000122070312
2019-09-25,74.13999938964844
2020-01-21,74.48999786376953
2020-04-09,74.13999938964844
2019-11-06,73.97000122070312
2020-01-24,73.97000122070312
2020-01-27,74.33999633789062
2020-04-15,73.94000244140625
2018-12-26,73.73999786376953
2019-08-07,73.69000244140625
2019-06-04,74.2300033569336
2018-09-21,74.2699966430664
2018-07-19,74.9800033569336
2018-08-20,74.98999786376953
2018-10-23,74.7699966430664
2019-05-03,74.4800033569336
2019-04-01,74.51000213623047
2019-02-28,74.08999633789062
2019-11-12,73.69000244140625
2020-01-30,73.01000213623047
2019-11-15,73.55000305175781
2020-04-21,74.05999755859375
2019-04-16,73.7300033569336
2019-03-15,73.76000213623047
2019-02-11,74.80999755859375
2019-01-10,74.29000091552734
2019-08-22,74.4800033569336
2018-11-07,74.56999969482422
2018-08-03,74.31999969482422
2018-09-04,75.22000122070312
2019-06-19,75.48999786376953
2019-09-23,75.30000305175781
2019-11-18,73.63999938964844
2020-02-05,74.91999816894531
2020-04-24,74.88999938964844
2019-03-29,76.08999633789062
2019-11-21,76.4000015258789
2020-04-27,77.11000061035156
2020-02-11,78.05999755859375
2020-04-30,79.22000122070312
2019-05-01,78.1500015258789
2019-02-26,77.41999816894531
2019-01-25,77.3499984741211
2018-12-24,77.2300033569336
2019-09-06,77.80000305175781
2018-07-17,77.47000122070312
2018-09-19,77.7300033569336
2019-08-05,76.37000274658203
2019-10-08,77.01000213623047
2019-12-11,76.55999755859375
2019-11-27,76.5199966430664
2020-02-14,76.30999755859375
2020-05-06,75.08000183105469
2019-01-08,73.54000091552734
2018-12-07,73.91999816894531
2019-08-20,73.68000030517578
2018-11-05,74.08000183105469
2019-07-19,75.12999725341797
2018-10-04,74.93000030517578
2019-06-17,74.91999816894531
2019-05-16,74.08000183105469
2018-08-01,74.77999877929688
2019-03-13,75.3499984741211
2019-12-03,75.47000122070312
2020-02-20,75.72000122070312
2019-12-06,75.88999938964844
2020-05-12,75.80999755859375
2019-12-09,76.77999877929688
2020-02-26,76.83999633789062
2020-05-15,75.9800033569336
2019-03-28,75.98999786376953
2018-09-17,75.11000061035156
2018-08-16,74.79000091552734
2018-10-19,75.94999694824219
2019-04-29,76.4800033569336
2019-01-23,77.11000061035156
2019-09-04,77.56999969482422
2018-11-20,75.4800033569336
2019-07-02,74.9000015258789
2019-05-31,75.0999984741211
2019-12-12,75.0999984741211
2020-05-18,76.23999786376953
2019-09-27,77.22000122070312
2020-03-03,77.83999633789062
2020-05-21,77.44000244140625
2019-05-14,78.47000122070312
2018-08-31,78.98999786376953
2018-07-30,79.33999633789062
2018-10-02,79.80000305175781
2019-04-12,80.98999786376953
2019-03-11,79.93000030517578
2019-02-07,79.2300033569336
2019-07-17,79.5199966430664
2019-09-19,79.95999908447266
2019-10-21,79.31999969482422
2019-12-18,80.01000213623047
2020-03-06,80.38999938964844
2019-10-03,80.69999694824219
2020-03-09,80.66999816894531
2020-05-27,80.55999755859375
2019-12-24,80.33000183105469
2020-03-12,79.87999725341797
2018-12-20,77.7300033569336
2019-08-01,75.54000091552734
2018-08-14,72.98999786376953
2018-07-13,72.30999755859375
2018-10-17,74.04000091552734
2019-05-29,73.19000244140625
2019-03-26,72.55000305175781
2019-02-22,73.61000061035156
2019-10-04,73.18000030517578
2019-11-05,73.25
2019-12-27,73.18000030517578
2020-06-02,73.81999969482422
2019-12-30,74.31999969482422
2020-03-18,74.08000183105469
2020-06-05,74.88999938964844
2019-07-15,76.69999694824219
2018-12-03,75.86000061035156
2019-06-13,75.55999755859375
2019-01-04,76.05000305175781
2018-08-29,75.45999908447266
2019-02-05,76.0999984741211
2018-11-01,76.43000030517578
2019-08-16,76.33000183105469
2019-04-10,76.13999938964844
2019-09-17,75.93000030517578
2019-10-15,75.23999786376953
2020-01-02,74.69999694824219
2020-06-08,74.06999969482422
2019-10-18,73.55999755859375
2020-03-24,73.86000061035156
2020-06-11,74.08999633789062
2020-01-08,74.0
2019-04-25,74.58000183105469
2019-07-30,75.29000091552734
2019-02-20,75.97000122070312
2018-07-11,75.76000213623047
2018-09-13,75.69000244140625
2018-10-15,74.44000244140625
2019-06-28,75.55999755859375
2018-12-18,75.41000366210938
2018-11-16,70.75
2019-10-02,69.02999877929688
2020-03-27,68.02999877929688
2020-01-10,68.18000030517578
2019-10-24,67.7699966430664
2020-03-30,67.97000122070312
2020-06-17,67.77999877929688
2020-01-14,67.73999786376953
2020-04-02,68.52999877929688
2019-01-02,68.75
2019-08-14,68.2699966430664
2018-10-30,68.33999633789062
2019-06-11,69.08999633789062
2019-05-10,69.94999694824219
2019-04-08,70.08000183105469
2018-08-27,69.19000244140625
2018-07-26,69.45999908447266
2018-09-28,70.05999755859375
2019-03-07,70.55000305175781
2019-10-30,70.70999908447266
2020-01-17,70.30999755859375
2020-06-23,70.22000122070312
2020-04-08,70.20999908447266
2020-06-26,70.12000274658203
2019-03-22,70.5999984741211
2019-01-17,70.63999938964844
2019-08-29,69.41999816894531
2018-11-14,69.91999816894531
2019-06-26,69.94000244140625
2018-09-11,70.26000213623047
2018-07-09,70.25
2018-08-10,69.22000122070312
2019-04-23,68.86000061035156
2019-09-30,69.77999877929688
2020-01-23,70.83000183105469
2019-11-08,70.66999816894531
2020-04-14,70.45999908447266
2019-11-11,70.69000244140625
2020-01-29,70.76000213623047
2020-04-17,70.55999755859375
2018-07-24,70.3499984741211
2018-09-26,70.70999908447266
2019-05-08,70.41999816894531
2019-03-05,70.91999816894531
2019-02-01,70.37000274658203
2018-12-31,69.87999725341797
2018-11-29,70.19000244140625
2019-08-12,70.37000274658203
2019-07-11,71.22000122070312
2019-09-13,71.20999908447266
2019-11-14,72.3499984741211
2020-04-20,72.3499984741211
2020-02-04,72.22000122070312
2020-04-23,72.56999969482422
2018-12-14,72.6500015258789
2019-08-27,72.7300033569336
2018-08-08,71.91999816894531
2018-10-11,72.79000091552734
2018-11-12,72.76000213623047
2019-07-26,73.0999984741211
2019-06-24,73.08999633789062
2019-05-23,77.23999786376953
2019-03-20,76.37999725341797
2019-01-15,75.73999786376953
2019-11-20,74.98999786376953
2020-02-07,74.7300033569336
2020-02-10,74.68000030517578
2020-04-29,75.66999816894531
2019-11-26,75.73999786376953
2020-02-13,75.91999816894531
2019-01-30,76.43000030517578
2018-08-23,76.45999908447266
2018-09-24,76.8499984741211
2018-11-27,76.41999816894531
2018-10-26,76.79000091552734
2019-07-09,76.87000274658203
2019-06-07,77.0
2019-05-06,76.01000213623047
2019-04-04,75.54000091552734
2019-09-11,74.83000183105469
2019-11-29,70.9800033569336
2020-05-05,75.04000091552734
2019-12-02,75.91000366210938
2020-02-19,76.55000305175781
2020-05-08,75.6500015258789
2019-05-21,75.19000244140625
2019-03-18,73.0999984741211
2018-09-07,73.20999908447266
2018-08-06,71.87999725341797
2018-10-09,69.97000122070312
2019-02-14,66.04000091552734
2018-12-12,64.41999816894531
2019-07-24,71.87000274658203
2019-09-26,71.72000122070312
2019-10-28,70.94000244140625
2019-12-05,66.9800033569336
2020-05-11,65.7699966430664
2019-07-03,63.369998931884766
2020-02-25,63.81999969482422
2020-05-14,63.97999954223633
2020-02-28,63.529998779296875
2019-08-08,65.26000213623047
2019-06-05,65.55000305175781
2018-07-20,64.47000122070312
2018-08-21,66.73999786376953
2018-10-24,68.18000030517578
2019-04-02,69.44999694824219
2019-03-01,69.69000244140625
2019-01-28,68.9800033569336
2018-12-27,69.9800033569336
2019-09-09,68.58999633789062
2020-03-02,72.4000015258789
2020-05-20,72.7300033569336
2019-12-17,72.97000122070312
2020-03-05,73.66999816894531
2019-02-12,74.0999984741211
2019-01-11,72.33000183105469
2018-12-10,71.91000366210938
2019-08-23,71.93000030517578
2018-11-08,71.4800033569336
2019-07-22,72.38999938964844
2019-06-20,71.91000366210938
2018-09-05,69.41999816894531
2019-04-17,70.93000030517578
2019-09-24,71.63999938964844
2019-12-20,72.47000122070312
2020-05-26,73.7699966430664
2019-04-30,73.80000305175781
2019-12-23,73.41999816894531
2020-03-11,73.66999816894531
2020-05-29,74.66999816894531
2019-12-26,74.5
2020-06-01,74.0
2019-05-02,73.94999694824219
2019-02-27,74.37999725341797
2018-11-23,73.95999908447266
2019-08-06,72.91999816894531
2018-07-18,72.54000091552734
2018-09-20,72.13999938964844
2018-10-22,72.29000091552734
2019-07-05,72.19999694824219
2019-06-03,73.01000213623047
2019-10-09,74.69999694824219
2019-10-11,75.22000122070312
2020-03-17,76.0
2020-06-04,76.41999816894531
2019-10-14,76.13999938964844
2020-03-20,75.86000061035156
2018-11-06,74.4000015258789
2019-06-18,74.88999938964844
2019-05-17,75.44000244140625
2019-04-15,76.30000305175781
2019-03-14,76.9800033569336
2019-01-09,75.08000183105469
2018-08-02,74.11000061035156
2018-10-05,75.20999908447266
2019-08-21,76.19999694824219
2019-10-17,78.05000305175781
2020-03-23,79.08999633789062
2020-06-10,77.97000122070312
2019-02-25,78.30999755859375
2020-01-07,77.11000061035156
2020-03-26,76.81999969482422
2019-10-23,77.4800033569336
