Dates,HD
2018-06-20,51.349998474121094
2018-06-21,50.900001525878906
2018-06-25,51.15999984741211
2018-06-22,51.7400016784668
2018-06-26,51.939998626708984
2018-06-27,52.43000030517578
2018-06-28,53.220001220703125
2018-06-29,53.619998931884766
2018-07-02,53.209999084472656
2018-07-03,53.5
2018-07-05,54.349998474121094
2018-07-16,54.75
2018-09-18,54.58000183105469
2019-01-24,54.54999923706055
2019-09-05,54.91999816894531
2018-11-21,55.04999923706055
2020-01-13,55.939998626708984
2020-04-01,55.91999816894531
2020-06-19,55.119998931884766
2019-10-29,54.75
2020-01-16,54.52000045776367
2020-06-22,55.029998779296875
2018-10-03,55.189998626708984
2018-07-31,54.970001220703125
2019-03-12,55.0099983215332
2019-02-08,55.5099983215332
2019-01-07,55.560001373291016
2018-12-06,55.66999816894531
2019-08-19,56.25
2019-07-18,55.81999969482422
2019-05-15,57.56999969482422
2019-09-20,58.029998779296875
2019-11-01,57.619998931884766
2020-04-07,57.15999984741211
2020-06-25,56.54999923706055
2020-06-16,56.04999923706055
2019-11-04,56.25
2020-01-22,56.08000183105469
2019-11-07,56.119998931884766
2020-04-13,56.150001525878906
2019-07-01,56.95000076293945
2019-05-30,57.290000915527344
2018-08-15,57.869998931884766
2018-10-18,57.599998474121094
2019-03-27,56.779998779296875
2019-01-22,56.65999984741211
2018-12-21,56.52000045776367
2019-09-03,56.63999938964844
2018-11-19,57.099998474121094
2019-08-02,56.7400016784668
2020-01-28,56.849998474121094
2020-04-16,56.869998931884766
2019-11-13,57.040000915527344
2020-01-31,57.810001373291016
2018-12-04,58.290000915527344
2018-11-02,58.939998626708984
2019-07-16,59.27000045776367
2018-08-30,59.060001373291016
2018-10-01,59.59000015258789
2019-06-14,59.459999084472656
2019-05-13,59.7400016784668
2019-04-11,60.0
2019-02-06,59.84000015258789
2019-09-18,59.77000045776367
2020-02-03,59.77000045776367
2020-04-22,60.38999938964844
2019-11-19,60.119998931884766
2020-02-06,59.650001525878906
2019-11-22,59.86000061035156
2019-03-25,59.5099983215332
2019-02-21,59.38999938964844
2018-12-19,59.7599983215332
2018-07-12,60.41999816894531
2018-09-14,60.34000015258789
2018-08-13,58.709999084472656
2018-10-16,59.34000015258789
2019-07-31,59.90999984741211
2019-05-28,60.15999984741211
2019-04-26,58.20000076293945
2020-04-28,56.16999816894531
2019-11-25,56.279998779296875
2020-02-12,57.47999954223633
2020-05-01,58.7400016784668
2020-05-04,58.790000915527344
2019-06-12,59.65999984741211
2019-04-09,61.279998779296875
2019-03-08,60.560001373291016
2019-02-04,59.81999969482422
2018-07-27,60.869998931884766
2018-08-28,60.130001068115234
2019-01-03,58.90999984741211
2019-08-15,59.400001525878906
2018-10-31,60.31999969482422
2019-09-16,59.900001525878906
2020-02-18,65.23999786376953
2020-05-07,66.58000183105469
2018-08-17,67.29000091552734
2019-12-04,67.91000366210938
2020-02-21,67.93000030517578
2018-12-17,66.23999786376953
2019-08-30,65.80000305175781
2018-11-15,66.86000061035156
2019-07-29,66.16999816894531
2019-06-27,65.94000244140625
2019-04-24,65.87999725341797
2018-07-10,66.18000030517578
2018-09-12,65.63999938964844
2019-02-19,65.43000030517578
2019-01-18,65.91999816894531
2020-02-24,66.33999633789062
2020-05-13,66.18000030517578
2019-12-10,66.30000305175781
2020-02-27,67.33000183105469
2019-12-13,66.5
2020-05-19,66.23999786376953
2019-03-06,66.55999755859375
2018-11-30,67.66999816894531
2019-08-13,66.97000122070312
2019-07-12,67.05999755859375
2019-06-10,67.26000213623047
2019-05-09,68.70999908447266
2018-07-25,69.0
2018-09-27,69.36000061035156
2018-10-29,69.48999786376953
2019-10-16,68.95999908447266
2019-12-16,66.38999938964844
2020-03-04,66.25
2020-05-22,65.41000366210938
2019-10-01,66.19000244140625
2019-12-19,64.87999725341797
2018-09-10,64.86000061035156
2019-05-24,65.70999908447266
2018-08-09,66.48999786376953
2019-04-22,66.31999969482422
2019-03-21,65.63999938964844
2019-01-16,65.2699966430664
2019-08-28,65.41000366210938
2018-11-13,66.25
2018-10-12,66.55999755859375
2019-06-25,67.11000061035156
2020-03-10,67.0999984741211
2020-05-28,67.77999877929688
2019-10-07,67.37000274658203
2020-03-13,67.68000030517578
2019-10-10,67.54000091552734
2020-03-16,67.97000122070312
2020-06-03,68.75
2018-11-28,68.13999938964844
2018-09-25,67.08999633789062
2018-07-23,65.36000061035156
2018-08-24,65.19000244140625
2019-07-10,63.790000915527344
2019-05-07,64.5199966430664
2019-04-05,63.959999084472656
2019-03-04,64.68000030517578
2019-01-31,65.16999816894531
2019-09-12,65.87999725341797
2019-12-31,62.0
2020-03-19,62.9900016784668
2020-01-03,62.91999816894531
2020-06-09,63.34000015258789
2019-02-15,64.2699966430664
2019-01-14,64.45999908447266
2018-07-06,64.87999725341797
2018-08-07,64.83999633789062
2018-10-10,64.91999816894531
2018-12-13,65.12000274658203
2019-08-26,65.2300033569336
2019-07-25,66.29000091552734
2019-05-22,66.45999908447266
2019-03-19,66.43000030517578
2020-01-06,65.69999694824219
2020-03-25,65.86000061035156
2020-06-12,66.52999877929688
2019-10-22,65.8499984741211
2020-01-09,65.9000015258789
2020-06-15,66.23999786376953
2019-10-25,65.75
2020-03-31,66.2300033569336
2020-06-18,65.88999938964844
2019-04-03,66.61000061035156
2018-08-22,66.86000061035156
2018-10-25,67.3499984741211
2019-01-29,67.20999908447266
2018-12-28,67.45999908447266
2018-11-26,67.5
