Dates,COTY
2018-06-20,4057200.0
2018-06-21,6138900.0
2018-06-25,6983600.0
2018-06-22,4883400.0
2018-06-26,3849800.0
2018-06-27,4951200.0
2018-06-28,3696500.0
2018-06-29,3326500.0
2018-07-02,4601300.0
2018-07-03,2602600.0
2018-07-05,2947800.0
2018-07-16,2743100.0
2018-09-18,5587300.0
2019-01-24,4277100.0
2019-09-05,3900900.0
2018-11-21,2793800.0
2020-01-13,2617300.0
2020-04-01,2143400.0
2020-06-19,1911900.0
2019-10-29,5080900.0
2020-01-16,3328800.0
2020-06-22,4123400.0
2018-10-03,3177400.0
2018-07-31,8658600.0
2019-03-12,3669700.0
2019-02-08,4436900.0
2019-01-07,3722800.0
2018-12-06,5064900.0
2019-08-19,5899800.0
2019-07-18,5142000.0
2019-05-15,3697900.0
2019-09-20,4843100.0
2019-11-01,2700600.0
2020-04-07,7070000.0
2020-06-25,4130100.0
2020-06-16,13515800.0
2019-11-04,4422900.0
2020-01-22,12332900.0
2019-11-07,8956100.0
2020-04-13,10372200.0
2019-07-01,12392000.0
2019-05-30,9764300.0
2018-08-15,10068000.0
2018-10-18,32248500.0
2019-03-27,9626400.0
2019-01-22,15346900.0
2018-12-21,10342400.0
2019-09-03,7943600.0
2018-11-19,20591700.0
2019-08-02,16293100.0
2020-01-28,6512500.0
2020-04-16,8436800.0
2019-11-13,5266200.0
2020-01-31,7443800.0
2018-12-04,6343200.0
2018-11-02,6788500.0
2019-07-16,3648400.0
2018-08-30,4798400.0
2018-10-01,4141300.0
2019-06-14,3788600.0
2019-05-13,5215500.0
2019-04-11,10065700.0
2019-02-06,6007800.0
2019-09-18,7359800.0
2020-02-03,8520000.0
2020-04-22,10778500.0
2019-11-19,13007700.0
2020-02-06,15558800.0
2019-11-22,6308500.0
2019-03-25,2838200.0
2019-02-21,4911700.0
2018-12-19,3537900.0
2018-07-12,3903300.0
2018-09-14,3637900.0
2018-08-13,9806600.0
2018-10-16,7201000.0
2019-07-31,3794500.0
2019-05-28,4594000.0
2019-04-26,5893400.0
2020-04-28,7015900.0
2019-11-25,6976800.0
2020-02-12,5982600.0
2020-05-01,5397700.0
2020-05-04,15908800.0
2019-06-12,7499300.0
2019-04-09,10431400.0
2019-03-08,4692100.0
2019-02-04,8046800.0
2018-07-27,5424700.0
2018-08-28,4266200.0
2019-01-03,5649400.0
2019-08-15,9639300.0
2018-10-31,10223900.0
2019-09-16,9078900.0
2020-02-18,6076500.0
2020-05-07,4992900.0
2018-08-17,3985700.0
2019-12-04,5887200.0
2020-02-21,29513200.0
2018-12-17,17044300.0
2019-08-30,15129200.0
2018-11-15,19799900.0
2019-07-29,14053400.0
2019-06-27,28896700.0
2019-04-24,26607400.0
2018-07-10,23331700.0
2018-09-12,14095100.0
2019-02-19,12359600.0
2019-01-18,7471500.0
2020-02-24,2754300.0
2020-05-13,7272400.0
2019-12-10,7272000.0
2020-02-27,8564800.0
2019-12-13,7979000.0
2020-05-19,9268500.0
2019-03-06,11622700.0
2018-11-30,9016200.0
2019-08-13,12473800.0
2019-07-12,10602200.0
2019-06-10,8662500.0
2019-05-09,6171700.0
2018-07-25,11965400.0
2018-09-27,7297600.0
2018-10-29,11098900.0
