Dates,COTY
2018-06-20,13.349702835083008
2018-06-21,13.368181228637695
2018-06-25,13.64533805847168
2018-06-22,13.395895957946777
2018-06-26,13.349702835083008
2018-06-27,13.081786155700684
2018-06-28,12.906253814697266
2018-06-29,13.02635383605957
2018-07-02,12.813867568969727
2018-07-03,12.878538131713867
2018-07-05,13.091024398803711
2018-07-16,13.081786155700684
2018-09-18,13.035593032836914
2019-01-24,13.34046459197998
2019-09-05,12.980162620544434
2018-11-21,12.97092342376709
2020-01-13,13.155693054199219
2020-04-01,13.146455764770508
2020-06-19,13.146455764770508
2019-10-29,12.7769136428833
2020-01-16,12.730720520019531
2020-06-22,12.887775421142578
2018-10-03,12.897014617919922
2018-07-31,12.573665618896484
2019-03-12,12.453563690185547
2019-02-08,12.499756813049316
2019-01-07,12.388894081115723
2018-12-06,12.472042083740234
2019-08-19,12.388894081115723
2019-07-18,12.34270191192627
2019-05-15,12.472042083740234
2019-09-20,12.878538131713867
2019-11-01,12.527473449707031
2020-04-07,12.435087203979492
2020-06-25,12.361177444458008
2020-06-16,11.465039253234863
2019-11-04,11.132452011108398
2020-01-22,10.836817741394043
2019-11-07,10.873772621154785
2020-04-13,10.559661865234375
2019-07-01,10.605853080749512
2019-05-30,11.289507865905762
2018-08-15,11.455801010131836
2018-10-18,10.64280891418457
2019-03-27,10.827579498291016
2019-01-22,10.75367259979248
2018-12-21,11.067781448364258
2019-09-03,11.215599060058594
2018-11-19,11.742196083068848
2019-08-02,12.010112762451172
2020-01-28,11.884182929992676
2020-04-16,11.529708862304688
2019-11-13,11.231205940246582
2020-01-31,11.371129989624023
2018-12-04,11.473739624023438
2018-11-02,11.557694435119629
2019-07-16,11.287175178527832
2018-08-30,11.193892478942871
2018-10-01,11.520380973815918
2019-06-14,11.455082893371582
2019-05-13,11.10993766784668
2019-04-11,11.483067512512207
2019-02-06,11.678961753845215
2019-09-18,11.809556007385254
2020-02-03,12.1360445022583
2020-04-22,12.192014694213867
2019-11-19,12.15470027923584
2020-02-06,11.893509864807129
2019-11-22,11.772244453430176
2019-03-25,11.706945419311523
2019-02-21,11.71627426147461
2018-12-19,11.762913703918457
2018-07-12,11.9121675491333
2018-09-14,11.641647338867188
2018-08-13,10.680838584899902
2018-10-16,10.839418411254883
2019-07-31,11.128594398498535
