Dates,COTY
2018-06-20,14.550000190734863
2018-06-21,14.550000190734863
2018-06-25,14.779999732971191
2018-06-22,14.869999885559082
2018-06-26,14.5600004196167
2018-06-27,14.789999961853027
2018-06-28,14.199999809265137
2018-06-29,14.210000038146973
2018-07-02,14.050000190734863
2018-07-03,14.020000457763672
2018-07-05,14.1899995803833
2018-07-16,14.220000267028809
2018-09-18,14.300000190734863
2019-01-24,14.449999809265137
2019-09-05,14.460000038146973
2018-11-21,14.260000228881836
2020-01-13,14.359999656677246
2020-04-01,14.279999732971191
2020-06-19,14.449999809265137
2019-10-29,14.170000076293945
2020-01-16,14.0
2020-06-22,14.069999694824219
2018-10-03,14.039999961853027
2018-07-31,13.9399995803833
2019-03-12,13.6899995803833
2019-02-08,13.779999732971191
2019-01-07,13.600000381469727
2018-12-06,13.510000228881836
2019-08-19,13.600000381469727
2019-07-18,13.449999809265137
2019-05-15,13.5600004196167
2019-09-20,14.119999885559082
2019-11-01,13.930000305175781
2020-04-07,13.6899995803833
2020-06-25,13.550000190734863
2020-06-16,13.300000190734863
2019-11-04,12.4399995803833
2020-01-22,12.119999885559082
2019-11-07,11.90999984741211
2020-04-13,11.979999542236328
2019-07-01,11.5
2019-05-30,12.229999542236328
2018-08-15,12.59000015258789
2018-10-18,12.1899995803833
2019-03-27,11.979999542236328
2019-01-22,11.739999771118164
2018-12-21,12.220000267028809
2019-09-03,12.329999923706055
2018-11-19,13.369999885559082
2019-08-02,13.0600004196167
2020-01-28,12.930000305175781
2020-04-16,12.65999984741211
2019-11-13,12.300000190734863
2020-01-31,12.319999694824219
2018-12-04,12.479999542236328
2018-11-02,12.4399995803833
2019-07-16,12.539999961853027
2018-08-30,12.109999656677246
2018-10-01,12.359999656677246
2019-06-14,12.430000305175781
2019-05-13,12.319999694824219
2019-04-11,12.550000190734863
2019-02-06,12.569999694824219
2019-09-18,12.970000267028809
2020-02-03,13.029999732971191
2020-04-22,13.130000114440918
2019-11-19,13.069999694824219
2020-02-06,13.15999984741211
2019-11-22,12.819999694824219
2019-03-25,12.65999984741211
2019-02-21,12.600000381469727
2018-12-19,12.630000114440918
2018-07-12,12.829999923706055
2018-09-14,12.829999923706055
2018-08-13,12.40999984741211
2018-10-16,11.65999984741211
2019-07-31,12.010000228881836
2019-05-28,11.989999771118164
2019-04-26,11.779999732971191
2020-04-28,11.539999961853027
2019-11-25,11.300000190734863
2020-02-12,11.319999694824219
2020-05-01,11.369999885559082
2020-05-04,11.460000038146973
2019-06-12,11.199999809265137
2019-04-09,11.039999961853027
2019-03-08,10.699999809265137
2019-02-04,10.75
2018-07-27,10.699999809265137
2018-08-28,10.579999923706055
2019-01-03,10.260000228881836
2019-08-15,10.170000076293945
2018-10-31,10.210000038146973
2019-09-16,10.550000190734863
2020-02-18,10.970000267028809
2020-05-07,11.180000305175781
2018-08-17,11.100000381469727
2019-12-04,11.34000015258789
2020-02-21,9.619999885559082
2018-12-17,8.760000228881836
2019-08-30,8.680000305175781
2018-11-15,8.989999771118164
2019-07-29,8.699999809265137
2019-06-27,8.979999542236328
2019-04-24,9.039999961853027
2018-07-10,9.380000114440918
2018-09-12,9.5
2019-02-19,9.09000015258789
2019-01-18,8.84000015258789
2020-02-24,8.75
2020-05-13,8.779999732971191
2019-12-10,8.6899995803833
2020-02-27,8.720000267028809
2019-12-13,8.640000343322754
2020-05-19,8.520000457763672
2019-03-06,8.720000267028809
2018-11-30,8.630000114440918
2019-08-13,7.869999885559082
2019-07-12,7.690000057220459
2019-06-10,7.630000114440918
2019-05-09,7.760000228881836
2018-07-25,8.050000190734863
2018-09-27,7.889999866485596
2018-10-29,7.829999923706055
2019-10-16,7.389999866485596
2019-12-16,7.349999904632568
2020-03-04,7.329999923706055
2020-05-22,6.949999809265137
2019-10-01,6.650000095367432
2019-12-19,6.239999771118164
2018-09-10,6.429999828338623
2019-05-24,6.420000076293945
2018-08-09,6.739999771118164
2019-04-22,6.619999885559082
2019-03-21,7.010000228881836
2019-01-16,7.010000228881836
2019-08-28,7.210000038146973
2018-11-13,7.579999923706055
2018-10-12,7.829999923706055
2019-06-25,7.690000057220459
2020-03-10,7.369999885559082
2020-05-28,7.46999979019165
2019-10-07,7.329999923706055
2020-03-13,7.360000133514404
2019-10-10,7.409999847412109
2020-03-16,7.440000057220459
2020-06-03,7.730000019073486
2018-11-28,7.559999942779541
2018-09-25,7.489999771118164
2018-07-23,7.349999904632568
2018-08-24,7.460000038146973
2019-07-10,7.340000152587891
2019-05-07,7.420000076293945
2019-04-05,7.300000190734863
2019-03-04,7.78000020980835
2019-01-31,7.829999923706055
2019-09-12,7.75
