Dates,COTY
2018-06-20,14.449999809265137
2018-06-21,14.470000267028809
2018-06-25,14.770000457763672
2018-06-22,14.5
2018-06-26,14.449999809265137
2018-06-27,14.15999984741211
2018-06-28,13.970000267028809
2018-06-29,14.100000381469727
2018-07-02,13.869999885559082
2018-07-03,13.9399995803833
2018-07-05,14.170000076293945
2018-07-16,14.15999984741211
2018-09-18,14.109999656677246
2019-01-24,14.4399995803833
2019-09-05,14.050000190734863
2018-11-21,14.039999961853027
2020-01-13,14.239999771118164
2020-04-01,14.229999542236328
2020-06-19,14.229999542236328
2019-10-29,13.829999923706055
2020-01-16,13.779999732971191
2020-06-22,13.949999809265137
2018-10-03,13.960000038146973
2018-07-31,13.609999656677246
2019-03-12,13.479999542236328
2019-02-08,13.529999732971191
2019-01-07,13.40999984741211
2018-12-06,13.5
2019-08-19,13.40999984741211
2019-07-18,13.359999656677246
2019-05-15,13.5
2019-09-20,13.9399995803833
2019-11-01,13.5600004196167
2020-04-07,13.460000038146973
2020-06-25,13.380000114440918
2020-06-16,12.40999984741211
2019-11-04,12.050000190734863
2020-01-22,11.729999542236328
2019-11-07,11.770000457763672
2020-04-13,11.430000305175781
2019-07-01,11.479999542236328
2019-05-30,12.220000267028809
2018-08-15,12.399999618530273
2018-10-18,11.520000457763672
2019-03-27,11.720000267028809
2019-01-22,11.640000343322754
2018-12-21,11.979999542236328
2019-09-03,12.140000343322754
2018-11-19,12.710000038146973
2019-08-02,13.0
2020-01-28,12.739999771118164
2020-04-16,12.359999656677246
2019-11-13,12.039999961853027
2020-01-31,12.1899995803833
2018-12-04,12.300000190734863
2018-11-02,12.390000343322754
2019-07-16,12.100000381469727
2018-08-30,12.0
2018-10-01,12.350000381469727
2019-06-14,12.279999732971191
2019-05-13,11.90999984741211
2019-04-11,12.3100004196167
2019-02-06,12.520000457763672
2019-09-18,12.65999984741211
2020-02-03,13.010000228881836
2020-04-22,13.069999694824219
2019-11-19,13.029999732971191
2020-02-06,12.75
2019-11-22,12.619999885559082
2019-03-25,12.550000190734863
2019-02-21,12.5600004196167
2018-12-19,12.609999656677246
2018-07-12,12.770000457763672
2018-09-14,12.479999542236328
2018-08-13,11.449999809265137
2018-10-16,11.619999885559082
2019-07-31,11.930000305175781
2019-05-28,11.829999923706055
2019-04-26,11.470000267028809
2020-04-28,11.130000114440918
2019-11-25,11.029999732971191
2020-02-12,11.100000381469727
2020-05-01,11.220000267028809
2020-05-04,11.210000038146973
2019-06-12,10.84000015258789
2019-04-09,10.529999732971191
2019-03-08,10.550000190734863
2019-02-04,10.569999694824219
2018-07-27,10.350000381469727
2018-08-28,10.369999885559082
2019-01-03,9.960000038146973
2019-08-15,9.8100004196167
2018-10-31,10.1899995803833
2019-09-16,10.550000190734863
2020-02-18,10.9399995803833
2020-05-07,10.989999771118164
2018-08-17,11.0600004196167
2019-12-04,11.180000305175781
2020-02-21,8.65999984741211
2018-12-17,8.300000190734863
2019-08-30,8.489999771118164
2018-11-15,8.649999618530273
2019-07-29,8.15999984741211
2019-06-27,8.699999809265137
2019-04-24,8.710000038146973
2018-07-10,9.09000015258789
2018-09-12,9.149999618530273
2019-02-19,8.630000114440918
2019-01-18,8.770000457763672
2020-02-24,8.579999923706055
2020-05-13,8.680000305175781
2019-12-10,8.609999656677246
2020-02-27,8.520000457763672
2019-12-13,8.520000457763672
2020-05-19,8.34000015258789
2019-03-06,8.470000267028809
2018-11-30,7.929999828338623
2019-08-13,7.670000076293945
2019-07-12,7.5
2019-06-10,7.590000152587891
2019-05-09,7.579999923706055
2018-07-25,7.75
2018-09-27,7.599999904632568
2018-10-29,7.309999942779541
2019-10-16,7.070000171661377
2019-12-16,7.099999904632568
2020-03-04,6.960000038146973
2020-05-22,6.480000019073486
2019-10-01,6.159999847412109
2019-12-19,6.110000133514404
2018-09-10,6.400000095367432
2019-05-24,6.340000152587891
2018-08-09,6.489999771118164
2019-04-22,6.559999942779541
2019-03-21,6.949999809265137
2019-01-16,6.789999961853027
2019-08-28,7.159999847412109
2018-11-13,7.550000190734863
2018-10-12,7.519999980926514
2019-06-25,7.360000133514404
2020-03-10,7.190000057220459
2020-05-28,7.239999771118164
2019-10-07,7.190000057220459
2020-03-13,7.289999961853027
2019-10-10,7.230000019073486
2020-03-16,7.429999828338623
2020-06-03,7.53000020980835
2018-11-28,7.25
2018-09-25,7.329999923706055
2018-07-23,7.0
2018-08-24,7.309999942779541
2019-07-10,7.340000152587891
2019-05-07,7.210000038146973
2019-04-05,7.21999979019165
2019-03-04,7.760000228881836
2019-01-31,7.539999961853027
2019-09-12,7.639999866485596
2019-12-31,7.809999942779541
2020-03-19,7.440000057220459
2020-01-03,7.059999942779541
2020-06-09,9.329999923706055
2019-02-15,9.65999984741211
2019-01-14,10.869999885559082
2018-07-06,11.170000076293945
2018-08-07,11.079999923706055
2018-10-10,11.039999961853027
2018-12-13,11.039999961853027
2019-08-26,11.149999618530273
2019-07-25,11.109999656677246
2019-05-22,11.270000457763672
2019-03-19,11.15999984741211
2020-01-06,11.180000305175781
2020-03-25,11.050000190734863
2020-06-12,11.0
2019-10-22,11.079999923706055
2020-01-09,11.180000305175781
2020-06-15,11.020000457763672
2019-10-25,10.979999542236328
2020-03-31,10.859999656677246
2020-06-18,11.0
2019-04-03,10.920000076293945
2018-08-22,10.890000343322754
2018-10-25,11.0
2019-01-29,11.0
2018-12-28,10.890000343322754
2018-11-26,11.270000457763672
2019-08-09,11.5
2019-07-08,11.390000343322754
2019-06-06,11.279999732971191
2019-09-10,11.220000267028809
2020-01-15,11.229999542236328
2020-04-03,11.270000457763672
2019-10-31,11.420000076293945
2020-04-06,11.5
2020-06-24,11.5
2018-11-09,11.279999732971191
2019-07-23,11.25
2019-06-21,11.1899995803833
2019-05-20,11.300000190734863
2019-04-18,11.260000228881836
2018-09-06,11.289999961853027
2018-10-08,11.210000038146973
2019-02-13,11.170000076293945
2018-12-11,11.180000305175781
2019-09-25,11.199999809265137
2020-01-21,11.1899995803833
2020-04-09,11.180000305175781
2019-11-06,11.25
2020-01-24,11.260000228881836
2020-01-27,11.220000267028809
2020-04-15,11.220000267028809
2018-12-26,11.119999885559082
2019-08-07,11.100000381469727
2019-06-04,11.260000228881836
2018-09-21,10.859999656677246
2018-07-19,10.819999694824219
2018-08-20,10.84000015258789
2018-10-23,10.84000015258789
2019-05-03,11.479999542236328
2019-04-01,12.140000343322754
2019-02-28,12.25
2019-11-12,11.579999923706055
2020-01-30,11.569999694824219
2019-11-15,11.729999542236328
2020-04-21,11.729999542236328
2019-04-16,12.119999885559082
2019-03-15,13.289999961853027
2019-02-11,13.239999771118164
2019-01-10,13.5
2019-08-22,13.5
2018-11-07,13.510000228881836
2018-08-03,13.119999885559082
2018-09-04,13.109999656677246
2019-06-19,13.079999923706055
2019-09-23,13.010000228881836
2019-11-18,12.619999885559082
2020-02-05,12.569999694824219
2020-04-24,12.34000015258789
2019-03-29,12.579999923706055
2019-11-21,13.029999732971191
2020-04-27,13.069999694824219
2020-02-11,13.510000228881836
2020-04-30,13.520000457763672
2019-05-01,13.510000228881836
2019-02-26,13.399999618530273
2019-01-25,13.350000381469727
2018-12-24,13.680000305175781
2019-09-06,13.579999923706055
2018-07-17,13.609999656677246
2018-09-19,13.729999542236328
2019-08-05,13.470000267028809
2019-10-08,13.489999771118164
