Dates,JWN
2020-02-14,32.83000183105469
2020-05-06,32.93000030517578
2019-01-08,31.850000381469727
2018-12-07,32.15999984741211
2019-08-20,32.79999923706055
2018-11-05,31.200000762939453
2019-07-19,31.3700008392334
2018-10-04,32.13999938964844
2019-06-17,32.290000915527344
2019-05-16,31.850000381469727
2018-08-01,31.059999465942383
2019-03-13,30.770000457763672
2019-12-03,31.489999771118164
2020-02-20,31.799999237060547
2019-12-06,31.43000030517578
2020-05-12,31.079999923706055
2019-12-09,29.75
2020-02-26,29.959999084472656
2020-05-15,30.030000686645508
2019-03-28,29.1200008392334
2018-09-17,30.15999984741211
2018-08-16,30.309999465942383
2018-10-19,30.540000915527344
2019-04-29,31.040000915527344
2019-01-23,31.020000457763672
2019-09-04,33.91999816894531
2018-11-20,33.29999923706055
2019-07-02,31.360000610351562
2019-05-31,30.350000381469727
2019-12-12,30.649999618530273
2020-05-18,30.600000381469727
2019-09-27,30.780000686645508
2020-03-03,30.15999984741211
2020-05-21,29.079999923706055
2019-05-14,30.40999984741211
2018-08-31,27.850000381469727
2018-07-30,26.149999618530273
2018-10-02,25.989999771118164
2019-04-12,26.31999969482422
2019-03-11,26.34000015258789
2019-02-07,26.65999984741211
2019-07-17,31.110000610351562
2019-09-19,30.899999618530273
2019-10-21,29.09000015258789
2019-12-18,29.209999084472656
2020-03-06,29.09000015258789
2019-10-03,29.34000015258789
2020-03-09,29.739999771118164
2020-05-27,28.84000015258789
2019-12-24,29.719999313354492
2020-03-12,31.969999313354492
2018-12-20,31.65999984741211
2019-08-01,32.939998626708984
2018-08-14,34.279998779296875
2018-07-13,35.099998474121094
2018-10-17,35.61000061035156
2019-05-29,35.630001068115234
2019-03-26,35.58000183105469
2019-02-22,35.380001068115234
2019-10-04,32.790000915527344
2019-11-05,32.880001068115234
2019-12-27,33.33000183105469
2020-06-02,32.93000030517578
2019-12-30,32.95000076293945
2020-03-18,32.86000061035156
2020-06-05,32.45000076293945
2019-07-15,33.06999969482422
2018-12-03,33.77000045776367
2019-06-13,34.13999938964844
2019-01-04,33.31999969482422
2018-08-29,32.400001525878906
2019-02-05,32.560001373291016
2018-11-01,33.31999969482422
2019-08-16,33.41999816894531
2019-04-10,33.40999984741211
2019-09-17,34.0
2019-10-15,35.41999816894531
2020-01-02,34.959999084472656
2020-06-08,35.630001068115234
2019-10-18,35.81999969482422
2020-03-24,35.209999084472656
2020-06-11,34.959999084472656
2020-01-08,35.83000183105469
2019-04-25,37.02000045776367
2019-07-30,37.470001220703125
2019-02-20,36.790000915527344
2018-07-11,37.810001373291016
2018-09-13,38.18000030517578
2018-10-15,38.0
2019-06-28,36.45000076293945
2018-12-18,35.93000030517578
2018-11-16,36.90999984741211
2019-10-02,37.4900016784668
2020-03-27,37.83000183105469
2020-01-10,36.81999969482422
2019-10-24,37.56999969482422
2020-03-30,36.97999954223633
2020-06-17,37.439998626708984
2020-01-14,37.849998474121094
2020-04-02,37.52000045776367
2019-01-02,38.0
2019-08-14,38.279998779296875
2018-10-30,38.15999984741211
2019-06-11,36.529998779296875
2019-05-10,35.189998626708984
2019-04-08,34.790000915527344
2018-08-27,38.470001220703125
2018-07-26,38.65999984741211
2018-09-28,38.709999084472656
2019-03-07,38.54999923706055
2019-10-30,38.29999923706055
2020-01-17,38.34000015258789
2020-06-23,37.130001068115234
2020-04-08,37.79999923706055
2020-06-26,38.40999984741211
2019-03-22,38.529998779296875
2019-01-17,39.34000015258789
2019-08-29,39.099998474121094
2018-11-14,39.09000015258789
2019-06-26,39.790000915527344
2018-09-11,39.79999923706055
2018-07-09,39.189998626708984
2018-08-10,39.52000045776367
2019-04-23,40.7599983215332
2019-09-30,40.779998779296875
2020-01-23,41.33000183105469
2019-11-08,41.09000015258789
2020-04-14,41.06999969482422
2019-11-11,41.16999816894531
2020-01-29,41.4900016784668
2020-04-17,41.22999954223633
2018-07-24,41.040000915527344
2018-09-26,41.189998626708984
2019-05-08,40.79999923706055
2019-03-05,41.22999954223633
2019-02-01,43.369998931884766
2018-12-31,42.959999084472656
2018-11-29,42.650001525878906
2019-08-12,42.36000061035156
2019-07-11,42.02000045776367
2019-09-13,41.9900016784668
2019-11-14,41.38999938964844
2020-04-20,41.060001373291016
2020-02-04,40.650001525878906
2020-04-23,40.36000061035156
2018-12-14,40.4900016784668
2019-08-27,39.650001525878906
2018-08-08,39.470001220703125
2018-10-11,38.560001373291016
2018-11-12,38.65999984741211
2019-07-26,39.40999984741211
2019-06-24,38.81999969482422
2019-05-23,38.65999984741211
2019-03-20,38.119998931884766
2019-01-15,38.540000915527344
2019-11-20,40.720001220703125
2020-02-07,40.959999084472656
2020-02-10,39.54999923706055
2020-04-29,38.56999969482422
2019-11-26,38.5
2020-02-13,39.81999969482422
2019-01-30,39.45000076293945
2018-08-23,40.33000183105469
2018-09-24,40.439998626708984
2018-11-27,40.54999923706055
2018-10-26,41.310001373291016
2019-07-09,40.90999984741211
2019-06-07,39.59000015258789
2019-05-06,39.22999954223633
2019-04-04,37.75
2019-09-11,36.939998626708984
2019-11-29,35.59000015258789
2020-05-05,34.779998779296875
2019-12-02,35.790000915527344
2020-02-19,33.310001373291016
2020-05-08,31.959999084472656
2019-05-21,30.200000762939453
2019-03-18,27.309999465942383
2018-09-07,28.139999389648438
2018-08-06,26.420000076293945
2018-10-09,22.540000915527344
2019-02-14,22.1299991607666
2018-12-12,19.110000610351562
2019-07-24,18.739999771118164
2019-09-26,20.299999237060547
2019-10-28,22.260000228881836
2019-12-05,21.729999542236328
2020-05-11,18.06999969482422
2019-07-03,19.0
2020-02-25,19.8700008392334
2020-05-14,19.1299991607666
2020-02-28,16.84000015258789
2019-08-08,16.06999969482422
2019-06-05,16.56999969482422
2018-07-20,14.550000190734863
2018-08-21,14.5600004196167
2018-10-24,13.380000114440918
2019-04-02,16.469999313354492
2019-03-01,20.940000534057617
2019-01-28,20.350000381469727
2018-12-27,21.940000534057617
2019-09-09,21.989999771118164
2020-03-02,22.079999923706055
2020-05-20,18.899999618530273
2019-12-17,18.110000610351562
2020-03-05,19.350000381469727
2019-02-12,18.889999389648438
2019-01-11,17.229999542236328
2018-12-10,17.190000534057617
2019-08-23,17.709999084472656
2018-11-08,18.329999923706055
2019-07-22,20.559999465942383
2019-06-20,22.059999465942383
2018-09-05,21.84000015258789
2019-04-17,20.219999313354492
2019-09-24,18.31999969482422
2019-12-20,18.079999923706055
2020-05-26,18.700000762939453
2019-04-30,17.639999389648438
2019-12-23,18.030000686645508
2020-03-11,18.059999465942383
2020-05-29,17.75
2019-12-26,17.979999542236328
2020-06-01,16.09000015258789
2019-05-02,16.450000762939453
2019-02-27,16.979999542236328
2018-11-23,17.530000686645508
2019-08-06,16.520000457763672
2018-07-18,16.190000534057617
2018-09-20,16.260000228881836
2018-10-22,16.219999313354492
2019-07-05,17.1200008392334
2019-06-03,19.700000762939453
2019-10-09,19.850000381469727
2019-10-11,16.959999084472656
2020-03-17,17.489999771118164
2020-06-04,17.889999389648438
2019-10-14,19.700000762939453
2020-03-20,21.549999237060547
2018-11-06,24.940000534057617
2019-06-18,24.5
2019-05-17,22.920000076293945
2019-04-15,21.010000228881836
2019-03-14,18.559999465942383
2019-01-09,18.399999618530273
2018-08-02,17.610000610351562
2018-10-05,20.1200008392334
2019-08-21,19.190000534057617
2019-10-17,18.809999465942383
2020-03-23,18.719999313354492
2020-06-10,17.649999618530273
2019-02-25,17.329999923706055
2020-01-07,16.950000762939453
2020-03-26,15.9399995803833
2019-10-23,15.6899995803833
