Dates,PEAK
2018-06-20,22.20159912109375
2018-06-21,22.310344696044922
2018-06-25,22.491579055786133
2018-06-22,22.627506256103516
2018-06-26,22.763437271118164
2018-06-27,22.718124389648438
2018-06-28,23.28902244567871
2018-06-29,23.39776611328125
2018-07-02,23.153095245361328
2018-07-03,23.424949645996094
2018-07-05,23.733057022094727
2018-07-16,23.778366088867188
2018-09-18,23.497446060180664
2019-01-24,23.569942474365234
2019-09-05,23.497446060180664
2018-11-21,23.452136993408203
2020-01-13,23.415889739990234
2020-04-01,23.36151885986328
2020-06-19,23.171218872070312
2019-10-29,23.107786178588867
2020-01-16,23.579004287719727
2020-06-22,23.542755126953125
2018-10-03,23.58806800842285
2018-07-31,23.44307518005371
2019-03-12,23.769306182861328
2019-02-08,23.8780460357666
2019-01-07,23.062477111816406
2018-12-06,23.089664459228516
2019-08-19,23.470260620117188
2019-07-18,23.560882568359375
2019-05-15,23.597129821777344
2019-09-20,24.323335647583008
2019-11-01,24.13948631286621
2020-04-07,24.332529067993164
2020-06-25,23.983213424682617
2020-06-16,24.047561645507812
2019-11-04,23.88209342956543
2020-01-22,23.946441650390625
2019-11-07,24.15787124633789
2020-04-13,24.691038131713867
2019-07-01,24.801345825195312
2019-05-30,25.021963119506836
2018-08-15,24.884078979492188
2018-10-18,24.75538444519043
2019-03-27,24.580724716186523
2019-01-22,24.553146362304688
2018-12-21,24.56233787536621
2019-09-03,24.56233787536621
2018-11-19,24.847309112548828
2019-08-02,24.87488555908203
2020-01-28,24.75538444519043
2020-04-16,24.847309112548828
2019-11-13,24.39687728881836
2020-01-31,24.488801956176758
2018-12-04,24.801345825195312
2018-11-02,24.31414222717285
2019-07-16,24.4796085357666
2018-08-30,24.507184982299805
2018-10-01,24.4796085357666
2019-06-14,24.65426254272461
2019-05-13,24.17625617980957
2019-04-11,24.580724716186523
2019-02-06,24.15787124633789
2019-09-18,24.01078987121582
2020-02-03,24.222217559814453
2020-04-22,24.258987426757812
2019-11-19,23.624704360961914
2020-02-06,23.80855369567871
2019-11-22,23.496009826660156
2019-03-25,23.5787410736084
2019-02-21,24.194637298583984
2018-12-19,23.70743751525879
2018-07-12,23.551164627075195
2018-09-14,23.33054542541504
2018-08-13,23.275390625
2018-10-16,23.16507911682129
2019-07-31,23.587932586669922
2019-05-28,23.817747116088867
2019-04-26,23.716630935668945
2020-04-28,22.80657196044922
2019-11-25,22.71464729309082
2020-02-12,22.962844848632812
2020-05-01,23.6063232421875
2020-05-04,23.698246002197266
2019-06-12,23.799362182617188
2019-04-09,24.2681827545166
2019-03-08,23.85451889038086
2019-02-04,24.019983291625977
2018-07-27,24.635879516601562
2018-08-28,24.847309112548828
2019-01-03,24.35091209411621
2019-08-15,24.83811378479004
2018-10-31,25.141468048095703
2019-09-16,25.325315475463867
2020-02-18,25.85848045349121
2020-05-07,25.709440231323242
2018-08-17,26.286970138549805
2019-12-04,26.538476943969727
2020-02-21,26.752721786499023
2018-12-17,26.799299240112305
2019-08-30,26.845870971679688
2018-11-15,26.845870971679688
2019-07-29,26.808612823486328
2019-06-27,26.510530471801758
2019-04-24,26.463953018188477
2018-07-10,26.612998962402344
2018-09-12,26.69683265686035
2019-02-19,26.95765495300293
2019-01-18,26.883132934570312
2020-02-24,26.78998374938965
2020-05-13,26.77135467529297
2019-12-10,27.06943130493164
2020-02-27,26.920394897460938
2019-12-13,26.827241897583008
2020-05-19,27.255733489990234
2019-03-06,27.16258430480957
2018-11-30,27.088062286376953
2019-08-13,28.15928840637207
2019-07-12,27.823949813842773
2019-06-10,27.75874137878418
2019-05-09,27.572444915771484
2018-07-25,26.929710388183594
2018-09-27,27.0135440826416
2018-10-29,26.966968536376953
2019-10-16,26.06340980529785
2019-12-16,26.603681564331055
2020-03-04,26.39875030517578
2020-05-22,26.799299240112305
2019-10-01,26.333547592163086
2019-12-19,24.936294555664062
2018-09-10,26.02614974975586
2019-05-24,25.905054092407227
2018-08-09,25.970258712768555
2019-04-22,26.016836166381836
2019-03-21,25.13191032409668
2019-01-16,26.035465240478516
2019-08-28,26.054094314575195
2018-11-13,26.361492156982422
2018-10-12,26.650257110595703
2019-06-25,26.55710792541504
2020-03-10,26.89244842529297
2020-05-28,27.022859573364258
2019-10-07,26.985597610473633
2020-03-13,27.45134735107422
2019-10-10,27.656280517578125
2020-03-16,27.768056869506836
2020-06-03,27.833263397216797
2018-11-28,27.85189437866211
2018-09-25,27.842578887939453
2018-07-23,27.777376174926758
2018-08-24,28.28969955444336
2019-07-10,28.531888961791992
2019-05-07,28.652986526489258
2019-04-05,28.792707443237305
2019-03-04,29.379558563232422
2019-01-31,29.053529739379883
2019-09-12,29.08147621154785
2019-12-31,29.183942794799805
