Dates,PEAK
2019-02-21,26.31999969482422
2018-12-19,25.790000915527344
2018-07-12,25.6200008392334
2018-09-14,25.3799991607666
2018-08-13,25.31999969482422
2018-10-16,25.200000762939453
2019-07-31,25.65999984741211
2019-05-28,25.90999984741211
2019-04-26,25.799999237060547
2020-04-28,24.809999465942383
2019-11-25,24.709999084472656
2020-02-12,24.979999542236328
2020-05-01,25.68000030517578
2020-05-04,25.780000686645508
2019-06-12,25.889999389648438
2019-04-09,26.399999618530273
2019-03-08,25.950000762939453
2019-02-04,26.1299991607666
2018-07-27,26.799999237060547
2018-08-28,27.030000686645508
2019-01-03,26.489999771118164
2019-08-15,27.020000457763672
2018-10-31,27.350000381469727
2019-09-16,27.549999237060547
2020-02-18,28.1299991607666
2020-05-07,27.600000381469727
2018-08-17,28.219999313354492
2019-12-04,28.489999771118164
2020-02-21,28.719999313354492
2018-12-17,28.770000457763672
2019-08-30,28.81999969482422
2018-11-15,28.81999969482422
2019-07-29,28.780000686645508
2019-06-27,28.459999084472656
2019-04-24,28.40999984741211
2018-07-10,28.56999969482422
2018-09-12,28.65999984741211
2019-02-19,28.940000534057617
2019-01-18,28.860000610351562
2020-02-24,28.760000228881836
2020-05-13,28.739999771118164
2019-12-10,29.059999465942383
2020-02-27,28.899999618530273
2019-12-13,28.799999237060547
2020-05-19,29.260000228881836
2019-03-06,29.15999984741211
2018-11-30,29.079999923706055
2019-08-13,30.229999542236328
2019-07-12,29.8700008392334
2019-06-10,29.799999237060547
2019-05-09,29.600000381469727
2018-07-25,28.90999984741211
2018-09-27,29.0
2018-10-29,28.950000762939453
2019-10-16,27.979999542236328
2019-12-16,28.559999465942383
2020-03-04,28.34000015258789
2020-05-22,28.770000457763672
2019-10-01,28.270000457763672
2019-12-19,26.770000457763672
2018-09-10,27.940000534057617
2019-05-24,27.809999465942383
2018-08-09,27.8799991607666
2019-04-22,27.93000030517578
2019-03-21,26.979999542236328
2019-01-16,27.950000762939453
2019-08-28,27.969999313354492
2018-11-13,28.299999237060547
2018-10-12,28.610000610351562
2019-06-25,28.510000228881836
2020-03-10,28.8700008392334
2020-05-28,29.010000228881836
2019-10-07,28.969999313354492
2020-03-13,29.469999313354492
2019-10-10,29.690000534057617
2020-03-16,29.809999465942383
2020-06-03,29.8799991607666
2018-11-28,29.899999618530273
2018-09-25,29.889999389648438
2018-07-23,29.81999969482422
2018-08-24,30.3700008392334
2019-07-10,30.6299991607666
2019-05-07,30.760000228881836
2019-04-05,30.90999984741211
2019-03-04,31.540000915527344
2019-01-31,31.190000534057617
2019-09-12,31.219999313354492
2019-12-31,31.329999923706055
2020-03-19,31.09000015258789
2020-01-03,31.3700008392334
2020-06-09,31.239999771118164
2019-02-15,31.09000015258789
2019-01-14,30.389999389648438
2018-07-06,30.75
2018-08-07,30.940000534057617
2018-10-10,30.84000015258789
2018-12-13,30.959999084472656
2019-08-26,30.829999923706055
2019-07-25,31.010000228881836
2019-05-22,31.25
2019-03-19,30.799999237060547
2020-01-06,30.920000076293945
2020-03-25,30.780000686645508
2020-06-12,30.770000457763672
2019-10-22,30.520000457763672
2020-01-09,30.600000381469727
2020-06-15,30.729999542236328
2019-10-25,30.450000762939453
2020-03-31,30.399999618530273
2020-06-18,30.3700008392334
2019-04-03,30.940000534057617
2018-08-22,31.100000381469727
2018-10-25,31.229999542236328
2019-01-29,31.299999237060547
2018-12-28,31.1299991607666
2018-11-26,30.469999313354492
2019-08-09,30.309999465942383
2019-07-08,30.68000030517578
2019-06-06,31.649999618530273
2019-09-10,31.649999618530273
2020-01-15,31.690000534057617
2020-04-03,31.850000381469727
2019-10-31,31.510000228881836
2020-04-06,31.690000534057617
2020-06-24,31.299999237060547
2018-11-09,31.18000030517578
2019-07-23,31.25
2019-06-21,31.229999542236328
2019-05-20,31.049999237060547
2019-04-18,31.209999084472656
2018-09-06,30.920000076293945
2018-10-08,30.790000915527344
2019-02-13,30.969999313354492
2018-12-11,30.8700008392334
2019-09-25,30.860000610351562
2020-01-21,30.809999465942383
2020-04-09,29.829999923706055
2019-11-06,29.149999618530273
2020-01-24,29.829999923706055
2020-01-27,29.270000457763672
2020-04-15,29.56999969482422
2018-12-26,29.799999237060547
2019-08-07,29.920000076293945
2019-06-04,30.25
2018-09-21,29.549999237060547
2018-07-19,29.780000686645508
2018-08-20,29.93000030517578
2018-10-23,30.540000915527344
2019-05-03,30.690000534057617
2019-04-01,30.280000686645508
2019-02-28,29.799999237060547
2019-11-12,29.690000534057617
2020-01-30,30.0
2019-11-15,30.329999923706055
2020-04-21,30.950000762939453
2019-04-16,30.8799991607666
2019-03-15,31.190000534057617
2019-02-11,31.549999237060547
2019-01-10,31.610000610351562
2019-08-22,31.020000457763672
2018-11-07,31.25
2018-08-03,31.329999923706055
2018-09-04,31.790000915527344
2019-06-19,31.829999923706055
2019-09-23,31.399999618530273
2019-11-18,31.190000534057617
2020-02-05,31.399999618530273
2020-04-24,31.709999084472656
2019-03-29,31.809999465942383
2019-11-21,30.969999313354492
2020-04-27,31.530000686645508
2020-02-11,31.84000015258789
2020-04-30,31.729999542236328
2019-05-01,31.440000534057617
2019-02-26,31.530000686645508
2019-01-25,31.600000381469727
2018-12-24,31.940000534057617
2019-09-06,32.119998931884766
2018-07-17,32.459999084472656
2018-09-19,32.25
2019-08-05,32.43000030517578
2019-10-08,33.290000915527344
2019-12-11,32.70000076293945
2019-11-27,32.79999923706055
2020-02-14,32.22999954223633
2020-05-06,31.600000381469727
2019-01-08,31.799999237060547
2018-12-07,31.979999542236328
2019-08-20,31.56999969482422
2018-11-05,32.560001373291016
2019-07-19,32.95000076293945
2018-10-04,32.68000030517578
2019-06-17,33.06999969482422
2019-05-16,33.11000061035156
2018-08-01,33.27000045776367
2019-03-13,32.630001068115234
2019-12-03,32.56999969482422
2020-02-20,32.310001373291016
2019-12-06,32.27000045776367
2020-05-12,32.54999923706055
2019-12-09,32.63999938964844
2020-02-26,31.739999771118164
2020-05-15,31.6299991607666
2019-03-28,32.15999984741211
2018-09-17,31.950000762939453
2018-08-16,31.790000915527344
2018-10-19,32.08000183105469
2019-04-29,32.08000183105469
2019-01-23,32.25
2019-09-04,31.93000030517578
2018-11-20,32.75
2019-07-02,32.88999938964844
2019-05-31,32.45000076293945
2019-12-12,32.779998779296875
2020-05-18,33.709999084472656
2019-09-27,34.209999084472656
2020-03-03,34.099998474121094
2020-05-21,33.720001220703125
2019-05-14,33.619998931884766
2018-08-31,33.4900016784668
2018-07-30,34.29999923706055
2018-10-02,34.47999954223633
2019-04-12,34.630001068115234
2019-03-11,33.9900016784668
2019-02-07,34.25
2019-07-17,34.529998779296875
2019-09-19,34.150001525878906
2019-10-21,34.45000076293945
2019-12-18,34.59000015258789
2020-03-06,34.630001068115234
2019-10-03,34.75
2020-03-09,34.709999084472656
2020-05-27,35.540000915527344
2019-12-24,35.9900016784668
2020-03-12,35.349998474121094
2018-12-20,35.58000183105469
2019-08-01,35.209999084472656
2018-08-14,34.689998626708984
2018-07-13,34.599998474121094
2018-10-17,34.61000061035156
2019-05-29,33.7400016784668
2019-03-26,34.099998474121094
2019-02-22,35.11000061035156
2019-10-04,34.95000076293945
2019-11-05,35.09000015258789
2019-12-27,35.0099983215332
2020-06-02,35.060001373291016
2019-12-30,35.349998474121094
2020-03-18,35.09000015258789
2020-06-05,35.380001068115234
2019-07-15,35.52000045776367
2018-12-03,35.630001068115234
2019-06-13,35.709999084472656
2019-01-04,35.880001068115234
2018-08-29,36.189998626708984
2019-02-05,36.38999938964844
2018-11-01,36.31999969482422
2019-08-16,36.45000076293945
2019-04-10,36.45000076293945
2019-09-17,36.54999923706055
2019-10-15,36.349998474121094
2020-01-02,36.650001525878906
2020-06-08,36.709999084472656
2019-10-18,36.84000015258789
2020-03-24,37.0
2020-06-11,37.38999938964844
2020-01-08,37.56999969482422
2019-04-25,37.52000045776367
2019-07-30,37.93000030517578
2019-02-20,37.59000015258789
2018-07-11,36.29999923706055
2018-09-13,36.150001525878906
2018-10-15,36.400001525878906
2019-06-28,36.88999938964844
2018-12-18,37.619998931884766
2018-11-16,36.709999084472656
2019-10-02,35.779998779296875
2020-03-27,35.779998779296875
2020-01-10,34.529998779296875
2019-10-24,33.63999938964844
2020-03-30,33.689998626708984
2020-06-17,33.40999984741211
2020-01-14,33.25
2020-04-02,33.90999984741211
2019-01-02,33.9900016784668
2019-08-14,34.45000076293945
2018-10-30,34.75
2019-06-11,35.0
2019-05-10,35.09000015258789
2019-04-08,34.34000015258789
2018-08-27,34.400001525878906
2018-07-26,34.40999984741211
2018-09-28,34.86000061035156
2019-03-07,35.099998474121094
2019-10-30,34.880001068115234
2020-01-17,33.83000183105469
2020-06-23,34.380001068115234
2020-04-08,34.38999938964844
2020-06-26,34.529998779296875
2019-03-22,34.34000015258789
2019-01-17,34.189998626708984
2019-08-29,33.650001525878906
2018-11-14,33.189998626708984
2019-06-26,32.310001373291016
2018-09-11,32.25
2018-07-09,32.43000030517578
2018-08-10,32.029998779296875
2019-04-23,32.43000030517578
2019-09-30,32.88999938964844
2020-01-23,33.65999984741211
2019-11-08,33.41999816894531
2020-04-14,33.5
2019-11-11,33.70000076293945
2020-01-29,33.9900016784668
2020-04-17,34.060001373291016
2018-07-24,34.470001220703125
2018-09-26,33.68000030517578
2019-05-08,34.33000183105469
2019-03-05,34.650001525878906
2019-02-01,34.43000030517578
2018-12-31,34.4900016784668
2018-11-29,34.68000030517578
2019-08-12,34.93000030517578
2019-07-11,35.33000183105469
2019-09-13,35.20000076293945
2019-11-14,35.59000015258789
2020-04-20,36.43000030517578
2020-02-04,36.25
2020-04-23,36.77000045776367
2018-12-14,36.5099983215332
2019-08-27,37.029998779296875
2018-08-08,37.0
2018-10-11,36.79999923706055
2018-11-12,36.709999084472656
2019-07-26,36.65999984741211
2019-06-24,36.5099983215332
2019-05-23,35.9900016784668
2019-03-20,36.11000061035156
2019-01-15,36.45000076293945
2019-11-20,36.290000915527344
2020-02-07,36.31999969482422
2020-02-10,36.310001373291016
2020-04-29,36.900001525878906
2019-11-26,36.59000015258789
2020-02-13,36.75
2019-01-30,37.279998779296875
2018-08-23,37.310001373291016
2018-09-24,37.33000183105469
2018-11-27,36.81999969482422
2018-10-26,37.290000915527344
2019-07-09,37.150001525878906
2019-06-07,37.099998474121094
2019-05-06,35.65999984741211
2019-04-04,34.95000076293945
2019-09-11,32.77000045776367
2019-11-29,31.639999389648438
2020-05-05,32.83000183105469
2019-12-02,33.22999954223633
2020-02-19,34.56999969482422
2020-05-08,34.619998931884766
2019-05-21,33.720001220703125
2019-03-18,31.239999771118164
2018-09-07,32.099998474121094
2018-08-06,29.040000915527344
2018-10-09,25.1200008392334
2019-02-14,28.860000610351562
2018-12-12,22.270000457763672
2019-07-24,23.31999969482422
2019-09-26,20.850000381469727
2019-10-28,20.079999923706055
2019-12-05,20.959999084472656
2020-05-11,19.950000762939453
2019-07-03,21.15999984741211
2020-02-25,21.899999618530273
2020-05-14,24.31999969482422
2020-02-28,25.030000686645508
2019-08-08,24.350000381469727
2019-06-05,23.850000381469727
2018-07-20,21.290000915527344
2018-08-21,20.40999984741211
2018-10-24,20.290000915527344
2019-04-02,23.1200008392334
2019-03-01,23.899999618530273
2019-01-28,26.68000030517578
2018-12-27,28.350000381469727
2019-09-09,26.850000381469727
2020-03-02,27.34000015258789
2020-05-20,25.5
2019-12-17,24.739999771118164
2020-03-05,26.260000228881836
2019-02-12,25.389999389648438
2019-01-11,24.489999771118164
2018-12-10,24.8799991607666
2019-08-23,24.31999969482422
2018-11-08,24.229999542236328
2019-07-22,25.31999969482422
2019-06-20,26.510000228881836
2018-09-05,27.309999465942383
2019-04-17,26.139999389648438
2019-09-24,25.149999618530273
2019-12-20,25.1299991607666
2020-05-26,25.200000762939453
2019-04-30,24.030000686645508
2019-12-23,23.450000762939453
2020-03-11,24.25
2020-05-29,23.739999771118164
2019-12-26,21.940000534057617
2020-06-01,21.549999237060547
2019-05-02,22.229999542236328
2019-02-27,21.940000534057617
2018-11-23,24.059999465942383
2019-08-06,24.06999969482422
2018-07-18,23.940000534057617
2018-09-20,24.219999313354492
2018-10-22,24.549999237060547
2019-07-05,25.540000915527344
2019-06-03,25.729999542236328
2019-10-09,25.59000015258789
2019-10-11,24.639999389648438
2020-03-17,25.520000457763672
2020-06-04,26.079999923706055
2019-10-14,27.600000381469727
2020-03-20,27.780000686645508
2018-11-06,29.350000381469727
2019-06-18,29.81999969482422
2019-05-17,29.260000228881836
2019-04-15,28.15999984741211
2019-03-14,26.239999771118164
2019-01-09,27.479999542236328
2018-08-02,28.15999984741211
2018-10-05,28.549999237060547
2019-08-21,27.969999313354492
2019-10-17,28.0
2020-03-23,26.31999969482422
2020-06-10,26.8700008392334
2019-02-25,26.969999313354492
2020-01-07,25.989999771118164
2020-03-26,26.59000015258789
2019-10-23,26.489999771118164
