Dates,PEAK
2018-06-20,24.520000457763672
2018-06-21,24.760000228881836
2018-06-25,25.0
2018-06-22,25.100000381469727
2018-06-26,25.270000457763672
2018-06-27,25.229999542236328
2018-06-28,25.780000686645508
2018-06-29,25.90999984741211
2018-07-02,25.920000076293945
2018-07-03,26.290000915527344
2018-07-05,26.270000457763672
2018-07-16,26.479999542236328
2018-09-18,26.299999237060547
2019-01-24,26.09000015258789
2019-09-05,26.139999389648438
2018-11-21,25.950000762939453
2020-01-13,26.09000015258789
2020-04-01,25.84000015258789
2020-06-19,25.920000076293945
2019-10-29,25.700000762939453
2020-01-16,26.190000534057617
2020-06-22,26.040000915527344
2018-10-03,26.059999465942383
2018-07-31,26.010000228881836
2019-03-12,26.299999237060547
2019-02-08,26.469999313354492
2019-01-07,26.440000534057617
2018-12-06,25.579999923706055
2019-08-19,26.079999923706055
2019-07-18,26.010000228881836
2019-05-15,26.299999237060547
2019-09-20,26.59000015258789
2019-11-01,26.6299991607666
2020-04-07,26.479999542236328
2020-06-25,26.520000457763672
2020-06-16,26.25
2019-11-04,26.25
2020-01-22,26.059999465942383
2019-11-07,26.399999618530273
2020-04-13,27.06999969482422
2019-07-01,27.0
2019-05-30,27.229999542236328
2018-08-15,27.440000534057617
2018-10-18,27.110000610351562
2019-03-27,27.0
2019-01-22,26.8799991607666
2018-12-21,26.75
2019-09-03,26.729999542236328
2018-11-19,27.030000686645508
2019-08-02,27.200000762939453
2020-01-28,27.1299991607666
2020-04-16,27.1200008392334
2019-11-13,27.040000915527344
2020-01-31,26.84000015258789
2018-12-04,27.020000457763672
2018-11-02,26.799999237060547
2019-07-16,27.030000686645508
2018-08-30,26.780000686645508
2018-10-01,26.780000686645508
2019-06-14,26.93000030517578
2019-05-13,26.729999542236328
2019-04-11,26.760000228881836
2019-02-06,26.770000457763672
2019-09-18,26.34000015258789
2020-02-03,26.40999984741211
2020-04-22,26.450000762939453
2019-11-19,26.34000015258789
2020-02-06,26.110000610351562
2019-11-22,25.90999984741211
2019-03-25,25.90999984741211
2019-02-21,26.34000015258789
2018-12-19,26.31999969482422
2018-07-12,25.920000076293945
2018-09-14,25.690000534057617
2018-08-13,25.40999984741211
2018-10-16,25.399999618530273
2019-07-31,25.799999237060547
2019-05-28,25.920000076293945
2019-04-26,26.229999542236328
2020-04-28,25.950000762939453
2019-11-25,25.0
2020-02-12,25.229999542236328
2020-05-01,25.75
2020-05-04,25.90999984741211
2019-06-12,25.979999542236328
2019-04-09,26.420000076293945
2019-03-08,26.6299991607666
2019-02-04,26.34000015258789
2018-07-27,26.969999313354492
2018-08-28,27.149999618530273
2019-01-03,27.1299991607666
2019-08-15,27.040000915527344
2018-10-31,27.780000686645508
2019-09-16,27.90999984741211
2020-02-18,28.190000534057617
2020-05-07,28.0
2018-08-17,28.440000534057617
2019-12-04,28.489999771118164
2020-02-21,28.729999542236328
2018-12-17,28.920000076293945
2019-08-30,28.920000076293945
2018-11-15,29.31999969482422
2019-07-29,29.139999389648438
2019-06-27,28.860000610351562
2019-04-24,28.450000762939453
2018-07-10,28.610000610351562
2018-09-12,28.719999313354492
2019-02-19,28.979999542236328
2019-01-18,29.190000534057617
2020-02-24,29.010000228881836
2020-05-13,28.8799991607666
2019-12-10,29.139999389648438
2020-02-27,29.270000457763672
2019-12-13,28.989999771118164
2020-05-19,29.290000915527344
2019-03-06,29.399999618530273
2018-11-30,29.770000457763672
2019-08-13,30.270000457763672
2019-07-12,30.139999389648438
2019-06-10,30.219999313354492
2019-05-09,29.940000534057617
2018-07-25,29.90999984741211
2018-09-27,29.270000457763672
2018-10-29,28.989999771118164
2019-10-16,29.149999618530273
2019-12-16,28.709999084472656
2020-03-04,28.8799991607666
2020-05-22,29.079999923706055
2019-10-01,29.260000228881836
2019-12-19,28.43000030517578
2018-09-10,27.940000534057617
2019-05-24,27.93000030517578
2018-08-09,28.209999084472656
2019-04-22,28.040000915527344
2019-03-21,27.65999984741211
2019-01-16,28.06999969482422
2019-08-28,28.43000030517578
2018-11-13,28.510000228881836
2018-10-12,28.739999771118164
2019-06-25,28.899999618530273
2020-03-10,28.940000534057617
2020-05-28,29.06999969482422
2019-10-07,29.049999237060547
2020-03-13,29.530000686645508
2019-10-10,29.860000610351562
2020-03-16,29.959999084472656
2020-06-03,29.969999313354492
2018-11-28,30.079999923706055
2018-09-25,29.969999313354492
2018-07-23,29.950000762939453
2018-08-24,30.3799991607666
2019-07-10,30.6299991607666
2019-05-07,30.809999465942383
2019-04-05,30.989999771118164
2019-03-04,31.549999237060547
2019-01-31,31.649999618530273
2019-09-12,31.229999542236328
2019-12-31,31.350000381469727
2020-03-19,31.43000030517578
2020-01-03,31.43000030517578
2020-06-09,31.309999465942383
2019-02-15,31.299999237060547
2019-01-14,31.149999618530273
2018-07-06,30.780000686645508
2018-08-07,31.8799991607666
2018-10-10,30.989999771118164
2018-12-13,31.030000686645508
2019-08-26,30.920000076293945
2019-07-25,31.040000915527344
2019-05-22,31.420000076293945
2019-03-19,31.5
2020-01-06,31.229999542236328
2020-03-25,30.8799991607666
2020-06-12,31.299999237060547
2019-10-22,30.899999618530273
2020-01-09,30.700000762939453
2020-06-15,31.010000228881836
2019-10-25,30.8799991607666
2020-03-31,30.889999389648438
2020-06-18,30.979999542236328
2019-04-03,30.940000534057617
2018-08-22,31.209999084472656
2018-10-25,31.329999923706055
2019-01-29,31.360000610351562
2018-12-28,31.420000076293945
2018-11-26,31.15999984741211
2019-08-09,30.520000457763672
2019-07-08,30.90999984741211
2019-06-06,31.760000228881836
2019-09-10,32.22999954223633
2020-01-15,32.04999923706055
2020-04-03,31.899999618530273
2019-10-31,31.920000076293945
2020-04-06,31.700000762939453
2020-06-24,31.75
2018-11-09,31.360000610351562
2019-07-23,31.290000915527344
2019-06-21,31.3799991607666
2019-05-20,31.290000915527344
2019-04-18,31.25
2018-09-06,31.239999771118164
2018-10-08,30.90999984741211
2019-02-13,30.989999771118164
2018-12-11,31.110000610351562
2019-09-25,30.889999389648438
2020-01-21,30.950000762939453
2020-04-09,30.959999084472656
2019-11-06,30.020000457763672
2020-01-24,29.850000381469727
2020-01-27,29.709999084472656
2020-04-15,29.760000228881836
2018-12-26,29.959999084472656
2019-08-07,29.989999771118164
2019-06-04,30.290000915527344
2018-09-21,30.190000534057617
2018-07-19,30.0
2018-08-20,30.3700008392334
2018-10-23,30.8799991607666
2019-05-03,30.739999771118164
2019-04-01,30.65999984741211
2019-02-28,30.280000686645508
2019-11-12,30.15999984741211
2020-01-30,30.040000915527344
2019-11-15,30.440000534057617
2020-04-21,30.959999084472656
2019-04-16,31.1299991607666
2019-03-15,31.329999923706055
2019-02-11,31.68000030517578
