Dates,PEAK
2019-04-24,27.790000915527344
2018-07-10,28.280000686645508
2018-09-12,28.3700008392334
2019-02-19,28.579999923706055
2019-01-18,28.709999084472656
2020-02-24,28.600000381469727
2020-05-13,28.260000228881836
2019-12-10,28.510000228881836
2020-02-27,28.75
2019-12-13,28.729999542236328
2020-05-19,28.75
2019-03-06,29.010000228881836
2018-11-30,29.059999465942383
2019-08-13,28.81999969482422
2019-07-12,29.68000030517578
2019-06-10,29.459999084472656
2019-05-09,29.540000915527344
2018-07-25,28.790000915527344
2018-09-27,28.959999084472656
2018-10-29,28.65999984741211
2019-10-16,27.860000610351562
2019-12-16,28.079999923706055
2020-03-04,28.25
2020-05-22,28.31999969482422
2019-10-01,28.25
2019-12-19,26.649999618530273
2018-09-10,26.579999923706055
2019-05-24,26.940000534057617
2018-08-09,27.469999313354492
2019-04-22,27.31999969482422
2019-03-21,26.799999237060547
2019-01-16,26.940000534057617
2019-08-28,27.850000381469727
2018-11-13,27.979999542236328
2018-10-12,28.219999313354492
2019-06-25,28.239999771118164
2020-03-10,28.229999542236328
2020-05-28,28.760000228881836
2019-10-07,28.760000228881836
2020-03-13,28.979999542236328
2019-10-10,29.299999237060547
2020-03-16,29.56999969482422
2020-06-03,29.600000381469727
2018-11-28,29.6299991607666
2018-09-25,29.690000534057617
2018-07-23,29.59000015258789
2018-08-24,29.799999237060547
2019-07-10,30.290000915527344
2019-05-07,30.5
2019-04-05,30.610000610351562
2019-03-04,30.520000457763672
2019-01-31,30.6299991607666
2019-09-12,30.739999771118164
2019-12-31,30.959999084472656
2020-03-19,30.84000015258789
2020-01-03,30.899999618530273
2020-06-09,30.940000534057617
2019-02-15,31.030000686645508
2019-01-14,30.299999237060547
2018-07-06,30.0
2018-08-07,30.739999771118164
2018-10-10,30.760000228881836
2018-12-13,30.809999465942383
2019-08-26,30.329999923706055
2019-07-25,30.549999237060547
2019-05-22,30.959999084472656
2019-03-19,30.639999389648438
2020-01-06,30.729999542236328
2020-03-25,30.290000915527344
2020-06-12,30.670000076293945
2019-10-22,30.010000228881836
2020-01-09,30.09000015258789
2020-06-15,30.59000015258789
2019-10-25,30.40999984741211
2020-03-31,30.299999237060547
2020-06-18,30.299999237060547
2019-04-03,30.389999389648438
2018-08-22,30.940000534057617
2018-10-25,31.15999984741211
2019-01-29,31.1200008392334
2018-12-28,31.049999237060547
2018-11-26,30.270000457763672
2019-08-09,30.209999084472656
2019-07-08,30.1299991607666
2019-06-06,30.56999969482422
2019-09-10,31.59000015258789
2020-01-15,31.440000534057617
2020-04-03,31.670000076293945
2019-10-31,31.40999984741211
2020-04-06,31.450000762939453
2020-06-24,31.209999084472656
2018-11-09,30.829999923706055
2019-07-23,30.799999237060547
2019-06-21,30.940000534057617
2019-05-20,30.8700008392334
2019-04-18,30.899999618530273
2018-09-06,30.8700008392334
2018-10-08,30.700000762939453
2019-02-13,30.809999465942383
2018-12-11,30.690000534057617
2019-09-25,30.3799991607666
2020-01-21,30.649999618530273
2020-04-09,29.639999389648438
2019-11-06,29.030000686645508
2020-01-24,29.020000457763672
2020-01-27,28.860000610351562
2020-04-15,29.260000228881836
2018-12-26,29.540000915527344
2019-08-07,29.530000686645508
2019-06-04,29.90999984741211
2018-09-21,29.520000457763672
2018-07-19,29.420000076293945
2018-08-20,29.600000381469727
2018-10-23,29.799999237060547
2019-05-03,30.139999389648438
2019-04-01,30.100000381469727
2019-02-28,29.510000228881836
2019-11-12,29.65999984741211
2020-01-30,29.5
2019-11-15,29.959999084472656
2020-04-21,30.149999618530273
2019-04-16,30.790000915527344
2019-03-15,30.81999969482422
2019-02-11,31.100000381469727
2019-01-10,31.3700008392334
2019-08-22,30.860000610351562
2018-11-07,30.989999771118164
2018-08-03,31.1299991607666
2018-09-04,31.280000686645508
2019-06-19,31.75
2019-09-23,31.329999923706055
2019-11-18,30.979999542236328
2020-02-05,31.139999389648438
2020-04-24,31.290000915527344
2019-03-29,31.5
2019-11-21,30.729999542236328
2020-04-27,31.030000686645508
2020-02-11,31.540000915527344
2020-04-30,31.729999542236328
2019-05-01,31.280000686645508
2019-02-26,31.1299991607666
2019-01-25,31.5
2018-12-24,31.6299991607666
2019-09-06,32.02000045776367
2018-07-17,32.209999084472656
2018-09-19,32.0
2019-08-05,31.950000762939453
2019-10-08,32.5
2019-12-11,32.5
2019-11-27,32.61000061035156
2020-02-14,32.220001220703125
2020-05-06,31.280000686645508
2019-01-08,31.6299991607666
2018-12-07,31.760000228881836
2019-08-20,31.079999923706055
2018-11-05,31.700000762939453
2019-07-19,32.63999938964844
2018-10-04,31.969999313354492
2019-06-17,32.650001525878906
2019-05-16,32.83000183105469
2018-08-01,32.939998626708984
2019-03-13,32.380001068115234
2019-12-03,32.290000915527344
2020-02-20,32.2400016784668
2019-12-06,31.940000534057617
2020-05-12,32.22999954223633
2019-12-09,32.439998626708984
2020-02-26,31.6299991607666
2020-05-15,31.600000381469727
2019-03-28,31.520000457763672
2018-09-17,31.649999618530273
2018-08-16,31.540000915527344
2018-10-19,31.649999618530273
2019-04-29,31.950000762939453
2019-01-23,32.029998779296875
2019-09-04,31.75
2018-11-20,31.760000228881836
2019-07-02,32.36000061035156
2019-05-31,31.850000381469727
2019-12-12,32.0099983215332
2020-05-18,32.459999084472656
2019-09-27,33.34000015258789
2020-03-03,33.709999084472656
2020-05-21,33.619998931884766
2019-05-14,33.27000045776367
2018-08-31,33.40999984741211
2018-07-30,33.459999084472656
2018-10-02,34.2400016784668
2019-04-12,34.22999954223633
2019-03-11,33.97999954223633
2019-02-07,33.720001220703125
2019-07-17,34.060001373291016
2019-09-19,34.040000915527344
2019-10-21,34.06999969482422
2019-12-18,34.59000015258789
2020-03-06,34.47999954223633
2019-10-03,34.4900016784668
2020-03-09,34.630001068115234
2020-05-27,34.84000015258789
2019-12-24,35.63999938964844
2020-03-12,35.09000015258789
2018-12-20,35.310001373291016
2019-08-01,35.04999923706055
2018-08-14,34.099998474121094
2018-07-13,34.22999954223633
2018-10-17,34.470001220703125
2019-05-29,33.65999984741211
2019-03-26,33.75
2019-02-22,34.220001220703125
2019-10-04,34.58000183105469
2019-11-05,34.90999984741211
2019-12-27,34.88999938964844
2020-06-02,34.90999984741211
2019-12-30,34.90999984741211
2020-03-18,34.959999084472656
2020-06-05,35.150001525878906
2019-07-15,35.099998474121094
2018-12-03,35.470001220703125
2019-06-13,35.31999969482422
2019-01-04,35.54999923706055
2018-08-29,35.790000915527344
2019-02-05,36.029998779296875
2018-11-01,36.189998626708984
2019-08-16,36.060001373291016
2019-04-10,36.36000061035156
2019-09-17,35.970001220703125
2019-10-15,36.209999084472656
2020-01-02,36.2400016784668
2020-06-08,36.16999816894531
2019-10-18,36.18000030517578
2020-03-24,36.709999084472656
2020-06-11,36.900001525878906
2020-01-08,37.13999938964844
2019-04-25,37.27000045776367
2019-07-30,37.380001068115234
2019-02-20,37.400001525878906
2018-07-11,36.09000015258789
2018-09-13,35.189998626708984
2018-10-15,36.150001525878906
2019-06-28,36.470001220703125
2018-12-18,36.5
2018-11-16,36.2599983215332
2019-10-02,35.66999816894531
2020-03-27,35.779998779296875
2020-01-10,34.220001220703125
2019-10-24,33.380001068115234
2020-03-30,33.380001068115234
2020-06-17,33.40999984741211
2020-01-14,33.22999954223633
2020-04-02,33.38999938964844
2019-01-02,33.7599983215332
2019-08-14,33.81999969482422
2018-10-30,34.400001525878906
2019-06-11,34.59000015258789
2019-05-10,34.66999816894531
2019-04-08,34.34000015258789
2018-08-27,34.130001068115234
2018-07-26,34.27000045776367
2018-09-28,34.380001068115234
2019-03-07,34.70000076293945
2019-10-30,34.880001068115234
2020-01-17,33.7599983215332
2020-06-23,33.88999938964844
2020-04-08,34.11000061035156
2020-06-26,34.119998931884766
2019-03-22,34.279998779296875
2019-01-17,34.150001525878906
2019-08-29,33.619998931884766
2018-11-14,32.779998779296875
2019-06-26,32.22999954223633
2018-09-11,31.899999618530273
2018-07-09,31.860000610351562
2018-08-10,31.93000030517578
2019-04-23,31.979999542236328
2019-09-30,32.31999969482422
2020-01-23,33.119998931884766
2019-11-08,33.34000015258789
2020-04-14,33.310001373291016
2019-11-11,33.439998626708984
2020-01-29,33.7400016784668
2020-04-17,33.81999969482422
2018-07-24,34.09000015258789
2018-09-26,33.459999084472656
2019-05-08,33.66999816894531
2019-03-05,34.16999816894531
2019-02-01,34.029998779296875
2018-12-31,34.279998779296875
2018-11-29,34.209999084472656
2019-08-12,34.599998474121094
2019-07-11,34.7599983215332
2019-09-13,34.91999816894531
2019-11-14,35.310001373291016
2020-04-20,35.65999984741211
2020-02-04,36.09000015258789
2020-04-23,36.209999084472656
2018-12-14,36.25
2019-08-27,36.33000183105469
2018-08-08,36.81999969482422
2018-10-11,36.7400016784668
2018-11-12,36.709999084472656
2019-07-26,36.560001373291016
2019-06-24,36.290000915527344
2019-05-23,35.939998626708984
2019-03-20,35.93000030517578
2019-01-15,36.11000061035156
2019-11-20,35.9900016784668
2020-02-07,36.31999969482422
2020-02-10,36.27000045776367
2020-04-29,36.41999816894531
2019-11-26,36.560001373291016
2020-02-13,36.220001220703125
2019-01-30,36.66999816894531
2018-08-23,36.79999923706055
2018-09-24,37.040000915527344
2018-11-27,36.54999923706055
2018-10-26,36.720001220703125
2019-07-09,37.060001373291016
2019-06-07,36.939998626708984
2019-05-06,35.59000015258789
2019-04-04,34.95000076293945
2019-09-11,32.77000045776367
2019-11-29,30.510000228881836
2020-05-05,31.329999923706055
2019-12-02,32.59000015258789
2020-02-19,33.7599983215332
2020-05-08,33.77000045776367
2019-05-21,32.400001525878906
2019-03-18,30.899999618530273
2018-09-07,29.920000076293945
2018-08-06,28.969999313354492
2018-10-09,23.229999542236328
2019-02-14,24.219999313354492
2018-12-12,22.270000457763672
2019-07-24,20.040000915527344
2019-09-26,18.6299991607666
2019-10-28,19.709999084472656
2019-12-05,20.139999389648438
2020-05-11,19.459999084472656
2019-07-03,19.829999923706055
2020-02-25,20.40999984741211
2020-05-14,21.479999542236328
2020-02-28,22.719999313354492
2019-08-08,23.020000457763672
2019-06-05,22.8799991607666
2018-07-20,20.510000228881836
2018-08-21,19.899999618530273
2018-10-24,19.670000076293945
2019-04-02,21.18000030517578
2019-03-01,23.719999313354492
2019-01-28,23.65999984741211
2018-12-27,27.329999923706055
2019-09-09,26.729999542236328
2020-03-02,27.079999923706055
2020-05-20,24.8700008392334
2019-12-17,24.600000381469727
2020-03-05,25.200000762939453
2019-02-12,25.239999771118164
2019-01-11,24.049999237060547
2018-12-10,24.5
2019-08-23,24.270000457763672
2018-11-08,24.09000015258789
2019-07-22,24.350000381469727
2019-06-20,25.959999084472656
2018-09-05,26.600000381469727
2019-04-17,25.75
2019-09-24,24.84000015258789
2019-12-20,24.25
2020-05-26,25.079999923706055
2019-04-30,23.8799991607666
2019-12-23,23.260000228881836
2020-03-11,23.3799991607666
2020-05-29,23.399999618530273
2019-12-26,21.920000076293945
2020-06-01,21.389999389648438
2019-05-02,20.559999465942383
2019-02-27,21.520000457763672
2018-11-23,22.520000457763672
2019-08-06,23.610000610351562
2018-07-18,23.56999969482422
2018-09-20,23.68000030517578
2018-10-22,24.1200008392334
2019-07-05,25.059999465942383
2019-06-03,25.15999984741211
2019-10-09,25.219999313354492
2019-10-11,24.350000381469727
2020-03-17,24.530000686645508
2020-06-04,25.579999923706055
2019-10-14,26.09000015258789
2020-03-20,26.969999313354492
2018-11-06,28.399999618530273
2019-06-18,29.440000534057617
2019-05-17,28.600000381469727
2019-04-15,27.90999984741211
2019-03-14,26.110000610351562
2019-01-09,26.420000076293945
2018-08-02,26.3799991607666
2018-10-05,28.34000015258789
2019-08-21,27.90999984741211
2019-10-17,27.43000030517578
2020-03-23,26.31999969482422
2020-06-10,25.8700008392334
2019-02-25,26.760000228881836
2020-01-07,25.1299991607666
2020-03-26,25.540000915527344
2019-10-23,25.940000534057617
