Dates,LYV
2018-06-20,47.65999984741211
2018-06-21,47.5099983215332
2018-06-25,48.75
2018-06-22,48.4900016784668
2018-06-26,47.900001525878906
2018-06-27,48.349998474121094
2018-06-28,48.72999954223633
2018-06-29,49.36000061035156
2018-07-02,49.38999938964844
2018-07-03,49.4900016784668
2018-07-05,49.09000015258789
2018-07-16,49.959999084472656
2018-09-18,50.40999984741211
2019-01-24,50.33000183105469
2019-09-05,50.36000061035156
2018-11-21,51.22999954223633
2020-01-13,52.189998626708984
2020-04-01,51.72999954223633
2020-06-19,51.61000061035156
2019-10-29,51.95000076293945
2020-01-16,51.45000076293945
2020-06-22,51.470001220703125
2018-10-03,51.38999938964844
2018-07-31,52.84000015258789
2019-03-12,52.439998626708984
2019-02-08,52.63999938964844
2019-01-07,52.619998931884766
2018-12-06,50.529998779296875
2019-08-19,49.70000076293945
2019-07-18,49.66999816894531
2019-05-15,49.720001220703125
2019-09-20,49.810001373291016
2019-11-01,49.86000061035156
2020-04-07,50.31999969482422
2020-06-25,49.7400016784668
2020-06-16,49.84000015258789
2019-11-04,49.75
2020-01-22,49.75
2019-11-07,50.220001220703125
2020-04-13,49.29999923706055
2019-07-01,49.38999938964844
2019-05-30,48.7400016784668
2018-08-15,48.33000183105469
2018-10-18,49.22999954223633
2019-03-27,49.689998626708984
2019-01-22,49.63999938964844
2018-12-21,49.689998626708984
2019-09-03,50.189998626708984
2018-11-19,50.0099983215332
2019-08-02,49.90999984741211
2020-01-28,49.63999938964844
2020-04-16,49.779998779296875
2019-11-13,50.619998931884766
2020-01-31,50.189998626708984
2018-12-04,49.869998931884766
2018-11-02,50.369998931884766
2019-07-16,50.58000183105469
2018-08-30,51.63999938964844
2018-10-01,53.029998779296875
2019-06-14,54.72999954223633
2019-05-13,55.2599983215332
2019-04-11,54.720001220703125
2019-02-06,53.7400016784668
2019-09-18,53.939998626708984
2020-02-03,52.52000045776367
2020-04-22,53.58000183105469
2019-11-19,53.77000045776367
2020-02-06,54.119998931884766
2019-11-22,54.029998779296875
2019-03-25,54.130001068115234
2019-02-21,54.72999954223633
2018-12-19,54.88999938964844
2018-07-12,54.63999938964844
2018-09-14,55.2400016784668
2018-08-13,54.58000183105469
2018-10-16,53.08000183105469
2019-07-31,52.47999954223633
2019-05-28,51.790000915527344
2019-04-26,50.47999954223633
2020-04-28,50.83000183105469
2019-11-25,51.58000183105469
2020-02-12,52.459999084472656
2020-05-01,54.029998779296875
2020-05-04,53.9900016784668
2019-06-12,53.5
2019-04-09,53.369998931884766
2019-03-08,52.81999969482422
2019-02-04,51.95000076293945
2018-07-27,52.060001373291016
2018-08-28,51.349998474121094
2019-01-03,50.529998779296875
2019-08-15,51.13999938964844
2018-10-31,50.369998931884766
2019-09-16,53.04999923706055
2020-02-18,53.36000061035156
2020-05-07,58.2599983215332
2018-08-17,55.279998779296875
2019-12-04,55.90999984741211
2020-02-21,56.65999984741211
2018-12-17,57.529998779296875
2019-08-30,57.790000915527344
2018-11-15,56.540000915527344
2019-07-29,56.279998779296875
2019-06-27,56.41999816894531
2019-04-24,54.900001525878906
2018-07-10,54.849998474121094
2018-09-12,55.0
2019-02-19,52.31999969482422
2019-01-18,53.380001068115234
2020-02-24,53.58000183105469
2020-05-13,55.220001220703125
2019-12-10,54.7400016784668
2020-02-27,55.36000061035156
2019-12-13,56.41999816894531
2020-05-19,56.34000015258789
2019-03-06,56.599998474121094
2018-11-30,56.189998626708984
2019-08-13,56.5099983215332
2019-07-12,56.619998931884766
2019-06-10,55.880001068115234
2019-05-09,55.470001220703125
2018-07-25,55.619998931884766
2018-09-27,55.11000061035156
2018-10-29,55.279998779296875
2019-10-16,54.25
2019-12-16,53.0099983215332
2020-03-04,53.650001525878906
2020-05-22,51.099998474121094
2019-10-01,50.5
2019-12-19,48.650001525878906
2018-09-10,48.59000015258789
2019-05-24,48.81999969482422
2018-08-09,49.16999816894531
2019-04-22,49.34000015258789
2019-03-21,48.689998626708984
2019-01-16,48.70000076293945
2019-08-28,50.439998626708984
2018-11-13,51.31999969482422
2018-10-12,52.41999816894531
2019-06-25,52.95000076293945
2020-03-10,53.22999954223633
2020-05-28,53.56999969482422
2019-10-07,54.2400016784668
2020-03-13,54.22999954223633
2019-10-10,54.5099983215332
2020-03-16,53.33000183105469
2020-06-03,54.04999923706055
2018-11-28,54.02000045776367
2018-09-25,53.540000915527344
2018-07-23,53.31999969482422
2018-08-24,53.470001220703125
2019-07-10,53.369998931884766
2019-05-07,53.029998779296875
2019-04-05,53.29999923706055
2019-03-04,54.25
2019-01-31,53.4900016784668
2019-09-12,53.560001373291016
2019-12-31,53.58000183105469
2020-03-19,53.33000183105469
2020-01-03,53.5
2020-06-09,54.33000183105469
2019-02-15,54.650001525878906
2019-01-14,55.130001068115234
2018-07-06,55.619998931884766
2018-08-07,55.7400016784668
2018-10-10,56.540000915527344
2018-12-13,56.81999969482422
2019-08-26,56.400001525878906
2019-07-25,56.439998626708984
2019-05-22,56.93000030517578
2019-03-19,57.400001525878906
2020-01-06,56.7599983215332
2020-03-25,56.58000183105469
2020-06-12,56.95000076293945
2019-10-22,61.849998474121094
2020-01-09,61.5
2020-06-15,61.189998626708984
2019-10-25,61.59000015258789
2020-03-31,61.560001373291016
2020-06-18,60.81999969482422
2019-04-03,62.310001373291016
2018-08-22,63.25
2018-10-25,63.40999984741211
2019-01-29,63.88999938964844
2018-12-28,64.44999694824219
2018-11-26,63.43000030517578
2019-08-09,63.279998779296875
2019-07-08,63.5
2019-06-06,64.69999694824219
2019-09-10,64.37000274658203
2020-01-15,63.220001220703125
2020-04-03,63.619998931884766
2019-10-31,63.86000061035156
2020-04-06,63.97999954223633
2020-06-24,64.5
2018-11-09,64.63999938964844
2019-07-23,64.77999877929688
2019-06-21,65.19000244140625
2019-05-20,64.13999938964844
