Dates,LYV
2018-06-20,47.11000061035156
2018-06-21,47.029998779296875
2018-06-25,48.72999954223633
2018-06-22,47.77000045776367
2018-06-26,47.7599983215332
2018-06-27,46.97999954223633
2018-06-28,48.689998626708984
2018-06-29,48.56999969482422
2018-07-02,49.16999816894531
2018-07-03,48.220001220703125
2018-07-05,49.08000183105469
2018-07-16,49.689998626708984
2018-09-18,50.040000915527344
2019-01-24,49.959999084472656
2019-09-05,49.77000045776367
2018-11-21,51.18000030517578
2020-01-13,51.540000915527344
2020-04-01,51.2400016784668
2020-06-19,51.439998626708984
2019-10-29,51.77000045776367
2020-01-16,51.27000045776367
2020-06-22,51.27000045776367
2018-10-03,51.0099983215332
2018-07-31,51.810001373291016
2019-03-12,52.40999984741211
2019-02-08,51.599998474121094
2019-01-07,50.349998474121094
2018-12-06,48.849998474121094
2019-08-19,49.279998779296875
2019-07-18,49.119998931884766
2019-05-15,49.47999954223633
2019-09-20,49.02000045776367
2019-11-01,49.529998779296875
2020-04-07,49.70000076293945
2020-06-25,49.4900016784668
2020-06-16,49.2599983215332
2019-11-04,49.20000076293945
2020-01-22,48.93000030517578
2019-11-07,49.16999816894531
2020-04-13,48.4900016784668
2019-07-01,48.689998626708984
2019-05-30,48.150001525878906
2018-08-15,48.209999084472656
2018-10-18,49.20000076293945
2019-03-27,49.560001373291016
2019-01-22,49.20000076293945
2018-12-21,49.47999954223633
2019-09-03,49.58000183105469
2018-11-19,49.689998626708984
2019-08-02,49.650001525878906
2020-01-28,49.38999938964844
2020-04-16,49.68000030517578
2019-11-13,50.310001373291016
2020-01-31,49.40999984741211
2018-12-04,49.470001220703125
2018-11-02,49.91999816894531
2019-07-16,50.290000915527344
2018-08-30,51.459999084472656
2018-10-01,52.83000183105469
2019-06-14,54.58000183105469
2019-05-13,54.709999084472656
2019-04-11,53.470001220703125
2019-02-06,53.66999816894531
2019-09-18,52.72999954223633
2020-02-03,52.38999938964844
2020-04-22,53.40999984741211
2019-11-19,53.52000045776367
2020-02-06,53.66999816894531
2019-11-22,53.4900016784668
2019-03-25,53.900001525878906
2019-02-21,54.470001220703125
2018-12-19,54.099998474121094
2018-07-12,54.58000183105469
2018-09-14,54.83000183105469
2018-08-13,52.68000030517578
2018-10-16,52.290000915527344
2019-07-31,51.79999923706055
2019-05-28,50.619998931884766
2019-04-26,49.58000183105469
2020-04-28,49.5
2019-11-25,51.41999816894531
2020-02-12,51.939998626708984
2020-05-01,53.849998474121094
2020-05-04,53.47999954223633
2019-06-12,52.599998474121094
2019-04-09,51.68000030517578
2019-03-08,52.61000061035156
2019-02-04,51.369998931884766
2018-07-27,49.279998779296875
2018-08-28,50.70000076293945
2019-01-03,50.060001373291016
2019-08-15,49.09000015258789
2018-10-31,50.22999954223633
2019-09-16,52.29999923706055
2020-02-18,53.189998626708984
2020-05-07,54.849998474121094
2018-08-17,55.130001068115234
2019-12-04,55.400001525878906
2020-02-21,56.63999938964844
2018-12-17,57.43000030517578
2019-08-30,56.400001525878906
2018-11-15,55.439998626708984
2019-07-29,55.86000061035156
2019-06-27,53.56999969482422
2019-04-24,54.5
2018-07-10,54.369998931884766
2018-09-12,53.029998779296875
2019-02-19,51.380001068115234
2019-01-18,52.689998626708984
2020-02-24,53.36000061035156
2020-05-13,54.630001068115234
2019-12-10,53.02000045776367
2020-02-27,55.130001068115234
2019-12-13,55.90999984741211
2020-05-19,55.68000030517578
2019-03-06,55.439998626708984
2018-11-30,54.369998931884766
2019-08-13,56.5
2019-07-12,55.11000061035156
2019-06-10,54.34000015258789
2019-05-09,54.15999984741211
2018-07-25,54.689998626708984
2018-09-27,54.619998931884766
2018-10-29,53.900001525878906
2019-10-16,52.36000061035156
2019-12-16,52.619998931884766
2020-03-04,51.13999938964844
2020-05-22,50.060001373291016
2019-10-01,48.7599983215332
2019-12-19,46.20000076293945
2018-09-10,48.560001373291016
2019-05-24,48.81999969482422
2018-08-09,48.2400016784668
2019-04-22,49.25
2019-03-21,48.310001373291016
2019-01-16,47.689998626708984
2019-08-28,50.0
2018-11-13,50.900001525878906
2018-10-12,52.11000061035156
2019-06-25,52.7400016784668
2020-03-10,53.0099983215332
2020-05-28,53.470001220703125
2019-10-07,53.95000076293945
2020-03-13,54.13999938964844
2019-10-10,52.52000045776367
2020-03-16,53.119998931884766
2020-06-03,54.040000915527344
2018-11-28,52.869998931884766
2018-09-25,52.79999923706055
2018-07-23,52.880001068115234
2018-08-24,53.38999938964844
2019-07-10,52.83000183105469
2019-05-07,52.560001373291016
2019-04-05,53.22999954223633
2019-03-04,53.5099983215332
2019-01-31,52.77000045776367
2019-09-12,53.16999816894531
2019-12-31,53.34000015258789
2020-03-19,53.150001525878906
2020-01-03,53.4900016784668
2020-06-09,54.20000076293945
2019-02-15,54.02000045776367
2019-01-14,55.06999969482422
2018-07-06,55.150001525878906
2018-08-07,55.369998931884766
2018-10-10,56.34000015258789
2018-12-13,55.689998626708984
2019-08-26,55.650001525878906
2019-07-25,55.869998931884766
2019-05-22,56.86000061035156
2019-03-19,56.77000045776367
2020-01-06,56.349998474121094
2020-03-25,56.349998474121094
2020-06-12,56.560001373291016
2019-10-22,61.040000915527344
2020-01-09,60.7599983215332
2020-06-15,61.040000915527344
2019-10-25,60.93000030517578
2020-03-31,60.779998779296875
2020-06-18,60.790000915527344
2019-04-03,62.2400016784668
2018-08-22,63.130001068115234
2018-10-25,62.68000030517578
2019-01-29,63.560001373291016
2018-12-28,63.459999084472656
2018-11-26,63.08000183105469
2019-08-09,62.63999938964844
2019-07-08,63.150001525878906
2019-06-06,64.27999877929688
2019-09-10,62.95000076293945
2020-01-15,62.81999969482422
2020-04-03,63.310001373291016
2019-10-31,63.33000183105469
2020-04-06,63.900001525878906
2020-06-24,63.540000915527344
2018-11-09,64.4800033569336
2019-07-23,64.7699966430664
2019-06-21,64.81999969482422
2019-05-20,63.09000015258789
2019-04-18,62.93000030517578
2018-09-06,63.58000183105469
2018-10-08,63.43000030517578
2019-02-13,64.5999984741211
2018-12-11,63.97999954223633
2019-09-25,64.45999908447266
2020-01-21,64.94000244140625
2020-04-09,64.93000030517578
2019-11-06,64.52999877929688
2020-01-24,65.3499984741211
2020-01-27,65.5
2020-04-15,66.41999816894531
2018-12-26,66.08999633789062
2019-08-07,65.81999969482422
2019-06-04,66.45999908447266
2018-09-21,65.97000122070312
2018-07-19,65.33999633789062
2018-08-20,63.720001220703125
2018-10-23,63.7599983215332
2019-05-03,64.33999633789062
2019-04-01,64.68000030517578
2019-02-28,63.83000183105469
2019-11-12,64.70999908447266
2020-01-30,64.6500015258789
2019-11-15,65.36000061035156
2020-04-21,63.0099983215332
2019-04-16,64.1500015258789
2019-03-15,64.31999969482422
2019-02-11,64.37999725341797
2019-01-10,63.630001068115234
2019-08-22,62.970001220703125
2018-11-07,63.900001525878906
2018-08-03,62.869998931884766
2018-09-04,62.4900016784668
2019-06-19,63.279998779296875
2019-09-23,62.45000076293945
2019-11-18,62.13999938964844
2020-02-05,61.619998931884766
2020-04-24,60.81999969482422
2019-03-29,60.06999969482422
2019-11-21,61.54999923706055
2020-04-27,61.95000076293945
2020-02-11,62.0099983215332
2020-04-30,62.189998626708984
2019-05-01,61.75
2019-02-26,63.18000030517578
2019-01-25,63.38999938964844
2018-12-24,64.25
2019-09-06,63.9900016784668
2018-07-17,65.08999633789062
2018-09-19,66.30999755859375
2019-08-05,66.4800033569336
2019-10-08,67.22000122070312
2019-12-11,66.69000244140625
2019-11-27,66.58000183105469
2020-02-14,66.47000122070312
2020-05-06,66.05000305175781
2019-01-08,66.93000030517578
2018-12-07,66.25
2019-08-20,67.16000366210938
2018-11-05,68.19000244140625
2019-07-19,69.4000015258789
2018-10-04,69.66000366210938
2019-06-17,68.61000061035156
2019-05-16,69.08000183105469
2018-08-01,69.33999633789062
2019-03-13,69.87999725341797
2019-12-03,70.5
2020-02-20,70.83000183105469
2019-12-06,70.55000305175781
2020-05-12,70.33000183105469
2019-12-09,70.58999633789062
2020-02-26,70.29000091552734
2020-05-15,70.04000091552734
2019-03-28,70.47000122070312
2018-09-17,70.87000274658203
2018-08-16,72.52999877929688
2018-10-19,73.54000091552734
2019-04-29,71.19999694824219
2019-01-23,72.0999984741211
2019-09-04,72.05999755859375
2018-11-20,71.25
2019-07-02,70.69999694824219
2019-05-31,68.5
2019-12-12,70.01000213623047
2020-05-18,70.80000305175781
2019-09-27,72.30000305175781
2020-03-03,72.11000061035156
2020-05-21,70.62999725341797
2019-05-14,71.36000061035156
2018-08-31,69.05999755859375
2018-07-30,69.41000366210938
2018-10-02,70.3499984741211
2019-04-12,71.47000122070312
2019-03-11,71.44999694824219
2019-02-07,71.83999633789062
2019-07-17,71.44999694824219
2019-09-19,70.72000122070312
2019-10-21,71.69999694824219
2019-12-18,70.30999755859375
2020-03-06,69.19999694824219
2019-10-03,68.86000061035156
