Dates,LYV
2018-06-20,47.459999084472656
2018-06-21,47.36000061035156
2018-06-25,47.779998779296875
2018-06-22,48.439998626708984
2018-06-26,47.7599983215332
2018-06-27,48.060001373291016
2018-06-28,47.060001373291016
2018-06-29,48.689998626708984
2018-07-02,48.29999923706055
2018-07-03,49.34000015258789
2018-07-05,48.709999084472656
2018-07-16,49.189998626708984
2018-09-18,50.13999938964844
2019-01-24,50.18000030517578
2019-09-05,49.38999938964844
2018-11-21,49.880001068115234
2020-01-13,51.5099983215332
2020-04-01,51.619998931884766
2020-06-19,50.7599983215332
2019-10-29,51.439998626708984
2020-01-16,51.43000030517578
2020-06-22,51.310001373291016
2018-10-03,51.13999938964844
2018-07-31,52.529998779296875
2019-03-12,51.63999938964844
2019-02-08,52.560001373291016
2019-01-07,52.11000061035156
2018-12-06,50.22999954223633
2019-08-19,48.970001220703125
2019-07-18,49.040000915527344
2019-05-15,48.90999984741211
2019-09-20,49.66999816894531
2019-11-01,49.11000061035156
2020-04-07,49.79999923706055
2020-06-25,49.54999923706055
2020-06-16,49.38999938964844
2019-11-04,49.189998626708984
2020-01-22,49.13999938964844
2019-11-07,49.08000183105469
2020-04-13,48.93000030517578
2019-07-01,48.63999938964844
2019-05-30,48.70000076293945
2018-08-15,48.150001525878906
2018-10-18,48.400001525878906
2019-03-27,49.20000076293945
2019-01-22,49.540000915527344
2018-12-21,49.20000076293945
2019-09-03,49.79999923706055
2018-11-19,49.66999816894531
2019-08-02,49.90999984741211
2020-01-28,49.63999938964844
2020-04-16,49.349998474121094
2019-11-13,49.400001525878906
2020-01-31,50.130001068115234
2018-12-04,49.380001068115234
2018-11-02,49.220001220703125
2019-07-16,50.20000076293945
2018-08-30,50.130001068115234
2018-10-01,51.36000061035156
2019-06-14,52.970001220703125
2019-05-13,54.83000183105469
2019-04-11,54.720001220703125
2019-02-06,53.58000183105469
2019-09-18,53.650001525878906
2020-02-03,51.880001068115234
2020-04-22,52.40999984741211
2019-11-19,53.0
2020-02-06,53.63999938964844
2019-11-22,53.849998474121094
2019-03-25,53.459999084472656
2019-02-21,53.849998474121094
2018-12-19,54.689998626708984
2018-07-12,53.97999954223633
2018-09-14,54.790000915527344
2018-08-13,54.54999923706055
2018-10-16,52.5
2019-07-31,51.86000061035156
2019-05-28,51.58000183105469
2019-04-26,50.349998474121094
2020-04-28,49.59000015258789
2019-11-25,50.4900016784668
2020-02-12,51.290000915527344
2020-05-01,52.41999816894531
2020-05-04,53.81999969482422
2019-06-12,53.369998931884766
2019-04-09,52.959999084472656
2019-03-08,51.84000015258789
2019-02-04,51.689998626708984
2018-07-27,51.2400016784668
2018-08-28,49.790000915527344
2019-01-03,49.810001373291016
2019-08-15,50.7400016784668
2018-10-31,49.150001525878906
2019-09-16,50.79999923706055
2020-02-18,52.61000061035156
2020-05-07,55.189998626708984
2018-08-17,55.11000061035156
2019-12-04,55.06999969482422
2020-02-21,55.79999923706055
2018-12-17,56.279998779296875
2019-08-30,57.130001068115234
2018-11-15,56.189998626708984
2019-07-29,55.36000061035156
2019-06-27,56.41999816894531
2019-04-24,53.29999923706055
2018-07-10,54.16999816894531
2018-09-12,54.880001068115234
2019-02-19,51.70000076293945
2019-01-18,52.099998474121094
2020-02-24,52.150001525878906
2020-05-13,53.84000015258789
2019-12-10,54.599998474121094
2020-02-27,52.97999954223633
2019-12-13,54.779998779296875
2020-05-19,56.060001373291016
2019-03-06,56.459999084472656
2018-11-30,55.529998779296875
2019-08-13,53.45000076293945
2019-07-12,56.06999969482422
2019-06-10,55.0
2019-05-09,55.130001068115234
2018-07-25,54.9900016784668
2018-09-27,55.06999969482422
2018-10-29,54.2400016784668
2019-10-16,53.7599983215332
2019-12-16,52.709999084472656
2020-03-04,52.84000015258789
2020-05-22,51.0
2019-10-01,50.040000915527344
2019-12-19,48.16999816894531
2018-09-10,46.529998779296875
2019-05-24,47.939998626708984
2018-08-09,49.08000183105469
2019-04-22,48.709999084472656
2019-03-21,48.689998626708984
2019-01-16,48.0099983215332
2019-08-28,48.5
2018-11-13,49.72999954223633
2018-10-12,51.5
2019-06-25,52.2400016784668
2020-03-10,52.59000015258789
2020-05-28,52.83000183105469
2019-10-07,53.45000076293945
2020-03-13,53.630001068115234
2019-10-10,54.0
2020-03-16,52.41999816894531
2020-06-03,53.599998474121094
2018-11-28,53.900001525878906
2018-09-25,53.150001525878906
2018-07-23,52.65999984741211
2018-08-24,53.470001220703125
2019-07-10,53.130001068115234
2019-05-07,52.869998931884766
2019-04-05,52.93000030517578
2019-03-04,53.2599983215332
2019-01-31,53.369998931884766
2019-09-12,52.689998626708984
2019-12-31,53.0099983215332
2020-03-19,53.22999954223633
2020-01-03,53.0
2020-06-09,53.150001525878906
2019-02-15,54.619998931884766
2019-01-14,54.5
2018-07-06,55.25
2018-08-07,55.099998474121094
2018-10-10,55.77000045776367
2018-12-13,56.349998474121094
2019-08-26,55.720001220703125
2019-07-25,55.41999816894531
2019-05-22,56.0
2019-03-19,57.25
2020-01-06,56.52000045776367
2020-03-25,56.349998474121094
2020-06-12,56.58000183105469
2019-10-22,57.27000045776367
2020-01-09,61.4900016784668
2020-06-15,61.16999816894531
2019-10-25,61.040000915527344
2020-03-31,60.880001068115234
2020-06-18,60.040000915527344
2019-04-03,60.83000183105469
2018-08-22,62.22999954223633
2018-10-25,63.29999923706055
2019-01-29,62.970001220703125
2018-12-28,63.439998626708984
2018-11-26,63.400001525878906
2019-08-09,63.20000076293945
2019-07-08,62.7400016784668
2019-06-06,63.08000183105469
2019-09-10,64.1500015258789
2020-01-15,62.790000915527344
2020-04-03,62.959999084472656
2019-10-31,63.4900016784668
2020-04-06,63.52000045776367
2020-06-24,64.5
2018-11-09,64.2300033569336
2019-07-23,64.61000061035156
2019-06-21,65.16000366210938
2019-05-20,63.83000183105469
2019-04-18,63.31999969482422
2018-09-06,62.66999816894531
2018-10-08,63.209999084472656
2019-02-13,63.650001525878906
2018-12-11,64.79000091552734
2019-09-25,63.9900016784668
2020-01-21,64.5
2020-04-09,65.16000366210938
2019-11-06,65.0
2020-01-24,64.56999969482422
2020-01-27,64.9800033569336
2020-04-15,65.70999908447266
2018-12-26,66.48999786376953
2019-08-07,66.0199966430664
2019-06-04,66.12000274658203
2018-09-21,66.80000305175781
2018-07-19,66.12999725341797
2018-08-20,65.33999633789062
2018-10-23,63.279998779296875
2019-05-03,65.25
2019-04-01,62.09000015258789
2019-02-28,64.26000213623047
2019-11-12,63.849998474121094
2020-01-30,64.19999694824219
2019-11-15,64.58999633789062
2020-04-21,63.72999954223633
2019-04-16,63.4900016784668
2019-03-15,64.0199966430664
2019-02-11,64.44000244140625
2019-01-10,63.65999984741211
2019-08-22,63.06999969482422
2018-11-07,63.5
2018-08-03,63.459999084472656
2018-09-04,62.54999923706055
2019-06-19,62.9900016784668
2019-09-23,63.27000045776367
2019-11-18,61.95000076293945
2020-02-05,62.16999816894531
2020-04-24,60.97999954223633
2019-03-29,60.83000183105469
2019-11-21,60.810001373291016
2020-04-27,62.0
