Dates,ADP
2018-06-20,137.7899932861328
2018-06-21,138.2100067138672
2018-06-25,139.08999633789062
2018-06-22,136.6300048828125
2018-06-26,135.08999633789062
2018-06-27,133.07000732421875
2018-06-28,134.25
2018-06-29,134.13999938964844
2018-07-02,134.86000061035156
2018-07-03,133.66000366210938
2018-07-05,133.7100067138672
2018-07-16,134.22000122070312
2018-09-18,134.52000427246094
2019-01-24,135.97000122070312
2019-09-05,135.3699951171875
2018-11-21,137.5
2020-01-13,137.33999633789062
2020-04-01,137.1199951171875
2020-06-19,137.36000061035156
2019-10-29,137.5
2020-01-16,137.05999755859375
2020-06-22,137.3300018310547
2018-10-03,137.6999969482422
2018-07-31,137.11000061035156
2019-03-12,139.14999389648438
2019-02-08,139.24000549316406
2019-01-07,137.41000366210938
2018-12-06,134.2899932861328
2019-08-19,134.99000549316406
2019-07-18,132.61000061035156
2019-05-15,133.14999389648438
2019-09-20,134.25
2019-11-01,135.55999755859375
2020-04-07,137.91000366210938
2020-06-25,137.82000732421875
2020-06-16,138.3699951171875
2019-11-04,139.2899932861328
2020-01-22,139.6699981689453
2019-11-07,141.14999389648438
2020-04-13,141.24000549316406
2019-07-01,141.24000549316406
2019-05-30,142.5500030517578
2018-08-15,142.16000366210938
2018-10-18,143.0399932861328
2019-03-27,143.3000030517578
2019-01-22,143.35000610351562
2018-12-21,143.58999633789062
2019-09-03,143.60000610351562
2018-11-19,143.8300018310547
2019-08-02,146.35000610351562
2020-01-28,145.49000549316406
2020-04-16,146.75
2019-11-13,145.80999755859375
2020-01-31,146.13999938964844
2018-12-04,147.27999877929688
2018-11-02,146.72999572753906
2019-07-16,147.02000427246094
2018-08-30,147.0
2018-10-01,147.1300048828125
2019-06-14,146.9199981689453
2019-05-13,147.4600067138672
2019-04-11,147.0399932861328
2019-02-06,147.55999755859375
2019-09-18,146.97000122070312
2020-02-03,148.8800048828125
2020-04-22,150.67999267578125
2019-11-19,149.07000732421875
2020-02-06,148.88999938964844
2019-11-22,149.6199951171875
2019-03-25,149.91000366210938
2019-02-21,150.66000366210938
2018-12-19,150.74000549316406
2018-07-12,151.77000427246094
2018-09-14,151.58999633789062
2018-08-13,150.22000122070312
2018-10-16,150.99000549316406
2019-07-31,149.3000030517578
2019-05-28,150.13999938964844
2019-04-26,141.77999877929688
2020-04-28,138.17999267578125
2019-11-25,140.72000122070312
2020-02-12,140.25
2020-05-01,143.27999877929688
2020-05-04,143.66000366210938
2019-06-12,142.9199981689453
2019-04-09,143.41000366210938
2019-03-08,143.99000549316406
2019-02-04,142.44000244140625
2018-07-27,137.64999389648438
2018-08-28,140.49000549316406
2019-01-03,136.35000610351562
2019-08-15,135.3000030517578
2018-10-31,137.25999450683594
2019-09-16,144.0800018310547
2020-02-18,140.91000366210938
2020-05-07,140.72000122070312
2018-08-17,141.41000366210938
2019-12-04,143.9199981689453
2020-02-21,148.3000030517578
2018-12-17,147.88999938964844
2019-08-30,147.19000244140625
2018-11-15,144.1699981689453
2019-07-29,144.72000122070312
2019-06-27,142.72000122070312
2019-04-24,147.25
2018-07-10,146.5500030517578
2018-09-12,143.44000244140625
2019-02-19,140.52000427246094
2019-01-18,141.0800018310547
2020-02-24,140.88999938964844
2020-05-13,144.64999389648438
2019-12-10,145.32000732421875
2020-02-27,148.61000061035156
2019-12-13,145.85000610351562
2020-05-19,147.4199981689453
2019-03-06,147.41000366210938
2018-11-30,143.61000061035156
2019-08-13,143.17999267578125
2019-07-12,139.3300018310547
2019-06-10,139.72999572753906
2019-05-09,139.99000549316406
2018-07-25,139.57000732421875
2018-09-27,138.1999969482422
2018-10-29,134.82000732421875
2019-10-16,132.47000122070312
2019-12-16,130.0
2020-03-04,130.3300018310547
2020-05-22,130.2899932861328
2019-10-01,125.37000274658203
2019-12-19,121.94999694824219
2018-09-10,127.69999694824219
2019-05-24,129.72999572753906
2018-08-09,129.22999572753906
2019-04-22,131.1199951171875
2019-03-21,130.13999938964844
2019-01-16,126.20999908447266
2019-08-28,131.24000549316406
2018-11-13,130.52999877929688
2018-10-12,131.3000030517578
2019-06-25,131.4199981689453
2020-03-10,132.4600067138672
2020-05-28,131.64999389648438
2019-10-07,130.89999389648438
2020-03-13,132.3300018310547
2019-10-10,132.75999450683594
2020-03-16,132.94000244140625
2020-06-03,135.17999267578125
2018-11-28,133.1699981689453
2018-09-25,134.4199981689453
2018-07-23,134.75
2018-08-24,136.41000366210938
2019-07-10,135.5
2019-05-07,134.0
2019-04-05,139.41000366210938
2019-03-04,139.83999633789062
2019-01-31,141.6199951171875
2019-09-12,143.6300048828125
2019-12-31,145.2899932861328
2020-03-19,145.5399932861328
2020-01-03,145.67999267578125
2020-06-09,146.80999755859375
2019-02-15,147.50999450683594
2019-01-14,149.5
2018-07-06,150.4600067138672
2018-08-07,148.14999389648438
2018-10-10,149.6699981689453
2018-12-13,150.30999755859375
2019-08-26,150.55999755859375
2019-07-25,150.97999572753906
2019-05-22,153.17999267578125
2019-03-19,152.49000549316406
2020-01-06,152.8800048828125
2020-03-25,152.97999572753906
2020-06-12,153.02999877929688
2019-10-22,153.89999389648438
2020-01-09,153.25999450683594
2020-06-15,152.66000366210938
2019-10-25,152.52999877929688
2020-03-31,150.4199981689453
2020-06-18,149.24000549316406
2019-04-03,151.08999633789062
2018-08-22,151.99000549316406
2018-10-25,152.83999633789062
2019-01-29,153.50999450683594
2018-12-28,155.30999755859375
2018-11-26,154.69000244140625
2019-08-09,154.6300048828125
2019-07-08,154.02000427246094
2019-06-06,155.33999633789062
2019-09-10,153.80999755859375
2020-01-15,153.75
2020-04-03,156.1999969482422
2019-10-31,156.7899932861328
2020-04-06,158.3699951171875
2020-06-24,159.74000549316406
2018-11-09,162.07000732421875
2019-07-23,161.44000244140625
2019-06-21,161.10000610351562
2019-05-20,159.33999633789062
2019-04-18,160.33999633789062
2018-09-06,160.4600067138672
2018-10-08,159.67999267578125
2019-02-13,160.4199981689453
2018-12-11,161.6699981689453
2019-09-25,163.30999755859375
2020-01-21,163.67999267578125
2020-04-09,162.13999938964844
