Dates,ADP
2018-06-20,132.0236358642578
2018-06-21,132.4260711669922
2018-06-25,133.26925659179688
2018-06-22,130.9121856689453
2018-06-26,129.43663024902344
2018-06-27,127.50120544433594
2018-06-28,128.63182067871094
2018-06-29,128.5264129638672
2018-07-02,129.21627807617188
2018-07-03,128.06649780273438
2018-07-05,128.11439514160156
2018-07-16,128.60304260253906
2018-09-18,128.8905029296875
2019-01-24,130.27981567382812
2019-09-05,129.7049102783203
2018-11-21,131.7458038330078
2020-01-13,131.5924835205078
2020-04-01,131.38169860839844
2020-06-19,131.61167907714844
2019-10-29,131.7458038330078
2020-01-16,131.32418823242188
2020-06-22,131.5829315185547
2018-10-03,131.9374237060547
2018-07-31,131.3721466064453
2019-03-12,133.32675170898438
2019-02-08,133.41297912597656
2019-01-07,131.65953063964844
2018-12-06,128.6701202392578
2019-08-19,129.34080505371094
2019-07-18,127.06044006347656
2019-05-15,127.57783508300781
2019-09-20,128.63182067871094
2019-11-01,129.88697814941406
2020-04-07,132.13865661621094
2020-06-25,132.05239868164062
2020-06-16,132.57936096191406
2019-11-04,133.46087646484375
2020-01-22,133.82498168945312
2019-11-07,135.2430419921875
2020-04-13,135.3292694091797
2019-07-01,135.3292694091797
2019-05-30,136.58448791503906
2018-08-15,136.2107696533203
2018-10-18,137.05393981933594
2019-03-27,137.30307006835938
2019-01-22,137.35098266601562
2018-12-21,137.5809326171875
2019-09-03,137.5905303955078
2018-11-19,137.81088256835938
2019-08-02,140.22543334960938
2020-01-28,139.4014129638672
2020-04-16,140.6086883544922
2019-11-13,139.70803833007812
2020-01-31,140.02423095703125
2018-12-04,141.11651611328125
2018-11-02,140.58953857421875
2019-07-16,140.86740112304688
2018-08-30,140.8482208251953
2018-10-01,140.97279357910156
2019-06-14,141.43484497070312
2019-05-13,141.95472717285156
2019-04-11,141.5503692626953
2019-02-06,142.05096435546875
2019-09-18,141.48301696777344
2020-02-03,143.32168579101562
2020-04-22,145.05450439453125
2019-11-19,143.5045928955078
2020-02-06,143.33132934570312
2019-11-22,144.0340576171875
2019-03-25,144.31324768066406
2019-02-21,145.03521728515625
2018-12-19,145.11227416992188
2018-07-12,146.1038055419922
2018-09-14,145.93052673339844
2018-08-13,144.61167907714844
2018-10-16,145.35293579101562
2019-07-31,143.72601318359375
2019-05-28,144.53466796875
2019-04-26,136.48675537109375
2020-04-28,133.0211639404297
2019-11-25,135.4663543701172
2020-02-12,135.01390075683594
2020-05-01,137.93075561523438
2020-05-04,138.29656982421875
2019-06-12,137.58421325683594
2019-04-09,138.05592346191406
2019-03-08,138.61428833007812
2019-02-04,137.1221466064453
2018-07-27,132.51095581054688
2018-08-28,135.24493408203125
2019-01-03,131.2594757080078
2019-08-15,130.2487030029297
2018-10-31,132.13551330566406
2019-09-16,138.70091247558594
2020-02-18,135.64926147460938
2020-05-07,135.4663543701172
2018-08-17,136.1305694580078
2019-12-04,138.546875
2020-02-21,142.7633514404297
2018-12-17,142.36866760253906
2019-08-30,141.69479370117188
2018-11-15,138.7875213623047
2019-07-29,139.31700134277344
2019-06-27,137.3916778564453
2019-04-24,141.75253295898438
2018-07-10,141.07870483398438
2018-09-12,138.0847930908203
2019-02-19,135.27381896972656
2019-01-18,135.81289672851562
2020-02-24,135.62997436523438
