Dates,ADP
2018-06-20,137.6999969482422
2018-06-21,136.5399932861328
2018-06-25,138.22000122070312
2018-06-22,135.41000366210938
2018-06-26,134.83999633789062
2018-06-27,132.92999267578125
2018-06-28,133.42999267578125
2018-06-29,134.02000427246094
2018-07-02,132.64999389648438
2018-07-03,132.58999633789062
2018-07-05,133.13999938964844
2018-07-16,133.75
2018-09-18,133.2100067138672
2019-01-24,134.63999938964844
2019-09-05,134.27999877929688
2018-11-21,136.02000427246094
2020-01-13,136.85000610351562
2020-04-01,136.92999267578125
2020-06-19,136.4499969482422
2019-10-29,136.8699951171875
2020-01-16,134.86000061035156
2020-06-22,134.74000549316406
2018-10-03,136.82000732421875
2018-07-31,136.4199981689453
2019-03-12,137.1199951171875
2019-02-08,138.99000549316406
2019-01-07,136.83999633789062
2018-12-06,133.39999389648438
2019-08-19,133.74000549316406
2019-07-18,129.2100067138672
2019-05-15,130.42999267578125
2019-09-20,133.0
2019-11-01,133.97999572753906
2020-04-07,135.05999755859375
2020-06-25,137.00999450683594
2020-06-16,138.0
2019-11-04,137.77000427246094
2020-01-22,139.4199981689453
2019-11-07,139.4199981689453
2020-04-13,139.44000244140625
2019-07-01,139.13999938964844
2019-05-30,140.99000549316406
2018-08-15,142.10000610351562
2018-10-18,142.6300048828125
2019-03-27,142.32000732421875
2019-01-22,142.82000732421875
2018-12-21,142.86000061035156
2019-09-03,143.1999969482422
2018-11-19,143.27999877929688
2019-08-02,143.8699951171875
2020-01-28,144.92999267578125
2020-04-16,145.00999450683594
2019-11-13,144.19000244140625
2020-01-31,144.44000244140625
2018-12-04,145.00999450683594
2018-11-02,146.24000549316406
2019-07-16,146.42999267578125
2018-08-30,146.44000244140625
2018-10-01,146.47999572753906
2019-06-14,146.5
2019-05-13,146.6199951171875
2019-04-11,146.86000061035156
2019-02-06,147.0399932861328
2019-09-18,146.55999755859375
2020-02-03,147.3699951171875
2020-04-22,148.7899932861328
2019-11-19,148.7100067138672
2020-02-06,146.5
2019-11-22,148.8800048828125
2019-03-25,149.3699951171875
2019-02-21,149.7100067138672
2018-12-19,150.30999755859375
2018-07-12,150.1199951171875
2018-09-14,151.33999633789062
2018-08-13,148.92999267578125
2018-10-16,149.83999633789062
2019-07-31,148.0500030517578
2019-05-28,149.22000122070312
2019-04-26,141.57000732421875
2020-04-28,137.0500030517578
2019-11-25,138.5500030517578
2020-02-12,139.0399932861328
2020-05-01,140.27999877929688
2020-05-04,142.0399932861328
2019-06-12,141.05999755859375
2019-04-09,142.7100067138672
2019-03-08,143.0
2019-02-04,140.3000030517578
2018-07-27,137.27000427246094
2018-08-28,137.4499969482422
2019-01-03,135.52000427246094
2019-08-15,133.1300048828125
2018-10-31,134.47000122070312
2019-09-16,139.97999572753906
2020-02-18,139.9600067138672
2020-05-07,139.02000427246094
2018-08-17,139.72000122070312
2019-12-04,141.50999450683594
2020-02-21,144.97000122070312
2018-12-17,147.1699981689453
2019-08-30,146.0
2018-11-15,143.9499969482422
2019-07-29,143.0399932861328
2019-06-27,142.5
2019-04-24,140.8000030517578
2018-07-10,145.42999267578125
2018-09-12,141.22000122070312
2019-02-19,140.1300048828125
2019-01-18,139.4499969482422
2020-02-24,139.5399932861328
2020-05-13,142.02000427246094
2019-12-10,142.83999633789062
2020-02-27,145.49000549316406
2019-12-13,145.7100067138672
2020-05-19,145.8000030517578
2019-03-06,145.3800048828125
2018-11-30,143.17999267578125
2019-08-13,138.2899932861328
2019-07-12,138.6999969482422
2019-06-10,136.69000244140625
