Dates,ADP
2020-05-04,1069400.0
2019-06-12,1863900.0
2019-04-09,1793200.0
2019-03-08,1147100.0
2019-02-04,1819000.0
2018-07-27,2291500.0
2018-08-28,2192900.0
2019-01-03,2968900.0
2019-08-15,3272000.0
2018-10-31,2884500.0
2019-09-16,3522800.0
2020-02-18,2559300.0
2020-05-07,1920900.0
2018-08-17,1787800.0
2019-12-04,2094400.0
2020-02-21,2616300.0
2018-12-17,2082100.0
2019-08-30,2371400.0
2018-11-15,1665200.0
2019-07-29,2087300.0
2019-06-27,2248700.0
2019-04-24,2564000.0
2018-07-10,5416700.0
2018-09-12,2264900.0
2019-02-19,2995300.0
2019-01-18,1500700.0
2020-02-24,676600.0
2020-05-13,1643500.0
2019-12-10,1442300.0
2020-02-27,3159300.0
2019-12-13,1750200.0
2020-05-19,4150800.0
2019-03-06,4110800.0
2018-11-30,4018800.0
2019-08-13,3299500.0
2019-07-12,2830000.0
2019-06-10,1660300.0
2019-05-09,2190000.0
2018-07-25,2566200.0
2018-09-27,1871600.0
2018-10-29,1967100.0
2019-10-16,3749200.0
2019-12-16,6609500.0
2020-03-04,3496600.0
2020-05-22,3757400.0
2019-10-01,4349900.0
2019-12-19,1345700.0
2018-09-10,2321000.0
2019-05-24,2152600.0
2018-08-09,1665800.0
2019-04-22,2509100.0
2019-03-21,2190100.0
2019-01-16,3854000.0
2019-08-28,2161300.0
2018-11-13,3455800.0
2018-10-12,2275600.0
2019-06-25,1844500.0
2020-03-10,2051900.0
2020-05-28,1185700.0
2019-10-07,1787800.0
2020-03-13,3286100.0
2019-10-10,2081000.0
2020-03-16,2194800.0
2020-06-03,2281000.0
2018-11-28,2908900.0
2018-09-25,1923000.0
2018-07-23,1903200.0
2018-08-24,1712000.0
2019-07-10,1930600.0
2019-05-07,1726500.0
2019-04-05,3734300.0
2019-03-04,5836600.0
2019-01-31,2940900.0
2019-09-12,2848000.0
2019-12-31,2802400.0
2020-03-19,2039600.0
2020-01-03,2638200.0
2020-06-09,1712000.0
2019-02-15,1949600.0
2019-01-14,2181800.0
2018-07-06,2136700.0
2018-08-07,2656900.0
2018-10-10,2862900.0
2018-12-13,1354800.0
2019-08-26,1622000.0
2019-07-25,1309200.0
2019-05-22,1608800.0
2019-03-19,1560900.0
2020-01-06,1400600.0
2020-03-25,1479000.0
2020-06-12,2241300.0
2019-10-22,1773300.0
2020-01-09,3966800.0
2020-06-15,2914000.0
2019-10-25,1643000.0
2020-03-31,2915300.0
2020-06-18,1928100.0
2019-04-03,1817100.0
2018-08-22,1796500.0
2018-10-25,1539300.0
2019-01-29,1840900.0
2018-12-28,5612200.0
2018-11-26,1716600.0
2019-08-09,1439800.0
2019-07-08,1974900.0
2019-06-06,1848300.0
2019-09-10,1659700.0
2020-01-15,1235200.0
2020-04-03,1473900.0
2019-10-31,1481400.0
2020-04-06,1412400.0
2020-06-24,2333900.0
2018-11-09,2489500.0
2019-07-23,987800.0
2019-06-21,1374700.0
2019-05-20,1682400.0
2019-04-18,1497800.0
2018-09-06,952100.0
2018-10-08,1238600.0
2019-02-13,998900.0
2018-12-11,1526000.0
2019-09-25,1014300.0
2020-01-21,987100.0
2020-04-09,1080800.0
2019-11-06,1145400.0
2020-01-24,1423800.0
2020-01-27,813900.0
2020-04-15,1467300.0
2018-12-26,1771000.0
2019-08-07,1406400.0
2019-06-04,911900.0
2018-09-21,1270000.0
2018-07-19,2007200.0
2018-08-20,3333900.0
2018-10-23,2178100.0
2019-05-03,1431500.0
2019-04-01,1328200.0
2019-02-28,2132300.0
2019-11-12,1410200.0
2020-01-30,1604800.0
2019-11-15,1661500.0
2020-04-21,1898900.0
2019-04-16,1905000.0
2019-03-15,2042200.0
2019-02-11,2243800.0
2019-01-10,2101100.0
2019-08-22,1593500.0
2018-11-07,1171800.0
2018-08-03,1098300.0
2018-09-04,1453800.0
2019-06-19,911900.0
2019-09-23,1425300.0
2019-11-18,1046100.0
2020-02-05,743500.0
2020-04-24,1091900.0
2019-03-29,2066900.0
2019-11-21,1550800.0
2020-04-27,1451700.0
2020-02-11,1280800.0
2020-04-30,1419300.0
2019-05-01,1283200.0
2019-02-26,1361600.0
2019-01-25,1076000.0
2018-12-24,1205200.0
2019-09-06,1458600.0
2018-07-17,1213200.0
2018-09-19,1716500.0
2019-08-05,1153100.0
2019-10-08,1192100.0
2019-12-11,2437000.0
2019-11-27,1514800.0
2020-02-14,1555800.0
2020-05-06,1271600.0
2019-01-08,1417900.0
2018-12-07,1947000.0
2019-08-20,1623600.0
2018-11-05,17110800.0
2019-07-19,1938800.0
2018-10-04,2001700.0
2019-06-17,1108700.0
2019-05-16,1703000.0
2018-08-01,1730000.0
2019-03-13,1958500.0
2019-12-03,2239500.0
2020-02-20,2064500.0
2019-12-06,1898700.0
2020-05-12,1885100.0
2019-12-09,1500700.0
2020-02-26,1434600.0
2020-05-15,1423100.0
2019-03-28,934600.0
2018-09-17,2063300.0
2018-08-16,1305100.0
2018-10-19,1035500.0
2019-04-29,1066000.0
2019-01-23,1934100.0
2019-09-04,4170900.0
2018-11-20,4099000.0
2019-07-02,2873700.0
2019-05-31,4644800.0
2019-12-12,2113900.0
2020-05-18,2139100.0
2019-09-27,2306700.0
2020-03-03,2105800.0
2020-05-21,1633200.0
2019-05-14,1303000.0
2018-08-31,2204500.0
2018-07-30,1670300.0
2018-10-02,1339600.0
2019-04-12,1125000.0
2019-03-11,1143400.0
2019-02-07,1235100.0
2019-07-17,1174400.0
2019-09-19,1685100.0
2019-10-21,1197500.0
2019-12-18,1595100.0
2020-03-06,1532100.0
2019-10-03,1186800.0
2020-03-09,1586200.0
2020-05-27,1528200.0
2019-12-24,1359900.0
2020-03-12,1742600.0
2018-12-20,4866000.0
2019-08-01,1670200.0
2018-08-14,2010100.0
2018-07-13,2659400.0
2018-10-17,2209200.0
2019-05-29,1906900.0
2019-03-26,2427900.0
2019-02-22,2600700.0
2019-10-04,1711900.0
2019-11-05,1854400.0
2019-12-27,2651100.0
2020-06-02,1732600.0
2019-12-30,2724800.0
2020-03-18,2361500.0
2020-06-05,2092900.0
2019-07-15,2067400.0
2018-12-03,1489400.0
2019-06-13,1809300.0
2019-01-04,2669100.0
2018-08-29,1620400.0
2019-02-05,1363400.0
2018-11-01,1006300.0
2019-08-16,1477600.0
2019-04-10,1657100.0
2019-09-17,1571200.0
2019-10-15,1989500.0
2020-01-02,1282500.0
2020-06-08,1327800.0
2019-10-18,1661500.0
2020-03-24,1091700.0
2020-06-11,1661800.0
2020-01-08,1714300.0
2019-04-25,1322400.0
2019-07-30,1707400.0
2019-02-20,1093200.0
2018-07-11,2200000.0
2018-09-13,1378500.0
2018-10-15,1557100.0
2019-06-28,2878300.0
2018-12-18,6511300.0
2018-11-16,1375900.0
2019-10-02,2542900.0
2020-03-27,3924400.0
2020-01-10,2142900.0
2019-10-24,2166800.0
2020-03-30,1787500.0
2020-06-17,1417900.0
2020-01-14,1921700.0
2020-04-02,2325600.0
2019-01-02,2367900.0
2019-08-14,1611200.0
2018-10-30,1444500.0
2019-06-11,1284000.0
2019-05-10,1286900.0
2019-04-08,1184800.0
2018-08-27,1279100.0
2018-07-26,1259500.0
2018-09-28,2021000.0
2019-03-07,1093400.0
2019-10-30,706200.0
2020-01-17,1341500.0
2020-06-23,2930100.0
2020-04-08,1863700.0
2020-06-26,1748200.0
2019-03-22,1300100.0
2019-01-17,1500800.0
2019-08-29,1523400.0
2018-11-14,1245800.0
2019-06-26,1931100.0
2018-09-11,1308400.0
2018-07-09,2404000.0
2018-08-10,1838800.0
2019-04-23,2069900.0
2019-09-30,1924800.0
2020-01-23,3947200.0
2019-11-08,1139900.0
2020-04-14,350200.0
2019-11-11,1713700.0
2020-01-29,821400.0
2020-04-17,867100.0
2018-07-24,903000.0
2018-09-26,1364600.0
2019-05-08,1000100.0
2019-03-05,1205900.0
2019-02-01,1878900.0
2018-12-31,1675500.0
2018-11-29,1189600.0
2019-08-12,968700.0
2019-07-11,926700.0
2019-09-13,1688100.0
2019-11-14,2114600.0
2020-04-20,2281200.0
2020-02-04,2818200.0
2020-04-23,2016400.0
2018-12-14,2060100.0
2019-08-27,1520300.0
2018-08-08,1676700.0
2018-10-11,1622500.0
2018-11-12,1642000.0
2019-07-26,3842800.0
2019-06-24,2731700.0
2019-05-23,3316700.0
2019-03-20,2162800.0
2019-01-15,3423400.0
2019-11-20,2675200.0
2020-02-07,1600800.0
2020-02-10,2311500.0
2020-04-29,2153800.0
2019-11-26,1584200.0
2020-02-13,2622500.0
2019-01-30,1913900.0
2018-08-23,1566500.0
2018-09-24,1512200.0
2018-11-27,1651500.0
2018-10-26,1501600.0
2019-07-09,3538400.0
2019-06-07,2084100.0
2019-05-06,2606400.0
2019-04-04,2319700.0
2019-09-11,2843300.0
2019-11-29,4585800.0
2020-05-05,3194400.0
2019-12-02,3095200.0
2020-02-19,2847600.0
2020-05-08,3359700.0
2019-05-21,3137400.0
2019-03-18,4551300.0
2018-09-07,4152200.0
2018-08-06,2751000.0
2018-10-09,5497200.0
2019-02-14,3604900.0
2018-12-12,4415900.0
2019-07-24,4274800.0
2019-09-26,5108600.0
2019-10-28,4022100.0
2019-12-05,6257600.0
2020-05-11,4794500.0
2019-07-03,4884100.0
2020-02-25,3941600.0
2020-05-14,4041000.0
2020-02-28,2997800.0
2019-08-08,2522300.0
2019-06-05,3513000.0
2018-07-20,2905400.0
2018-08-21,3808200.0
2018-10-24,1567500.0
2019-04-02,3664100.0
2019-03-01,2870600.0
2019-01-28,2726600.0
2018-12-27,2683400.0
2019-09-09,1728700.0
2020-03-02,2404400.0
2020-05-20,2146300.0
2019-12-17,1949100.0
2020-03-05,3179500.0
2019-02-12,2521400.0
2019-01-11,2178100.0
2018-12-10,1558400.0
2019-08-23,2345000.0
2018-11-08,2000300.0
2019-07-22,1779500.0
2019-06-20,2129400.0
2018-09-05,2644300.0
2019-04-17,2592300.0
2019-09-24,2617000.0
2019-12-20,2614300.0
2020-05-26,1672000.0
2019-04-30,1780200.0
2019-12-23,1900200.0
2020-03-11,1738400.0
2020-05-29,1762700.0
2019-12-26,2014200.0
2020-06-01,2963900.0
2019-05-02,2164900.0
2019-02-27,4047700.0
2018-11-23,3753600.0
2019-08-06,2523000.0
2018-07-18,5466000.0
2018-09-20,2856300.0
2018-10-22,2201100.0
2019-07-05,3080400.0
2019-06-03,3439600.0
2019-10-09,2547000.0
2019-10-11,3239500.0
2020-03-17,2374100.0
2020-06-04,2880900.0
2019-10-14,2100300.0
2020-03-20,2086400.0
2018-11-06,3344600.0
2019-06-18,2270400.0
2019-05-17,1885700.0
2019-04-15,1690800.0
2019-03-14,2922100.0
2019-01-09,2725000.0
2018-08-02,1754700.0
2018-10-05,1662100.0
2019-08-21,1231100.0
2019-10-17,1234300.0
2020-03-23,2251200.0
2020-06-10,1736800.0
2019-02-25,1744100.0
2020-01-07,1837000.0
2020-03-26,1156200.0
2019-10-23,2566900.0
