Dates,ADP
2018-07-19,164.55999755859375
2018-08-20,161.1999969482422
2018-10-23,159.17999267578125
2019-05-03,160.6300048828125
2019-04-01,160.69000244140625
2019-02-28,160.9499969482422
2019-11-12,159.97999572753906
2020-01-30,161.02000427246094
2019-11-15,161.39999389648438
2020-04-21,159.72999572753906
2019-04-16,159.80999755859375
2019-03-15,159.77000427246094
2019-02-11,162.4499969482422
2019-01-10,162.0800018310547
2019-08-22,162.75
2018-11-07,163.5399932861328
2018-08-03,164.02999877929688
2018-09-04,162.3000030517578
2019-06-19,163.0399932861328
2019-09-23,163.74000549316406
2019-11-18,161.19000244140625
2020-02-05,161.41000366210938
2020-04-24,161.0800018310547
2019-03-29,161.4199981689453
2019-11-21,159.66000366210938
2020-04-27,162.77999877929688
2020-02-11,164.35000610351562
2020-04-30,167.8699951171875
2019-05-01,168.42999267578125
2019-02-26,168.8699951171875
2019-01-25,166.1699981689453
2018-12-24,165.6199951171875
2019-09-06,166.36000061035156
2018-07-17,166.49000549316406
2018-09-19,169.1999969482422
2019-08-05,168.8699951171875
2019-10-08,170.10000610351562
2019-12-11,170.4499969482422
2019-11-27,169.25
2020-02-14,168.05999755859375
2020-05-06,166.2100067138672
2019-01-08,164.22000122070312
2018-12-07,165.7100067138672
2019-08-20,167.82000732421875
2018-11-05,162.0399932861328
2019-07-19,164.17999267578125
2018-10-04,165.10000610351562
2019-06-17,164.6999969482422
2019-05-16,163.74000549316406
2018-08-01,164.6999969482422
2019-03-13,165.58999633789062
2019-12-03,165.4499969482422
2020-02-20,166.16000366210938
2019-12-06,165.85000610351562
2020-05-12,166.14999389648438
2019-12-09,167.9199981689453
2020-02-26,168.97000122070312
2020-05-15,168.3699951171875
2019-03-28,169.0
2018-09-17,167.47000122070312
2018-08-16,167.97000122070312
2018-10-19,169.5800018310547
2019-04-29,169.1300048828125
2019-01-23,167.83999633789062
2019-09-04,172.0
2018-11-20,166.6300048828125
2019-07-02,165.61000061035156
2019-05-31,163.42999267578125
2019-12-12,163.89999389648438
2020-05-18,165.47000122070312
2019-09-27,170.38999938964844
2020-03-03,169.9499969482422
2020-05-21,167.60000610351562
2019-05-14,169.17999267578125
2018-08-31,167.61000061035156
2018-07-30,166.36000061035156
2018-10-02,168.05999755859375
2019-04-12,169.3800048828125
2019-03-11,169.7899932861328
2019-02-07,169.69000244140625
2019-07-17,170.7100067138672
2019-09-19,170.1699981689453
2019-10-21,166.97999572753906
2019-12-18,168.13999938964844
2020-03-06,167.49000549316406
2019-10-03,170.80999755859375
2020-03-09,170.9199981689453
2020-05-27,169.5
2019-12-24,170.08999633789062
2020-03-12,173.5399932861328
2018-12-20,174.5
2019-08-01,173.69000244140625
2018-08-14,168.02999877929688
2018-07-13,164.9199981689453
2018-10-17,162.7899932861328
2019-05-29,161.50999450683594
2019-03-26,159.74000549316406
2019-02-22,159.24000549316406
2019-10-04,158.86000061035156
2019-11-05,159.97999572753906
2019-12-27,160.80999755859375
2020-06-02,160.63999938964844
2019-12-30,162.44000244140625
2020-03-18,161.9499969482422
2020-06-05,163.9499969482422
2019-07-15,163.97000122070312
2018-12-03,162.10000610351562
2019-06-13,162.94000244140625
2019-01-04,159.24000549316406
2018-08-29,157.60000610351562
2019-02-05,159.4199981689453
2018-11-01,159.80999755859375
2019-08-16,158.35000610351562
2019-04-10,158.94000244140625
2019-09-17,160.97000122070312
2019-10-15,163.83999633789062
2020-01-02,163.80999755859375
2020-06-08,164.4499969482422
2019-10-18,164.4499969482422
2020-03-24,165.1999969482422
2020-06-11,164.4499969482422
2020-01-08,164.49000549316406
2019-04-25,163.2899932861328
2019-07-30,160.75999450683594
2019-02-20,162.63999938964844
2018-07-11,163.36000061035156
2018-09-13,162.9199981689453
2018-10-15,164.36000061035156
2019-06-28,164.3300018310547
2018-12-18,164.41000366210938
2018-11-16,163.75
2019-10-02,164.61000061035156
2020-03-27,161.74000549316406
2020-01-10,160.17999267578125
2019-10-24,163.5800018310547
2020-03-30,163.0800018310547
2020-06-17,163.9199981689453
2020-01-14,166.49000549316406
2020-04-02,169.52000427246094
2019-01-02,170.47999572753906
2019-08-14,171.19000244140625
2018-10-30,171.3300018310547
2019-06-11,172.72999572753906
2019-05-10,171.5800018310547
2019-04-08,170.74000549316406
2018-08-27,171.5
2018-07-26,170.94000244140625
2018-09-28,171.9199981689453
2019-03-07,171.89999389648438
2019-10-30,171.5
2020-01-17,170.8699951171875
2020-06-23,167.44000244140625
2020-04-08,168.8699951171875
2020-06-26,169.00999450683594
2019-03-22,170.58999633789062
2019-01-17,170.11000061035156
2019-08-29,169.22999572753906
2018-11-14,168.30999755859375
2019-06-26,167.5500030517578
2018-09-11,168.38999938964844
2018-07-09,169.66000366210938
2018-08-10,169.44000244140625
2019-04-23,169.74000549316406
2019-09-30,169.38999938964844
2020-01-23,171.32000732421875
2019-11-08,171.36000061035156
2020-04-14,170.30999755859375
2019-11-11,170.82000732421875
2020-01-29,170.9499969482422
2020-04-17,170.85000610351562
2018-07-24,170.66000366210938
2018-09-26,172.0
2019-05-08,170.4499969482422
2019-03-05,170.33999633789062
2019-02-01,169.4600067138672
2018-12-31,170.50999450683594
2018-11-29,171.33999633789062
2019-08-12,172.0
2019-07-11,172.47000122070312
2019-09-13,172.35000610351562
2019-11-14,174.49000549316406
2020-04-20,174.94000244140625
2020-02-04,176.91000366210938
2020-04-23,177.60000610351562
2018-12-14,179.88999938964844
2019-08-27,178.4600067138672
2018-08-08,178.92999267578125
2018-10-11,176.6300048828125
2018-11-12,178.9600067138672
2019-07-26,174.27999877929688
2019-06-24,175.0800018310547
2019-05-23,175.44000244140625
2019-03-20,175.1699981689453
2019-01-15,178.07000732421875
2019-11-20,179.00999450683594
2020-02-07,180.47000122070312
2020-02-10,179.89999389648438
2020-04-29,179.82000732421875
2019-11-26,180.25
2020-02-13,180.85000610351562
2019-01-30,180.99000549316406
2018-08-23,181.27999877929688
2018-09-24,182.32000732421875
2018-11-27,181.74000549316406
2018-10-26,181.75
2019-07-09,180.42999267578125
2019-06-07,177.17999267578125
2019-05-06,175.49000549316406
2019-04-04,170.8000030517578
2019-09-11,165.97000122070312
2019-11-29,159.4499969482422
2020-05-05,163.08999633789062
2019-12-02,164.44000244140625
2020-02-19,164.6199951171875
2020-05-08,163.14999389648438
2019-05-21,160.11000061035156
2019-03-18,155.22000122070312
2018-09-07,157.1199951171875
2018-08-06,151.9199981689453
2018-10-09,137.8699951171875
2019-02-14,144.52999877929688
2018-12-12,131.72000122070312
2019-07-24,130.52999877929688
2019-09-26,122.58999633789062
2019-10-28,123.16999816894531
2019-12-05,119.47000122070312
2020-05-11,112.05999755859375
2019-07-03,122.04000091552734
2020-02-25,130.0
2020-05-14,138.13999938964844
2020-02-28,136.0
2019-08-08,138.5399932861328
2019-06-05,139.39999389648438
2018-07-20,133.41000366210938
2018-08-21,132.61000061035156
2018-10-24,132.52999877929688
2019-04-02,140.4499969482422
2019-03-01,147.1699981689453
2019-01-28,139.60000610351562
2018-12-27,143.80999755859375
2019-09-09,140.9199981689453
2020-03-02,143.99000549316406
2020-05-20,140.66000366210938
2019-12-17,138.9499969482422
2020-03-05,142.1199951171875
2019-02-12,141.64999389648438
2019-01-11,137.63999938964844
2018-12-10,139.75
2019-08-23,141.14999389648438
2018-11-08,139.72999572753906
2019-07-22,142.32000732421875
2019-06-20,146.19000244140625
2018-09-05,146.75999450683594
2019-04-17,147.32000732421875
2019-09-24,144.6999969482422
2019-12-20,144.63999938964844
2020-05-26,147.77000427246094
2019-04-30,147.6300048828125
2019-12-23,149.32000732421875
2020-03-11,149.77999877929688
2020-05-29,145.8000030517578
2019-12-26,145.63999938964844
2020-06-01,141.72999572753906
2019-05-02,135.16000366210938
2019-02-27,134.97999572753906
2018-11-23,137.47999572753906
2019-08-06,137.6199951171875
2018-07-18,136.08999633789062
2018-09-20,135.0500030517578
2018-10-22,135.72000122070312
2019-07-05,139.55999755859375
2019-06-03,145.1300048828125
2019-10-09,146.50999450683594
2019-10-11,146.97999572753906
2020-03-17,146.97999572753906
2020-06-04,148.32000732421875
2019-10-14,152.25
2020-03-20,151.9499969482422
2018-11-06,161.0500030517578
2019-06-18,161.3000030517578
2019-05-17,160.75
2019-04-15,158.2100067138672
2019-03-14,154.2100067138672
2019-01-09,148.97999572753906
2018-08-02,148.4499969482422
2018-10-05,153.30999755859375
2019-08-21,152.5800018310547
2019-10-17,151.82000732421875
2020-03-23,155.0
2020-06-10,150.57000732421875
2019-02-25,152.14999389648438
2020-01-07,149.58999633789062
2020-03-26,147.7100067138672
2019-10-23,147.4499969482422
