Dates,CMG
2018-06-20,470.760009765625
2018-06-21,473.9599914550781
2018-06-25,474.4599914550781
2018-06-22,467.6499938964844
2018-06-26,465.1499938964844
2018-06-27,467.510009765625
2018-06-28,440.44000244140625
2018-06-29,437.6000061035156
2018-07-02,442.989990234375
2018-07-03,450.4700012207031
2018-07-05,450.0
2018-07-16,451.82000732421875
2018-09-18,464.57000732421875
2019-01-24,461.1400146484375
2019-09-05,459.7900085449219
2018-11-21,464.3900146484375
2020-01-13,461.0
2020-04-01,458.2200012207031
2020-06-19,459.7799987792969
2019-10-29,454.739990234375
2020-01-16,458.30999755859375
2020-06-22,454.57000732421875
2018-10-03,457.05999755859375
2018-07-31,456.95001220703125
2019-03-12,457.20001220703125
2019-02-08,451.5400085449219
2019-01-07,483.2900085449219
2018-12-06,472.989990234375
2019-08-19,452.75
2019-07-18,444.989990234375
2019-05-15,461.1000061035156
2019-09-20,468.44000244140625
2019-11-01,480.2300109863281
2020-04-07,482.0
2020-06-25,488.239990234375
2020-06-16,493.0
2019-11-04,490.8500061035156
2020-01-22,489.9599914550781
2019-11-07,495.0400085449219
2020-04-13,526.4099731445312
2019-07-01,530.6799926757812
2019-05-30,513.52001953125
2018-08-15,516.760009765625
2018-10-18,522.22998046875
2019-03-27,527.0
2019-01-22,522.6900024414062
2018-12-21,522.7899780273438
2019-09-03,513.010009765625
2018-11-19,503.0
2019-08-02,497.6000061035156
2020-01-28,490.4200134277344
2020-04-16,481.5299987792969
2019-11-13,479.45001220703125
2020-01-31,481.5199890136719
2018-12-04,482.42999267578125
2018-11-02,483.2900085449219
2019-07-16,490.4700012207031
2018-08-30,493.55999755859375
2018-10-01,495.8500061035156
2019-06-14,497.8699951171875
2019-05-13,497.239990234375
2019-04-11,491.6199951171875
2019-02-06,493.80999755859375
2019-09-18,492.9700012207031
2020-02-03,496.8900146484375
2020-04-22,480.8800048828125
2019-11-19,467.3500061035156
2020-02-06,468.8999938964844
2019-11-22,471.5
2019-03-25,473.9800109863281
2019-02-21,462.30999755859375
2018-12-19,458.8599853515625
2018-07-12,450.7099914550781
2018-09-14,439.989990234375
2018-08-13,447.8299865722656
2018-10-16,454.79998779296875
2019-07-31,455.0
2019-05-28,455.760009765625
2019-04-26,446.70001220703125
2020-04-28,442.42999267578125
2019-11-25,444.6400146484375
2020-02-12,436.2799987792969
2020-05-01,435.3399963378906
2020-05-04,434.6099853515625
2019-06-12,432.3299865722656
2019-04-09,436.510009765625
2019-03-08,437.0
2019-02-04,435.4100036621094
2018-07-27,434.3800048828125
