Dates,CMG
2018-08-28,427.9100036621094
2019-01-03,441.7799987792969
2019-08-15,453.8999938964844
2018-10-31,462.45001220703125
2019-09-16,470.7799987792969
2020-02-18,478.4200134277344
2020-05-07,482.0
2018-08-17,480.94000244140625
2019-12-04,475.6300048828125
2020-02-21,479.79998779296875
2018-12-17,483.6600036621094
2019-08-30,491.92999267578125
2018-11-15,500.9800109863281
2019-07-29,494.1400146484375
2019-06-27,488.8500061035156
2019-04-24,477.9100036621094
2018-07-10,475.8599853515625
2018-09-12,474.3999938964844
2019-02-19,470.70001220703125
2019-01-18,475.7900085449219
2020-02-24,476.0299987792969
2020-05-13,474.5299987792969
2019-12-10,474.2900085449219
2020-02-27,493.9100036621094
2019-12-13,493.9800109863281
2020-05-19,482.54998779296875
2019-03-06,478.8699951171875
2018-11-30,483.0799865722656
2019-08-13,470.30999755859375
2019-07-12,479.8699951171875
2019-06-10,477.8699951171875
2019-05-09,479.9100036621094
2018-07-25,475.6700134277344
2018-09-27,475.7900085449219
2018-10-29,472.20001220703125
2019-10-16,459.80999755859375
2019-12-16,450.7300109863281
2020-03-04,447.3800048828125
2020-05-22,424.6300048828125
2019-10-01,407.1000061035156
2019-12-19,392.55999755859375
2018-09-10,406.1600036621094
2019-05-24,414.57000732421875
2018-08-09,430.0
2019-04-22,433.489990234375
2019-03-21,447.4599914550781
2019-01-16,450.0
2019-08-28,457.3399963378906
2018-11-13,485.9100036621094
2018-10-12,499.6700134277344
2019-06-25,505.5199890136719
2020-03-10,509.8299865722656
2020-05-28,513.2999877929688
2019-10-07,510.989990234375
2020-03-13,517.0
2019-10-10,518.9199829101562
2020-03-16,521.4400024414062
2020-06-03,523.7899780273438
2018-11-28,525.489990234375
2018-09-25,532.4099731445312
2018-07-23,536.0499877929688
2018-08-24,543.9000244140625
2019-07-10,542.6300048828125
2019-05-07,534.0
2019-04-05,538.6300048828125
2019-03-04,534.97998046875
2019-01-31,530.969970703125
2019-09-12,536.9199829101562
2019-12-31,531.7999877929688
2020-03-19,530.72998046875
2020-01-03,606.0
2020-06-09,592.2100219726562
2019-02-15,608.5499877929688
2019-01-14,612.5999755859375
2018-07-06,603.2899780273438
2018-08-07,606.9000244140625
2018-10-10,609.2899780273438
2018-12-13,609.239990234375
2019-08-26,600.52001953125
2019-07-25,606.6300048828125
2019-05-22,602.2000122070312
2019-03-19,604.3699951171875
2020-01-06,601.75
2020-03-25,602.0
2020-06-12,609.5999755859375
2019-10-22,613.7000122070312
2020-01-09,622.489990234375
2020-06-15,622.0
2019-10-25,619.2100219726562
2020-03-31,614.8699951171875
2020-06-18,616.8099975585938
2019-04-03,618.510009765625
2018-08-22,635.5999755859375
2018-10-25,641.6400146484375
2019-01-29,642.9299926757812
2018-12-28,646.5399780273438
2018-11-26,656.5900268554688
2019-08-09,671.989990234375
2019-07-08,670.8099975585938
2019-06-06,680.0
2019-09-10,679.239990234375
2020-01-15,679.0
2020-04-03,692.75
2019-10-31,701.989990234375
2020-04-06,703.1599731445312
2020-06-24,711.489990234375
2018-11-09,715.6199951171875
2019-07-23,707.760009765625
2019-06-21,707.6599731445312
2019-05-20,708.8599853515625
2019-04-18,709.6799926757812
2018-09-06,716.489990234375
2018-10-08,721.2100219726562
2019-02-13,719.4400024414062
2018-12-11,713.02001953125
2019-09-25,715.25
2020-01-21,714.489990234375
2020-04-09,716.6500244140625
2019-11-06,699.9400024414062
2020-01-24,700.0
2020-01-27,702.8400268554688
2020-04-15,704.6400146484375
2018-12-26,714.2899780273438
2019-08-07,713.5499877929688
2019-06-04,689.3099975585938
2018-09-21,680.5
2018-07-19,689.3599853515625
2018-08-20,697.3300170898438
2018-10-23,708.8599853515625
2019-05-03,710.9299926757812
2019-04-01,720.0
2019-02-28,721.4199829101562
2019-11-12,713.8599853515625
2020-01-30,708.260009765625
2019-11-15,708.6500244140625
2020-04-21,698.6199951171875
2019-04-16,708.8499755859375
2019-03-15,710.6699829101562
2019-02-11,719.1400146484375
2019-01-10,718.9600219726562
2019-08-22,727.0
2018-11-07,723.0
2018-08-03,718.260009765625
2018-09-04,687.0
2019-06-19,671.969970703125
2019-09-23,681.6400146484375
2019-11-18,676.4000244140625
2020-02-05,678.8400268554688
2020-04-24,669.0
2019-03-29,667.9099731445312
2019-11-21,665.3900146484375
2020-04-27,679.47998046875
2020-02-11,694.0
2020-04-30,714.4199829101562
2019-05-01,730.0
2019-02-26,730.4099731445312
2019-01-25,743.4299926757812
2018-12-24,749.25
2019-09-06,742.27001953125
2018-07-17,749.22998046875
2018-09-19,740.0
2019-08-05,737.1599731445312
2019-10-08,742.6400146484375
2019-12-11,739.6599731445312
2019-11-27,731.0
2020-02-14,739.9600219726562
2020-05-06,737.8300170898438
2019-01-08,730.2999877929688
2018-12-07,732.8800048828125
2019-08-20,740.530029296875
2018-11-05,729.6699829101562
2019-07-19,734.25
2018-10-04,739.8099975585938
2019-06-17,752.7899780273438
2019-05-16,754.5399780273438
2018-08-01,751.97998046875
2019-03-13,746.4400024414062
2019-12-03,753.47998046875
2020-02-20,760.5900268554688
2019-12-06,765.0499877929688
2020-05-12,762.0499877929688
2019-12-09,765.989990234375
2020-02-26,765.3599853515625
2020-05-15,752.0900268554688
2019-03-28,747.1799926757812
2018-09-17,789.5
2018-08-16,781.8599853515625
2018-10-19,785.5
2019-04-29,811.9500122070312
2019-01-23,807.9400024414062
2019-09-04,805.0
2018-11-20,802.6300048828125
2019-07-02,801.1199951171875
2019-05-31,786.0999755859375
2019-12-12,793.9500122070312
2020-05-18,796.4000244140625
2019-09-27,814.0499877929688
2020-03-03,822.8800048828125
2020-05-21,822.27001953125
2019-05-14,821.280029296875
2018-08-31,811.8900146484375
2018-07-30,811.280029296875
2018-10-02,818.6500244140625
2019-04-12,825.0
2019-03-11,823.6300048828125
2019-02-07,828.7999877929688
2019-07-17,831.5900268554688
2019-09-19,824.1799926757812
2019-10-21,827.4299926757812
2019-12-18,847.489990234375
2020-03-06,841.0
2019-10-03,847.9500122070312
2020-03-09,848.8400268554688
2020-05-27,836.0999755859375
2019-12-24,840.3200073242188
2020-03-12,843.8300170898438
2018-12-20,842.1400146484375
2019-08-01,857.9000244140625
2018-08-14,839.3099975585938
2018-07-13,802.6400146484375
2018-10-17,810.2899780273438
2019-05-29,805.7000122070312
2019-03-26,802.760009765625
2019-02-22,831.75
2019-10-04,840.22998046875
2019-11-05,838.4000244140625
2019-12-27,840.8200073242188
2020-06-02,849.7899780273438
2019-12-30,851.7999877929688
2020-03-18,829.239990234375
2020-06-05,822.75
2019-07-15,825.0
2018-12-03,843.9000244140625
2019-06-13,847.9500122070312
2019-01-04,826.6799926757812
2018-08-29,821.030029296875
2019-02-05,825.0999755859375
2018-11-01,822.4400024414062
2019-08-16,813.3599853515625
2019-04-10,829.7999877929688
2019-09-17,831.7000122070312
2019-10-15,845.0
2020-01-02,830.0
2020-06-08,836.9099731445312
2019-10-18,827.6300048828125
2020-03-24,834.739990234375
2020-06-11,849.5999755859375
2020-01-08,852.0
2019-04-25,856.75
2019-07-30,814.4199829101562
2019-02-20,809.77001953125
2018-07-11,800.1199951171875
2018-09-13,792.6400146484375
2018-10-15,784.8499755859375
2019-06-28,775.72998046875
2018-12-18,782.5999755859375
2018-11-16,781.9099731445312
2019-10-02,771.1599731445312
2020-03-27,751.6099853515625
2020-01-10,750.739990234375
2019-10-24,746.5800170898438
2020-03-30,744.6599731445312
2020-06-17,745.8699951171875
2020-01-14,764.7899780273438
2020-04-02,757.510009765625
2019-01-02,755.8400268554688
2019-08-14,754.8499755859375
2018-10-30,774.8699951171875
2019-06-11,775.1599731445312
2019-05-10,778.6500244140625
2019-04-08,781.719970703125
2018-08-27,777.8599853515625
2018-07-26,787.719970703125
2018-09-28,816.4299926757812
2019-03-07,821.97998046875
2019-10-30,825.5999755859375
2020-01-17,814.8099975585938
2020-06-23,815.5800170898438
2020-04-08,822.0
2020-06-26,822.7999877929688
2019-03-22,827.9099731445312
2019-01-17,828.4500122070312
2019-08-29,827.2899780273438
2018-11-14,823.4500122070312
2019-06-26,825.9500122070312
2018-09-11,818.9500122070312
2018-07-09,828.2899780273438
2018-08-10,833.1199951171875
2019-04-23,839.1300048828125
2019-09-30,836.030029296875
2020-01-23,838.8200073242188
2019-11-08,838.25
2020-04-14,829.4099731445312
2019-11-11,839.280029296875
2020-01-29,840.0
2020-04-17,838.75
2018-07-24,842.27001953125
2018-09-26,859.1900024414062
2019-05-08,870.9400024414062
2019-03-05,862.7999877929688
2019-02-01,863.0
2018-12-31,867.0
2018-11-29,877.0
2019-08-12,866.5700073242188
2019-07-11,869.77001953125
2019-09-13,863.6199951171875
2019-11-14,869.4600219726562
2020-04-20,870.8300170898438
2020-02-04,879.0
2020-04-23,887.5999755859375
2018-12-14,882.969970703125
2019-08-27,884.0
2018-08-08,885.0
2018-10-11,868.0
2018-11-12,882.219970703125
2019-07-26,884.25
2019-06-24,888.5800170898438
2019-05-23,885.0399780273438
2019-03-20,880.0
2019-01-15,890.1699829101562
2019-11-20,893.02001953125
2020-02-07,863.530029296875
2020-02-10,865.8800048828125
2020-04-29,891.4400024414062
2019-11-26,899.0
2020-02-13,901.489990234375
2019-01-30,914.97998046875
2018-08-23,923.5
2018-09-24,934.0
2018-11-27,938.8800048828125
2018-10-26,940.280029296875
2019-07-09,929.760009765625
2019-06-07,900.0499877929688
2019-05-06,891.9099731445312
2019-04-04,868.7899780273438
2019-09-11,815.72998046875
2019-11-29,774.8400268554688
2020-05-05,781.5700073242188
2019-12-02,781.780029296875
2020-02-19,772.739990234375
2020-05-08,755.5
2019-05-21,729.5999755859375
2019-03-18,689.97998046875
2018-09-07,704.989990234375
2018-08-06,691.0
2018-10-09,613.8599853515625
2019-02-14,655.5499877929688
2018-12-12,580.0999755859375
2019-07-24,579.4199829101562
2019-09-26,500.0
2019-10-28,553.0
2019-12-05,596.989990234375
2020-05-11,602.260009765625
2019-07-03,690.3599853515625
2020-02-25,694.4099731445312
2020-05-14,672.5
2020-02-28,643.7100219726562
2019-08-08,647.8800048828125
2019-06-05,674.97998046875
2018-07-20,645.25
2018-08-21,634.6900024414062
2018-10-24,645.0800170898438
2019-04-02,707.7000122070312
2019-03-01,756.27001953125
2019-01-28,735.0
2018-12-27,788.969970703125
2019-09-09,771.0
2020-03-02,794.1199951171875
2020-05-20,778.0
2019-12-17,790.0
2020-03-05,824.3499755859375
2019-02-12,822.0
2019-01-11,809.239990234375
2018-12-10,905.0
2019-08-23,909.8800048828125
2018-11-08,887.9299926757812
2019-07-22,900.0
2019-06-20,899.0
2018-09-05,894.22998046875
2019-04-17,897.969970703125
2019-09-24,883.489990234375
2019-12-20,876.030029296875
2020-05-26,886.6900024414062
2019-04-30,883.8200073242188
2019-12-23,900.010009765625
2020-03-11,927.6099853515625
2020-05-29,942.8300170898438
2019-12-26,966.0
2020-06-01,937.2000122070312
2019-05-02,935.1099853515625
2019-02-27,974.5
2018-11-23,1017.8699951171875
2019-08-06,1020.72998046875
2018-07-18,1032.0699462890625
2018-09-20,1038.1300048828125
2018-10-22,1057.68994140625
2019-07-05,1087.0
2019-06-03,1023.8099975585938
2019-10-09,1006.760009765625
2019-10-11,1006.8900146484375
2020-03-17,1056.4100341796875
2020-06-04,1063.489990234375
2019-10-14,1069.949951171875
2020-03-20,1059.81005859375
2018-11-06,1069.0999755859375
2019-06-18,1065.0
2019-05-17,1052.989990234375
2019-04-15,1042.93994140625
2019-03-14,1027.719970703125
2019-01-09,1025.6500244140625
2018-08-02,1025.050048828125
2018-10-05,1037.550048828125
2019-08-21,1042.8800048828125
2019-10-17,1038.8299560546875
2020-03-23,1042.0999755859375
2020-06-10,1071.31005859375
2019-02-25,1074.0
2020-01-07,1053.3199462890625
2020-03-26,1051.97998046875
2019-10-23,1049.0999755859375
