Dates,CMG
2019-09-19,815.1199951171875
2019-10-21,812.77001953125
2019-12-18,833.6799926757812
2020-03-06,839.8900146484375
2019-10-03,845.0
2020-03-09,847.3599853515625
2020-05-27,833.0
2019-12-24,832.0
2020-03-12,842.0
2018-12-20,837.8900146484375
2019-08-01,847.3699951171875
2018-08-14,839.3099975585938
2018-07-13,793.0
2018-10-17,802.7999877929688
2019-05-29,805.7000122070312
2019-03-26,783.0
2019-02-22,802.8900146484375
2019-10-04,825.0
2019-11-05,834.9500122070312
2019-12-27,835.530029296875
2020-06-02,834.6500244140625
2019-12-30,846.25
2020-03-18,824.0
2020-06-05,820.5599975585938
2019-07-15,819.8400268554688
2018-12-03,822.0
2019-06-13,845.0800170898438
2019-01-04,826.6799926757812
2018-08-29,809.0
2019-02-05,819.0
2018-11-01,822.1099853515625
2019-08-16,806.9000244140625
2019-04-10,815.010009765625
2019-09-17,829.969970703125
2019-10-15,832.2899780273438
2020-01-02,830.0
2020-06-08,830.3499755859375
2019-10-18,827.0
2020-03-24,830.0
2020-06-11,828.2100219726562
2020-01-08,847.6400146484375
2019-04-25,856.75
2019-07-30,814.4199829101562
2019-02-20,792.0
2018-07-11,796.7999877929688
2018-09-13,790.75
2018-10-15,784.8499755859375
2019-06-28,763.8599853515625
2018-12-18,779.1699829101562
2018-11-16,778.260009765625
2019-10-02,768.0
2020-03-27,750.0
2020-01-10,742.3300170898438
2019-10-24,745.0
2020-03-30,736.0
2020-06-17,728.6900024414062
2020-01-14,757.989990234375
2020-04-02,754.1199951171875
2019-01-02,755.0
2019-08-14,749.2999877929688
2018-10-30,756.5
2019-06-11,771.0499877929688
2019-05-10,767.1300048828125
2019-04-08,776.8400268554688
2018-08-27,773.1199951171875
2018-07-26,774.8099975585938
2018-09-28,799.0499877929688
2019-03-07,817.1300048828125
2019-10-30,821.4299926757812
2020-01-17,813.1099853515625
2020-06-23,800.0
2020-04-08,820.0
2020-06-26,809.0
2019-03-22,823.6199951171875
2019-01-17,823.8900146484375
2019-08-29,824.3599853515625
2018-11-14,821.8300170898438
2019-06-26,824.8699951171875
2018-09-11,809.5900268554688
2018-07-09,820.5999755859375
2018-08-10,822.0999755859375
2019-04-23,832.27001953125
2019-09-30,825.0
2020-01-23,838.0
2019-11-08,837.8300170898438
2020-04-14,827.0999755859375
2019-11-11,829.4099731445312
2020-01-29,839.969970703125
2020-04-17,838.1699829101562
2018-07-24,837.239990234375
2018-09-26,839.969970703125
2019-05-08,853.239990234375
2019-03-05,862.0
2019-02-01,863.0
2018-12-31,856.1500244140625
2018-11-29,866.8599853515625
2019-08-12,866.0
2019-07-11,856.1300048828125
2019-09-13,861.8499755859375
2019-11-14,860.0599975585938
2020-04-20,868.780029296875
2020-02-04,874.6500244140625
2020-04-23,878.7000122070312
2018-12-14,877.9500122070312
2019-08-27,873.8900146484375
2018-08-08,885.0
2018-10-11,861.5
2018-11-12,867.219970703125
2019-07-26,878.3300170898438
2019-06-24,878.489990234375
2019-05-23,879.510009765625
2019-03-20,868.0
2019-01-15,876.010009765625
2019-11-20,892.0
2020-02-07,858.1799926757812
2020-02-10,858.4600219726562
2020-04-29,861.3099975585938
2019-11-26,893.0
2020-02-13,890.6400146484375
2019-01-30,898.2999877929688
2018-08-23,912.9400024414062
2018-09-24,924.0900268554688
2018-11-27,934.02001953125
2018-10-26,926.0499877929688
2019-07-09,926.3499755859375
2019-06-07,897.4199829101562
2019-05-06,890.0
2019-04-04,855.3800048828125
2019-09-11,811.3900146484375
2019-11-29,734.5
2020-05-05,779.52001953125
2019-12-02,768.02001953125
2020-02-19,764.4299926757812
2020-05-08,750.010009765625
2019-05-21,703.2100219726562
2019-03-18,667.0
2018-09-07,689.0
2018-08-06,681.0
2018-10-09,587.02001953125
2019-02-14,650.3400268554688
2018-12-12,570.0
2019-07-24,573.280029296875
2019-09-26,492.010009765625
2019-10-28,455.8599853515625
2019-12-05,573.8699951171875
2020-05-11,561.3099975585938
2019-07-03,639.0
2020-02-25,684.989990234375
2020-05-14,661.7999877929688
2020-02-28,624.3200073242188
2019-08-08,622.2100219726562
2019-06-05,634.6599731445312
2018-07-20,630.02001953125
2018-08-21,607.4199829101562
2018-10-24,631.010009765625
2019-04-02,632.2999877929688
2019-03-01,750.0
2019-01-28,709.2100219726562
2018-12-27,745.0
2019-09-09,768.77001953125
2020-03-02,772.25
2020-05-20,757.719970703125
2019-12-17,773.0
2020-03-05,810.75
2019-02-12,807.2000122070312
2019-01-11,799.0
2018-12-10,848.989990234375
2019-08-23,895.0
2018-11-08,873.4299926757812
2019-07-22,891.0
2019-06-20,899.0
2018-09-05,880.219970703125
2019-04-17,880.0
2019-09-24,858.77001953125
2019-12-20,862.3300170898438
2020-05-26,881.9199829101562
2019-04-30,875.3400268554688
2019-12-23,881.510009765625
2020-03-11,900.0
2020-05-29,920.0
2019-12-26,943.6599731445312
2020-06-01,929.8400268554688
2019-05-02,901.0
2019-02-27,926.0
2018-11-23,997.4500122070312
2019-08-06,1000.0
2018-07-18,1022.0
2018-09-20,1035.0
2018-10-22,1026.780029296875
2019-07-05,1086.300048828125
2019-06-03,1021.72998046875
2019-10-09,1001.1799926757812
2019-10-11,1001.0
2020-03-17,1012.8099975585938
2020-06-04,1050.0
2019-10-14,1061.6800537109375
2020-03-20,1044.31005859375
2018-11-06,1050.0
2019-06-18,1052.8299560546875
2019-05-17,1036.9100341796875
2019-04-15,1042.6199951171875
2019-03-14,1002.3900146484375
2019-01-09,1025.6500244140625
2018-08-02,974.02001953125
2018-10-05,1037.550048828125
2019-08-21,1031.0999755859375
2019-10-17,1026.699951171875
2020-03-23,1040.0
2020-06-10,1026.699951171875
2019-02-25,1074.0
2020-01-07,1036.18994140625
2020-03-26,1047.4000244140625
2019-10-23,1048.8399658203125
